TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,FTA_RATE_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,SEASON_TYPE
1610612737,Atlanta Hawks,82,46,36,0.561,48.2,43.6,92.0,0.474,14.6,39.5,0.371,16.6,21.5,0.774,11.0,32.6,43.5,30.1,14.2,9.4,4.7,4.9,19.7,18.5,118.5,2.4,1,11,11,11,14,2,2,13,6,9,5,26,24,20,18,13,18,1,10,5,18,17,14,26,6,12,113.2,115.0,111.0,112.9,2.3,2.2,0.691,2.13,20.4,0.291,0.702,0.495,0.138,0.554,0.584,104.2,102.5,85.42,8444,0.51,14,10,12,4,3,2,20,9,17,8,10,12,5,14,0.234,0.546,0.26,0.156,0.298,27,18,14,6,9,Regular Season
1610612738,Boston Celtics,82,56,26,0.683,48.1,42.1,90.2,0.467,15.5,42.1,0.367,15.1,18.7,0.807,12.5,33.9,46.4,24.6,12.4,7.1,5.0,4.1,19.0,18.4,114.9,7.7,1,4,4,4,26,14,9,16,3,4,8,29,30,7,7,7,3,27,1,28,11,3,9,27,19,4,116.8,120.0,109.7,111.7,7.1,8.3,0.585,1.99,18.0,0.336,0.71,0.525,0.129,0.553,0.583,97.7,95.58,79.65,7850,0.536,2,4,4,30,9,22,5,6,3,3,11,13,30,4,0.207,0.523,0.245,0.129,0.29,30,4,6,26,6,Regular Season
1610612739,Cleveland Cavaliers,82,52,30,0.634,48.2,43.3,90.0,0.482,14.3,39.8,0.36,18.5,23.9,0.776,11.7,32.7,44.4,28.3,14.0,8.5,5.0,4.3,19.6,20.5,119.5,4.1,1,8,8,8,14,6,12,8,8,7,13,15,14,19,12,12,11,8,9,16,13,6,12,7,4,9,116.3,118.3,111.9,114.1,4.4,4.1,0.653,2.02,19.7,0.307,0.692,0.502,0.138,0.561,0.595,102.6,100.7,83.91,8286,0.522,6,15,9,11,7,6,9,18,10,9,5,6,13,9,0.265,0.543,0.263,0.149,0.308,15,15,16,10,18,Regular Season
1610612740,New Orleans Pelicans,82,26,56,0.317,48.3,42.1,90.5,0.466,11.1,32.1,0.347,20.1,25.7,0.784,12.2,31.7,43.9,25.1,14.2,8.9,5.2,5.8,19.9,20.2,115.5,-4.5,1,23,23,23,10,15,5,20,27,25,24,5,6,14,8,21,15,24,12,9,9,28,17,12,16,21,111.4,113.3,115.5,117.6,-4.2,-4.4,0.596,1.77,17.6,0.311,0.674,0.491,0.139,0.527,0.568,103.2,101.37,84.47,8363,0.48,20,23,21,26,20,28,8,28,20,10,27,26,11,22,0.284,0.555,0.258,0.142,0.326,8,22,13,18,28,Regular Season
1610612741,Chicago Bulls,82,31,51,0.378,48.2,42.4,90.5,0.469,14.3,40.1,0.356,17.3,22.2,0.776,10.4,34.7,45.0,28.5,15.3,7.6,5.0,5.6,19.0,18.8,116.3,-5.2,1,22,22,22,14,13,6,14,9,6,19,23,22,18,23,2,9,7,23,23,11,26,8,24,12,22,110.5,112.1,115.1,117.4,-4.6,-5.3,0.672,1.86,19.5,0.279,0.708,0.496,0.148,0.547,0.58,105.0,103.22,86.01,8506,0.48,25,22,23,7,13,8,26,7,16,21,14,16,3,21,0.246,0.553,0.245,0.125,0.292,22,21,7,29,7,Regular Season
1610612742,Dallas Mavericks,82,26,56,0.317,48.4,41.9,89.8,0.466,11.0,31.9,0.344,19.5,25.8,0.755,10.5,34.2,44.7,25.3,14.5,7.5,5.2,5.3,18.4,21.0,114.1,-5.5,1,23,23,23,4,17,14,19,29,27,26,10,5,28,22,6,10,22,18,24,10,21,2,5,23,23,108.5,110.3,113.9,115.5,-5.4,-5.2,0.604,1.74,17.7,0.279,0.702,0.492,0.141,0.527,0.564,104.2,102.62,85.52,8484,0.477,27,19,22,22,22,24,27,10,18,13,28,28,4,23,0.287,0.546,0.238,0.129,0.298,6,19,3,27,10,Regular Season
1610612743,Denver Nuggets,82,54,28,0.659,48.6,43.5,87.8,0.496,14.2,35.8,0.396,20.8,25.8,0.808,9.8,34.2,44.0,29.0,12.9,6.8,4.0,4.6,19.1,21.5,122.1,5.1,1,5,5,5,1,3,26,2,11,20,1,2,4,5,26,5,14,4,3,30,28,13,11,3,1,7,119.4,121.2,114.7,116.0,4.7,5.2,0.665,2.25,20.3,0.286,0.717,0.511,0.128,0.577,0.616,100.8,99.49,82.91,8259,0.529,1,21,7,9,1,3,22,3,8,2,1,1,20,7,0.294,0.543,0.254,0.117,0.283,4,14,12,30,3,Regular Season
1610612744,Golden State Warriors,82,37,45,0.451,48.3,40.9,88.8,0.461,15.7,44.1,0.356,17.0,21.1,0.807,11.4,31.0,42.3,28.9,15.7,9.7,4.2,4.2,19.6,18.6,114.6,-0.6,1,20,20,20,8,24,22,24,2,1,20,24,27,6,15,25,21,6,27,2,26,5,13,25,22,20,112.0,113.8,112.6,114.4,-0.6,-0.5,0.706,1.85,20.0,0.302,0.684,0.49,0.156,0.549,0.584,101.7,100.05,83.37,8255,0.495,19,16,20,1,15,4,13,24,24,26,13,11,18,19,0.238,0.553,0.247,0.158,0.316,24,20,8,5,24,Regular Season
1610612745,Houston Rockets,82,52,30,0.634,48.5,43.0,89.8,0.479,11.5,31.5,0.364,17.8,23.4,0.763,15.0,33.1,48.1,25.4,15.4,8.5,5.8,4.7,18.3,20.0,115.2,5.2,1,8,8,8,2,8,15,10,25,28,10,19,16,25,1,9,1,21,24,14,3,14,1,15,18,6,114.8,117.5,110.2,112.1,4.6,5.4,0.591,1.65,17.8,0.388,0.701,0.545,0.157,0.542,0.576,99.0,96.98,80.82,8042,0.533,8,6,6,27,27,23,1,11,1,27,17,19,29,6,0.26,0.53,0.251,0.137,0.299,18,6,11,21,11,Regular Season
1610612746,LA Clippers,82,42,40,0.512,48.2,40.5,83.6,0.484,12.4,33.8,0.368,20.3,24.7,0.823,9.6,31.0,40.6,23.7,14.3,9.0,4.9,4.6,18.9,20.1,113.8,1.1,1,18,18,18,12,29,30,4,21,23,7,4,12,1,27,24,29,30,14,7,14,12,6,14,24,16,114.6,116.3,112.8,115.2,1.8,1.1,0.586,1.66,17.7,0.284,0.681,0.49,0.147,0.559,0.602,99.1,97.29,81.07,8019,0.508,11,18,16,29,26,25,25,25,23,18,8,3,28,15,0.295,0.545,0.248,0.146,0.319,3,16,10,16,25,Regular Season
