GROUP_ID,PLAYERS,TEAM_ABBREVIATION,POSS_OFF,POSS_DEF,NET_ACTUAL,NET_EXPECTED,CHEMISTRY,SEASON,SEASON_TYPE
-202331-202694-202704-1627826-1628379-,P. George - M. Morris Sr. - R. Jackson - I. Zubac - L. Kennard,LAC,203,204,12.4,4.0,8.4,2022-23,Regular Season
-203486-1626162-1626179-1629023-1629667-,M. Plumlee - K. Oubre Jr. - T. Rozier - P. Washington - J. McDaniels,CHA,307,301,-0.5,-8.9,8.4,2022-23,Regular Season
-202692-202711-1630180-1631093-1631105-,A. Burks - B. Bogdanović - S. Bey - J. Ivey - J. Duren,DET,175,178,3.7,-4.6,8.2,2022-23,Regular Season
-203084-1627734-1628368-1628370-1631099-,H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Murray,SAC,232,228,9.7,1.5,8.1,2022-23,Regular Season
-200782-201935-202699-1629001-1630178-,P. Tucker - J. Harden - T. Harris - D. Melton - T. Maxey,PHI,190,187,9.9,1.9,8.0,2022-23,Regular Season
-203497-203937-1626156-1630162-1630183-,R. Gobert - K. Anderson - D. Russell - A. Edwards - J. McDaniels,MIN,526,523,11.6,3.6,8.0,2022-23,Regular Season
-1629645-1630224-1630578-1631095-1631106-,K. Porter Jr. - J. Green - A. Sengun - J. Smith Jr. - T. Eason,HOU,122,127,-0.0,-7.9,7.9,2022-23,Regular Season
-201942-202696-203897-1627936-1630172-,D. DeRozan - N. Vučević - Z. LaVine - A. Caruso - P. Williams,CHI,406,408,8.5,0.8,7.7,2022-23,Regular Season
-201144-203482-203903-1628374-1631117-,M. Conley - K. Olynyk - J. Clarkson - L. Markkanen - W. Kessler,UTA,153,155,9.9,2.4,7.5,2022-23,Regular Season
-1627747-1628378-1629636-1630205-1630596-,C. LeVert - D. Mitchell - D. Garland - L. Stevens - E. Mobley,CLE,179,181,9.5,2.0,7.5,2022-23,Regular Season
-202331-202694-202695-1627826-1629611-,P. George - M. Morris Sr. - K. Leonard - I. Zubac - T. Mann,LAC,274,263,9.0,1.6,7.5,2022-23,Regular Season
-1627751-1629640-1630170-1630200-1631110-,J. Poeltl - K. Johnson - D. Vassell - T. Jones - J. Sochan,SAS,405,396,-2.9,-10.3,7.4,2022-23,Regular Season
-202681-203925-1626220-1627732-1629651-,K. Irving - J. Harris - R. O'Neale - B. Simmons - N. Claxton,BKN,137,139,9.7,2.3,7.4,2022-23,Regular Season
-203484-203999-1627750-1628427-1629008-,K. Caldwell-Pope - N. Jokić - J. Murray - V. Čančar - M. Porter Jr.,DEN,143,147,10.2,3.0,7.2,2022-23,Regular Season
-202330-1626179-1629023-1630163-1631109-,G. Hayward - T. Rozier - P. Washington - L. Ball - M. Williams,CHA,175,185,-0.5,-7.5,7.1,2022-23,Regular Season
-203076-203471-1627736-1628972-1629020-,A. Davis - D. Schröder - M. Beasley - T. Brown Jr. - J. Vanderbilt,LAL,116,119,1.5,-5.5,7.0,2022-23,Regular Season
-1626149-1627777-1629003-1629680-1630178-,M. Harrell - G. Niang - S. Milton - M. Thybulle - T. Maxey,PHI,195,200,11.6,4.6,7.0,2022-23,Regular Season
-1626224-1627747-1628378-1628386-1630596-,C. Osman - C. LeVert - D. Mitchell - J. Allen - E. Mobley,CLE,101,103,12.3,5.6,6.8,2022-23,Regular Season
-202691-1626172-1628978-1629673-1630228-,K. Thompson - K. Looney - D. DiVincenzo - J. Poole - J. Kuminga,GSW,199,194,5.9,-0.9,6.8,2022-23,Regular Season
-203991-1627749-1628381-1629027-1629631-,C. Capela - D. Murray - J. Collins - T. Young - D. Hunter,ATL,1580,1571,5.2,-1.5,6.7,2022-23,Regular Season
-203482-1628374-1629659-1630534-1631117-,K. Olynyk - L. Markkanen - T. Horton-Tucker - O. Agbaji - W. Kessler,UTA,309,311,11.5,4.9,6.6,2022-23,Regular Season
-201144-203903-1627736-1628374-1629020-,M. Conley - J. Clarkson - M. Beasley - L. Markkanen - J. Vanderbilt,UTA,131,134,5.9,-0.5,6.5,2022-23,Regular Season
-202685-203468-1626196-1630230-1630530-,J. Valančiūnas - C. McCollum - J. Richardson - N. Marshall - T. Murphy III,NOP,198,192,7.1,0.7,6.4,2022-23,Regular Season
-203924-203994-1626159-1628404-1629014-,J. Grant - J. Nurkić - J. Winslow - J. Hart - A. Simons,POR,188,184,6.7,0.4,6.4,2022-23,Regular Season
-201572-203507-1626192-1628960-1628975-,B. Lopez - G. Antetokounmpo - P. Connaughton - G. Allen - J. Carter,MIL,147,149,11.6,5.3,6.3,2022-23,Regular Season
-1626167-1627741-1629614-1630169-1630174-,M. Turner - B. Hield - A. Nembhard - T. Haliburton - A. Nesmith,IND,859,853,2.4,-4.0,6.3,2022-23,Regular Season
-203078-204001-1626153-1628398-1629655-,B. Beal - K. Porziņģis - D. Wright - K. Kuzma - D. Gafford,WAS,101,104,9.4,3.2,6.2,2022-23,Regular Season
-203084-1627734-1628989-1630558-1631099-,H. Barnes - D. Sabonis - K. Huerter - D. Mitchell - K. Murray,SAC,535,539,9.7,3.5,6.2,2022-23,Regular Season
-202685-203468-1630230-1630529-1630530-,J. Valančiūnas - C. McCollum - N. Marshall - H. Jones - T. Murphy III,NOP,246,239,7.2,1.2,6.0,2022-23,Regular Season
-203500-1628415-1629630-1630217-1630583-,S. Adams - D. Brooks - J. Morant - D. Bane - S. Aldama,MEM,212,203,11.3,5.3,6.0,2022-23,Regular Season
-200782-201935-202699-203954-1630178-,P. Tucker - J. Harden - T. Harris - J. Embiid - T. Maxey,PHI,718,721,12.5,6.5,6.0,2022-23,Regular Season
-200782-202699-1626149-1629001-1629003-,P. Tucker - T. Harris - M. Harrell - D. Melton - S. Milton,PHI,117,118,8.9,3.0,5.9,2022-23,Regular Season
-203078-204001-1628398-1628420-1630166-,B. Beal - K. Porziņģis - K. Kuzma - M. Morris - D. Avdija,WAS,330,316,8.3,2.5,5.8,2022-23,Regular Season
-1627751-1627783-1627832-1628384-1630567-,J. Poeltl - P. Siakam - F. VanVleet - O. Anunoby - S. Barnes,TOR,629,616,6.4,0.8,5.7,2022-23,Regular Season
-1626167-1629614-1630169-1630174-1631097-,M. Turner - A. Nembhard - T. Haliburton - A. Nesmith - B. Mathurin,IND,121,126,-2.8,-8.4,5.6,2022-23,Regular Season
-203944-1628973-1629011-1629628-1629656-,J. Randle - J. Brunson - M. Robinson - R. Barrett - Q. Grimes,NYK,1070,1068,7.0,1.6,5.4,2022-23,Regular Season
-1630224-1630227-1630231-1630586-1631106-,J. Green - D. Nix - K. Martin - U. Garuba - T. Eason,HOU,169,173,-3.1,-8.5,5.4,2022-23,Regular Season
-201942-202696-203897-1627936-1630245-,D. DeRozan - N. Vučević - Z. LaVine - A. Caruso - A. Dosunmu,CHI,218,214,7.5,2.4,5.1,2022-23,Regular Season
-202710-1628389-1629216-1629622-1629639-,J. Butler III - B. Adebayo - G. Vincent - M. Strus - T. Herro,MIA,155,150,8.8,3.7,5.1,2022-23,Regular Season
-201939-203110-203952-1626172-1629673-,S. Curry - D. Green - A. Wiggins - K. Looney - J. Poole,GSW,117,120,15.4,10.4,5.0,2022-23,Regular Season
-203078-204001-1628398-1628420-1629655-,B. Beal - K. Porziņģis - K. Kuzma - M. Morris - D. Gafford,WAS,255,247,3.5,-1.3,4.9,2022-23,Regular Season
-203915-1626220-1628969-1629651-1629661-,S. Dinwiddie - R. O'Neale - M. Bridges - N. Claxton - C. Johnson,BKN,129,135,16.3,11.5,4.8,2022-23,Regular Season
-1629614-1629670-1630174-1630543-1631097-,A. Nembhard - J. Nwora - A. Nesmith - I. Jackson - B. Mathurin,IND,139,144,-9.4,-14.1,4.8,2022-23,Regular Season
-203078-204001-1626153-1630166-1630557-,B. Beal - K. Porziņģis - D. Wright - D. Avdija - C. Kispert,WAS,106,106,6.3,1.5,4.8,2022-23,Regular Season
-201144-203497-203937-1630162-1630183-,M. Conley - R. Gobert - K. Anderson - A. Edwards - J. McDaniels,MIN,519,514,6.2,1.5,4.7,2022-23,Regular Season
-1627749-1628381-1629027-1629631-1630168-,D. Murray - J. Collins - T. Young - D. Hunter - O. Okongwu,ATL,565,564,5.1,0.4,4.6,2022-23,Regular Season
-203500-1628415-1628991-1629630-1629723-,S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - J. Konchar,MEM,351,348,13.3,8.7,4.6,2022-23,Regular Season
-201144-203903-1627736-1628374-1631117-,M. Conley - J. Clarkson - M. Beasley - L. Markkanen - W. Kessler,UTA,190,181,3.7,-0.8,4.4,2022-23,Regular Season
-200782-201935-202699-203954-1629001-,P. Tucker - J. Harden - T. Harris - J. Embiid - D. Melton,PHI,1023,1042,10.3,6.1,4.2,2022-23,Regular Season
-201572-201950-203114-203507-1628960-,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - G. Allen,MIL,253,248,10.3,6.1,4.2,2022-23,Regular Season
-203944-1628392-1628973-1629656-1630193-,J. Randle - I. Hartenstein - J. Brunson - Q. Grimes - I. Quickley,NYK,230,230,10.2,6.1,4.2,2022-23,Regular Season
-202331-202694-202695-202704-1627826-,P. George - M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac,LAC,327,330,6.4,2.2,4.1,2022-23,Regular Season
-1628389-1629216-1629312-1629622-1629639-,B. Adebayo - G. Vincent - H. Highsmith - M. Strus - T. Herro,MIA,123,124,3.5,-0.6,4.1,2022-23,Regular Season
-1629645-1630224-1630231-1630586-1631106-,K. Porter Jr. - J. Green - K. Martin - U. Garuba - T. Eason,HOU,196,188,-1.9,-6.1,4.1,2022-23,Regular Season
-201942-202696-203897-1630172-1630245-,D. DeRozan - N. Vučević - Z. LaVine - P. Williams - A. Dosunmu,CHI,1220,1234,1.6,-2.3,3.9,2022-23,Regular Season
-201939-202691-203110-1626172-1629673-,S. Curry - K. Thompson - D. Green - K. Looney - J. Poole,GSW,210,211,7.0,3.2,3.8,2022-23,Regular Season
-203944-1629011-1629656-1630193-1630540-,J. Randle - M. Robinson - Q. Grimes - I. Quickley - M. McBride,NYK,188,183,14.0,10.3,3.7,2022-23,Regular Season
-201144-203497-1626157-1630162-1630183-,M. Conley - R. Gobert - K. Towns - A. Edwards - J. McDaniels,MIN,156,151,3.8,0.2,3.6,2022-23,Regular Season
-202696-203897-1627936-1630172-1630245-,N. Vučević - Z. LaVine - A. Caruso - P. Williams - A. Dosunmu,CHI,202,200,2.5,-1.2,3.6,2022-23,Regular Season
-201572-201950-203507-1628960-1628975-,B. Lopez - J. Holiday - G. Antetokounmpo - G. Allen - J. Carter,MIL,404,398,13.7,10.1,3.6,2022-23,Regular Season
-203937-1626156-1629675-1630162-1630183-,K. Anderson - D. Russell - N. Reid - A. Edwards - J. McDaniels,MIN,202,195,2.7,-0.8,3.5,2022-23,Regular Season
-201143-203935-1627759-1628369-1628401-,A. Horford - M. Smart - J. Brown - J. Tatum - D. White,BOS,918,918,11.8,8.3,3.5,2022-23,Regular Season
-203500-1628415-1629630-1629723-1630583-,S. Adams - D. Brooks - J. Morant - J. Konchar - S. Aldama,MEM,170,157,6.7,3.2,3.5,2022-23,Regular Season
-202685-203468-1630230-1630530-1630631-,J. Valančiūnas - C. McCollum - N. Marshall - T. Murphy III - J. Alvarado,NOP,145,144,1.5,-1.8,3.4,2022-23,Regular Season
-204001-1628398-1630166-1630557-1630692-,K. Porziņģis - K. Kuzma - D. Avdija - C. Kispert - J. Goodwin,WAS,150,155,-0.5,-3.8,3.3,2022-23,Regular Season
-201567-1626224-1627747-1629636-1630596-,K. Love - C. Osman - C. LeVert - D. Garland - E. Mobley,CLE,117,124,9.6,6.3,3.3,2022-23,Regular Season
-202685-203468-1627742-1629627-1630529-,J. Valančiūnas - C. McCollum - B. Ingram - Z. Williamson - H. Jones,NOP,236,235,7.6,4.4,3.2,2022-23,Regular Season
-203497-1626156-1626157-1630162-1630183-,R. Gobert - D. Russell - K. Towns - A. Edwards - J. McDaniels,MIN,541,543,5.6,2.5,3.1,2022-23,Regular Season
-203992-1627749-1630168-1630552-1631100-,B. Bogdanović - D. Murray - O. Okongwu - J. Johnson - A. Griffin,ATL,265,261,4.5,1.5,3.0,2022-23,Regular Season
-200768-202710-1628389-1629622-1629639-,K. Lowry - J. Butler III - B. Adebayo - M. Strus - T. Herro,MIA,151,139,0.7,-2.1,2.8,2022-23,Regular Season
-1627747-1628386-1629636-1630171-1630596-,C. LeVert - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,199,200,7.6,4.8,2.8,2022-23,Regular Season
-1627751-1629640-1629641-1630200-1631110-,J. Poeltl - K. Johnson - R. Langford - T. Jones - J. Sochan,SAS,236,232,-6.5,-9.1,2.6,2022-23,Regular Season
-203915-1627827-1628969-1629651-1629661-,S. Dinwiddie - D. Finney-Smith - M. Bridges - N. Claxton - C. Johnson,BKN,664,678,6.2,3.6,2.6,2022-23,Regular Season
-202330-203486-1626179-1629023-1630163-,G. Hayward - M. Plumlee - T. Rozier - P. Washington - L. Ball,CHA,443,432,-4.4,-6.9,2.5,2022-23,Regular Season
-201942-202696-203897-1627936-1629632-,D. DeRozan - N. Vučević - Z. LaVine - A. Caruso - C. White,CHI,121,114,8.1,5.7,2.4,2022-23,Regular Season
-203486-1626179-1629023-1629667-1630163-,M. Plumlee - T. Rozier - P. Washington - J. McDaniels - L. Ball,CHA,417,413,-6.3,-8.7,2.4,2022-23,Regular Season
-203078-204001-1628420-1630166-1630557-,B. Beal - K. Porziņģis - M. Morris - D. Avdija - C. Kispert,WAS,152,151,2.4,0.0,2.4,2022-23,Regular Season
-202711-1630180-1630191-1630595-1631093-,B. Bogdanović - S. Bey - I. Stewart - C. Cunningham - J. Ivey,DET,462,466,-5.5,-7.9,2.4,2022-23,Regular Season
-203484-203932-203999-1628971-1629008-,K. Caldwell-Pope - A. Gordon - N. Jokić - B. Brown - M. Porter Jr.,DEN,483,476,12.4,10.3,2.2,2022-23,Regular Season
-201143-1627759-1628369-1628401-1629684-,A. Horford - J. Brown - J. Tatum - D. White - G. Williams,BOS,240,235,9.8,7.7,2.1,2022-23,Regular Season
-203944-1628973-1629011-1629656-1630193-,J. Randle - J. Brunson - M. Robinson - Q. Grimes - I. Quickley,NYK,315,327,10.4,8.3,2.1,2022-23,Regular Season
-203506-1628389-1628997-1629216-1629622-,V. Oladipo - B. Adebayo - C. Martin - G. Vincent - M. Strus,MIA,152,151,-1.2,-3.2,1.9,2022-23,Regular Season
-203501-203915-203939-1627827-1629029-,T. Hardaway Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith - L. Dončić,DAL,340,342,5.1,3.2,1.9,2022-23,Regular Season
-203991-203992-1628381-1629027-1629631-,C. Capela - B. Bogdanović - J. Collins - T. Young - D. Hunter,ATL,131,131,7.1,5.3,1.8,2022-23,Regular Season
-202692-202709-1628963-1628995-1630180-,A. Burks - C. Joseph - M. Bagley III - K. Knox II - S. Bey,DET,151,161,-0.3,-2.0,1.7,2022-23,Regular Season
-1628983-1629652-1630581-1631114-1631119-,S. Gilgeous-Alexander - L. Dort - J. Giddey - J. Williams - J. Williams,OKC,614,624,-1.1,-2.8,1.7,2022-23,Regular Season
-203078-204001-1628398-1628420-1630264-,B. Beal - K. Porziņģis - K. Kuzma - M. Morris - A. Gill,WAS,117,118,1.2,-0.3,1.6,2022-23,Regular Season
-1627783-1627832-1629018-1630173-1630567-,P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes,TOR,375,374,3.0,1.3,1.6,2022-23,Regular Season
