TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,FTA_RATE_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,SEASON_TYPE
1610612737,Atlanta Hawks,82,36,46,0.439,48.4,43.0,92.5,0.465,13.7,37.7,0.364,18.5,23.2,0.797,12.5,32.2,44.7,26.6,13.5,7.5,4.5,5.6,18.6,19.4,118.3,-2.2,1,21,21,21,3,10,2,21,6,7,17,5,7,8,3,22,6,16,16,16,26,22,15,7,5,21,114.0,116.4,116.7,118.4,-2.6,-2.0,0.618,1.96,18.4,0.308,0.717,0.504,0.133,0.539,0.576,102.6,100.84,84.03,8339,0.482,12,27,21,19,18,21,5,16,12,13,17,18,6,22,0.251,0.572,0.242,0.139,0.283,12,30,16,11,16,Regular Season
1610612738,Boston Celtics,82,64,18,0.78,48.4,43.9,90.2,0.487,16.5,42.5,0.388,16.3,20.2,0.807,10.7,35.6,46.3,26.9,11.9,6.8,6.6,3.7,16.2,17.3,120.6,11.3,1,1,1,1,7,4,8,8,1,1,2,19,26,7,14,1,2,14,1,27,1,1,2,30,2,1,120.2,122.2,109.0,110.6,11.2,11.7,0.613,2.25,19.3,0.287,0.726,0.515,0.121,0.578,0.609,99.5,97.98,81.65,8090,0.555,1,2,1,21,3,13,14,7,5,1,2,1,19,1,0.224,0.523,0.189,0.122,0.274,25,2,1,29,7,Regular Season
1610612739,Cleveland Cavaliers,82,48,34,0.585,48.3,41.8,87.2,0.479,13.5,36.8,0.367,15.6,20.4,0.765,9.8,33.4,43.3,28.0,13.6,7.4,4.6,5.0,17.5,18.7,112.6,2.4,1,11,11,11,10,19,24,12,7,8,15,26,24,22,22,11,17,8,17,19,21,17,5,16,20,13,112.8,114.7,109.9,112.1,2.9,2.5,0.671,2.07,20.2,0.274,0.721,0.501,0.138,0.557,0.586,99.5,97.62,81.35,8053,0.519,16,7,12,3,8,4,22,14,15,19,13,13,24,8,0.234,0.535,0.24,0.138,0.279,21,6,15,13,14,Regular Season
1610612740,New Orleans Pelicans,82,49,33,0.598,48.1,42.5,87.4,0.486,12.5,32.6,0.383,17.6,22.8,0.771,10.4,33.6,44.0,27.0,13.0,8.3,4.6,5.2,18.4,18.4,115.1,4.4,1,8,8,8,26,12,23,9,18,24,4,13,9,21,17,10,13,13,11,3,22,19,11,18,13,6,115.0,116.5,110.1,111.9,5.0,4.6,0.634,2.07,19.4,0.278,0.725,0.505,0.132,0.558,0.591,100.2,98.7,82.25,8101,0.524,11,6,6,15,7,10,19,8,10,12,11,10,16,6,0.261,0.541,0.237,0.144,0.275,7,12,12,7,8,Regular Season
1610612741,Chicago Bulls,82,39,43,0.476,48.7,42.0,89.5,0.47,11.5,32.1,0.358,16.7,21.1,0.791,11.2,32.6,43.8,25.0,12.2,7.8,4.8,4.9,18.8,18.8,112.3,-1.4,1,20,20,20,1,16,13,18,27,26,20,17,18,10,8,19,14,23,3,9,18,14,17,14,22,20,112.4,114.0,113.2,115.7,-0.8,-1.7,0.594,2.04,18.2,0.291,0.717,0.501,0.124,0.534,0.568,98.6,96.94,80.78,8078,0.493,19,22,20,28,13,24,11,17,14,3,22,21,28,20,0.236,0.556,0.251,0.142,0.283,19,23,19,8,17,Regular Season
1610612742,Dallas Mavericks,82,50,32,0.61,48.1,43.1,89.7,0.481,14.6,39.5,0.369,17.0,22.5,0.758,9.7,33.2,42.9,25.7,12.5,6.9,5.0,4.0,18.3,20.3,117.9,2.2,1,6,6,6,26,9,12,11,3,2,13,15,11,27,23,14,21,19,4,24,17,2,10,2,7,14,115.2,117.0,112.6,114.9,2.6,2.1,0.596,2.05,18.5,0.257,0.711,0.485,0.124,0.562,0.592,102.4,100.6,83.83,8263,0.506,8,18,15,26,10,20,25,21,26,4,7,9,7,16,0.251,0.548,0.239,0.137,0.289,13,17,13,17,21,Regular Season
1610612743,Denver Nuggets,82,57,25,0.695,48.1,44.0,88.8,0.496,11.7,31.2,0.374,15.1,19.9,0.762,10.7,33.7,44.4,29.5,12.6,7.1,5.6,4.8,18.2,17.9,114.9,5.3,1,2,2,2,26,3,17,4,25,30,10,29,29,25,13,9,7,3,5,21,10,12,9,26,14,4,115.6,117.8,110.5,112.3,5.0,5.5,0.669,2.33,20.9,0.3,0.718,0.515,0.13,0.562,0.589,99.1,97.43,81.19,7996,0.533,5,8,4,5,2,2,6,15,6,9,8,11,26,4,0.224,0.526,0.252,0.127,0.282,24,3,21,26,15,Regular Season
1610612744,Golden State Warriors,82,46,36,0.561,48.4,43.7,91.6,0.477,14.8,38.9,0.38,15.6,20.0,0.78,12.1,34.6,46.7,29.3,14.3,7.0,4.6,5.0,19.5,17.9,117.8,2.6,1,16,16,16,7,5,3,13,2,4,7,24,27,17,5,4,1,4,23,23,23,15,22,24,8,12,114.7,116.9,112.4,114.5,2.3,2.4,0.671,2.05,20.1,0.315,0.725,0.521,0.142,0.557,0.586,101.8,99.91,83.26,8261,0.512,9,15,13,4,11,5,4,10,2,22,12,12,11,13,0.219,0.539,0.248,0.129,0.275,29,10,17,23,10,Regular Season
1610612745,Houston Rockets,82,41,41,0.5,48.4,41.8,91.0,0.459,12.7,36.1,0.352,18.1,23.4,0.773,11.5,34.0,45.5,24.8,12.7,7.8,4.6,5.9,20.8,19.6,114.3,1.1,1,19,19,19,3,19,5,27,14,12,23,9,5,20,6,6,3,25,8,8,24,24,29,6,16,18,111.5,113.7,110.7,112.8,0.9,0.9,0.594,1.95,17.7,0.294,0.722,0.504,0.127,0.529,0.565,101.5,99.59,82.99,8248,0.501,20,10,18,27,20,29,8,12,11,7,27,24,13,18,0.257,0.533,0.286,0.138,0.278,9,5,29,15,12,Regular Season
1610612746,LA Clippers,82,51,31,0.622,48.1,42.4,86.7,0.489,12.6,33.2,0.381,18.3,22.2,0.825,10.0,32.9,43.0,25.6,13.1,7.8,5.0,4.7,18.5,18.7,115.6,3.3,1,5,5,5,26,14,26,6,16,21,6,8,12,3,21,17,19,21,13,7,15,9,14,15,12,7,116.1,117.9,112.3,114.6,3.9,3.4,0.604,1.95,18.7,0.283,0.705,0.502,0.134,0.561,0.599,99.7,97.93,81.61,8040,0.52,4,16,7,24,21,18,17,24,13,15,9,7,20,7,0.256,0.541,0.236,0.133,0.295,10,11,10,20,24,Regular Season
