PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,RA_FGM,RA_FGA,RA_FG_PCT,PAINT_FGM,PAINT_FGA,PAINT_FG_PCT,MID_FGM,MID_FGA,MID_FG_PCT,LC3_FGM,LC3_FGA,LC3_FG_PCT,RC3_FGM,RC3_FGA,RC3_FG_PCT,ATB3_FGM,ATB3_FGA,ATB3_FG_PCT,BC_FGM,BC_FGA,BC_FG_PCT,C3_FGM,C3_FGA,C3_FG_PCT,SEASON_TYPE
1630639,A.J. Lawson,1610612742,DAL,22.0,A.J.,10.0,17.0,0.588,2.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,0.25,1.0,6.0,0.167,7.0,11.0,0.636,0.0,0.0,0.0,3.0,14.0,0.214,Regular Season
1631260,AJ Green,1610612749,MIL,23.0,AJ,3.0,6.0,0.5,2.0,3.0,0.667,4.0,11.0,0.364,1.0,8.0,0.125,8.0,14.0,0.571,35.0,83.0,0.422,0.0,0.0,0.0,9.0,22.0,0.409,Regular Season
1631100,AJ Griffin,1610612737,ATL,19.0,AJ,45.0,68.0,0.662,71.0,137.0,0.518,31.0,69.0,0.449,21.0,50.0,0.42,10.0,27.0,0.37,70.0,182.0,0.385,0.0,0.0,0.0,31.0,77.0,0.403,Regular Season
203932,Aaron Gordon,1610612743,DEN,27.0,Aaron,318.0,433.0,0.734,37.0,98.0,0.378,14.0,57.0,0.246,6.0,30.0,0.2,8.0,26.0,0.308,46.0,113.0,0.407,0.0,4.0,0.0,14.0,56.0,0.25,Regular Season
1628988,Aaron Holiday,1610612737,ATL,26.0,Aaron,31.0,54.0,0.574,16.0,55.0,0.291,9.0,23.0,0.391,3.0,7.0,0.429,1.0,9.0,0.111,32.0,72.0,0.444,0.0,0.0,0.0,4.0,16.0,0.25,Regular Season
1630174,Aaron Nesmith,1610612754,IND,23.0,Aaron,98.0,168.0,0.583,21.0,64.0,0.328,18.0,44.0,0.409,21.0,61.0,0.344,33.0,83.0,0.398,61.0,170.0,0.359,0.0,0.0,0.0,54.0,144.0,0.375,Regular Season
1630598,Aaron Wiggins,1610612760,OKC,24.0,Aaron,115.0,171.0,0.673,23.0,68.0,0.338,0.0,2.0,0.0,12.0,42.0,0.286,6.0,16.0,0.375,30.0,63.0,0.476,0.0,1.0,0.0,18.0,58.0,0.31,Regular Season
1629678,Admiral Schofield,1610612753,ORL,26.0,Admiral,25.0,36.0,0.694,6.0,11.0,0.545,0.0,1.0,0.0,4.0,14.0,0.286,6.0,12.0,0.5,14.0,48.0,0.292,0.0,0.0,0.0,10.0,26.0,0.385,Regular Season
201143,Al Horford,1610612738,BOS,37.0,Al,51.0,78.0,0.654,29.0,57.0,0.509,4.0,20.0,0.2,20.0,52.0,0.385,42.0,74.0,0.568,82.0,198.0,0.414,0.0,0.0,0.0,62.0,126.0,0.492,Regular Season
202692,Alec Burks,1610612765,DET,31.0,Alec,28.0,48.0,0.583,36.0,86.0,0.419,38.0,87.0,0.437,13.0,32.0,0.406,13.0,22.0,0.591,72.0,184.0,0.391,0.0,0.0,0.0,26.0,54.0,0.481,Regular Season
1630197,Aleksej Pokusevski,1610612760,OKC,21.0,Aleksej,55.0,91.0,0.604,12.0,40.0,0.3,3.0,14.0,0.214,9.0,21.0,0.429,3.0,10.0,0.3,26.0,73.0,0.356,0.0,0.0,0.0,12.0,31.0,0.387,Regular Season
1627936,Alex Caruso,1610612741,CHI,29.0,Alex,64.0,91.0,0.703,6.0,30.0,0.2,6.0,15.0,0.4,15.0,32.0,0.469,15.0,43.0,0.349,24.0,75.0,0.32,0.0,0.0,0.0,30.0,75.0,0.4,Regular Season
203458,Alex Len,1610612758,SAC,30.0,Alex,14.0,20.0,0.7,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Season
1628993,Alize Johnson,1610612759,SAS,27.0,Alize,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Regular Season
1631214,Alondes Williams,1610612751,BKN,24.0,Alondes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Season
1630578,Alperen Sengun,1610612745,HOU,20.0,Alperen,271.0,403.0,0.672,140.0,307.0,0.456,12.0,32.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,19.0,54.0,0.352,0.0,1.0,0.0,0.0,2.0,0.0,Regular Season
1629599,Amir Coffey,1610612746,LAC,26.0,Amir,21.0,37.0,0.568,17.0,46.0,0.37,7.0,22.0,0.318,2.0,11.0,0.182,3.0,10.0,0.3,6.0,18.0,0.333,0.0,1.0,0.0,5.0,21.0,0.238,Regular Season
203083,Andre Drummond,1610612741,CHI,29.0,Andre,148.0,226.0,0.655,18.0,44.0,0.409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Regular Season
2738,Andre Iguodala,1610612744,GSW,39.0,Andre,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.143,0.0,0.0,0.0,0.0,2.0,0.0,Regular Season
1629614,Andrew Nembhard,1610612754,IND,23.0,Andrew,89.0,132.0,0.674,63.0,153.0,0.412,40.0,96.0,0.417,12.0,31.0,0.387,15.0,42.0,0.357,65.0,189.0,0.344,0.0,1.0,0.0,27.0,73.0,0.37,Regular Season
203952,Andrew Wiggins,1610612744,GSW,28.0,Andrew,73.0,101.0,0.723,52.0,118.0,0.441,36.0,85.0,0.424,10.0,28.0,0.357,7.0,20.0,0.35,72.0,177.0,0.407,0.0,0.0,0.0,17.0,48.0,0.354,Regular Season
1629014,Anfernee Simons,1610612757,POR,24.0,Anfernee,127.0,198.0,0.641,63.0,145.0,0.434,65.0,140.0,0.464,15.0,43.0,0.349,10.0,24.0,0.417,187.0,494.0,0.379,0.0,1.0,0.0,25.0,67.0,0.373,Regular Season
203076,Anthony Davis,1610612747,LAL,30.0,Anthony,314.0,412.0,0.762,129.0,279.0,0.462,80.0,197.0,0.406,2.0,5.0,0.4,2.0,6.0,0.333,15.0,63.0,0.238,0.0,0.0,0.0,4.0,11.0,0.364,Regular Season
1630162,Anthony Edwards,1610612750,MIN,21.0,Anthony,329.0,515.0,0.639,80.0,217.0,0.369,85.0,231.0,0.368,16.0,35.0,0.457,10.0,25.0,0.4,187.0,515.0,0.363,0.0,3.0,0.0,26.0,60.0,0.433,Regular Season
1630264,Anthony Gill,1610612764,WAS,30.0,Anthony,49.0,62.0,0.79,16.0,38.0,0.421,2.0,3.0,0.667,3.0,12.0,0.25,0.0,7.0,0.0,1.0,10.0,0.1,0.0,0.0,0.0,3.0,19.0,0.158,Regular Season
1630237,Anthony Lamb,1610612744,GSW,25.0,Anthony,49.0,62.0,0.79,23.0,44.0,0.523,3.0,9.0,0.333,14.0,39.0,0.359,11.0,32.0,0.344,48.0,126.0,0.381,0.0,2.0,0.0,25.0,71.0,0.352,Regular Season
1630559,Austin Reaves,1610612747,LAL,25.0,Austin,90.0,113.0,0.796,59.0,106.0,0.557,24.0,55.0,0.436,7.0,28.0,0.25,14.0,32.0,0.438,65.0,154.0,0.422,0.0,2.0,0.0,21.0,60.0,0.35,Regular Season
203085,Austin Rivers,1610612750,MIN,30.0,Austin,36.0,57.0,0.632,11.0,25.0,0.44,1.0,6.0,0.167,19.0,48.0,0.396,16.0,36.0,0.444,8.0,37.0,0.216,0.0,0.0,0.0,35.0,84.0,0.417,Regular Season
1630245,Ayo Dosunmu,1610612741,CHI,23.0,Ayo,172.0,259.0,0.664,29.0,66.0,0.439,21.0,56.0,0.375,13.0,41.0,0.317,16.0,48.0,0.333,30.0,100.0,0.3,0.0,0.0,0.0,29.0,89.0,0.326,Regular Season
1628389,Bam Adebayo,1610612748,MIA,25.0,Bam,271.0,399.0,0.679,278.0,568.0,0.489,52.0,135.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.091,0.0,1.0,0.0,0.0,0.0,0.0,Regular Season
1627732,Ben Simmons,1610612751,BKN,26.0,Ben,86.0,125.0,0.688,43.0,97.0,0.443,4.0,11.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Season
1631097,Bennedict Mathurin,1610612754,IND,21.0,Bennedict,208.0,349.0,0.596,71.0,205.0,0.346,34.0,87.0,0.391,9.0,33.0,0.273,12.0,31.0,0.387,79.0,241.0,0.328,0.0,5.0,0.0,21.0,64.0,0.328,Regular Season
202687,Bismack Biyombo,1610612756,PHX,30.0,Bismack,80.0,107.0,0.748,39.0,96.0,0.406,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Season
201933,Blake Griffin,1610612738,BOS,34.0,Blake,35.0,51.0,0.686,5.0,12.0,0.417,0.0,1.0,0.0,6.0,16.0,0.375,2.0,7.0,0.286,15.0,43.0,0.349,0.0,0.0,0.0,8.0,23.0,0.348,Regular Season
1631104,Blake Wesley,1610612759,SAS,20.0,Blake,33.0,76.0,0.434,7.0,47.0,0.149,9.0,40.0,0.225,3.0,7.0,0.429,4.0,7.0,0.571,13.0,37.0,0.351,0.0,1.0,0.0,7.0,14.0,0.5,Regular Season
1626246,Boban Marjanovic,1610612745,HOU,34.0,Boban,24.0,32.0,0.75,16.0,26.0,0.615,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Season
1626171,Bobby Portis,1610612749,MIL,28.0,Bobby,135.0,210.0,0.643,95.0,178.0,0.534,73.0,159.0,0.459,14.0,42.0,0.333,11.0,50.0,0.22,70.0,163.0,0.429,0.0,1.0,0.0,25.0,92.0,0.272,Regular Season
203992,Bogdan Bogdanović,1610612737,ATL,30.0,Bogdan,43.0,71.0,0.606,43.0,84.0,0.512,41.0,97.0,0.423,11.0,38.0,0.289,22.0,44.0,0.5,113.0,277.0,0.408,0.0,0.0,0.0,33.0,82.0,0.402,Regular Season
202711,Bojan Bogdanovic,1610612765,DET,34.0,Bojan,109.0,165.0,0.661,95.0,196.0,0.485,82.0,169.0,0.485,27.0,48.0,0.563,18.0,59.0,0.305,99.0,245.0,0.404,0.0,0.0,0.0,45.0,107.0,0.421,Regular Season
