GROUP_SET,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,VS_PLAYER_ID,VS_PLAYER_NAME,COURT_STATUS,GP,MIN,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,team,SEASON_TYPE
On/Off Court,1610612737,ATL,Atlanta Hawks,1629726,"Mathews, Garrison",Off,82,3126.0,-0.5,114.4,114.7,-0.3,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1626204,"Nance Jr., Larry",Off,82,3493.0,0.0,114.2,114.1,0.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627777,"Niang, Georges",Off,31,849.0,3.8,116.0,111.8,4.2,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1630168,"Okongwu, Onyeka",Off,82,1892.0,-3.4,110.1,113.0,-2.9,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1631342,"Plowden, Daeqwon",Off,51,2386.0,-1.0,115.5,116.4,-0.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1642258,"Risacher, Zaccharie",Off,82,2113.0,0.6,112.9,112.0,0.9,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1631223,"Roddy, David",Off,51,2117.0,-2.0,111.1,112.9,-1.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1631210,"Toppin, Jacob",Off,20,933.0,4.5,120.7,116.2,4.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1630811,"Wallace, Keaton",Off,82,3455.0,-1.0,114.2,115.3,-1.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1629027,"Young, Trae",Off,82,1217.0,-5.0,105.2,108.9,-3.7,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203469,"Zeller, Cody",Off,51,2463.0,-3.1,110.7,113.7,-3.0,Atlanta Hawks,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",On,63,2158.0,8.9,121.1,111.7,9.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628470,"Craig, Torrey",On,17,201.0,-5.0,106.6,108.9,-2.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1631120,"Davison, JD",On,16,93.0,-14.5,91.7,105.4,-13.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",On,71,1541.0,10.1,119.8,109.8,10.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201950,"Holiday, Jrue",On,62,1896.0,8.6,116.6,107.7,8.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",On,60,1659.0,11.5,119.6,108.1,11.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",On,73,1361.0,14.1,121.2,106.3,14.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641936,"Norris, Miles",On,3,35.0,-19.2,87.7,110.9,-23.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641809,"Peterson, Drew",On,25,186.0,11.9,115.7,102.9,12.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,204001,"Porziņģis, Kristaps",On,42,1210.0,6.9,116.2,110.3,5.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",On,80,2271.0,9.1,118.4,108.9,9.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629674,"Queta, Neemias",On,62,863.0,8.6,117.4,108.3,9.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1631248,"Scheierman, Baylor",On,31,384.0,3.6,109.9,105.8,4.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630531,"Springer, Jaden",On,26,141.0,4.8,101.7,95.9,5.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",On,72,2624.0,9.8,119.6,109.8,9.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630214,"Tillman, Xavier",On,33,231.0,-2.5,106.6,108.9,-2.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641775,"Walsh, Jordan",On,52,403.0,3.0,111.8,108.0,3.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",On,76,2574.0,10.1,119.7,109.5,10.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",Off,82,1808.0,9.2,115.9,106.2,9.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628470,"Craig, Torrey",Off,30,1244.0,12.6,122.7,109.7,13.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1631120,"Davison, JD",Off,82,3873.0,9.6,120.1,110.1,10.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",Off,82,2425.0,8.4,116.9,108.4,8.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201950,"Holiday, Jrue",Off,82,2070.0,9.5,120.3,110.5,9.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",Off,82,2307.0,7.3,117.1,109.8,7.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",Off,82,2605.0,6.4,116.4,110.1,6.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641936,"Norris, Miles",Off,21,978.0,11.7,122.8,110.3,12.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641809,"Peterson, Drew",Off,82,3780.0,8.9,119.5,110.1,9.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,204001,"Porziņģis, Kristaps",Off,82,2756.0,10.0,119.6,109.1,10.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",Off,82,1695.0,9.0,118.0,108.5,9.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629674,"Queta, Neemias",Off,82,3103.0,9.2,118.8,109.6,9.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1631248,"Scheierman, Baylor",Off,82,3582.0,9.6,120.2,110.2,10.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630531,"Springer, Jaden",Off,51,2332.0,8.9,119.4,110.2,9.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",Off,82,1342.0,7.6,116.3,108.5,7.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630214,"Tillman, Xavier",Off,82,3735.0,9.8,120.0,109.8,10.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641775,"Walsh, Jordan",Off,82,3563.0,9.7,119.9,109.7,10.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1641817,"Watson, Anton",Off,61,2953.0,8.5,118.7,110.0,8.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",Off,82,1392.0,7.1,115.8,108.6,7.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",On,11,402.0,7.2,113.3,105.5,7.8,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628470,"Craig, Torrey",On,5,21.0,13.7,122.5,110.3,12.2,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1631120,"Davison, JD",On,4,13.0,-14.5,81.5,96.3,-14.8,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",On,8,108.0,14.2,121.4,103.8,17.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,201950,"Holiday, Jrue",On,8,264.0,1.8,109.3,106.9,2.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",On,11,348.0,1.4,110.4,108.3,2.1,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",On,11,180.0,8.8,116.6,108.1,8.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,204001,"Porziņģis, Kristaps",On,11,231.0,1.5,111.3,110.7,0.6,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",On,11,302.0,11.5,121.4,109.1,12.3,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629674,"Queta, Neemias",On,4,13.0,-29.9,76.9,107.7,-30.8,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1631248,"Scheierman, Baylor",On,4,22.0,-2.2,111.9,114.3,-2.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",On,8,322.0,11.5,114.2,101.8,12.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630214,"Tillman, Xavier",On,1,8.0,-11.5,81.3,93.8,-12.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1641775,"Walsh, Jordan",On,5,15.0,-25.0,73.3,96.8,-23.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",On,11,415.0,2.4,112.0,109.1,2.9,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",Off,11,131.0,0.4,115.3,110.3,5.0,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628470,"Craig, Torrey",Off,11,512.0,5.2,113.6,107.8,5.7,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1631120,"Davison, JD",Off,11,520.0,6.0,115.1,108.4,6.8,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",Off,11,425.0,3.3,111.8,108.5,3.3,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,201950,"Holiday, Jrue",Off,11,269.0,9.1,116.5,107.3,9.2,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",Off,11,185.0,13.2,117.6,103.9,13.7,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",Off,11,353.0,3.8,110.7,105.7,5.0,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,204001,"Porziņģis, Kristaps",Off,11,302.0,8.6,113.2,103.2,10.0,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",Off,11,231.0,-2.3,101.5,106.0,-4.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629674,"Queta, Neemias",Off,11,520.0,6.4,115.1,108.0,7.1,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1631248,"Scheierman, Baylor",Off,11,511.0,5.8,114.2,107.8,6.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",Off,11,211.0,-3.6,112.6,116.0,-3.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630214,"Tillman, Xavier",Off,11,525.0,5.8,114.8,108.4,6.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1641775,"Walsh, Jordan",Off,11,518.0,6.4,115.5,108.3,7.2,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",Off,11,118.0,16.3,117.6,99.6,18.1,Boston Celtics,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628386,"Allen, Jarrett",On,82,2296.0,10.7,121.9,111.3,10.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641734,"Bates, Emoni",On,10,75.0,-21.8,89.0,110.5,-21.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629636,"Garland, Darius",On,75,2301.0,10.4,123.2,113.4,9.9,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629750,"Green, Javonte",On,18,166.0,13.9,119.2,108.1,11.1,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629631,"Hunter, De'Andre",On,27,676.0,10.4,122.6,113.0,9.6,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629660,"Jerome, Ty",On,70,1392.0,10.4,120.3,110.4,9.9,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1627747,"LeVert, Caris",On,38,904.0,12.6,122.1,110.5,11.6,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630241,"Merrill, Sam",On,71,1401.0,11.0,117.4,107.1,10.3,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628378,"Mitchell, Donovan",On,71,2232.0,11.2,119.7,109.1,10.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630596,"Mobley, Evan",On,71,2167.0,12.1,120.5,108.6,11.9,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1627777,"Niang, Georges",On,51,1053.0,9.0,118.2,110.7,7.6,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629643,"Okeke, Chuma",On,2,25.0,11.4,115.4,101.9,13.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630171,"Okoro, Isaac",On,55,1053.0,11.5,122.1,109.7,12.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641854,"Porter Jr., Craig",On,51,513.0,-4.2,108.3,113.5,-5.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629622,"Strus, Max",On,50,1273.0,8.3,120.1,112.2,7.9,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,202684,"Thompson, Tristan",On,40,328.0,-12.4,97.2,109.8,-12.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630550,"Thor, JT",On,9,42.0,-32.8,78.5,114.6,-36.1,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641772,"Tomlin, Nae'Qwan",On,5,63.0,5.3,96.4,92.0,4.4,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1631247,"Travers, Luke",On,12,88.0,-0.5,109.1,109.7,-0.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1642281,"Tyson, Jaylon",On,47,453.0,-0.2,108.4,108.8,-0.4,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629731,"Wade, Dean",On,59,1252.0,10.9,120.0,109.4,10.7,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628386,"Allen, Jarrett",Off,82,1655.0,7.8,116.1,109.1,7.0,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641734,"Bates, Emoni",Off,82,3876.0,10.1,121.5,111.8,9.7,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629636,"Garland, Darius",Off,82,1650.0,8.2,114.8,106.6,8.1,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629750,"Green, Javonte",Off,26,1097.0,4.5,118.0,113.8,4.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629631,"Hunter, De'Andre",Off,31,827.0,6.3,115.1,108.9,6.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629660,"Jerome, Ty",Off,82,2559.0,9.0,119.8,110.7,9.1,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1627747,"LeVert, Caris",Off,51,1544.0,9.0,119.4,110.6,8.9,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630241,"Merrill, Sam",Off,82,2550.0,8.7,121.1,112.8,8.3,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628378,"Mitchell, Donovan",Off,82,1719.0,7.3,118.2,111.4,6.8,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630596,"Mobley, Evan",Off,82,1784.0,6.3,117.3,111.4,5.8,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1627777,"Niang, Georges",Off,51,1395.0,11.3,121.1,109.8,11.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629643,"Okeke, Chuma",Off,5,225.0,1.1,112.2,111.3,0.8,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630171,"Okoro, Isaac",Off,82,2898.0,8.8,119.3,111.5,7.8,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641854,"Porter Jr., Craig",Off,82,3438.0,11.5,122.3,111.1,11.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629622,"Strus, Max",Off,82,2678.0,10.1,119.9,110.4,9.6,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,202684,"Thompson, Tristan",Off,82,3623.0,11.5,122.8,111.6,11.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630550,"Thor, JT",Off,59,2790.0,12.3,123.0,111.0,12.0,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641772,"Tomlin, Nae'Qwan",Off,28,1296.0,7.2,120.2,113.3,6.9,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1631247,"Travers, Luke",Off,82,3863.0,9.7,121.1,111.7,9.5,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1642281,"Tyson, Jaylon",Off,82,3498.0,10.8,122.1,111.7,10.4,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629731,"Wade, Dean",Off,82,2699.0,8.9,119.6,111.5,8.2,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628386,"Allen, Jarrett",On,9,261.0,13.4,123.9,110.9,13.0,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629636,"Garland, Darius",On,5,148.0,-4.9,120.9,125.9,-5.1,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629750,"Green, Javonte",On,6,39.0,21.9,103.6,79.1,24.5,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629631,"Hunter, De'Andre",On,8,185.0,14.8,123.5,107.8,15.7,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629660,"Jerome, Ty",On,9,191.0,18.8,122.7,105.4,17.3,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630241,"Merrill, Sam",On,8,159.0,16.6,125.2,109.0,16.2,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628378,"Mitchell, Donovan",On,9,288.0,7.5,117.6,112.0,5.6,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630596,"Mobley, Evan",On,8,257.0,2.1,115.0,114.6,0.3,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629643,"Okeke, Chuma",On,3,13.0,37.5,125.0,76.9,48.1,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1630171,"Okoro, Isaac",On,9,128.0,16.9,125.4,106.7,18.7,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1641854,"Porter Jr., Craig",On,6,35.0,32.5,112.3,76.3,36.0,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1629622,"Strus, Max",On,9,253.0,10.4,123.7,111.9,11.8,Cleveland Cavaliers,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,202684,"Thompson, Tristan",On,3,29.0,44.3,125.0,78.7,46.3,Cleveland Cavaliers,Playoffs
