PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,WPA,WPA_PLAYS,SEASON,SEASON_TYPE
201935,J. Harden,HOU,67.28,1597,2018-19,Regular Season
202689,K. Walker,CHA,56.97,1111,2018-19,Regular Season
202331,P. George,OKC,55.12,1159,2018-19,Regular Season
203078,B. Beal,WAS,52.52,1126,2018-19,Regular Season
203081,D. Lillard,POR,52.36,1149,2018-19,Regular Season
201142,K. Durant,GSW,49.31,1169,2018-19,Regular Season
203507,G. Antetokounmpo,MIL,47.61,1221,2018-19,Regular Season
1626157,K. Towns,MIN,47.02,1056,2018-19,Regular Season
201933,B. Griffin,DET,45.39,1033,2018-19,Regular Season
202681,K. Irving,BOS,44.68,818,2018-19,Regular Season
202695,K. Leonard,TOR,44.64,924,2018-19,Regular Season
1626156,D. Russell,BKN,44.59,819,2018-19,Regular Season
201939,S. Curry,GSW,44.54,895,2018-19,Regular Season
201566,R. Westbrook,OKC,43.83,926,2018-19,Regular Season
203954,J. Embiid,PHI,43.18,1100,2018-19,Regular Season
1627741,B. Hield,SAC,43.04,794,2018-19,Regular Season
1629027,T. Young,ATL,42.32,868,2018-19,Regular Season
201942,D. DeRozan,SAS,41.68,997,2018-19,Regular Season
1626164,D. Booker,PHX,41.64,979,2018-19,Regular Season
1628378,D. Mitchell,UTA,41.47,980,2018-19,Regular Season
200746,L. Aldridge,SAS,41.3,1033,2018-19,Regular Season
203897,Z. LaVine,CHI,41.17,842,2018-19,Regular Season
202699,T. Harris,LAC,40.77,877,2018-19,Regular Season
1629029,L. Dončić,DAL,40.62,852,2018-19,Regular Season
203999,N. Jokić,DEN,40.33,904,2018-19,Regular Season
201144,M. Conley,MEM,40.06,833,2018-19,Regular Season
202696,N. Vučević,ORL,40.02,880,2018-19,Regular Season
2544,L. James,LAL,39.94,836,2018-19,Regular Season
203944,J. Randle,NOP,38.53,927,2018-19,Regular Season
202691,K. Thompson,GSW,38.15,784,2018-19,Regular Season
1628368,D. Fox,SAC,36.85,808,2018-19,Regular Season
101150,L. Williams,LAC,36.75,909,2018-19,Regular Season
200755,J. Redick,PHI,35.33,680,2018-19,Regular Season
203468,C. McCollum,POR,35.01,730,2018-19,Regular Season
202710,J. Butler III,MIN,34.03,730,2018-19,Regular Season
201950,J. Holiday,NOP,34.01,755,2018-19,Regular Season
203076,A. Davis,NOP,33.6,874,2018-19,Regular Season
203083,A. Drummond,DET,33.49,804,2018-19,Regular Season
202711,B. Bogdanović,IND,32.93,768,2018-19,Regular Season
203095,E. Fournier,ORL,32.89,604,2018-19,Regular Season
201568,D. Gallinari,LAC,32.52,776,2018-19,Regular Season
1628398,K. Kuzma,LAL,32.38,684,2018-19,Regular Season
1627750,J. Murray,DEN,32.09,702,2018-19,Regular Season
203084,H. Barnes,DAL,32.09,660,2018-19,Regular Season
203915,S. Dinwiddie,BKN,31.64,653,2018-19,Regular Season
203952,A. Wiggins,MIN,31.34,705,2018-19,Regular Season
202704,R. Jackson,DET,31.23,645,2018-19,Regular Season
1627783,P. Siakam,TOR,31.19,756,2018-19,Regular Season
203087,J. Lamb,CHA,31.16,662,2018-19,Regular Season
203082,T. Ross,ORL,31.12,566,2018-19,Regular Season
1626149,M. Harrell,LAC,30.55,812,2018-19,Regular Season
