PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,WPA,WPA_PLAYS,SEASON,SEASON_TYPE
1628983,S. Gilgeous-Alexander,OKC,54.53,1269,2025-26,Regular Season
201142,K. Durant,HOU,53.34,1124,2025-26,Regular Season
1630178,T. Maxey,PHI,53.24,1065,2025-26,Regular Season
1627750,J. Murray,DEN,49.73,1003,2025-26,Regular Season
203999,N. Jokić,DEN,49.63,1043,2025-26,Regular Season
1627759,J. Brown,BOS,48.84,1162,2025-26,Regular Season
1629029,L. Dončić,LAL,48.1,1195,2025-26,Regular Season
1628378,D. Mitchell,CLE,47.13,1050,2025-26,Regular Season
1628973,J. Brunson,NYK,46.18,1043,2025-26,Regular Season
1630162,A. Edwards,MIN,44.53,950,2025-26,Regular Season
1630217,D. Bane,ORL,44.13,897,2025-26,Regular Season
1626164,D. Booker,PHX,41.54,1000,2025-26,Regular Season
1630166,D. Avdija,POR,41.28,980,2025-26,Regular Season
201935,J. Harden,LAC,41.1,950,2025-26,Regular Season
1630578,A. Sengun,HOU,40.78,843,2025-26,Regular Season
1631094,P. Banchero,ORL,40.64,986,2025-26,Regular Season
202695,K. Leonard,LAC,40.18,1006,2025-26,Regular Season
203944,J. Randle,MIN,39.86,977,2025-26,Regular Season
1630552,J. Johnson,ATL,39.78,899,2025-26,Regular Season
1627742,B. Ingram,TOR,38.99,906,2025-26,Regular Season
1630595,C. Cunningham,DET,38.52,858,2025-26,Regular Season
1642843,C. Flagg,DAL,38.26,842,2025-26,Regular Season
1641705,V. Wembanyama,SAS,37.81,925,2025-26,Regular Season
1629638,N. Alexander-Walker,ATL,37.58,825,2025-26,Regular Season
201942,D. DeRozan,SAC,36.86,873,2025-26,Regular Season
1641708,A. Thompson,HOU,36.78,861,2025-26,Regular Season
1627783,P. Siakam,IND,36.43,821,2025-26,Regular Season
1629627,Z. Williamson,NOP,35.14,815,2025-26,Regular Season
1630530,T. Murphy III,NOP,35.08,712,2025-26,Regular Season
1630567,S. Barnes,TOR,34.71,811,2025-26,Regular Season
1642851,K. Knueppel,CHA,33.93,709,2025-26,Regular Season
203468,C. McCollum,ATL,33.22,708,2025-26,Regular Season
1626157,K. Towns,NYK,33.18,874,2025-26,Regular Season
1630180,S. Bey,NOP,33.03,683,2025-26,Regular Season
1641718,K. George,UTA,32.97,739,2025-26,Regular Season
1630163,L. Ball,CHA,32.79,667,2025-26,Regular Season
1628389,B. Adebayo,MIA,32.78,834,2025-26,Regular Season
1628368,D. Fox,SAS,32.31,696,2025-26,Regular Season
1628970,M. Bridges,CHA,31.56,687,2025-26,Regular Season
201939,S. Curry,GSW,31.55,578,2025-26,Regular Season
1631157,R. Rollins,MIL,31.35,611,2025-26,Regular Season
1628401,D. White,BOS,31.22,621,2025-26,Regular Season
1642845,V. Edgecombe,PHI,30.55,599,2025-26,Regular Season
1631095,J. Smith Jr.,HOU,30.27,600,2025-26,Regular Season
1631105,J. Duren,DET,30.19,843,2025-26,Regular Season
2544,L. James,LAL,29.18,705,2025-26,Regular Season
1626181,N. Powell,MIA,28.91,683,2025-26,Regular Season
1629008,M. Porter Jr.,BKN,28.54,639,2025-26,Regular Season
1641824,M. Buzelis,CHI,28.39,633,2025-26,Regular Season
1630230,N. Marshall,DAL,28.23,647,2025-26,Regular Season
203924,J. Grant,POR,28.12,593,2025-26,Regular Season
1630193,I. Quickley,TOR,28.01,570,2025-26,Regular Season
1630596,E. Mobley,CLE,27.63,649,2025-26,Regular Season
1628374,L. Markkanen,UTA,27.63,624,2025-26,Regular Season
1630559,A. Reaves,LAL,27.61,696,2025-26,Regular Season
1641706,B. Miller,CHA,27.49,653,2025-26,Regular Season
203501,T. Hardaway Jr.,DEN,27.34,507,2025-26,Regular Season
1631096,C. Holmgren,OKC,27.19,659,2025-26,Regular Season
1641764,B. Podziemski,GSW,26.92,586,2025-26,Regular Season
1628415,D. Brooks,PHX,26.57,586,2025-26,Regular Season
1630202,P. Pritchard,BOS,26.29,627,2025-26,Regular Season
1631101,S. Sharpe,POR,26.21,547,2025-26,Regular Season
202696,N. Vučević,CHI,25.86,471,2025-26,Regular Season
1628969,M. Bridges,NYK,25.78,553,2025-26,Regular Season
203507,G. Antetokounmpo,MIL,25.49,605,2025-26,Regular Season
203954,J. Embiid,PHI,25.23,626,2025-26,Regular Season
1642263,R. Sheppard,HOU,25.2,476,2025-26,Regular Season
1629675,N. Reid,MIN,25.04,486,2025-26,Regular Season
1628384,O. Anunoby,NYK,24.88,572,2025-26,Regular Season
1628976,W. Carter Jr.,ORL,24.86,524,2025-26,Regular Season
1630183,J. McDaniels,MIN,24.83,563,2025-26,Regular Season
1629628,R. Barrett,TOR,24.82,601,2025-26,Regular Season
1629656,Q. Grimes,PHI,24.62,539,2025-26,Regular Season
1631170,J. Jaquez Jr.,MIA,24.6,630,2025-26,Regular Season
1642264,S. Castle,SAS,24.51,667,2025-26,Regular Season
1630168,O. Okongwu,ATL,24.35,566,2025-26,Regular Season
1641739,T. Camara,POR,24.28,488,2025-26,Regular Season
1641710,A. Black,ORL,24.09,512,2025-26,Regular Season
203952,A. Wiggins,MIA,24.03,517,2025-26,Regular Season
1631108,M. Christie,DAL,23.96,445,2025-26,Regular Season
1630245,A. Dosunmu,CHI,23.82,513,2025-26,Regular Season
1642847,J. Fears,NOP,23.71,631,2025-26,Regular Season
1628978,D. DiVincenzo,MIN,23.64,417,2025-26,Regular Season
1631221,C. Gillespie,PHX,23.49,427,2025-26,Regular Season
1630581,J. Giddey,CHI,23.32,495,2025-26,Regular Season
1631097,B. Mathurin,IND,22.86,583,2025-26,Regular Season
1629640,K. Johnson,SAS,22.79,568,2025-26,Regular Season
1630200,T. Jones,CHI,22.79,531,2025-26,Regular Season
1629012,C. Sexton,CHA,22.51,578,2025-26,Regular Season
1626171,B. Portis,MIL,22.26,414,2025-26,Regular Season
1641729,B. Sensabaugh,UTA,22.24,559,2025-26,Regular Season
1642852,D. Queen,NOP,21.92,570,2025-26,Regular Season
1629614,A. Nembhard,IND,21.87,526,2025-26,Regular Season
1628991,J. Jackson Jr.,MEM,21.85,505,2025-26,Regular Season
1628398,K. Kuzma,MIL,21.82,474,2025-26,Regular Season
1630170,D. Vassell,SAS,21.62,436,2025-26,Regular Season
1629632,C. White,CHI,21.27,475,2025-26,Regular Season
1642270,D. Clingan,POR,21.13,494,2025-26,Regular Season
201566,R. Westbrook,SAC,21.11,485,2025-26,Regular Season
1629636,D. Garland,CLE,20.76,414,2025-26,Regular Season
1626167,M. Turner,MIL,20.75,415,2025-26,Regular Season
1629130,D. Robinson,DET,20.61,401,2025-26,Regular Season
1628386,J. Allen,CLE,20.45,522,2025-26,Regular Season
203471,D. Schröder,SAC,20.38,425,2025-26,Regular Season
202699,T. Harris,DET,20.23,445,2025-26,Regular Season
1630591,J. Suggs,ORL,20.16,382,2025-26,Regular Season
1630700,D. Daniels,ATL,20.0,477,2025-26,Regular Season
1629028,D. Ayton,LAL,20.0,494,2025-26,Regular Season
202691,K. Thompson,DAL,19.88,322,2025-26,Regular Season
1628960,G. Allen,PHX,19.82,412,2025-26,Regular Season
1630314,B. Williams,DAL,19.79,532,2025-26,Regular Season
1642285,C. Spencer,MEM,19.73,388,2025-26,Regular Season
1642846,A. Bailey,UTA,19.7,461,2025-26,Regular Season
1630577,J. Champagnie,SAS,19.55,415,2025-26,Regular Season
1642377,J. Wells,MEM,19.54,435,2025-26,Regular Season
1642281,J. Tyson,CLE,19.41,409,2025-26,Regular Season
1628381,J. Collins,LAC,19.35,482,2025-26,Regular Season
201950,J. Holiday,POR,19.31,407,2025-26,Regular Season
203497,R. Gobert,MIN,19.29,494,2025-26,Regular Season
1642907,C. Coward,MEM,19.23,445,2025-26,Regular Season
1629023,P. Washington,DAL,19.21,420,2025-26,Regular Season
202710,J. Butler III,GSW,18.98,488,2025-26,Regular Season
1642271,K. Filipowski,UTA,18.58,482,2025-26,Regular Season
1630572,S. Mamukelashvili,TOR,18.54,448,2025-26,Regular Season
1641716,J. Walker,IND,18.39,444,2025-26,Regular Season
1626220,R. O'Neale,PHX,18.2,290,2025-26,Regular Season
1642875,M. Raynaud,SAC,18.16,515,2025-26,Regular Season
1641783,T. da Silva,ORL,17.89,363,2025-26,Regular Season
1629014,A. Simons,BOS,17.82,354,2025-26,Regular Season
1631212,P. Watson,DEN,17.79,423,2025-26,Regular Season
1629060,R. Hachimura,LAL,17.71,357,2025-26,Regular Season
1629651,N. Claxton,BKN,17.71,474,2025-26,Regular Season
1642267,B. Carrington,WAS,17.62,394,2025-26,Regular Season
1628370,M. Monk,SAC,17.62,371,2025-26,Regular Season
1642349,A. Mitchell,OKC,17.61,427,2025-26,Regular Season
1642276,K. Ware,MIA,17.49,415,2025-26,Regular Season
203084,H. Barnes,SAS,17.35,364,2025-26,Regular Season
1630532,F. Wagner,ORL,17.2,407,2025-26,Regular Season
1641796,P. Larsson,MIA,17.18,460,2025-26,Regular Season
1641730,N. Clowney,BKN,17.14,430,2025-26,Regular Season
1642844,D. Harper,SAS,17.02,421,2025-26,Regular Season
1631260,A. Green,MIL,16.93,315,2025-26,Regular Season
1626162,K. Oubre Jr.,PHI,16.93,365,2025-26,Regular Season
1631109,M. Williams,PHX,16.81,417,2025-26,Regular Season
203897,Z. LaVine,SAC,16.81,387,2025-26,Regular Season
1630643,J. Huff,IND,16.68,373,2025-26,Regular Season
1629645,K. Porter Jr.,MIL,16.67,376,2025-26,Regular Season
1642259,A. Sarr,WAS,16.66,416,2025-26,Regular Season
1627826,I. Zubac,LAC,16.62,389,2025-26,Regular Season
1629111,J. Landale,MEM,16.56,362,2025-26,Regular Season
1629661,C. Johnson,DEN,16.49,322,2025-26,Regular Season
1628404,J. Hart,NYK,16.44,391,2025-26,Regular Season
1628989,K. Huerter,CHI,16.41,324,2025-26,Regular Season
1629674,N. Queta,BOS,16.36,449,2025-26,Regular Season
203932,A. Gordon,DEN,16.21,323,2025-26,Regular Season
1630174,A. Nesmith,IND,16.14,304,2025-26,Regular Season
1641709,A. Thompson,DET,16.13,412,2025-26,Regular Season
1630173,P. Achiuwa,SAC,15.83,393,2025-26,Regular Season
1629639,T. Herro,MIA,15.8,346,2025-26,Regular Season
1630611,G. Santos,GSW,15.77,317,2025-26,Regular Season
202331,P. George,PHI,15.73,316,2025-26,Regular Season
1642273,K. George,WAS,15.73,357,2025-26,Regular Season
1642450,D. Jenkins,DET,15.71,366,2025-26,Regular Season
1642268,I. Collier,UTA,15.69,406,2025-26,Regular Season
203114,K. Middleton,WAS,15.61,346,2025-26,Regular Season
1630241,S. Merrill,CLE,15.55,282,2025-26,Regular Season
1630541,M. Moody,GSW,15.27,332,2025-26,Regular Season
1628971,B. Brown,DEN,15.14,344,2025-26,Regular Season
1641717,C. Wallace,OKC,14.65,307,2025-26,Regular Season
203935,M. Smart,LAL,14.6,294,2025-26,Regular Season
1629631,D. Hunter,CLE,14.6,332,2025-26,Regular Season
1630558,D. Mitchell,MIA,14.5,303,2025-26,Regular Season
1629001,D. Melton,GSW,14.47,315,2025-26,Regular Season
1628963,M. Bagley III,WAS,14.41,349,2025-26,Regular Season
1642848,T. Johnson,WAS,14.39,347,2025-26,Regular Season
1630692,J. Goodwin,PHX,14.35,268,2025-26,Regular Season
1631222,J. LaRavia,LAL,14.29,356,2025-26,Regular Season
1628379,L. Kennard,ATL,14.15,299,2025-26,Regular Season
1630573,S. Hauser,BOS,14.08,268,2025-26,Regular Season
1641731,B. Coulibaly,WAS,13.94,362,2025-26,Regular Season
1630198,I. Joe,OKC,13.83,356,2025-26,Regular Season
1641713,G. Jackson,MEM,13.81,367,2025-26,Regular Season
1630583,S. Aldama,MEM,13.74,304,2025-26,Regular Season
203110,D. Green,GSW,13.72,264,2025-26,Regular Season
1627739,K. Dunn,LAC,13.66,288,2025-26,Regular Season
1630171,I. Okoro,CHI,13.61,300,2025-26,Regular Season
201572,B. Lopez,LAC,13.52,288,2025-26,Regular Season
1641842,R. Holland II,DET,13.43,355,2025-26,Regular Season
1627780,G. Payton II,GSW,13.42,268,2025-26,Regular Season
1630188,J. Smith,CHI,13.41,264,2025-26,Regular Season
1642347,J. Shead,TOR,13.33,276,2025-26,Regular Season
1630224,J. Green,PHX,13.25,281,2025-26,Regular Season
1629655,D. Gafford,DAL,13.24,316,2025-26,Regular Season
