TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,TEAM_IPM,SRS,O_SRS,D_SRS,SOS,OSOS,DSOS,SEASON,SEASON_TYPE
1610612760,OKC,Oklahoma City Thunder,81,67,14,10.0,12.6,6.52,6.08,-0.22,-0.25,0.03,2024-25,Regular Season
1610612739,CLE,Cleveland Cavaliers,82,64,18,7.19,8.81,7.98,0.83,-0.73,-0.12,-0.61,2024-25,Regular Season
1610612738,BOS,Boston Celtics,82,61,21,7.11,8.28,2.07,6.21,-0.83,-0.35,-0.47,2024-25,Regular Season
1610612744,GSW,Golden State Warriors,82,48,34,4.53,3.56,-0.05,3.61,0.25,-0.01,0.26,2024-25,Regular Season
1610612746,LAC,LA Clippers,82,50,32,4.49,4.84,-1.18,6.02,0.18,-0.22,0.4,2024-25,Regular Season
1610612743,DEN,Denver Nuggets,82,50,32,4.32,3.97,7.08,-3.12,0.08,0.17,-0.09,2024-25,Regular Season
1610612750,MIN,Minnesota Timberwolves,82,49,33,3.95,5.15,0.3,4.85,0.15,-0.16,0.3,2024-25,Regular Season
1610612752,NYK,New York Knicks,82,51,31,3.35,3.59,1.79,1.81,-0.51,-0.15,-0.35,2024-25,Regular Season
1610612747,LAL,Los Angeles Lakers,82,50,32,2.72,1.45,-0.56,2.01,0.23,-0.11,0.34,2024-25,Regular Season
1610612763,MEM,Memphis Grizzlies,82,48,34,2.7,4.79,8.0,-3.21,-0.06,0.14,-0.2,2024-25,Regular Season
1610612754,IND,Indiana Pacers,80,49,31,2.37,1.68,3.43,-1.75,-0.51,0.05,-0.55,2024-25,Regular Season
1610612745,HOU,Houston Rockets,81,52,29,2.34,5.03,0.68,4.35,0.3,0.01,0.28,2024-25,Regular Season
1610612765,DET,Detroit Pistons,82,44,38,0.83,1.73,1.6,0.14,-0.17,-0.06,-0.11,2024-25,Regular Season
1610612758,SAC,Sacramento Kings,82,40,42,0.78,0.58,1.92,-1.34,0.11,0.03,0.08,2024-25,Regular Season
1610612749,MIL,Milwaukee Bucks,81,47,34,0.73,2.05,1.67,0.37,-0.34,-0.06,-0.28,2024-25,Regular Season
1610612753,ORL,Orlando Magic,82,41,41,-0.15,-0.7,-8.87,8.17,-0.58,-0.46,-0.12,2024-25,Regular Season
1610612737,ATL,Atlanta Hawks,81,40,41,-0.48,-1.34,4.8,-6.13,-0.31,0.24,-0.55,2024-25,Regular Season
1610612748,MIA,Miami Heat,81,36,45,-0.7,-0.0,-3.46,3.46,-0.3,-0.11,-0.19,2024-25,Regular Season
1610612742,DAL,Dallas Mavericks,82,39,43,-0.82,-0.7,0.49,-1.19,0.45,0.12,0.34,2024-25,Regular Season
1610612741,CHI,Chicago Bulls,82,39,43,-0.94,-1.82,4.02,-5.85,-0.26,0.06,-0.32,2024-25,Regular Season
1610612756,PHX,Phoenix Suns,82,36,46,-1.52,-2.55,-0.09,-2.46,0.45,0.12,0.32,2024-25,Regular Season
1610612759,SAS,San Antonio Spurs,80,33,47,-2.21,-2.45,0.12,-2.58,0.27,0.16,0.11,2024-25,Regular Season
1610612757,POR,Portland Trail Blazers,82,36,46,-3.57,-2.67,-3.06,0.39,0.31,-0.11,0.42,2024-25,Regular Season
1610612755,PHI,Philadelphia 76ers,82,24,58,-4.49,-6.29,-4.02,-2.27,-0.06,0.21,-0.27,2024-25,Regular Season
1610612761,TOR,Toronto Raptors,82,30,52,-4.54,-4.4,-2.85,-1.55,-0.11,0.13,-0.24,2024-25,Regular Season
1610612751,BKN,Brooklyn Nets,82,26,56,-6.22,-6.95,-8.72,1.77,0.16,0.02,0.14,2024-25,Regular Season
1610612740,NOP,New Orleans Pelicans,82,21,61,-7.05,-8.59,-3.8,-4.79,0.84,0.21,0.63,2024-25,Regular Season
1610612762,UTA,Utah Jazz,82,17,65,-7.64,-8.52,-1.6,-6.92,0.83,0.36,0.47,2024-25,Regular Season
1610612766,CHA,Charlotte Hornets,82,19,63,-7.95,-9.1,-8.75,-0.35,0.01,-0.01,0.02,2024-25,Regular Season
1610612764,WAS,Washington Wizards,81,18,63,-9.15,-12.02,-5.47,-6.55,0.3,0.24,0.06,2024-25,Regular Season
