PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_IPM,D_IPM,IPM,POSS,SEASON,SEASON_TYPE
1628983,S. Gilgeous-Alexander,OKC,5.06,1.65,6.71,9596,2025-26,Regular Season
1641705,V. Wembanyama,SAS,2.15,4.04,6.19,7891,2025-26,Regular Season
203999,N. Jokić,DEN,5.12,0.53,5.65,9677,2025-26,Regular Season
202695,K. Leonard,LAC,3.76,1.78,5.54,8510,2025-26,Regular Season
1631096,C. Holmgren,OKC,0.87,3.41,4.28,8385,2025-26,Regular Season
1628401,D. White,BOS,0.91,2.61,3.52,10575,2025-26,Regular Season
1629674,N. Queta,BOS,0.6,2.84,3.44,7687,2025-26,Regular Season
203507,G. Antetokounmpo,MIL,3.19,0.24,3.43,4327,2025-26,Regular Season
1628378,D. Mitchell,CLE,3.37,-0.09,3.28,9972,2025-26,Regular Season
202710,J. Butler III,GSW,2.34,0.85,3.19,4980,2025-26,Regular Season
1641709,A. Thompson,DET,0.7,2.45,3.15,7940,2025-26,Regular Season
1629029,L. Dončić,LAL,3.25,-0.21,3.04,9648,2025-26,Regular Season
1641708,A. Thompson,HOU,1.66,1.35,3.01,12056,2025-26,Regular Season
1631105,J. Duren,DET,1.94,0.84,2.78,8322,2025-26,Regular Season
1630700,D. Daniels,ATL,1.16,1.61,2.77,10815,2025-26,Regular Season
1628389,B. Adebayo,MIA,1.11,1.53,2.64,10228,2025-26,Regular Season
1630577,J. Champagnie,SAS,1.54,1.08,2.62,9652,2025-26,Regular Season
1627936,A. Caruso,OKC,0.05,2.55,2.6,4316,2025-26,Regular Season
1628384,O. Anunoby,NYK,1.61,0.92,2.53,9176,2025-26,Regular Season
1630595,C. Cunningham,DET,1.91,0.59,2.5,9178,2025-26,Regular Season
1631217,M. Diabaté,CHA,1.66,0.84,2.5,7767,2025-26,Regular Season
1630170,D. Vassell,SAS,1.7,0.75,2.45,8681,2025-26,Regular Season
1628386,J. Allen,CLE,1.32,1.03,2.35,6497,2025-26,Regular Season
1628978,D. DiVincenzo,MIN,0.63,1.65,2.28,10603,2025-26,Regular Season
1642349,A. Mitchell,OKC,0.79,1.38,2.17,6236,2025-26,Regular Season
1631221,C. Gillespie,PHX,1.15,0.98,2.13,9362,2025-26,Regular Season
1630559,A. Reaves,LAL,1.42,0.6,2.02,7359,2025-26,Regular Season
1630188,J. Smith,CHI,1.35,0.6,1.95,4697,2025-26,Regular Season
203935,M. Smart,LAL,0.06,1.87,1.93,7332,2025-26,Regular Season
1629750,J. Green,DET,-0.02,1.86,1.84,6175,2025-26,Regular Season
203954,J. Embiid,PHI,1.94,-0.11,1.83,5038,2025-26,Regular Season
1630591,J. Suggs,ORL,-0.3,2.13,1.83,6880,2025-26,Regular Season
1630194,P. Reed,DET,0.42,1.36,1.78,3792,2025-26,Regular Season
1630178,T. Maxey,PHI,1.11,0.65,1.76,11219,2025-26,Regular Season
1641717,C. Wallace,OKC,-0.54,2.3,1.76,8650,2025-26,Regular Season
1628392,I. Hartenstein,OKC,0.25,1.51,1.76,4756,2025-26,Regular Season
201939,S. Curry,GSW,2.45,-0.72,1.73,5758,2025-26,Regular Season
1626164,D. Booker,PHX,1.22,0.5,1.72,9054,2025-26,Regular Season
1630572,S. Mamukelashvili,TOR,1.12,0.54,1.66,7332,2025-26,Regular Season
1628969,M. Bridges,NYK,0.83,0.82,1.65,11067,2025-26,Regular Season
201142,K. Durant,HOU,1.69,-0.05,1.64,11661,2025-26,Regular Season
1628368,D. Fox,SAS,1.75,-0.12,1.63,9537,2025-26,Regular Season
203932,A. Gordon,DEN,1.12,0.49,1.61,4173,2025-26,Regular Season
1630558,D. Mitchell,MIA,0.97,0.64,1.61,8698,2025-26,Regular Season
1630540,M. McBride,NYK,1.15,0.44,1.59,4435,2025-26,Regular Season
1628374,L. Markkanen,UTA,0.73,0.84,1.57,6274,2025-26,Regular Season
1642864,H. González,BOS,0.16,1.4,1.56,4366,2025-26,Regular Season
1629011,M. Robinson,NYK,0.55,1.01,1.56,4774,2025-26,Regular Season
1629057,R. Williams III,POR,-0.3,1.85,1.55,4302,2025-26,Regular Season
1630198,I. Joe,OKC,0.96,0.59,1.55,6331,2025-26,Regular Season
1630596,E. Mobley,CLE,0.59,0.95,1.54,8733,2025-26,Regular Season
1626157,K. Towns,NYK,1.15,0.37,1.52,9578,2025-26,Regular Season
1627750,J. Murray,DEN,3.58,-2.09,1.49,11023,2025-26,Regular Season
1629638,N. Alexander-Walker,ATL,1.47,0.01,1.48,11299,2025-26,Regular Season
1629680,M. Thybulle,POR,-0.79,2.27,1.48,2049,2025-26,Regular Season
1630163,L. Ball,CHA,2.3,-0.83,1.47,8399,2025-26,Regular Season
1630241,S. Merrill,CLE,1.39,0.08,1.47,5821,2025-26,Regular Season
1629130,D. Robinson,DET,1.58,-0.12,1.46,8916,2025-26,Regular Season
1630567,S. Barnes,TOR,0.1,1.33,1.43,11233,2025-26,Regular Season
1629628,R. Barrett,TOR,2.15,-0.72,1.43,7226,2025-26,Regular Season
1641706,B. Miller,CHA,0.39,0.99,1.38,8146,2025-26,Regular Season
203497,R. Gobert,MIN,-1.9,3.22,1.32,10070,2025-26,Regular Season
1642347,J. Shead,TOR,0.22,1.05,1.27,7702,2025-26,Regular Season
1631119,J. Williams,OKC,-0.57,1.82,1.25,5397,2025-26,Regular Season
1642844,D. Harper,SAS,0.36,0.89,1.25,6558,2025-26,Regular Season
1629731,D. Wade,CLE,0.11,1.13,1.24,5585,2025-26,Regular Season
203468,C. McCollum,WAS,0.44,0.8,1.24,9704,2025-26,Regular Season
201950,J. Holiday,POR,0.31,0.92,1.23,6676,2025-26,Regular Season
1642851,K. Knueppel,CHA,1.38,-0.16,1.22,10656,2025-26,Regular Season
1630182,J. Green,CHA,0.33,0.88,1.21,3695,2025-26,Regular Season
1642345,O. Ighodaro,PHX,0.29,0.91,1.2,7356,2025-26,Regular Season
1630631,J. Alvarado,NOP,0.06,1.11,1.17,5640,2025-26,Regular Season
1630692,J. Goodwin,PHX,0.25,0.91,1.16,6476,2025-26,Regular Season
1628973,J. Brunson,NYK,2.26,-1.1,1.16,10648,2025-26,Regular Season
1630193,I. Quickley,TOR,0.87,0.24,1.11,9273,2025-26,Regular Season
1629661,C. Johnson,DEN,1.28,-0.24,1.04,6928,2025-26,Regular Season
1630217,D. Bane,ORL,0.72,0.3,1.02,11745,2025-26,Regular Season
1630573,S. Hauser,BOS,1.02,-0.04,0.98,7846,2025-26,Regular Season
1631114,J. Williams,OKC,0.59,0.39,0.98,3977,2025-26,Regular Season
1642264,S. Castle,SAS,0.27,0.71,0.98,8662,2025-26,Regular Season
1630200,T. Jones,CHI,0.87,0.09,0.96,7711,2025-26,Regular Season
203991,C. Capela,HOU,-0.75,1.7,0.95,3786,2025-26,Regular Season
1630541,M. Moody,GSW,-0.42,1.37,0.95,6535,2025-26,Regular Season
1630202,P. Pritchard,BOS,1.57,-0.65,0.92,10273,2025-26,Regular Season
1629006,J. Okogie,HOU,0.22,0.69,0.91,5489,2025-26,Regular Season
1627884,D. Jones Jr.,LAC,0.47,0.42,0.89,5591,2025-26,Regular Season
1628989,K. Huerter,CHI,0.19,0.69,0.88,6601,2025-26,Regular Season
203944,J. Randle,MIN,1.87,-0.99,0.88,11092,2025-26,Regular Season
1631157,R. Rollins,MIL,0.61,0.23,0.84,9848,2025-26,Regular Season
1630162,A. Edwards,MIN,1.98,-1.14,0.84,9076,2025-26,Regular Season
202331,P. George,PHI,0.12,0.69,0.81,4735,2025-26,Regular Season
