PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,WPA,WPA_PLAYS,SEASON,SEASON_TYPE
201942,D. DeRozan,CHI,57.07,1294,2021-22,Regular Season
203954,J. Embiid,PHI,54.6,1320,2021-22,Regular Season
203999,N. Jokić,DEN,51.94,1143,2021-22,Regular Season
1629027,T. Young,ATL,48.66,1211,2021-22,Regular Season
1628369,J. Tatum,BOS,47.56,1108,2021-22,Regular Season
203507,G. Antetokounmpo,MIL,45.6,1242,2021-22,Regular Season
201142,K. Durant,BKN,43.22,950,2021-22,Regular Season
1629029,L. Dončić,DAL,43.19,1005,2021-22,Regular Season
1626164,D. Booker,PHX,43.13,977,2021-22,Regular Season
2544,L. James,LAL,42.5,894,2021-22,Regular Season
201939,S. Curry,GSW,41.75,810,2021-22,Regular Season
1626157,K. Towns,MIN,40.95,1026,2021-22,Regular Season
1628378,D. Mitchell,UTA,40.82,884,2021-22,Regular Season
203897,Z. LaVine,CHI,38.42,884,2021-22,Regular Season
1629630,J. Morant,MEM,38.11,895,2021-22,Regular Season
1628970,M. Bridges,CHA,37.72,863,2021-22,Regular Season
1629636,D. Garland,CLE,37.65,756,2021-22,Regular Season
1627783,P. Siakam,TOR,36.57,879,2021-22,Regular Season
201566,R. Westbrook,LAL,36.5,814,2021-22,Regular Season
1627749,D. Murray,SAS,36.23,769,2021-22,Regular Season
1627759,J. Brown,BOS,36.18,817,2021-22,Regular Season
1628368,D. Fox,SAC,35.14,777,2021-22,Regular Season
1629018,G. Trent Jr.,TOR,34.48,624,2021-22,Regular Season
201935,J. Harden,BKN,33.95,877,2021-22,Regular Season
1627832,F. VanVleet,TOR,33.9,636,2021-22,Regular Season
1630163,L. Ball,CHA,33.69,749,2021-22,Regular Season
203944,J. Randle,NYK,33.66,815,2021-22,Regular Season
1630162,A. Edwards,MIN,33.44,769,2021-22,Regular Season
202704,R. Jackson,LAC,33.24,617,2021-22,Regular Season
1628983,S. Gilgeous-Alexander,OKC,33.02,805,2021-22,Regular Season
1629628,R. Barrett,NYK,32.99,777,2021-22,Regular Season
1630180,S. Bey,DET,31.99,660,2021-22,Regular Season
1629673,J. Poole,GSW,31.77,719,2021-22,Regular Season
1630178,T. Maxey,PHI,31.61,696,2021-22,Regular Season
1626179,T. Rozier,CHA,31.6,668,2021-22,Regular Season
201950,J. Holiday,MIL,31.58,615,2021-22,Regular Season
1628398,K. Kuzma,WAS,31.47,579,2021-22,Regular Season
1629639,T. Herro,MIA,31.4,691,2021-22,Regular Season
202699,T. Harris,PHI,31.29,662,2021-22,Regular Season
203114,K. Middleton,MIL,31.16,711,2021-22,Regular Season
202685,J. Valančiūnas,NOP,30.77,747,2021-22,Regular Season
1626156,D. Russell,MIN,30.52,599,2021-22,Regular Season
1627741,B. Hield,SAC,30.19,557,2021-22,Regular Season
203084,H. Barnes,SAC,30.12,732,2021-22,Regular Season
1630595,C. Cunningham,DET,30.1,570,2021-22,Regular Season
1630217,D. Bane,MEM,30.03,647,2021-22,Regular Season
1629640,K. Johnson,SAS,29.89,648,2021-22,Regular Season
1627734,D. Sabonis,IND,29.43,689,2021-22,Regular Season
202696,N. Vučević,CHI,29.37,638,2021-22,Regular Season
203468,C. McCollum,POR,29.24,652,2021-22,Regular Season
1628973,J. Brunson,DAL,29.16,685,2021-22,Regular Season
202710,J. Butler III,MIA,28.72,794,2021-22,Regular Season
203952,A. Wiggins,GSW,28.36,624,2021-22,Regular Season
1627742,B. Ingram,NOP,28.32,719,2021-22,Regular Season
1628969,M. Bridges,PHX,27.99,589,2021-22,Regular Season
1630169,T. Haliburton,SAC,27.86,590,2021-22,Regular Season
203903,J. Clarkson,UTA,27.61,609,2021-22,Regular Season
202711,B. Bogdanović,UTA,27.39,645,2021-22,Regular Season
1628370,M. Monk,LAL,27.31,484,2021-22,Regular Season
203095,E. Fournier,NYK,27.14,482,2021-22,Regular Season
1630532,F. Wagner,ORL,27.02,645,2021-22,Regular Season
1630567,S. Barnes,TOR,26.96,617,2021-22,Regular Season
1628991,J. Jackson Jr.,MEM,26.77,714,2021-22,Regular Season
1626174,C. Wood,HOU,26.75,646,2021-22,Regular Season
203932,A. Gordon,DEN,26.65,605,2021-22,Regular Season
1630175,C. Anthony,ORL,26.13,573,2021-22,Regular Season
1630596,E. Mobley,CLE,25.98,589,2021-22,Regular Season
203076,A. Davis,LAL,25.31,544,2021-22,Regular Season
201144,M. Conley,UTA,25.06,473,2021-22,Regular Season
1630224,J. Green,HOU,25.0,593,2021-22,Regular Season
203115,W. Barton,DEN,24.79,494,2021-22,Regular Season
204001,K. Porziņģis,DAL,24.77,599,2021-22,Regular Season
1627747,C. LeVert,IND,24.29,525,2021-22,Regular Season
101108,C. Paul,PHX,24.26,532,2021-22,Regular Season
