PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_IPM,D_IPM,IPM,POSS,SEASON,SEASON_TYPE
203999,N. Jokić,DEN,4.93,0.85,5.78,9731,2022-23,Regular Season
203954,J. Embiid,PHI,3.36,1.86,5.22,9263,2022-23,Regular Season
1628401,D. White,BOS,1.59,2.15,3.74,9613,2022-23,Regular Season
202695,K. Leonard,LAC,2.82,0.77,3.59,7162,2022-23,Regular Season
1628991,J. Jackson Jr.,MEM,1.08,2.38,3.46,7678,2022-23,Regular Season
203076,A. Davis,LAL,0.9,2.52,3.42,8166,2022-23,Regular Season
1628369,J. Tatum,BOS,2.94,0.37,3.31,11386,2022-23,Regular Season
201950,J. Holiday,MIL,1.91,1.38,3.29,9336,2022-23,Regular Season
201142,K. Durant,PHX,2.2,1.07,3.27,6933,2022-23,Regular Season
1628983,S. Gilgeous-Alexander,OKC,2.91,0.3,3.21,10468,2022-23,Regular Season
1629651,N. Claxton,BKN,0.85,2.12,2.97,9319,2022-23,Regular Season
1628404,J. Hart,NYK,2.09,0.83,2.92,10151,2022-23,Regular Season
203081,D. Lillard,POR,4.03,-1.17,2.86,8789,2022-23,Regular Season
203507,G. Antetokounmpo,MIL,2.1,0.7,2.8,8690,2022-23,Regular Season
202710,J. Butler III,MIA,2.95,-0.19,2.76,8652,2022-23,Regular Season
1630217,D. Bane,MEM,1.7,0.98,2.68,7930,2022-23,Regular Season
202681,K. Irving,DAL,2.7,-0.04,2.66,9190,2022-23,Regular Season
203932,A. Gordon,DEN,1.98,0.6,2.58,8585,2022-23,Regular Season
201935,J. Harden,PHI,2.6,-0.08,2.52,8565,2022-23,Regular Season
201939,S. Curry,GSW,2.79,-0.28,2.51,8484,2022-23,Regular Season
201572,B. Lopez,MIL,-0.07,2.57,2.5,10096,2022-23,Regular Season
1626164,D. Booker,PHX,2.99,-0.52,2.47,7634,2022-23,Regular Season
1627936,A. Caruso,CHI,-0.17,2.56,2.39,6509,2022-23,Regular Season
1626204,L. Nance Jr.,NOP,0.81,1.56,2.37,5775,2022-23,Regular Season
1629636,D. Garland,CLE,1.94,0.41,2.35,9847,2022-23,Regular Season
204001,K. Porziņģis,WAS,1.55,0.8,2.35,8819,2022-23,Regular Season
1629029,L. Dončić,DAL,2.83,-0.48,2.35,9773,2022-23,Regular Season
1628374,L. Markkanen,UTA,1.57,0.76,2.33,9669,2022-23,Regular Season
1630193,I. Quickley,NYK,-0.06,2.35,2.29,9591,2022-23,Regular Season
203110,D. Green,GSW,0.33,1.91,2.24,9895,2022-23,Regular Season
1629661,C. Johnson,BKN,0.87,1.28,2.15,4952,2022-23,Regular Season
2544,L. James,LAL,1.59,0.55,2.14,8368,2022-23,Regular Season
1629011,M. Robinson,NYK,0.98,1.05,2.03,6429,2022-23,Regular Season
1629627,Z. Williamson,NOP,1.2,0.81,2.01,4078,2022-23,Regular Season
202331,P. George,LAC,1.45,0.55,2.0,7953,2022-23,Regular Season
1626172,K. Looney,GSW,1.67,0.33,2.0,8305,2022-23,Regular Season
1626153,D. Wright,WAS,0.58,1.42,2.0,5075,2022-23,Regular Season
1630169,T. Haliburton,IND,2.8,-0.82,1.98,7984,2022-23,Regular Season
1628386,J. Allen,CLE,0.9,1.05,1.95,8912,2022-23,Regular Season
1630559,A. Reaves,LAL,1.33,0.58,1.91,7942,2022-23,Regular Season
1628378,D. Mitchell,CLE,1.65,0.16,1.81,9839,2022-23,Regular Season
201587,N. Batum,LAC,0.74,1.01,1.75,7159,2022-23,Regular Season
1629008,M. Porter Jr.,DEN,1.65,0.07,1.72,7525,2022-23,Regular Season
1631117,W. Kessler,UTA,0.22,1.43,1.65,7258,2022-23,Regular Season
1629630,J. Morant,MEM,0.98,0.65,1.63,8386,2022-23,Regular Season
1630529,H. Jones,NOP,0.57,1.06,1.63,8076,2022-23,Regular Season
1628973,J. Brunson,NYK,2.62,-1.06,1.56,9736,2022-23,Regular Season
203484,K. Caldwell-Pope,DEN,0.91,0.64,1.55,9987,2022-23,Regular Season
1627734,D. Sabonis,SAC,2.18,-0.64,1.54,11495,2022-23,Regular Season
101108,C. Paul,PHX,1.0,0.52,1.52,7702,2022-23,Regular Season
1627832,F. VanVleet,TOR,1.31,0.21,1.52,10431,2022-23,Regular Season
1629723,J. Konchar,MEM,-0.13,1.61,1.48,6433,2022-23,Regular Season
203939,D. Powell,DAL,1.15,0.33,1.48,5902,2022-23,Regular Season
201942,D. DeRozan,CHI,0.81,0.61,1.42,11083,2022-23,Regular Season
202692,A. Burks,DET,1.45,-0.04,1.41,4793,2022-23,Regular Season
1630532,F. Wagner,ORL,-0.04,1.42,1.38,11003,2022-23,Regular Season
1626167,M. Turner,IND,0.63,0.71,1.34,7707,2022-23,Regular Season
201143,A. Horford,BOS,0.84,0.49,1.33,8003,2022-23,Regular Season
1630168,O. Okongwu,ATL,0.42,0.88,1.3,7822,2022-23,Regular Season
1629026,K. Williams,OKC,0.25,1.03,1.28,5095,2022-23,Regular Season
203488,M. Muscala,BOS,0.88,0.39,1.27,4054,2022-23,Regular Season
1628379,L. Kennard,MEM,1.32,-0.08,1.24,5451,2022-23,Regular Season
203501,T. Hardaway Jr.,DAL,0.95,0.27,1.22,8753,2022-23,Regular Season
1626224,C. Osman,CLE,0.89,0.3,1.19,6261,2022-23,Regular Season
1630596,E. Mobley,CLE,-0.04,1.21,1.17,10928,2022-23,Regular Season
203084,H. Barnes,SAC,1.36,-0.21,1.15,11261,2022-23,Regular Season
201144,M. Conley,MIN,1.83,-0.71,1.12,8492,2022-23,Regular Season
1628389,B. Adebayo,MIA,0.09,1.02,1.11,10505,2022-23,Regular Season
203937,K. Anderson,MIN,0.53,0.51,1.04,8268,2022-23,Regular Season
203500,S. Adams,MEM,0.4,0.58,0.98,4832,2022-23,Regular Season
1629639,T. Herro,MIA,0.81,0.15,0.96,9423,2022-23,Regular Season
1630178,T. Maxey,PHI,1.64,-0.69,0.95,8168,2022-23,Regular Season
1627884,D. Jones Jr.,CHI,-0.2,1.1,0.9,3745,2022-23,Regular Season
1630573,S. Hauser,BOS,0.38,0.52,0.9,5380,2022-23,Regular Season
1630688,I. Wainright,PHX,-0.02,0.91,0.89,3833,2022-23,Regular Season
1629632,C. White,CHI,1.0,-0.12,0.88,7221,2022-23,Regular Season
1628978,D. DiVincenzo,GSW,0.03,0.82,0.85,8165,2022-23,Regular Season
203944,J. Randle,NYK,1.5,-0.65,0.85,11221,2022-23,Regular Season
1627783,P. Siakam,TOR,0.98,-0.16,0.82,10893,2022-23,Regular Season
1630198,I. Joe,OKC,1.69,-0.87,0.82,5964,2022-23,Regular Season
