TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_TYPE
1610612737,Atlanta Hawks,44,17,27,0.386,150.601667,111,272,0.408,33,92,0.359,99,125,0.792,36,98,134,62,36.0,23,13,24,99,87,354,-39.0,12,23,26,25,19,18,19,21,9,18,5,15,17,11,14,20,20,11,10,14,26,23,21,19,17,26,Regular Season
1610612738,Boston Celtics,46,29,17,0.63,180.463333,147,305,0.482,45,118,0.381,82,109,0.752,28,118,146,86,48.0,22,15,21,91,82,421,4.0,6,3,5,4,8,3,8,4,2,7,2,22,22,18,26,13,16,3,21,18,21,20,18,21,3,14,Regular Season
1610612751,Brooklyn Nets,50,19,31,0.38,197.141667,132,346,0.382,42,144,0.292,111,147,0.755,64,133,197,66,66.0,24,22,35,128,105,417,-47.0,2,20,29,26,3,5,4,26,3,1,23,8,6,16,2,5,4,9,29,12,5,30,30,8,4,29,Regular Season
1610612766,Charlotte Hornets,41,16,25,0.39,152.62,101,273,0.37,26,104,0.25,102,140,0.729,33,121,154,46,33.0,24,17,22,80,95,330,-4.0,19,24,25,24,18,21,18,29,22,11,29,13,12,27,20,11,13,23,7,12,19,21,9,13,19,16,Regular Season
1610612741,Chicago Bulls,41,21,20,0.512,179.51,127,310,0.41,34,108,0.315,99,124,0.798,30,144,174,69,52.0,23,20,27,108,88,387,-8.0,19,15,10,17,9,8,6,20,7,8,14,15,18,8,23,3,5,7,25,14,8,26,22,17,12,18,Regular Season
1610612739,Cleveland Cavaliers,45,30,15,0.667,154.305,125,276,0.453,37,128,0.289,107,143,0.748,44,114,158,52,31.0,16,21,9,81,99,394,78.0,8,1,4,2,16,10,15,8,6,4,24,10,8,20,5,14,11,16,3,25,7,3,11,11,8,1,Regular Season
1610612742,Dallas Mavericks,50,12,38,0.24,170.855,107,283,0.378,33,130,0.254,69,94,0.734,29,95,124,47,54.0,25,18,18,109,78,316,-128.0,2,28,30,30,13,19,12,27,9,3,28,27,25,24,25,23,23,21,26,9,16,14,24,23,21,30,Regular Season
1610612743,Denver Nuggets,43,22,21,0.512,181.498333,118,277,0.426,29,95,0.305,118,138,0.855,38,124,162,68,65.0,25,13,19,108,106,383,-1.0,15,12,16,19,7,14,13,12,17,14,17,3,13,1,10,10,9,8,28,9,26,17,22,7,14,15,Regular Season
1610612765,Detroit Pistons,41,19,22,0.463,147.711667,103,257,0.401,26,86,0.302,69,84,0.821,42,99,141,48,41.0,15,20,24,87,57,301,-30.0,19,20,18,22,22,20,20,23,22,22,19,27,29,2,7,19,17,19,11,27,8,23,13,30,23,22,Regular Season
1610612744,Golden State Warriors,29,19,10,0.655,109.745,87,180,0.483,28,86,0.326,74,91,0.813,16,83,99,57,33.0,15,23,8,65,65,276,31.0,29,20,1,3,28,25,30,2,18,22,11,26,28,6,30,26,28,14,7,27,3,2,3,28,26,7,Regular Season
1610612745,Houston Rockets,35,25,10,0.714,107.461667,82,181,0.453,30,83,0.361,92,122,0.754,27,69,96,35,19.0,19,13,12,61,81,286,69.0,27,8,1,1,30,28,28,7,15,25,4,18,19,17,27,30,29,30,1,19,26,5,2,22,24,2,Regular Season
1610612754,Indiana Pacers,44,26,18,0.591,154.678333,116,274,0.423,31,100,0.31,107,132,0.811,51,106,157,37,42.0,29,18,18,80,88,370,64.0,12,5,7,6,15,16,16,14,14,12,15,10,15,7,3,17,12,29,15,4,16,14,9,17,16,3,Regular Season
1610612746,LA Clippers,41,21,20,0.512,129.596667,91,220,0.414,30,91,0.33,91,115,0.791,32,74,106,40,28.0,23,14,11,73,76,303,-36.0,19,15,10,17,25,24,25,19,15,19,10,19,20,12,21,29,27,27,2,14,24,4,6,24,22,23,Regular Season
1610612747,Los Angeles Lakers,42,20,22,0.476,183.678333,128,306,0.418,40,121,0.331,94,141,0.667,38,136,174,73,44.0,15,20,32,123,98,390,-26.0,16,18,18,20,6,7,7,18,4,5,9,17,10,29,10,4,5,6,17,27,8,29,28,12,9,21,Regular Season
1610612763,Memphis Grizzlies,41,12,29,0.293,149.491667,78,244,0.32,24,97,0.247,90,115,0.783,36,96,132,42,33.0,28,13,14,88,83,270,-40.0,19,28,28,29,20,29,22,30,26,13,30,20,20,13,14,22,21,26,7,6,26,10,16,20,27,27,Regular Season
1610612748,Miami Heat,53,29,24,0.547,229.37,173,362,0.478,47,120,0.392,118,148,0.797,45,168,213,94,69.0,29,19,24,126,117,511,40.0,1,3,23,12,1,2,2,5,1,6,1,3,4,9,4,1,1,2,30,4,13,23,29,2,2,6,Regular Season
1610612749,Milwaukee Bucks,47,26,21,0.553,178.696667,132,288,0.458,24,90,0.267,115,141,0.816,32,130,162,65,50.0,32,29,17,109,102,403,18.0,5,5,16,10,10,5,11,6,26,20,27,6,10,4,21,6,9,10,23,3,2,12,24,10,6,11,Regular Season
1610612750,Minnesota Timberwolves,42,22,20,0.524,177.976667,124,290,0.428,28,83,0.337,113,146,0.774,44,107,151,59,45.0,14,20,12,98,103,389,-4.0,16,12,10,14,11,12,10,11,18,25,7,7,7,15,5,16,15,12,19,30,8,5,20,9,10,16,Regular Season
1610612740,New Orleans Pelicans,50,30,20,0.6,225.843333,188,389,0.483,34,105,0.324,109,148,0.736,40,161,201,104,50.0,36,35,19,92,121,519,58.0,2,1,10,5,2,1,1,3,7,10,12,9,4,23,8,2,2,1,23,1,1,17,19,1,1,4,Regular Season
1610612752,New York Knicks,35,12,23,0.343,140.538333,96,247,0.389,21,69,0.304,69,94,0.734,34,97,131,52,32.0,18,20,19,87,73,282,-38.0,27,28,22,27,23,23,21,24,28,29,18,27,25,24,17,21,22,16,6,21,8,17,13,25,25,24,Regular Season
1610612760,Oklahoma City Thunder,46,24,22,0.522,187.931667,143,351,0.407,40,137,0.292,88,134,0.657,74,127,201,59,42.0,28,18,18,117,90,414,-12.0,6,11,18,16,4,4,3,22,4,2,22,21,14,30,1,8,2,12,15,6,16,14,27,15,5,19,Regular Season
1610612753,Orlando Magic,41,14,27,0.341,127.116667,83,197,0.421,28,95,0.295,68,83,0.819,25,91,116,44,44.0,17,15,12,81,69,262,-41.0,19,27,26,28,26,26,26,15,18,14,21,30,30,3,28,24,26,24,17,23,21,5,11,26,28,28,Regular Season
1610612755,Philadelphia 76ers,45,26,19,0.578,148.231667,112,227,0.493,33,89,0.371,120,168,0.714,34,120,154,82,55.0,23,22,13,75,116,377,55.0,8,5,8,7,21,17,24,1,9,21,3,2,1,28,17,12,13,4,27,14,5,8,7,3,15,5,Regular Season
