TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_TYPE
1610612756,Phoenix Suns,38,16,22,0.421,112.205,70,181,0.387,18,56,0.321,79,106,0.745,34,83,117,39,41.0,16,19,15,70,68,237,-38.0,25,24,18,23,27,30,28,25,30,30,13,23,24,21,17,26,25,28,11,25,13,11,5,27,30,24,Regular Season
1610612757,Portland Trail Blazers,45,25,20,0.556,177.25,125,298,0.419,32,95,0.337,106,143,0.741,38,125,163,48,46.0,26,23,29,90,107,388,11.0,8,8,10,9,12,10,9,17,12,14,8,12,8,22,10,9,8,19,20,8,3,28,17,6,11,13,Regular Season
1610612758,Sacramento Kings,42,22,20,0.524,153.203333,119,274,0.434,27,78,0.346,79,108,0.731,39,100,139,56,31.0,19,13,22,87,94,344,16.0,16,12,10,14,17,13,16,10,21,27,6,23,23,26,9,18,18,15,3,19,26,21,13,14,18,12,Regular Season
1610612759,San Antonio Spurs,37,20,17,0.541,138.711667,98,233,0.421,25,93,0.269,101,127,0.795,35,87,122,47,41.0,17,19,6,68,89,322,19.0,26,18,5,13,24,22,23,16,25,17,26,14,16,10,16,25,24,21,11,23,13,1,4,16,20,10,Regular Season
1610612761,Toronto Raptors,44,25,19,0.568,161.496667,118,277,0.426,26,85,0.306,122,156,0.782,30,108,138,49,48.0,25,15,13,77,115,384,20.0,12,8,8,8,14,14,13,12,22,24,16,1,2,14,23,15,19,18,21,9,21,8,8,4,13,9,Regular Season
1610612762,Utah Jazz,29,16,13,0.552,107.826667,83,191,0.435,21,78,0.269,75,92,0.815,20,76,96,44,31.0,18,17,17,59,63,262,28.0,29,24,3,11,29,26,27,9,28,27,25,25,27,5,29,28,29,24,3,21,19,12,1,29,28,8,Regular Season
1610612764,Washington Wizards,45,21,24,0.467,185.503333,127,338,0.376,32,108,0.296,117,156,0.75,38,130,168,77,41.0,33,14,28,110,112,403,-19.0,8,15,23,21,5,8,5,28,12,8,20,5,2,19,10,6,7,5,11,2,24,27,26,5,6,20,Regular Season
1610612738,Boston Celtics,8,5,3,0.625,39.35,29,62,0.468,6,21,0.286,37,50,0.74,10,26,36,18,7.0,6,2,4,17,32,101,14.0,2,2,10,4,2,1,2,7,2,2,8,1,1,10,1,2,2,1,14,1,3,16,14,1,1,2,Playoffs
1610612739,Cleveland Cavaliers,10,7,3,0.7,41.423333,27,70,0.386,11,34,0.324,25,35,0.714,10,29,39,12,7.0,4,5,3,18,23,90,21.0,1,1,10,3,1,2,1,11,1,1,6,2,2,11,1,1,1,2,14,2,1,14,15,2,2,1,Playoffs
1610612744,Golden State Warriors,7,4,3,0.571,21.943333,16,34,0.471,5,12,0.417,13,15,0.867,2,13,15,8,5.0,1,3,0,11,9,50,7.0,3,3,10,5,4,4,5,5,4,5,4,3,3,8,11,4,5,5,13,8,2,1,12,4,4,5,Playoffs
1610612745,Houston Rockets,4,4,0,1.0,12.866667,8,23,0.348,4,13,0.308,8,10,0.8,2,11,13,2,3.0,2,1,2,4,5,28,8.0,7,3,1,1,8,8,8,12,5,3,7,8,7,9,11,6,7,13,8,4,7,12,6,9,8,4,Playoffs
1610612754,Indiana Pacers,5,1,4,0.2,13.013333,6,22,0.273,1,10,0.1,3,6,0.5,3,10,13,5,4.0,0,0,3,9,5,16,-21.0,4,9,15,13,7,12,10,15,13,9,13,11,10,14,8,7,7,8,12,11,13,14,10,9,12,16,Playoffs
1610612748,Miami Heat,2,1,1,0.5,4.983333,4,9,0.444,0,0,0.0,2,5,0.4,3,2,5,3,0.0,2,0,1,3,3,10,-3.0,14,9,2,6,14,14,14,8,14,15,14,13,11,16,8,15,14,11,1,4,13,4,4,12,14,10,Playoffs
1610612749,Milwaukee Bucks,4,2,2,0.5,16.2,15,29,0.517,4,10,0.4,9,13,0.692,4,6,10,9,3.0,4,2,1,19,9,43,-6.0,7,6,6,6,6,5,6,2,5,9,5,5,4,12,7,10,11,4,8,2,3,4,16,4,5,12,Playoffs
1610612750,Minnesota Timberwolves,1,0,1,0.0,2.083333,1,5,0.2,0,0,0.0,2,2,1.0,2,2,4,0,1.0,0,0,1,1,1,4,-3.0,16,15,2,15,16,16,15,16,14,15,14,13,15,1,11,15,15,16,4,11,13,4,1,16,16,10,Playoffs
1610612740,New Orleans Pelicans,4,3,1,0.75,11.111667,11,23,0.478,6,11,0.545,8,12,0.667,6,5,11,6,2.0,2,1,1,3,10,36,12.0,7,5,2,2,10,6,8,4,2,6,2,8,5,13,5,12,9,7,6,4,7,4,4,3,6,3,Playoffs
1610612760,Oklahoma City Thunder,3,1,2,0.333,9.881667,8,26,0.308,2,11,0.182,2,2,1.0,6,8,14,4,0.0,1,1,1,7,4,20,-2.0,11,9,6,11,12,8,7,13,9,6,11,13,15,1,5,9,6,9,1,8,7,4,8,11,11,9,Playoffs
1610612755,Philadelphia 76ers,5,1,4,0.2,24.3,19,45,0.422,3,13,0.231,11,11,1.0,10,14,24,11,9.0,0,2,1,14,7,52,-8.0,4,9,15,13,3,3,3,10,7,3,10,4,6,1,1,3,3,3,16,11,3,4,13,7,3,13,Playoffs
1610612757,Portland Trail Blazers,3,0,3,0.0,10.995,8,17,0.471,3,6,0.5,5,5,1.0,3,6,9,2,3.0,2,1,1,10,3,24,-12.0,11,15,10,15,11,8,11,5,7,12,3,10,11,1,8,10,12,13,8,4,7,4,11,12,10,15,Playoffs
1610612759,San Antonio Spurs,2,1,1,0.5,2.35,2,3,0.667,2,2,1.0,3,3,1.0,1,3,4,1,1.0,0,0,0,2,2,9,3.0,14,9,2,6,15,15,16,1,9,13,1,11,14,1,15,14,15,15,4,11,13,1,2,14,15,6,Playoffs
1610612761,Toronto Raptors,5,2,3,0.4,20.548333,11,36,0.306,2,11,0.182,9,10,0.9,10,13,23,7,3.0,0,2,2,7,9,33,-9.0,4,6,10,10,5,6,4,14,9,6,11,5,7,6,1,4,4,6,8,11,3,12,8,4,7,14,Playoffs
1610612762,Utah Jazz,4,2,2,0.5,11.665,7,16,0.438,2,7,0.286,9,10,0.9,2,9,11,4,2.0,0,1,1,4,7,25,0.0,7,6,6,6,9,11,12,9,9,11,8,5,7,6,11,8,9,9,6,11,7,4,6,7,9,7,Playoffs
1610612764,Washington Wizards,3,1,2,0.333,6.448333,5,10,0.5,0,2,0.0,2,4,0.5,1,5,6,3,0.0,1,1,0,2,2,12,-1.0,11,9,6,11,13,13,13,3,14,13,14,13,13,14,15,12,13,11,1,8,7,1,2,14,13,8,Playoffs
