PLAYER_ID,HX,HY,FGA,FGM,FG3A,FG3M,SEASON_TYPE
0,0.0,0.0,49376,34221,0,0,Regular Season
0,21.7,37.5,10869,4707,0,0,Regular Season
0,-21.7,37.5,9763,4085,0,0,Regular Season
0,0.0,75.0,5748,2404,0,0,Regular Season
0,-129.9,225.0,5423,1951,5423,1951,Regular Season
0,129.9,225.0,5359,1914,5359,1914,Regular Season
0,-216.5,0.0,4373,1671,4193,1594,Regular Season
0,-21.7,262.5,3937,1461,3937,1461,Regular Season
0,21.7,262.5,3510,1295,3510,1295,Regular Season
0,-151.6,187.5,3301,1210,3186,1177,Regular Season
0,86.6,225.0,3174,1137,3012,1086,Regular Season
0,238.2,37.5,3146,1279,3145,1279,Regular Season
0,-86.6,225.0,3081,1128,2924,1075,Regular Season
0,43.3,0.0,3010,1331,0,0,Regular Season
0,216.5,0.0,2933,1200,2796,1142,Regular Season
0,151.6,187.5,2925,1086,2814,1046,Regular Season
0,-43.3,0.0,2754,1153,0,0,Regular Season
0,65.0,262.5,2742,969,2742,969,Regular Season
0,-238.2,37.5,2735,1055,2734,1055,Regular Season
0,-65.0,262.5,2729,1001,2729,1001,Regular Season
0,0.0,150.0,2460,1070,0,0,Regular Season
0,21.7,112.5,2377,991,0,0,Regular Season
0,-43.3,75.0,2304,920,0,0,Regular Season
0,43.3,75.0,2278,898,1,0,Regular Season
0,-21.7,112.5,2276,951,0,0,Regular Season
0,-194.9,187.5,2205,773,2205,773,Regular Season
0,86.6,150.0,2166,865,1,0,Regular Season
0,65.0,37.5,2147,833,0,0,Regular Season
0,-86.6,150.0,1960,778,0,0,Regular Season
0,-65.0,37.5,1946,746,0,0,Regular Season
0,194.9,187.5,1892,681,1892,681,Regular Season
0,-216.5,150.0,1813,652,1813,652,Regular Season
0,-21.7,187.5,1696,718,1,0,Regular Season
0,216.5,150.0,1651,585,1651,585,Regular Season
0,65.0,112.5,1547,659,0,0,Regular Season
0,21.7,187.5,1532,609,0,0,Regular Season
0,216.5,75.0,1501,572,1427,543,Regular Season
0,-65.0,112.5,1495,617,0,0,Regular Season
0,-108.3,262.5,1454,473,1454,473,Regular Season
0,65.0,187.5,1449,606,0,0,Regular Season
0,108.3,262.5,1413,464,1413,464,Regular Season
0,43.3,150.0,1392,559,0,0,Regular Season
0,-65.0,187.5,1347,541,1,0,Regular Season
0,-108.3,37.5,1330,549,0,0,Regular Season
0,-43.3,150.0,1309,545,1,0,Regular Season
0,129.9,150.0,1296,522,0,0,Regular Season
0,-129.9,150.0,1286,532,0,0,Regular Season
0,108.3,112.5,1268,517,0,0,Regular Season
0,-173.2,225.0,1244,423,1244,423,Regular Season
0,108.3,37.5,1229,498,0,0,Regular Season
0,-108.3,112.5,1196,454,0,0,Regular Season
0,-86.6,75.0,1178,500,0,0,Regular Season
0,86.6,75.0,1088,429,0,0,Regular Season
0,-216.5,75.0,1050,395,975,365,Regular Season
0,173.2,225.0,1044,349,1044,349,Regular Season
