PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_RAPM,D_RAPM,RAPM,POSS,SEASON,SEASON_TYPE
203999,N. Jokić,DEN,6.36,2.32,8.68,31251,2023-24,Regular Season
203954,J. Embiid,PHI,3.89,3.09,6.98,24057,2023-24,Regular Season
202331,P. George,LAC,3.81,2.86,6.67,22669,2023-24,Regular Season
1628401,D. White,BOS,3.06,3.29,6.35,28700,2023-24,Regular Season
1628983,S. Gilgeous-Alexander,OKC,4.65,1.19,5.84,29643,2023-24,Regular Season
203507,G. Antetokounmpo,MIL,4.11,1.38,5.49,29004,2023-24,Regular Season
202695,K. Leonard,LAC,3.78,1.69,5.47,16694,2023-24,Regular Season
203110,D. Green,GSW,0.8,4.58,5.38,21891,2023-24,Regular Season
203081,D. Lillard,MIL,4.58,0.6,5.18,24205,2023-24,Regular Season
202681,K. Irving,DAL,4.43,0.6,5.03,22342,2023-24,Regular Season
1630529,H. Jones,NOP,1.92,3.08,5.0,27228,2023-24,Regular Season
1628371,J. Isaac,ORL,1.21,3.74,4.95,4234,2023-24,Regular Season
1628369,J. Tatum,BOS,4.15,0.78,4.93,33382,2023-24,Regular Season
1628384,O. Anunoby,TOR,1.08,3.63,4.71,23790,2023-24,Regular Season
201142,K. Durant,PHX,3.25,1.46,4.71,27320,2023-24,Regular Season
202710,J. Butler III,MIA,4.33,0.28,4.61,24692,2023-24,Regular Season
1626164,D. Booker,PHX,5.23,-0.67,4.56,27763,2023-24,Regular Season
1627832,F. VanVleet,HOU,2.24,2.28,4.52,31604,2023-24,Regular Season
201950,J. Holiday,BOS,2.74,1.73,4.47,27953,2023-24,Regular Season
2544,L. James,LAL,3.61,0.82,4.43,27749,2023-24,Regular Season
1629731,D. Wade,CLE,-0.69,5.1,4.41,12167,2023-24,Regular Season
203076,A. Davis,LAL,1.0,3.4,4.4,25706,2023-24,Regular Season
1631096,C. Holmgren,OKC,2.79,1.59,4.38,10253,2023-24,Regular Season
1628378,D. Mitchell,CLE,3.04,1.3,4.34,27288,2023-24,Regular Season
1629026,K. Williams,OKC,0.83,3.44,4.27,13766,2023-24,Regular Season
1630532,F. Wagner,ORL,0.82,3.41,4.23,30761,2023-24,Regular Season
1630631,J. Alvarado,NOP,2.08,2.13,4.21,13264,2023-24,Regular Season
1628374,L. Markkanen,UTA,3.09,1.03,4.12,25035,2023-24,Regular Season
1626167,M. Turner,IND,2.38,1.63,4.01,21633,2023-24,Regular Season
1628973,J. Brunson,NYK,4.07,-0.06,4.01,30877,2023-24,Regular Season
203957,D. Exum,DAL,3.01,0.99,4.0,4600,2023-24,Regular Season
1626172,K. Looney,GSW,2.1,1.87,3.97,20418,2023-24,Regular Season
1630162,A. Edwards,MIN,2.65,1.26,3.91,33955,2023-24,Regular Season
1628392,I. Hartenstein,NYK,2.23,1.66,3.89,19587,2023-24,Regular Season
1629029,L. Dončić,DAL,3.68,0.16,3.84,30114,2023-24,Regular Season
1627936,A. Caruso,CHI,-0.37,4.05,3.68,19589,2023-24,Regular Season
101108,C. Paul,GSW,1.13,2.5,3.63,22969,2023-24,Regular Season
203500,S. Adams,MEM,2.33,1.27,3.6,13185,2023-24,Regular Season
1626220,R. O'Neale,BKN,1.48,1.99,3.47,27933,2023-24,Regular Season
1628404,J. Hart,NYK,2.11,1.36,3.47,28397,2023-24,Regular Season
1630193,I. Quickley,NYK,0.37,3.05,3.42,25105,2023-24,Regular Season
1627780,G. Payton II,GSW,2.16,1.21,3.37,9618,2023-24,Regular Season
203497,R. Gobert,MIN,-0.23,3.58,3.35,28179,2023-24,Regular Season
1629162,J. McLaughlin,MIN,0.67,2.61,3.28,9502,2023-24,Regular Season
1628415,D. Brooks,HOU,0.94,2.33,3.27,22509,2023-24,Regular Season
203932,A. Gordon,DEN,2.08,1.06,3.14,27750,2023-24,Regular Season
203992,B. Bogdanović,ATL,2.79,0.29,3.08,24039,2023-24,Regular Season
1630167,O. Toppin,IND,2.95,0.12,3.07,16933,2023-24,Regular Season
201572,B. Lopez,MIL,0.1,2.96,3.06,21616,2023-24,Regular Season
1629111,J. Landale,HOU,1.36,1.67,3.03,9848,2023-24,Regular Season
201588,G. Hill,IND,-0.18,3.2,3.02,8734,2023-24,Regular Season
203994,J. Nurkić,PHX,0.58,2.44,3.02,20921,2023-24,Regular Season
1629750,J. Green,CHI,1.72,1.28,3.0,9328,2023-24,Regular Season
201939,S. Curry,GSW,2.81,0.14,2.95,28072,2023-24,Regular Season
1641764,B. Podziemski,GSW,2.81,0.11,2.92,8184,2023-24,Regular Season
1631106,T. Eason,HOU,0.85,2.05,2.9,9469,2023-24,Regular Season
