PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2M,FG3M,FG3A,CLOSE_DEF,SEASON_TYPE
1629627,Zion Williamson,NOP,69,0.266,155,289,0.536,0.536,155,0,0,VERY_TIGHT,Regular Season
1627734,Domantas Sabonis,SAC,82,0.238,143,253,0.565,0.565,143,0,1,VERY_TIGHT,Regular Season
203507,Giannis Antetokounmpo,MIL,73,0.173,155,237,0.654,0.654,155,0,0,VERY_TIGHT,Regular Season
203999,Nikola Jokić,DEN,77,0.165,131,228,0.575,0.575,131,0,0,VERY_TIGHT,Regular Season
203076,Anthony Davis,LAL,75,0.182,126,228,0.553,0.553,126,0,0,VERY_TIGHT,Regular Season
1628991,Jaren Jackson Jr.,MEM,66,0.174,85,202,0.421,0.423,84,1,2,VERY_TIGHT,Regular Season
1630532,Franz Wagner,ORL,72,0.179,97,196,0.495,0.495,97,0,1,VERY_TIGHT,Regular Season
1630578,Alperen Sengun,HOU,63,0.193,90,189,0.476,0.476,90,0,0,VERY_TIGHT,Regular Season
1631094,Paolo Banchero,ORL,80,0.114,76,160,0.475,0.475,76,0,0,VERY_TIGHT,Regular Season
203994,Jusuf Nurkić,PHX,74,0.239,58,147,0.395,0.395,58,0,0,VERY_TIGHT,Regular Season
203991,Clint Capela,ATL,73,0.239,64,146,0.438,0.438,64,0,0,VERY_TIGHT,Regular Season
1627783,Pascal Siakam,IND,80,0.113,85,144,0.59,0.59,85,0,2,VERY_TIGHT,Regular Season
1628386,Jarrett Allen,CLE,77,0.175,82,143,0.573,0.573,82,0,0,VERY_TIGHT,Regular Season
1630595,Cade Cunningham,DET,61,0.125,61,143,0.427,0.434,59,2,2,VERY_TIGHT,Regular Season
203932,Aaron Gordon,DEN,71,0.2,77,141,0.546,0.546,77,0,0,VERY_TIGHT,Regular Season
1641705,Victor Wembanyama,SAS,71,0.118,75,139,0.54,0.54,75,0,0,VERY_TIGHT,Regular Season
1630162,Anthony Edwards,MIN,79,0.089,65,139,0.468,0.471,64,1,2,VERY_TIGHT,Regular Season
1629651,Nic Claxton,BKN,68,0.247,79,138,0.572,0.572,79,0,0,VERY_TIGHT,Regular Season
1628983,Shai Gilgeous-Alexander,OKC,75,0.093,73,138,0.529,0.529,73,0,0,VERY_TIGHT,Regular Season
201942,DeMar DeRozan,CHI,78,0.104,65,138,0.471,0.471,65,0,1,VERY_TIGHT,Regular Season
1630228,Jonathan Kuminga,GSW,73,0.164,73,136,0.537,0.537,73,0,1,VERY_TIGHT,Regular Season
1627759,Jaylen Brown,BOS,69,0.108,57,133,0.429,0.429,57,0,2,VERY_TIGHT,Regular Season
1627826,Ivica Zubac,LAC,67,0.26,70,132,0.53,0.53,70,0,0,VERY_TIGHT,Regular Season
1628973,Jalen Brunson,NYK,77,0.08,66,132,0.5,0.508,64,2,5,VERY_TIGHT,Regular Season
1628369,Jayson Tatum,BOS,73,0.093,68,130,0.523,0.523,68,0,1,VERY_TIGHT,Regular Season
2544,LeBron James,LAL,70,0.105,69,129,0.535,0.535,69,0,0,VERY_TIGHT,Regular Season
1627749,Dejounte Murray,ATL,78,0.088,50,128,0.391,0.395,49,1,7,VERY_TIGHT,Regular Season
1630581,Josh Giddey,OKC,80,0.15,54,127,0.425,0.425,54,0,0,VERY_TIGHT,Regular Season
203924,Jerami Grant,POR,54,0.149,46,127,0.362,0.362,46,0,1,VERY_TIGHT,Regular Season
1629012,Collin Sexton,UTA,77,0.124,59,126,0.468,0.468,59,0,0,VERY_TIGHT,Regular Season
202696,Nikola Vučević,CHI,75,0.107,52,126,0.413,0.413,52,0,0,VERY_TIGHT,Regular Season
203497,Rudy Gobert,MIN,76,0.201,67,123,0.545,0.545,67,0,0,VERY_TIGHT,Regular Season
1630224,Jalen Green,HOU,82,0.093,48,123,0.39,0.394,47,1,5,VERY_TIGHT,Regular Season
1629640,Keldon Johnson,SAS,68,0.142,53,120,0.442,0.442,53,0,3,VERY_TIGHT,Regular Season
1630178,Tyrese Maxey,PHI,69,0.085,49,119,0.412,0.412,49,0,0,VERY_TIGHT,Regular Season
203081,Damian Lillard,MIL,73,0.093,47,119,0.395,0.437,37,10,22,VERY_TIGHT,Regular Season
1630567,Scottie Barnes,TOR,60,0.126,61,118,0.517,0.517,61,0,0,VERY_TIGHT,Regular Season
1629628,RJ Barrett,TOR,58,0.135,54,118,0.458,0.458,54,0,0,VERY_TIGHT,Regular Season
1631110,Jeremy Sochan,SAS,73,0.154,45,117,0.385,0.385,45,0,0,VERY_TIGHT,Regular Season
1628368,De'Aaron Fox,SAC,74,0.075,55,116,0.474,0.478,54,1,6,VERY_TIGHT,Regular Season
1628398,Kyle Kuzma,WAS,70,0.088,57,115,0.496,0.496,57,0,0,VERY_TIGHT,Regular Season
1628389,Bam Adebayo,MIA,70,0.115,54,115,0.47,0.47,54,0,2,VERY_TIGHT,Regular Season
1631096,Chet Holmgren,OKC,82,0.12,68,114,0.596,0.596,68,0,1,VERY_TIGHT,Regular Season
202710,Jimmy Butler III,MIA,60,0.144,49,114,0.43,0.43,49,0,2,VERY_TIGHT,Regular Season
1630560,Cam Thomas,BKN,63,0.101,47,114,0.412,0.412,47,0,4,VERY_TIGHT,Regular Season
1629655,Daniel Gafford,DAL,73,0.237,67,112,0.598,0.598,67,0,0,VERY_TIGHT,Regular Season
1626157,Karl-Anthony Towns,MIN,62,0.115,57,109,0.523,0.523,57,0,0,VERY_TIGHT,Regular Season
1628970,Miles Bridges,CHA,68,0.09,57,107,0.533,0.533,57,0,0,VERY_TIGHT,Regular Season
1628381,John Collins,UTA,67,0.145,55,107,0.514,0.514,55,0,0,VERY_TIGHT,Regular Season
203944,Julius Randle,NYK,46,0.129,47,107,0.439,0.439,47,0,0,VERY_TIGHT,Regular Season
1631170,Jaime Jaquez Jr.,MIA,74,0.153,51,106,0.481,0.481,51,0,1,VERY_TIGHT,Regular Season
202699,Tobias Harris,PHI,69,0.113,47,106,0.443,0.443,47,0,0,VERY_TIGHT,Regular Season
203083,Andre Drummond,CHI,78,0.218,54,104,0.519,0.519,54,0,0,VERY_TIGHT,Regular Season
1626167,Myles Turner,IND,77,0.115,50,104,0.481,0.481,50,0,0,VERY_TIGHT,Regular Season
202685,Jonas Valančiūnas,NOP,81,0.145,53,103,0.515,0.515,53,0,0,VERY_TIGHT,Regular Season
1630208,Nick Richards,CHA,66,0.265,57,97,0.588,0.588,57,0,0,VERY_TIGHT,Regular Season
1631114,Jalen Williams,OKC,71,0.098,46,97,0.474,0.474,46,0,0,VERY_TIGHT,Regular Season
1626162,Kelly Oubre Jr.,PHI,67,0.112,43,97,0.443,0.443,43,0,0,VERY_TIGHT,Regular Season
1629029,Luka Dončić,DAL,69,0.059,55,96,0.573,0.573,55,0,0,VERY_TIGHT,Regular Season
1631097,Bennedict Mathurin,IND,59,0.143,38,95,0.4,0.4,38,0,0,VERY_TIGHT,Regular Season
203952,Andrew Wiggins,GSW,70,0.124,45,94,0.479,0.479,45,0,0,VERY_TIGHT,Regular Season
1629673,Jordan Poole,WAS,78,0.079,36,94,0.383,0.41,31,5,9,VERY_TIGHT,Regular Season
1627751,Jakob Poeltl,TOR,50,0.246,56,93,0.602,0.602,56,0,0,VERY_TIGHT,Regular Season
203954,Joel Embiid,PHI,39,0.108,47,92,0.511,0.516,46,1,2,VERY_TIGHT,Regular Season
1630166,Deni Avdija,WAS,75,0.113,43,90,0.478,0.478,43,0,0,VERY_TIGHT,Regular Season
201142,Kevin Durant,PHX,74,0.063,52,89,0.584,0.601,49,3,3,VERY_TIGHT,Regular Season
1628380,Zach Collins,SAS,68,0.146,43,89,0.483,0.483,43,0,0,VERY_TIGHT,Regular Season
1629632,Coby White,CHI,78,0.075,41,89,0.461,0.461,41,0,4,VERY_TIGHT,Regular Season
202704,Reggie Jackson,DEN,80,0.121,39,89,0.438,0.438,39,0,1,VERY_TIGHT,Regular Season
201939,Stephen Curry,GSW,74,0.062,42,88,0.477,0.506,37,5,10,VERY_TIGHT,Regular Season
1628969,Mikal Bridges,BKN,79,0.07,41,88,0.466,0.477,39,2,3,VERY_TIGHT,Regular Season
1629021,Moritz Wagner,ORL,80,0.158,47,87,0.54,0.54,47,0,0,VERY_TIGHT,Regular Season
1630194,Paul Reed,PHI,81,0.184,45,86,0.523,0.523,45,0,0,VERY_TIGHT,Regular Season
201566,Russell Westbrook,LAC,68,0.131,34,86,0.395,0.395,34,0,0,VERY_TIGHT,Regular Season
202331,Paul George,LAC,73,0.07,43,85,0.506,0.524,40,3,4,VERY_TIGHT,Regular Season
1631117,Walker Kessler,UTA,63,0.246,49,84,0.583,0.583,49,0,0,VERY_TIGHT,Regular Season
1628963,Marvin Bagley III,WAS,50,0.203,45,83,0.542,0.542,45,0,0,VERY_TIGHT,Regular Season
1627742,Brandon Ingram,NOP,63,0.083,44,83,0.53,0.536,43,1,4,VERY_TIGHT,Regular Season
202681,Kyrie Irving,DAL,57,0.075,42,83,0.506,0.506,42,0,3,VERY_TIGHT,Regular Season
203992,Bogdan Bogdanović,ATL,79,0.076,30,83,0.361,0.367,29,1,7,VERY_TIGHT,Regular Season
1630596,Evan Mobley,CLE,50,0.149,47,82,0.573,0.573,47,0,0,VERY_TIGHT,Regular Season
1631105,Jalen Duren,DET,60,0.147,42,82,0.512,0.512,42,0,0,VERY_TIGHT,Regular Season
1628370,Malik Monk,SAC,72,0.091,30,81,0.37,0.37,30,0,4,VERY_TIGHT,Regular Season
204001,Kristaps Porziņģis,BOS,57,0.106,53,80,0.663,0.663,53,0,1,VERY_TIGHT,Regular Season
1630557,Corey Kispert,WAS,80,0.102,48,80,0.6,0.613,46,2,3,VERY_TIGHT,Regular Season
1628374,Lauri Markkanen,UTA,55,0.09,42,80,0.525,0.525,42,0,1,VERY_TIGHT,Regular Season
1630183,Jaden McDaniels,MIN,72,0.126,44,79,0.557,0.557,44,0,0,VERY_TIGHT,Regular Season
1627747,Caris LeVert,CLE,68,0.096,30,79,0.38,0.386,29,1,2,VERY_TIGHT,Regular Season
1630168,Onyeka Okongwu,ATL,55,0.215,41,78,0.526,0.526,41,0,0,VERY_TIGHT,Regular Season
1628392,Isaiah Hartenstein,NYK,75,0.215,39,78,0.5,0.5,39,0,0,VERY_TIGHT,Regular Season
1626171,Bobby Portis,MIL,82,0.085,33,78,0.423,0.423,33,0,0,VERY_TIGHT,Regular Season
203903,Jordan Clarkson,UTA,54,0.098,28,78,0.359,0.365,27,1,6,VERY_TIGHT,Regular Season
1628404,Josh Hart,NYK,81,0.113,40,77,0.519,0.519,40,0,0,VERY_TIGHT,Regular Season
1629675,Naz Reid,MIN,81,0.09,31,76,0.408,0.408,31,0,0,VERY_TIGHT,Regular Season
203471,Dennis Schröder,BKN,79,0.083,26,76,0.342,0.342,26,0,0,VERY_TIGHT,Regular Season
1630703,Scoot Henderson,POR,61,0.097,20,76,0.263,0.27,19,1,2,VERY_TIGHT,Regular Season
1631218,Trayce Jackson-Davis,GSW,67,0.225,44,73,0.603,0.603,44,0,0,VERY_TIGHT,Regular Season
1630552,Jalen Johnson,ATL,56,0.105,35,73,0.479,0.479,35,0,0,VERY_TIGHT,Regular Season
1630173,Precious Achiuwa,NYK,74,0.156,32,73,0.438,0.438,32,0,0,VERY_TIGHT,Regular Season
201950,Jrue Holiday,BOS,68,0.107,28,73,0.384,0.384,28,0,0,VERY_TIGHT,Regular Season
1627750,Jamal Murray,DEN,57,0.077,25,73,0.342,0.342,25,0,1,VERY_TIGHT,Regular Season
1629008,Michael Porter Jr.,DEN,79,0.068,44,72,0.611,0.632,41,3,5,VERY_TIGHT,Regular Season
1630170,Devin Vassell,SAS,68,0.068,35,72,0.486,0.493,34,1,7,VERY_TIGHT,Regular Season
1626164,Devin Booker,PHX,67,0.056,33,72,0.458,0.458,33,0,2,VERY_TIGHT,Regular Season
1628378,Donovan Mitchell,CLE,55,0.066,33,72,0.458,0.465,32,1,8,VERY_TIGHT,Regular Season
1626156,D'Angelo Russell,LAL,75,0.068,33,72,0.458,0.458,33,0,3,VERY_TIGHT,Regular Season
1630549,Day'Ron Sharpe,BKN,59,0.254,32,72,0.444,0.444,32,0,0,VERY_TIGHT,Regular Season
1631128,Christian Braun,DEN,80,0.152,28,72,0.389,0.389,28,0,0,VERY_TIGHT,Regular Season
1626179,Terry Rozier,MIA,61,0.072,25,72,0.347,0.347,25,0,0,VERY_TIGHT,Regular Season
1629028,Deandre Ayton,POR,54,0.098,36,71,0.507,0.507,36,0,0,VERY_TIGHT,Regular Season
203501,Tim Hardaway Jr.,DAL,78,0.074,34,70,0.486,0.5,32,2,8,VERY_TIGHT,Regular Season
1631103,Malaki Branham,SAS,74,0.114,31,70,0.443,0.443,31,0,0,VERY_TIGHT,Regular Season
203915,Spencer Dinwiddie,LAL,75,0.112,30,70,0.429,0.45,27,3,5,VERY_TIGHT,Regular Season
1629636,Darius Garland,CLE,57,0.083,26,70,0.371,0.386,24,2,4,VERY_TIGHT,Regular Season
1641731,Bilal Coulibaly,WAS,63,0.16,31,69,0.449,0.449,31,0,1,VERY_TIGHT,Regular Season
1631095,Jabari Smith Jr.,HOU,76,0.083,30,69,0.435,0.435,30,0,1,VERY_TIGHT,Regular Season
1641726,Dereck Lively II,DAL,55,0.23,49,68,0.721,0.721,49,0,0,VERY_TIGHT,Regular Season
1629060,Rui Hachimura,LAL,67,0.103,43,68,0.632,0.632,43,0,0,VERY_TIGHT,Regular Season
1631099,Keegan Murray,SAC,77,0.069,35,67,0.522,0.522,35,0,0,VERY_TIGHT,Regular Season
1641871,Duop Reath,POR,67,0.135,33,67,0.493,0.493,33,0,2,VERY_TIGHT,Regular Season
1631133,Jabari Walker,POR,72,0.132,31,67,0.463,0.463,31,0,0,VERY_TIGHT,Regular Season
1630245,Ayo Dosunmu,CHI,75,0.096,30,67,0.448,0.448,30,0,0,VERY_TIGHT,Regular Season
1631093,Jaden Ivey,DET,76,0.07,21,67,0.313,0.313,21,0,1,VERY_TIGHT,Regular Season
1629631,De'Andre Hunter,ATL,57,0.1,35,66,0.53,0.53,35,0,0,VERY_TIGHT,Regular Season
1630169,Tyrese Haliburton,IND,69,0.063,33,66,0.5,0.508,32,1,2,VERY_TIGHT,Regular Season
1630175,Cole Anthony,ORL,81,0.087,25,66,0.379,0.379,25,0,2,VERY_TIGHT,Regular Season
201572,Brook Lopez,MIL,79,0.086,31,65,0.477,0.477,31,0,0,VERY_TIGHT,Regular Season
203937,Kyle Anderson,MIN,79,0.15,29,65,0.446,0.446,29,0,0,VERY_TIGHT,Regular Season
203468,CJ McCollum,NOP,65,0.062,25,65,0.385,0.408,22,3,7,VERY_TIGHT,Regular Season
202711,Bojan Bogdanovic,NYK,57,0.094,36,64,0.563,0.57,35,1,1,VERY_TIGHT,Regular Season
203114,Khris Middleton,MIL,55,0.1,27,64,0.422,0.445,24,3,7,VERY_TIGHT,Regular Season
203482,Kelly Olynyk,TOR,77,0.129,38,63,0.603,0.603,38,0,0,VERY_TIGHT,Regular Season
1628415,Dillon Brooks,HOU,72,0.082,30,63,0.476,0.476,30,0,0,VERY_TIGHT,Regular Season
1641709,Ausar Thompson,DET,62,0.133,28,63,0.444,0.444,28,0,1,VERY_TIGHT,Regular Season
1630180,Saddiq Bey,ATL,63,0.09,27,62,0.435,0.435,27,0,1,VERY_TIGHT,Regular Season
1630529,Herbert Jones,NOP,75,0.107,24,62,0.387,0.387,24,0,0,VERY_TIGHT,Regular Season
1629027,Trae Young,ATL,54,0.061,29,61,0.475,0.475,29,0,3,VERY_TIGHT,Regular Season
1630200,Tre Jones,SAS,76,0.102,28,61,0.459,0.459,28,0,0,VERY_TIGHT,Regular Season
1641706,Brandon Miller,CHA,73,0.057,26,61,0.426,0.426,26,0,3,VERY_TIGHT,Regular Season
1631101,Shaedon Sharpe,POR,32,0.141,22,61,0.361,0.361,22,0,5,VERY_TIGHT,Regular Season
204456,T.J. McConnell,IND,71,0.099,34,59,0.576,0.576,34,0,0,VERY_TIGHT,Regular Season
1630164,James Wiseman,DET,62,0.2,34,59,0.576,0.576,34,0,0,VERY_TIGHT,Regular Season
1629014,Anfernee Simons,POR,45,0.072,30,59,0.508,0.508,30,0,4,VERY_TIGHT,Regular Season
1641739,Toumani Camara,POR,69,0.136,25,58,0.431,0.431,25,0,0,VERY_TIGHT,Regular Season
203078,Bradley Beal,PHX,51,0.082,32,57,0.561,0.561,32,0,0,VERY_TIGHT,Regular Season
1628401,Derrick White,BOS,72,0.069,25,57,0.439,0.439,25,0,3,VERY_TIGHT,Regular Season
1628384,OG Anunoby,NYK,50,0.099,23,57,0.404,0.404,23,0,1,VERY_TIGHT,Regular Season
1631212,Peyton Watson,DEN,78,0.132,23,57,0.404,0.404,23,0,0,VERY_TIGHT,Regular Season
1629622,Max Strus,CLE,70,0.078,23,57,0.404,0.421,21,2,7,VERY_TIGHT,Regular Season
1630171,Isaac Okoro,CLE,69,0.117,28,56,0.5,0.5,28,0,0,VERY_TIGHT,Regular Season
1626172,Kevon Looney,GSW,74,0.242,25,56,0.446,0.446,25,0,0,VERY_TIGHT,Regular Season
1630598,Aaron Wiggins,OKC,78,0.149,23,56,0.411,0.411,23,0,0,VERY_TIGHT,Regular Season
1641718,Keyonte George,UTA,74,0.07,18,56,0.321,0.321,18,0,4,VERY_TIGHT,Regular Season
1630559,Austin Reaves,LAL,81,0.06,29,55,0.527,0.564,25,4,7,VERY_TIGHT,Regular Season
1628971,Bruce Brown,TOR,67,0.095,21,55,0.382,0.382,21,0,0,VERY_TIGHT,Regular Season
1630625,Dalano Banton,POR,53,0.112,23,54,0.426,0.426,23,0,0,VERY_TIGHT,Regular Season
1630543,Isaiah Jackson,IND,60,0.228,34,53,0.642,0.642,34,0,0,VERY_TIGHT,Regular Season
1629011,Mitchell Robinson,NYK,31,0.417,27,53,0.509,0.509,27,0,0,VERY_TIGHT,Regular Season
1629639,Tyler Herro,MIA,41,0.074,22,53,0.415,0.425,21,1,5,VERY_TIGHT,Regular Season
1630217,Desmond Bane,MEM,42,0.067,27,52,0.519,0.519,27,0,3,VERY_TIGHT,Regular Season
1631323,Simone Fontecchio,DET,65,0.097,27,52,0.519,0.519,27,0,0,VERY_TIGHT,Regular Season
1627884,Derrick Jones Jr.,DAL,75,0.107,24,52,0.462,0.462,24,0,0,VERY_TIGHT,Regular Season
1627763,Malcolm Brogdon,POR,39,0.105,23,52,0.442,0.442,23,0,1,VERY_TIGHT,Regular Season
1628978,Donte DiVincenzo,NYK,81,0.051,23,51,0.451,0.461,22,1,4,VERY_TIGHT,Regular Season
1626181,Norman Powell,LAC,75,0.068,21,51,0.412,0.412,21,0,1,VERY_TIGHT,Regular Season
1627832,Fred VanVleet,HOU,73,0.05,15,51,0.294,0.294,15,0,3,VERY_TIGHT,Regular Season
202695,Kawhi Leonard,LAC,67,0.044,30,50,0.6,0.6,30,0,0,VERY_TIGHT,Regular Season
1628436,Luke Kornet,BOS,62,0.255,28,50,0.56,0.56,28,0,0,VERY_TIGHT,Regular Season
201935,James Harden,LAC,71,0.062,18,50,0.36,0.36,18,0,2,VERY_TIGHT,Regular Season
1641764,Brandin Podziemski,GSW,73,0.086,15,50,0.3,0.3,15,0,0,VERY_TIGHT,Regular Season
203084,Harrison Barnes,SAC,82,0.068,28,49,0.571,0.571,28,0,0,VERY_TIGHT,Regular Season
1629048,Goga Bitadze,ORL,62,0.234,23,49,0.469,0.469,23,0,0,VERY_TIGHT,Regular Season
1631200,Kris Murray,POR,61,0.134,26,48,0.542,0.542,26,0,0,VERY_TIGHT,Regular Season
1630583,Santi Aldama,MEM,61,0.085,25,48,0.521,0.521,25,0,0,VERY_TIGHT,Regular Season
1628976,Wendell Carter Jr.,ORL,55,0.111,26,47,0.553,0.553,26,0,0,VERY_TIGHT,Regular Season
1628997,Caleb Martin,MIA,64,0.084,23,47,0.489,0.489,23,0,0,VERY_TIGHT,Regular Season
1630214,Xavier Tillman,BOS,54,0.17,19,47,0.404,0.404,19,0,0,VERY_TIGHT,Regular Season
202330,Gordon Hayward,OKC,51,0.114,22,46,0.478,0.478,22,0,0,VERY_TIGHT,Regular Season
1630191,Isaiah Stewart,DET,45,0.124,22,46,0.478,0.478,22,0,0,VERY_TIGHT,Regular Season
1629023,P.J. Washington,DAL,72,0.057,21,46,0.457,0.457,21,0,1,VERY_TIGHT,Regular Season
1629652,Luguentz Dort,OKC,79,0.07,21,46,0.457,0.457,21,0,0,VERY_TIGHT,Regular Season
1630174,Aaron Nesmith,IND,72,0.073,20,46,0.435,0.435,20,0,0,VERY_TIGHT,Regular Season
1629659,Talen Horton-Tucker,UTA,50,0.1,19,46,0.413,0.413,19,0,0,VERY_TIGHT,Regular Season
1630172,Patrick Williams,CHI,43,0.128,16,46,0.348,0.348,16,0,1,VERY_TIGHT,Regular Season
1630193,Immanuel Quickley,TOR,67,0.053,13,46,0.283,0.293,12,1,2,VERY_TIGHT,Regular Season
1631109,Mark Williams,CHA,19,0.298,23,45,0.511,0.511,23,0,0,VERY_TIGHT,Regular Season
1630163,LaMelo Ball,CHA,22,0.106,17,45,0.378,0.378,17,0,0,VERY_TIGHT,Regular Season
1627752,Taurean Prince,LAL,77,0.08,15,45,0.333,0.344,14,1,4,VERY_TIGHT,Regular Season
1627741,Buddy Hield,PHI,83,0.054,12,45,0.267,0.267,12,0,5,VERY_TIGHT,Regular Season
1630256,Jae'Sean Tate,HOU,65,0.192,23,44,0.523,0.523,23,0,0,VERY_TIGHT,Regular Season
1628365,Markelle Fultz,ORL,43,0.135,19,44,0.432,0.432,19,0,0,VERY_TIGHT,Regular Season
1630188,Jalen Smith,IND,61,0.109,28,43,0.651,0.651,28,0,1,VERY_TIGHT,Regular Season
203957,Dante Exum,DAL,54,0.144,25,43,0.581,0.581,25,0,0,VERY_TIGHT,Regular Season
1628372,Dennis Smith Jr.,BKN,54,0.131,20,43,0.465,0.465,20,0,0,VERY_TIGHT,Regular Season
1627827,Dorian Finney-Smith,BKN,66,0.087,19,43,0.442,0.442,19,0,0,VERY_TIGHT,Regular Season
201569,Eric Gordon,PHX,67,0.07,17,43,0.395,0.395,17,0,0,VERY_TIGHT,Regular Season
1630541,Moses Moody,GSW,65,0.103,20,42,0.476,0.476,20,0,0,VERY_TIGHT,Regular Season
1630167,Obi Toppin,IND,82,0.073,18,42,0.429,0.429,18,0,0,VERY_TIGHT,Regular Season
202691,Klay Thompson,GSW,76,0.038,15,42,0.357,0.393,12,3,10,VERY_TIGHT,Regular Season
1629684,Grant Williams,CHA,75,0.068,19,41,0.463,0.463,19,0,3,VERY_TIGHT,Regular Season
203967,Dario Saric,GSW,63,0.108,19,41,0.463,0.463,19,0,0,VERY_TIGHT,Regular Season
1641708,Amen Thompson,HOU,62,0.092,18,41,0.439,0.439,18,0,0,VERY_TIGHT,Regular Season
1631106,Tari Eason,HOU,22,0.217,13,41,0.317,0.317,13,0,0,VERY_TIGHT,Regular Season
1629661,Cameron Johnson,BKN,57,0.066,21,40,0.525,0.525,21,0,0,VERY_TIGHT,Regular Season
1630591,Jalen Suggs,ORL,75,0.056,15,40,0.375,0.375,15,0,1,VERY_TIGHT,Regular Season
1629018,Gary Trent Jr.,TOR,70,0.048,16,39,0.41,0.41,16,0,1,VERY_TIGHT,Regular Season
1630702,Jaden Hardy,DAL,72,0.082,10,39,0.256,0.256,10,0,1,VERY_TIGHT,Regular Season
201580,JaVale McGee,SAC,46,0.288,20,38,0.526,0.526,20,0,0,VERY_TIGHT,Regular Season
1631223,David Roddy,PHX,64,0.096,18,38,0.474,0.474,18,0,0,VERY_TIGHT,Regular Season
1628464,Daniel Theis,LAC,59,0.137,18,38,0.474,0.474,18,0,0,VERY_TIGHT,Regular Season
1630692,Jordan Goodwin,MEM,56,0.099,15,38,0.395,0.395,15,0,0,VERY_TIGHT,Regular Season
1630534,Ochai Agbaji,TOR,77,0.089,15,38,0.395,0.395,15,0,0,VERY_TIGHT,Regular Season
1641715,Cam Whitmore,HOU,47,0.081,13,38,0.342,0.342,13,0,1,VERY_TIGHT,Regular Season
1629611,Terance Mann,LAC,74,0.077,19,37,0.514,0.514,19,0,0,VERY_TIGHT,Regular Season
1641717,Cason Wallace,OKC,82,0.084,19,37,0.514,0.514,19,0,0,VERY_TIGHT,Regular Season
201145,Jeff Green,HOU,78,0.101,18,37,0.486,0.486,18,0,0,VERY_TIGHT,Regular Season
1629001,De'Anthony Melton,PHI,38,0.103,13,37,0.351,0.351,13,0,0,VERY_TIGHT,Regular Season
202692,Alec Burks,NYK,66,0.065,10,37,0.27,0.284,9,1,2,VERY_TIGHT,Regular Season
1629234,Drew Eubanks,PHX,73,0.146,18,36,0.5,0.5,18,0,0,VERY_TIGHT,Regular Season
1627936,Alex Caruso,CHI,70,0.068,11,36,0.306,0.306,11,0,0,VERY_TIGHT,Regular Season
1629614,Andrew Nembhard,IND,68,0.067,18,35,0.514,0.514,18,0,0,VERY_TIGHT,Regular Season
203995,Vasilije Micic,CHA,59,0.098,18,35,0.514,0.529,17,1,1,VERY_TIGHT,Regular Season
1627739,Kris Dunn,UTA,65,0.112,17,35,0.486,0.486,17,0,0,VERY_TIGHT,Regular Season
1641713,GG Jackson,MEM,48,0.062,13,35,0.371,0.371,13,0,0,VERY_TIGHT,Regular Season
1630231,KJ Martin,PHI,60,0.193,12,35,0.343,0.343,12,0,0,VERY_TIGHT,Regular Season
202684,Tristan Thompson,CLE,49,0.283,17,34,0.5,0.5,17,0,0,VERY_TIGHT,Regular Season
1628371,Jonathan Isaac,ORL,58,0.119,17,34,0.5,0.5,17,0,1,VERY_TIGHT,Regular Season
1629638,Nickeil Alexander-Walker,MIN,82,0.063,13,34,0.382,0.382,13,0,0,VERY_TIGHT,Regular Season
