TEAM_ID,TEAM_NAME,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,SEASON_TYPE
1610612737,Atlanta Hawks,3912.0,3544,2211,1333,1635,17,640,1503,193,202,395,0.489,0.511,79,364,443,0.178,0.822,Regular Season
1610612738,Boston Celtics,3898.0,3322,1984,1338,1247,24,763,1832,184,152,336,0.548,0.452,147,428,578,0.254,0.74,Regular Season
1610612751,Brooklyn Nets,3911.0,3347,2081,1266,1445,15,541,1284,172,145,317,0.543,0.457,120,321,441,0.272,0.728,Regular Season
1610612766,Charlotte Hornets,3897.0,3644,2343,1301,1134,19,711,1714,200,154,354,0.565,0.435,199,454,653,0.305,0.695,Regular Season
1610612741,Chicago Bulls,3915.0,3744,2299,1445,1180,50,519,1170,174,167,341,0.51,0.49,92,446,538,0.171,0.829,Regular Season
1610612739,Cleveland Cavaliers,3926.0,3376,2123,1253,1573,15,616,1422,186,175,361,0.515,0.485,115,396,511,0.225,0.775,Regular Season
1610612742,Dallas Mavericks,3908.0,3549,2231,1318,1159,24,741,1671,162,190,352,0.46,0.54,108,353,461,0.234,0.766,Regular Season
1610612743,Denver Nuggets,3936.0,3033,1808,1225,1185,27,730,1739,145,146,291,0.498,0.502,122,341,463,0.263,0.737,Regular Season
1610612765,Detroit Pistons,3900.0,3472,2127,1345,1693,12,579,1346,225,231,456,0.493,0.507,150,384,534,0.281,0.719,Regular Season
1610612744,Golden State Warriors,3914.0,3338,2089,1249,1574,44,625,1552,206,204,410,0.502,0.498,106,361,467,0.227,0.773,Regular Season
1610612745,Houston Rockets,3942.0,3427,2150,1277,1382,15,517,1175,223,192,415,0.537,0.463,179,299,478,0.374,0.626,Regular Season
1610612754,Indiana Pacers,3910.0,3468,2296,1172,1220,28,558,1265,167,158,325,0.514,0.486,81,421,502,0.161,0.839,Regular Season
1610612746,LA Clippers,3891.0,3453,2118,1335,1515,7,517,1203,152,157,309,0.492,0.508,103,363,466,0.221,0.779,Regular Season
1610612747,Los Angeles Lakers,3900.0,2997,1817,1180,1403,61,730,1701,159,187,346,0.46,0.54,74,308,382,0.194,0.806,Regular Season
1610612763,Memphis Grizzlies,3928.0,3393,2021,1372,1473,19,530,1266,190,180,370,0.514,0.486,108,331,439,0.246,0.754,Regular Season
1610612748,Miami Heat,3915.0,3469,2022,1447,1461,38,248,570,167,171,338,0.494,0.506,85,470,555,0.153,0.847,Regular Season
1610612749,Milwaukee Bucks,3883.0,3059,1818,1241,1358,14,519,1192,147,163,310,0.474,0.526,121,354,475,0.255,0.745,Regular Season
1610612750,Minnesota Timberwolves,3895.0,3471,2241,1230,1399,9,588,1450,184,172,356,0.517,0.483,139,313,452,0.308,0.692,Regular Season
1610612740,New Orleans Pelicans,3934.0,3252,1862,1390,1498,27,543,1249,176,162,338,0.521,0.479,107,369,476,0.225,0.775,Regular Season
1610612752,New York Knicks,3890.0,3175,1838,1337,1391,44,564,1299,178,186,364,0.489,0.511,185,456,641,0.289,0.711,Regular Season
1610612760,Oklahoma City Thunder,3940.0,3795,2243,1552,1702,42,668,1526,175,193,368,0.476,0.524,84,423,507,0.166,0.834,Regular Season
1610612753,Orlando Magic,3906.0,3335,2088,1247,1391,21,603,1364,169,183,352,0.48,0.52,133,432,565,0.235,0.765,Regular Season
1610612755,Philadelphia 76ers,3930.0,3295,2020,1275,1687,18,584,1380,182,210,392,0.464,0.536,136,254,392,0.347,0.648,Regular Season
1610612756,Phoenix Suns,3911.0,2882,1734,1148,1661,16,698,1688,204,180,384,0.531,0.469,76,321,397,0.191,0.809,Regular Season
1610612757,Portland Trail Blazers,3894.0,3365,2152,1213,1369,34,456,1068,183,150,333,0.55,0.45,146,311,457,0.319,0.681,Regular Season
1610612758,Sacramento Kings,3908.0,3210,1961,1249,1275,25,640,1442,172,152,324,0.531,0.469,134,284,418,0.321,0.679,Regular Season
1610612759,San Antonio Spurs,3915.0,3472,2258,1214,1287,21,666,1490,168,170,338,0.497,0.503,130,306,436,0.298,0.702,Regular Season
1610612761,Toronto Raptors,3893.0,3184,1945,1239,1672,23,573,1279,157,170,327,0.48,0.52,132,358,490,0.269,0.731,Regular Season
1610612762,Utah Jazz,3940.0,3156,1747,1409,1428,25,714,1674,178,151,329,0.541,0.459,122,382,504,0.242,0.758,Regular Season
1610612764,Washington Wizards,3897.0,3283,2048,1235,1398,33,675,1574,171,147,318,0.538,0.462,101,303,404,0.25,0.75,Regular Season
1610612737,Atlanta Hawks,286.0,234,142,92,119,1,46,103,10,8,18,0.556,0.444,4,21,25,0.16,0.84,Playoffs
1610612738,Boston Celtics,332.0,276,196,80,70,2,57,136,16,8,24,0.667,0.333,7,14,21,0.333,0.667,Playoffs
1610612739,Cleveland Cavaliers,864.0,782,528,254,292,4,143,345,34,31,65,0.523,0.477,16,73,89,0.18,0.82,Playoffs
1610612743,Denver Nuggets,286.0,206,130,76,85,3,67,152,8,11,19,0.421,0.579,3,23,26,0.115,0.885,Playoffs
1610612765,Detroit Pistons,660.0,607,373,234,238,1,100,237,20,27,47,0.426,0.574,19,64,83,0.229,0.771,Playoffs
1610612745,Houston Rockets,287.0,220,147,73,130,0,24,52,10,13,23,0.435,0.565,6,21,27,0.222,0.778,Playoffs
1610612747,Los Angeles Lakers,477.0,406,257,149,135,5,71,167,16,21,37,0.432,0.568,8,48,56,0.143,0.857,Playoffs
1610612750,Minnesota Timberwolves,568.0,455,277,178,165,5,91,214,20,14,34,0.588,0.412,16,25,41,0.39,0.61,Playoffs
1610612752,New York Knicks,900.0,766,430,336,323,6,138,314,33,34,67,0.493,0.507,28,101,129,0.217,0.783,Playoffs
1610612760,Oklahoma City Thunder,718.0,673,408,265,268,9,90,197,36,22,58,0.621,0.379,13,62,75,0.173,0.827,Playoffs
1610612753,Orlando Magic,334.0,260,178,82,129,2,27,63,7,25,32,0.219,0.781,6,28,34,0.176,0.824,Playoffs
1610612755,Philadelphia 76ers,520.0,440,229,211,165,3,100,235,18,17,35,0.514,0.486,10,45,55,0.182,0.818,Playoffs
1610612756,Phoenix Suns,190.0,153,78,75,57,0,43,98,8,6,14,0.571,0.429,3,14,17,0.176,0.824,Playoffs
1610612757,Portland Trail Blazers,237.0,211,139,72,78,4,43,101,5,8,13,0.385,0.615,5,13,18,0.278,0.722,Playoffs
1610612759,San Antonio Spurs,1097.0,1079,714,365,416,0,178,390,40,53,93,0.43,0.57,12,94,106,0.113,0.887,Playoffs
1610612761,Toronto Raptors,335.0,307,159,148,129,2,45,99,13,13,26,0.5,0.5,9,28,37,0.243,0.757,Playoffs
