PLAYER_ID,HX,HY,FGA,FGM,FG3A,FG3M,SEASON_TYPE
0,0.0,0.0,53156,36710,0,0,Regular Season
0,21.7,37.5,11843,5125,0,0,Regular Season
0,-21.7,37.5,10210,4443,0,0,Regular Season
0,0.0,75.0,5908,2429,0,0,Regular Season
0,129.9,225.0,5676,1982,5675,1982,Regular Season
0,-129.9,225.0,5529,1928,5529,1928,Regular Season
0,-216.5,0.0,4545,1762,4393,1709,Regular Season
0,-21.7,262.5,4083,1405,4083,1405,Regular Season
0,238.2,37.5,3972,1484,3968,1483,Regular Season
0,21.7,262.5,3915,1347,3915,1347,Regular Season
0,43.3,0.0,3779,1669,0,0,Regular Season
0,-151.6,187.5,3498,1257,3408,1234,Regular Season
0,-43.3,0.0,3397,1450,0,0,Regular Season
0,151.6,187.5,3303,1192,3212,1155,Regular Season
0,216.5,0.0,3278,1282,3151,1228,Regular Season
0,-238.2,37.5,3128,1189,3127,1189,Regular Season
0,86.6,225.0,3083,1105,2992,1080,Regular Season
0,65.0,262.5,2894,1029,2894,1029,Regular Season
0,-194.9,187.5,2843,995,2843,995,Regular Season
0,-86.6,225.0,2780,979,2682,946,Regular Season
0,-65.0,262.5,2722,908,2722,908,Regular Season
0,43.3,75.0,2493,1028,0,0,Regular Season
0,-21.7,112.5,2418,995,0,0,Regular Season
0,21.7,112.5,2366,1033,0,0,Regular Season
0,-43.3,75.0,2312,957,0,0,Regular Season
0,0.0,150.0,2281,952,0,0,Regular Season
0,65.0,37.5,2268,880,0,0,Regular Season
0,194.9,187.5,2249,780,2249,780,Regular Season
0,-216.5,150.0,2199,799,2199,799,Regular Season
0,-65.0,37.5,2011,764,0,0,Regular Season
0,216.5,150.0,1978,696,1978,696,Regular Season
0,86.6,150.0,1779,739,0,0,Regular Season
0,-173.2,225.0,1669,589,1669,589,Regular Season
0,65.0,112.5,1650,687,0,0,Regular Season
0,216.5,75.0,1598,581,1539,562,Regular Season
0,-86.6,150.0,1598,638,0,0,Regular Season
0,-65.0,112.5,1594,693,0,0,Regular Season
0,108.3,262.5,1593,567,1593,567,Regular Season
0,-108.3,262.5,1575,522,1575,522,Regular Season
0,173.2,225.0,1445,523,1445,523,Regular Season
0,-21.7,187.5,1302,552,0,0,Regular Season
0,21.7,187.5,1285,543,0,0,Regular Season
0,43.3,150.0,1258,543,0,0,Regular Season
0,-43.3,150.0,1196,470,0,0,Regular Season
0,-216.5,75.0,1164,440,1088,408,Regular Season
0,86.6,75.0,1128,463,0,0,Regular Season
0,238.2,112.5,1124,402,1124,402,Regular Season
0,-108.3,37.5,1121,441,0,0,Regular Season
0,129.9,150.0,1092,454,0,0,Regular Season
0,-86.6,75.0,1090,434,0,0,Regular Season
0,65.0,187.5,1086,440,0,0,Regular Season
0,108.3,37.5,1073,431,0,0,Regular Season
0,-129.9,150.0,1061,419,0,0,Regular Season
0,108.3,112.5,1035,432,0,0,Regular Season
0,-108.3,112.5,1029,419,0,0,Regular Season
0,86.6,0.0,968,415,0,0,Regular Season
0,-65.0,187.5,964,396,0,0,Regular Season
0,-238.2,112.5,947,359,947,359,Regular Season
0,-173.2,150.0,925,336,757,274,Regular Season
0,-86.6,0.0,895,342,0,0,Regular Season
0,129.9,0.0,860,361,0,0,Regular Season
0,-129.9,0.0,826,344,0,0,Regular Season
0,-129.9,75.0,825,305,0,0,Regular Season
0,129.9,75.0,746,312,0,0,Regular Season
0,-108.3,187.5,717,295,0,0,Regular Season
0,0.0,225.0,716,259,227,89,Regular Season
0,108.3,187.5,716,255,0,0,Regular Season
0,-43.3,225.0,702,242,445,158,Regular Season
0,-151.6,37.5,700,284,0,0,Regular Season
0,173.2,150.0,699,261,573,214,Regular Season
0,151.6,112.5,687,299,0,0,Regular Season
0,43.3,225.0,669,221,430,137,Regular Season
0,151.6,37.5,661,277,0,0,Regular Season
0,-151.6,112.5,585,251,0,0,Regular Season
0,-194.9,112.5,481,189,317,121,Regular Season
0,-173.2,0.0,479,184,0,0,Regular Season
0,-238.2,-37.5,479,196,479,196,Regular Season
0,173.2,0.0,449,159,0,0,Regular Season
0,-151.6,262.5,394,125,394,125,Regular Season
0,194.9,112.5,368,126,252,87,Regular Season
0,151.6,262.5,363,116,363,116,Regular Season
0,-173.2,75.0,353,146,0,0,Regular Season
0,173.2,75.0,334,128,0,0,Regular Season
0,0.0,300.0,313,105,313,105,Regular Season
0,-194.9,37.5,285,100,0,0,Regular Season
0,194.9,37.5,272,113,0,0,Regular Season
0,-259.8,0.0,211,89,211,89,Regular Season
0,43.3,300.0,143,41,143,41,Regular Season
0,238.2,-37.5,143,58,143,58,Regular Season
0,-43.3,300.0,140,37,140,37,Regular Season
0,-86.6,300.0,104,33,104,33,Regular Season
