TeamID,TeamCity,TeamName,Conference,Division,ConferenceRecord,PlayoffRank,WINS,LOSSES,WinPCT,HOME,ROAD,L10,STREAK,GB,TEAM_ABBREVIATION,SEASON_TYPE
1610612743,Denver,Nuggets,West,Northwest,34-18,1,53,29,0.646,34-7,19-22,5-5,W 1,0.0,DEN,Regular Season
1610612749,Milwaukee,Bucks,East,Central,35-17,1,58,24,0.707,32-9,26-15,6-4,L 2,0.0,MIL,Regular Season
1610612738,Boston,Celtics,East,Atlantic,34-18,2,57,25,0.695,32-9,25-16,8-2,W 3,1.0,BOS,Regular Season
1610612763,Memphis,Grizzlies,West,Southwest,30-22,2,51,31,0.622,35-6,16-25,6-4,L 1,2.0,MEM,Regular Season
1610612755,Philadelphia,76ers,East,Atlantic,34-18,3,54,28,0.659,29-12,25-16,5-5,W 2,4.0,PHI,Regular Season
1610612758,Sacramento,Kings,West,Pacific,32-20,3,48,34,0.585,23-18,25-16,5-5,L 3,5.0,SAC,Regular Season
1610612739,Cleveland,Cavaliers,East,Central,34-18,4,51,31,0.622,31-10,20-21,7-3,L 1,7.0,CLE,Regular Season
1610612756,Phoenix,Suns,West,Pacific,30-22,4,45,37,0.549,28-13,17-24,7-3,L 2,8.0,PHX,Regular Season
1610612746,LA,Clippers,West,Pacific,27-25,5,44,38,0.537,23-18,21-20,6-4,W 3,9.0,LAC,Regular Season
1610612752,New York,Knicks,East,Atlantic,32-20,5,47,35,0.573,23-18,24-17,5-5,L 2,11.0,NYK,Regular Season
1610612744,Golden State,Warriors,West,Pacific,30-22,6,44,38,0.537,33-8,11-30,8-2,W 3,9.0,GSW,Regular Season
1610612751,Brooklyn,Nets,East,Atlantic,30-22,6,45,37,0.549,23-18,22-19,6-4,L 1,13.0,BKN,Regular Season
1610612747,Los Angeles,Lakers,West,Pacific,27-25,7,43,39,0.524,23-18,20-21,8-2,W 2,10.0,LAL,Regular Season
1610612748,Miami,Heat,East,Southeast,24-28,7,44,38,0.537,27-14,17-24,6-4,W 1,14.0,MIA,Regular Season
1610612737,Atlanta,Hawks,East,Southeast,26-26,8,41,41,0.5,24-17,17-24,5-5,L 2,17.0,ATL,Regular Season
1610612750,Minnesota,Timberwolves,West,Northwest,29-23,8,42,40,0.512,22-19,20-21,7-3,W 3,11.0,MIN,Regular Season
1610612740,New Orleans,Pelicans,West,Southwest,29-23,9,42,40,0.512,27-14,15-26,7-3,L 1,11.0,NOP,Regular Season
1610612761,Toronto,Raptors,East,Atlantic,26-26,9,41,41,0.5,27-14,14-27,6-4,W 1,17.0,TOR,Regular Season
1610612741,Chicago,Bulls,East,Central,27-25,10,40,42,0.488,22-19,18-23,6-4,W 2,18.0,CHI,Regular Season
1610612760,Oklahoma City,Thunder,West,Northwest,25-27,10,40,42,0.488,24-17,16-25,4-6,W 2,13.0,OKC,Regular Season
1610612742,Dallas,Mavericks,West,Southwest,28-24,11,38,44,0.463,23-18,15-26,2-8,L 2,15.0,DAL,Regular Season
1610612754,Indiana,Pacers,East,Central,24-28,11,35,47,0.427,20-21,15-26,3-7,W 1,23.0,IND,Regular Season
1610612762,Utah,Jazz,West,Northwest,24-28,12,37,45,0.451,23-18,14-27,2-8,L 1,16.0,UTA,Regular Season
1610612764,Washington,Wizards,East,Southeast,21-31,12,35,47,0.427,19-22,16-25,3-7,L 1,23.0,WAS,Regular Season
1610612753,Orlando,Magic,East,Southeast,20-32,13,34,48,0.415,20-21,14-27,5-5,L 4,24.0,ORL,Regular Season
1610612757,Portland,Trail Blazers,West,Northwest,23-29,13,33,49,0.402,17-24,16-25,1-9,L 4,20.0,POR,Regular Season
1610612745,Houston,Rockets,West,Southwest,12-40,14,22,60,0.268,14-27,8-33,4-6,W 3,31.0,HOU,Regular Season
1610612766,Charlotte,Hornets,East,Southeast,15-37,14,27,55,0.329,13-28,14-27,5-5,W 1,31.0,CHA,Regular Season
1610612759,San Antonio,Spurs,West,Southwest,10-42,15,22,60,0.268,14-27,8-33,3-7,W 1,31.0,SAS,Regular Season
1610612765,Detroit,Pistons,East,Central,8-44,15,17,65,0.207,9-32,8-33,1-9,L 1,41.0,DET,Regular Season
