GROUP_SET,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,VS_PLAYER_ID,VS_PLAYER_NAME,COURT_STATUS,GP,MIN,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,team,SEASON_TYPE
On/Off Court,1610612737,ATL,Atlanta Hawks,1630707,"Ellison, Malik",Off,5,240.0,-8.4,117.6,126.0,-8.3,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,201568,"Gallinari, Danilo",Off,82,2269.0,0.4,112.6,112.0,0.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1630792,"Hill, Malcolm",Off,6,242.0,-10.1,106.6,117.7,-11.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203524,"Hill, Solomon",Off,40,1781.0,-2.4,111.9,114.2,-2.3,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628989,"Huerter, Kevin",Off,82,1753.0,-1.1,110.9,112.4,-1.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1629631,"Hunter, De'Andre",Off,82,2364.0,2.0,114.2,111.9,2.3,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628411,"Iwundu, Wes",Off,5,158.0,-10.6,109.8,118.6,-8.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1630552,"Johnson, Jalen",Off,82,3821.0,1.8,115.8,114.0,1.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628995,"Knox II, Kevin",Off,42,1909.0,5.1,119.2,114.3,4.9,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627789,"Luwawu-Cabarrot, Timothe",Off,82,3256.0,2.6,115.8,113.2,2.7,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1630219,"Mays, Skylar",Off,82,3721.0,2.3,115.6,113.4,2.3,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1630168,"Okongwu, Onyeka",Off,82,2949.0,0.3,114.5,114.2,0.4,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628419,"Oliver, Cameron",Off,5,197.0,-5.9,117.1,122.6,-5.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1629629,"Reddish, Cam",Off,40,1123.0,5.0,116.0,110.3,5.7,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,202362,"Stephenson, Lance",Off,6,219.0,-10.8,111.7,123.2,-11.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1629460,"Tillman, Justin",Off,4,192.0,-2.5,120.2,122.7,-2.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,101150,"Williams, Lou",Off,82,3142.0,1.7,115.4,113.9,1.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1626153,"Wright, Delon",Off,82,2488.0,1.3,115.3,114.3,1.0,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1629027,"Young, Trae",Off,82,1289.0,-1.2,107.2,107.8,-0.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203992,"Bogdanović, Bogdan",On,4,107.0,-5.4,109.5,115.2,-5.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,203991,"Capela, Clint",On,2,40.0,-32.1,85.9,120.5,-34.6,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1628381,"Collins, John",On,5,122.0,-26.1,96.3,122.1,-25.9,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,203476,"Dieng, Gorgui",On,2,10.0,13.8,120.8,113.0,7.8,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,201568,"Gallinari, Danilo",On,5,112.0,-15.5,100.5,117.4,-16.9,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1628989,"Huerter, Kevin",On,5,154.0,-19.4,99.3,117.7,-18.3,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1629631,"Hunter, De'Andre",On,5,175.0,-21.2,95.3,116.7,-21.4,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1630552,"Johnson, Jalen",On,2,9.0,31.2,122.7,100.0,22.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1628995,"Knox II, Kevin",On,2,9.0,31.2,122.7,100.0,22.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1627789,"Luwawu-Cabarrot, Timothe",On,4,22.0,2.2,116.7,112.2,4.4,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1630219,"Mays, Skylar",On,2,9.0,31.2,122.7,100.0,22.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1630168,"Okongwu, Onyeka",On,5,108.0,-0.9,106.2,105.7,0.6,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1626153,"Wright, Delon",On,5,137.0,6.3,114.8,107.0,7.9,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1629027,"Young, Trae",On,5,186.0,-14.9,100.0,115.5,-15.5,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,203992,"Bogdanović, Bogdan",Off,5,133.0,-17.3,97.7,114.3,-16.6,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,203991,"Capela, Clint",Off,5,200.0,-7.9,106.9,114.1,-7.2,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1628381,"Collins, John",Off,5,118.0,2.4,109.4,106.0,3.5,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,203476,"Dieng, Gorgui",Off,5,230.0,-13.2,102.7,116.0,-13.3,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,201568,"Gallinari, Danilo",Off,5,128.0,-9.0,104.7,112.8,-8.1,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1628989,"Huerter, Kevin",Off,5,86.0,1.1,108.9,109.0,-0.1,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1629631,"Hunter, De'Andre",Off,5,65.0,12.5,117.8,105.2,12.6,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1630552,"Johnson, Jalen",Off,5,231.0,-13.7,102.9,116.6,-13.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1628995,"Knox II, Kevin",Off,5,231.0,-13.7,102.9,116.6,-13.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1627789,"Luwawu-Cabarrot, Timothe",Off,5,218.0,-13.4,102.1,116.3,-14.2,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1630219,"Mays, Skylar",Off,5,231.0,-13.7,102.9,116.6,-13.7,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1630168,"Okongwu, Onyeka",Off,5,132.0,-21.1,100.0,121.0,-21.0,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,101150,"Williams, Lou",Off,5,240.0,-12.0,104.1,115.9,-11.8,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1626153,"Wright, Delon",Off,5,103.0,-36.3,85.9,124.4,-38.5,Atlanta Hawks,Playoffs
On/Off Court,1610612737,ATL,Atlanta Hawks,1629027,"Young, Trae",Off,5,54.0,-1.8,113.2,110.9,2.3,Atlanta Hawks,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",On,66,2220.0,9.8,113.5,103.8,9.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628981,"Fernando, Bruno",On,20,58.0,-27.2,91.9,117.2,-25.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630238,"Fitts, Malik",On,8,28.0,17.2,116.4,105.2,11.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202683,"Freedom, Enes",On,35,411.0,8.2,111.6,103.8,7.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",On,26,158.0,0.3,105.7,106.0,-0.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627823,"Hernangomez, Juancho",On,18,96.0,-19.0,98.5,117.4,-18.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",On,69,2005.0,9.2,112.8,103.4,9.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628382,"Jackson, Justin",On,1,2.0,-123.1,80.0,180.0,-100.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,2207,"Johnson, Joe",On,1,2.0,-123.1,80.0,180.0,-100.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",On,12,85.0,4.5,118.0,112.2,5.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629641,"Langford, Romeo",On,44,728.0,-0.5,103.9,103.6,0.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629103,"Martin, Kelan",On,3,6.0,-67.8,33.3,120.0,-86.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,101139,"Miles, CJ",On,1,2.0,-123.1,80.0,180.0,-100.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629752,"Morgan, Juwan",On,1,4.0,106.7,214.3,100.0,114.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630174,"Nesmith, Aaron",On,52,574.0,1.8,107.3,104.3,3.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203953,"Parker, Jabari",On,12,112.0,-3.0,103.9,104.7,-0.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",On,71,1001.0,3.1,109.4,107.2,2.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1626196,"Richardson, Josh",On,44,1087.0,3.1,109.8,106.3,3.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630346,"Ryan, Matt",On,1,5.0,27.4,116.7,91.7,25.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203471,"Schröder, Dennis",On,49,1433.0,2.3,107.6,105.4,2.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203935,"Smart, Marcus",On,71,2296.0,9.2,114.5,105.2,9.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203917,"Stauskas, Nik",On,6,15.0,6.4,103.1,106.9,-3.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",On,76,2731.0,11.7,115.5,103.4,12.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628464,"Theis, Daniel",On,21,393.0,16.0,120.4,104.6,15.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630271,"Thomas, Brodric",On,12,60.0,2.4,106.7,103.7,3.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",On,26,713.0,11.4,118.2,105.7,12.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629057,"Williams III, Robert",On,61,1804.0,9.8,113.4,103.4,10.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629684,"Williams, Grant",On,77,1875.0,3.7,112.5,108.0,4.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202329,"Aminu, Al-Farouq",Off,5,245.0,0.4,108.7,107.4,1.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629626,"Bol, Bol",Off,11,528.0,16.0,114.6,98.0,16.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",Off,82,1761.0,3.9,110.9,106.6,4.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628408,"Dozier, PJ",Off,11,528.0,16.0,114.6,98.0,16.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628981,"Fernando, Bruno",Off,56,2670.0,5.3,110.2,104.8,5.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630238,"Fitts, Malik",Off,22,1033.0,12.2,122.5,109.9,12.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202683,"Freedom, Enes",Off,56,2317.0,4.0,109.1,104.9,4.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",Off,82,3823.0,7.5,113.8,106.1,7.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627823,"Hernangomez, Juancho",Off,45,2104.0,2.8,109.1,106.3,2.8,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",Off,82,1976.0,5.1,111.4,106.3,5.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628382,"Jackson, Justin",Off,5,238.0,1.6,109.8,107.7,2.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,2207,"Johnson, Joe",Off,5,238.0,2.4,110.0,106.4,3.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",Off,26,1168.0,13.5,121.7,107.8,13.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629641,"Langford, Romeo",Off,56,2000.0,6.5,110.9,104.9,6.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629103,"Martin, Kelan",Off,9,426.0,7.8,118.8,110.1,8.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,101139,"Miles, CJ",Off,5,238.0,-1.6,105.2,106.4,-1.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629752,"Morgan, Juwan",Off,6,289.0,13.3,121.3,107.9,13.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630174,"Nesmith, Aaron",Off,82,3407.0,8.1,114.1,105.9,8.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203953,"Parker, Jabari",Off,39,1795.0,1.2,108.4,107.5,0.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203658,"Pelle, Norvel",Off,5,245.0,0.4,108.7,107.4,1.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",Off,82,2980.0,8.6,113.9,105.0,8.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1626196,"Richardson, Josh",Off,56,1641.0,5.6,108.0,102.9,5.1,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630346,"Ryan, Matt",Off,19,912.0,13.6,123.4,109.5,14.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203471,"Schröder, Dennis",Off,56,1295.0,7.2,109.8,102.6,7.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203935,"Smart, Marcus",Off,82,1685.0,4.4,110.2,105.2,5.0,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203917,"Stauskas, Nik",Off,17,806.0,14.2,123.8,109.4,14.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",Off,82,1250.0,-2.7,105.1,107.1,-1.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628464,"Theis, Daniel",Off,26,860.0,11.4,121.1,108.9,12.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1630271,"Thomas, Brodric",Off,82,3921.0,7.3,113.6,106.2,7.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",Off,26,540.0,14.8,122.4,108.0,14.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629057,"Williams III, Robert",Off,82,2177.0,5.0,112.0,106.6,5.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1629684,"Williams, Grant",Off,82,2106.0,10.3,112.1,102.2,9.9,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",On,24,920.0,3.8,110.7,106.3,4.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630238,"Fitts, Malik",On,9,16.0,27.2,90.0,54.5,35.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",On,7,15.0,26.1,82.1,50.0,32.1,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",On,23,815.0,5.8,111.0,105.1,5.9,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",On,9,19.0,12.8,100.0,81.0,19.0,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629752,"Morgan, Juwan",On,9,15.0,-13.1,71.0,83.9,-12.9,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630174,"Nesmith, Aaron",On,15,52.0,-2.7,90.7,89.3,1.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",On,24,309.0,8.7,112.5,103.2,9.3,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,203935,"Smart, Marcus",On,21,760.0,2.0,110.4,107.9,2.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,203917,"Stauskas, Nik",On,13,24.0,22.1,98.0,71.2,26.8,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",On,24,983.0,5.3,110.2,105.5,4.7,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628464,"Theis, Daniel",On,16,200.0,-9.8,102.4,110.8,-8.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",On,23,585.0,0.7,106.1,104.6,1.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629057,"Williams III, Robert",On,17,394.0,7.9,108.0,100.5,7.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629684,"Williams, Grant",On,24,654.0,0.2,109.2,107.6,1.6,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",Off,24,232.0,2.7,103.3,100.6,2.7,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630238,"Fitts, Malik",Off,24,1136.0,3.3,110.4,106.9,3.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630573,"Hauser, Sam",Off,24,1137.0,3.3,110.6,107.0,3.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",Off,24,337.0,-1.9,103.6,104.0,-0.4,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628436,"Kornet, Luke",Off,24,1133.0,3.4,110.3,106.7,3.6,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629752,"Morgan, Juwan",Off,24,1137.0,3.8,110.7,106.6,4.1,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630174,"Nesmith, Aaron",Off,24,1100.0,3.9,111.1,106.9,4.2,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1630202,"Pritchard, Payton",Off,24,843.0,1.7,107.7,105.7,2.0,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,203935,"Smart, Marcus",Off,24,392.0,6.6,106.7,99.5,7.2,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,203917,"Stauskas, Nik",Off,24,1128.0,3.2,110.4,106.9,3.5,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628369,"Tatum, Jayson",Off,24,169.0,-6.3,101.8,103.1,-1.3,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628464,"Theis, Daniel",Off,24,952.0,6.4,111.2,104.1,7.1,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1628401,"White, Derrick",Off,24,567.0,6.5,112.0,104.9,7.0,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629057,"Williams III, Robert",Off,24,758.0,1.3,109.3,107.5,1.9,Boston Celtics,Playoffs
On/Off Court,1610612738,BOS,Boston Celtics,1629684,"Williams, Grant",Off,24,498.0,8.0,108.5,100.8,7.7,Boston Celtics,Playoffs
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1628386,"Allen, Jarrett",On,56,1810.0,3.6,110.0,106.7,3.3,Cleveland Cavaliers,Regular Season
On/Off Court,1610612739,CLE,Cleveland Cavaliers,1626147,"Anderson, Justin",On,3,47.0,35.0,133.7,99.0,34.6,Cleveland Cavaliers,Regular Season
