PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,SEASON_TYPE
203110,Draymond Green,GSW,2025-10-21,GSW @ LAL,W,28,8,7,9,1,2,4,0.5,0.333,0.333,20,Regular Season
1627780,Gary Payton II,GSW,2025-10-21,GSW @ LAL,W,12,6,2,1,1,1,3,0.5,0.0,,3,Regular Season
203500,Steven Adams,HOU,2025-10-21,HOU @ OKC,L,37,4,13,3,0,0,3,0.25,,1.0,2,Regular Season
1630578,Alperen Sengun,HOU,2025-10-21,HOU @ OKC,L,49,39,11,7,2,1,4,0.5,0.625,0.909,9,Regular Season
1631106,Tari Eason,HOU,2025-10-21,HOU @ OKC,L,22,3,6,0,0,1,4,0.167,0.25,,-4,Regular Season
1629216,Gabe Vincent,LAL,2025-10-21,LAL vs. GSW,L,29,3,0,1,1,0,0,0.25,0.25,,-5,Regular Season
1630559,Austin Reaves,LAL,2025-10-21,LAL vs. GSW,L,36,26,5,9,2,0,5,0.563,0.2,0.7,-14,Regular Season
1628983,Shai Gilgeous-Alexander,OKC,2025-10-21,OKC vs. HOU,W,47,35,5,5,2,2,3,0.462,0.111,0.714,3,Regular Season
202710,Jimmy Butler III,GSW,2025-10-21,GSW @ LAL,W,35,31,5,4,1,0,1,0.5,0.5,1.0,20,Regular Season
1630228,Jonathan Kuminga,GSW,2025-10-21,GSW @ LAL,W,33,17,9,6,1,0,2,0.545,0.667,0.5,4,Regular Season
201142,Kevin Durant,HOU,2025-10-21,HOU @ OKC,L,47,23,9,3,0,0,4,0.563,0.0,0.833,0,Regular Season
1642263,Reed Sheppard,HOU,2025-10-21,HOU @ OKC,L,28,9,2,4,1,1,2,0.273,0.286,0.5,0,Regular Season
1629060,Rui Hachimura,LAL,2025-10-21,LAL vs. GSW,L,35,9,4,3,0,0,1,0.5,0.5,,-6,Regular Season
1628392,Isaiah Hartenstein,OKC,2025-10-21,OKC vs. HOU,W,37,6,8,5,2,0,1,0.4,0.0,1.0,9,Regular Season
1629652,Luguentz Dort,OKC,2025-10-21,OKC vs. HOU,W,45,6,6,5,1,0,1,0.167,0.0,1.0,2,Regular Season
1642959,Chris Youngblood,OKC,2025-10-21,OKC vs. HOU,W,0,0,0,0,0,0,0,,,,0,Regular Season
1627741,Buddy Hield,GSW,2025-10-21,GSW @ LAL,W,22,17,1,0,1,0,2,0.545,0.5,,5,Regular Season
1641764,Brandin Podziemski,GSW,2025-10-21,GSW @ LAL,W,33,7,7,2,1,0,1,0.429,0.25,,13,Regular Season
1629006,Josh Okogie,HOU,2025-10-21,HOU @ OKC,L,20,8,2,1,0,1,0,0.333,0.333,0.833,-8,Regular Season
1641708,Amen Thompson,HOU,2025-10-21,HOU @ OKC,L,39,18,4,5,1,1,4,0.471,0.0,1.0,-11,Regular Season
1629029,Luka Dončić,LAL,2025-10-21,LAL vs. GSW,L,41,43,12,9,2,1,3,0.63,0.2,0.7,-8,Regular Season
1630598,Aaron Wiggins,OKC,2025-10-21,OKC vs. HOU,W,21,10,1,1,0,0,1,0.5,0.4,,2,Regular Season
1631096,Chet Holmgren,OKC,2025-10-21,OKC vs. HOU,W,38,28,7,2,0,0,3,0.647,0.4,1.0,-1,Regular Season
1641717,Cason Wallace,OKC,2025-10-21,OKC vs. HOU,W,42,14,7,5,4,0,2,0.5,0.375,0.5,8,Regular Season
201143,Al Horford,GSW,2025-10-21,GSW @ LAL,W,20,5,5,1,0,0,2,0.286,0.25,,-10,Regular Season
1630611,Gui Santos,GSW,2025-10-21,GSW @ LAL,W,3,0,0,0,0,0,1,,,,0,Regular Season
1642366,Quinten Post,GSW,2025-10-21,GSW @ LAL,W,9,0,2,1,0,0,0,,,,5,Regular Season
1631095,Jabari Smith Jr.,HOU,2025-10-21,HOU @ OKC,L,42,16,5,0,1,0,0,0.467,0.333,,2,Regular Season
1629028,Deandre Ayton,LAL,2025-10-21,LAL vs. GSW,L,34,10,6,0,0,1,4,0.714,,0.0,-4,Regular Season
1629637,Jaxson Hayes,LAL,2025-10-21,LAL vs. GSW,L,14,4,6,1,0,0,1,0.667,,,-6,Regular Season
1631119,Jaylin Williams,OKC,2025-10-21,OKC vs. HOU,W,13,2,0,1,1,0,0,0.2,0.0,,-3,Regular Season
1642964,Brooks Barnhizer,OKC,2025-10-21,OKC vs. HOU,W,2,0,0,0,0,0,0,,,,-2,Regular Season
201939,Stephen Curry,GSW,2025-10-21,GSW @ LAL,W,32,23,1,4,3,1,2,0.429,0.333,1.0,1,Regular Season
1642954,Will Richard,GSW,2025-10-21,GSW @ LAL,W,14,5,1,1,1,0,0,1.0,1.0,,-11,Regular Season
203935,Marcus Smart,LAL,2025-10-21,LAL vs. GSW,L,23,9,0,0,1,0,3,0.5,0.0,0.75,2,Regular Season
