GROUP_ID,PLAYERS,TEAM_ABBREVIATION,POSS_OFF,POSS_DEF,NET_ACTUAL,NET_EXPECTED,CHEMISTRY,SEASON,SEASON_TYPE
-1626164-1626166-1628470-1628969-1629028-,D. Booker - C. Payne - T. Craig - M. Bridges - D. Ayton,PHX,107,107,39.9,8.1,31.8,2021-22,Regular Season
-200768-200782-203473-1629130-1629216-,K. Lowry - P. Tucker - D. Dedmon - D. Robinson - G. Vincent,MIA,135,140,26.6,1.5,25.1,2021-22,Regular Season
-203463-203496-203994-1629014-1629642-,B. McLemore - R. Covington - J. Nurkić - A. Simons - N. Little,POR,151,151,26.1,1.9,24.2,2021-22,Regular Season
-201569-1626174-1629645-1629726-1630256-,E. Gordon - C. Wood - K. Porter Jr. - G. Mathews - J. Tate,HOU,158,157,20.5,-2.9,23.4,2021-22,Regular Season
-202355-202711-1626220-1628378-1630235-,H. Whiteside - B. Bogdanović - R. O'Neale - D. Mitchell - T. Forrest,UTA,119,123,27.8,5.2,22.5,2021-22,Regular Season
-201935-201988-202681-1630549-1630556-,J. Harden - P. Mills - K. Irving - D. Sharpe - K. Edwards,BKN,102,103,23.7,1.2,22.5,2021-22,Regular Season
-201143-203935-1627759-1628369-1628464-,A. Horford - M. Smart - J. Brown - J. Tatum - D. Theis,BOS,126,127,36.1,14.1,22.0,2021-22,Regular Season
-201942-203897-1627936-1628366-1628396-,D. DeRozan - Z. LaVine - A. Caruso - L. Ball - T. Bradley,CHI,135,136,29.8,8.0,21.8,2021-22,Regular Season
-203991-203992-1628381-1628989-1629027-,C. Capela - B. Bogdanović - J. Collins - K. Huerter - T. Young,ATL,341,331,26.0,4.6,21.4,2021-22,Regular Season
-203994-1626159-1628404-1629014-1629604-,J. Nurkić - J. Winslow - J. Hart - A. Simons - C. Elleby,POR,130,132,17.7,-3.1,20.8,2021-22,Regular Season
-202685-203468-1628984-1629637-1630529-,J. Valančiūnas - C. McCollum - D. Graham - J. Hayes - H. Jones,NOP,201,193,21.6,1.0,20.7,2021-22,Regular Season
-202330-203486-1626179-1628970-1628998-,G. Hayward - M. Plumlee - T. Rozier - M. Bridges - C. Martin,CHA,122,128,22.0,1.5,20.5,2021-22,Regular Season
-201939-202691-203952-1626172-1627780-,S. Curry - K. Thompson - A. Wiggins - K. Looney - G. Payton II,GSW,102,105,26.2,6.3,19.9,2021-22,Regular Season
-202689-203095-203944-1629011-1629656-,K. Walker - E. Fournier - J. Randle - M. Robinson - Q. Grimes,NYK,168,170,15.7,-3.9,19.6,2021-22,Regular Season
-2546-201566-202340-203076-1629659-,C. Anthony - R. Westbrook - A. Bradley - A. Davis - T. Horton-Tucker,LAL,114,112,13.4,-6.2,19.6,2021-22,Regular Season
-203468-203496-203994-1629014-1629642-,C. McCollum - R. Covington - J. Nurkić - A. Simons - N. Little,POR,157,154,20.1,1.0,19.1,2021-22,Regular Season
-201568-203992-1626153-1629027-1630168-,D. Gallinari - B. Bogdanović - D. Wright - T. Young - O. Okongwu,ATL,116,122,26.4,7.4,19.0,2021-22,Regular Season
-201942-202696-203897-1629632-1630245-,D. DeRozan - N. Vučević - Z. LaVine - C. White - A. Dosunmu,CHI,139,130,15.7,-3.2,18.9,2021-22,Regular Season
-201565-202692-1629011-1630167-1630193-,D. Rose - A. Burks - M. Robinson - O. Toppin - I. Quickley,NYK,105,116,29.6,10.9,18.7,2021-22,Regular Season
-203500-203937-1629001-1629630-1630533-,S. Adams - K. Anderson - D. Melton - J. Morant - Z. Williams,MEM,273,268,20.7,2.7,17.9,2021-22,Regular Season
-203935-1627759-1628369-1629057-1629684-,M. Smart - J. Brown - J. Tatum - R. Williams III - G. Williams,BOS,232,235,29.9,12.0,17.9,2021-22,Regular Season
-101150-201568-203992-1626153-1630168-,L. Williams - D. Gallinari - B. Bogdanović - D. Wright - O. Okongwu,ATL,236,241,23.5,6.6,16.9,2021-22,Regular Season
-203083-1627777-1627788-1629003-1629680-,A. Drummond - G. Niang - F. Korkmaz - S. Milton - M. Thybulle,PHI,144,145,18.3,1.5,16.7,2021-22,Regular Season
-201976-1626157-1629020-1630162-1630183-,P. Beverley - K. Towns - J. Vanderbilt - A. Edwards - J. McDaniels,MIN,101,103,20.1,3.6,16.5,2021-22,Regular Season
-202696-203897-1627884-1628366-1630245-,N. Vučević - Z. LaVine - D. Jones Jr. - L. Ball - A. Dosunmu,CHI,109,113,9.7,-6.6,16.3,2021-22,Regular Season
-201942-202696-203897-1627936-1629750-,D. DeRozan - N. Vučević - Z. LaVine - A. Caruso - J. Green,CHI,106,113,17.7,1.4,16.3,2021-22,Regular Season
-202326-203085-203210-1627854-1630538-,D. Cousins - A. Rivers - J. Green - B. Forbes - B. Hyland,DEN,225,222,14.3,-1.2,15.5,2021-22,Regular Season
-203081-203496-203994-1626181-1629014-,D. Lillard - R. Covington - J. Nurkić - N. Powell - A. Simons,POR,129,127,14.3,-1.3,15.5,2021-22,Regular Season
-201565-201959-202692-1630167-1630193-,D. Rose - T. Gibson - A. Burks - O. Toppin - I. Quickley,NYK,178,176,25.3,10.1,15.2,2021-22,Regular Season
-202685-1628404-1628984-1629638-1630529-,J. Valančiūnas - J. Hart - D. Graham - N. Alexander-Walker - H. Jones,NOP,144,137,15.7,0.5,15.2,2021-22,Regular Season
-201959-202692-203095-203944-1629628-,T. Gibson - A. Burks - E. Fournier - J. Randle - R. Barrett,NYK,130,130,14.9,-0.1,15.0,2021-22,Regular Season
-202324-1628983-1629652-1630526-1630581-,D. Favors - S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey,OKC,103,106,3.1,-11.6,14.7,2021-22,Regular Season
-2546-201566-202340-203076-1628370-,C. Anthony - R. Westbrook - A. Bradley - A. Davis - M. Monk,LAL,151,148,11.3,-3.3,14.7,2021-22,Regular Season
-201939-203490-203952-1626172-1629673-,S. Curry - O. Porter Jr. - A. Wiggins - K. Looney - J. Poole,GSW,170,169,24.7,10.4,14.3,2021-22,Regular Season
-1627783-1627832-1629018-1630173-1630567-,P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes,TOR,301,303,16.4,2.2,14.2,2021-22,Regular Season
-203500-1628415-1628991-1629630-1630217-,S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane,MEM,233,227,22.2,8.1,14.1,2021-22,Regular Season
-1628386-1629636-1629731-1630171-1630596-,J. Allen - D. Garland - D. Wade - I. Okoro - E. Mobley,CLE,217,216,20.1,6.2,13.9,2021-22,Regular Season
-203107-203484-204001-1629060-1630557-,T. Satoransky - K. Caldwell-Pope - K. Porziņģis - R. Hachimura - C. Kispert,WAS,246,247,9.1,-4.6,13.7,2021-22,Regular Season
-200765-201567-1626224-1630205-1630596-,R. Rondo - K. Love - C. Osman - L. Stevens - E. Mobley,CLE,103,101,11.9,-1.7,13.6,2021-22,Regular Season
-201142-201933-201935-201988-1628971-,K. Durant - B. Griffin - J. Harden - P. Mills - B. Brown,BKN,126,128,13.5,0.2,13.4,2021-22,Regular Season
-201935-202699-203954-1629680-1630178-,J. Harden - T. Harris - J. Embiid - M. Thybulle - T. Maxey,PHI,668,665,19.1,6.3,12.8,2021-22,Regular Season
-1628369-1628401-1628464-1629684-1630202-,J. Tatum - D. White - D. Theis - G. Williams - P. Pritchard,BOS,101,106,20.3,7.6,12.7,2021-22,Regular Season
-1628374-1628386-1629636-1630205-1630596-,L. Markkanen - J. Allen - D. Garland - L. Stevens - E. Mobley,CLE,175,179,17.4,4.7,12.6,2021-22,Regular Season
-101150-201568-203991-1626153-1629629-,L. Williams - D. Gallinari - C. Capela - D. Wright - C. Reddish,ATL,148,149,11.3,-1.0,12.3,2021-22,Regular Season
-202709-203924-1630180-1630191-1630595-,C. Joseph - J. Grant - S. Bey - I. Stewart - C. Cunningham,DET,552,557,5.8,-6.4,12.3,2021-22,Regular Season
-1627783-1627832-1628449-1629018-1630567-,P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr. - S. Barnes,TOR,211,209,19.0,7.0,12.0,2021-22,Regular Season
-201145-203085-203932-203999-1628420-,J. Green - A. Rivers - A. Gordon - N. Jokić - M. Morris,DEN,309,311,18.7,7.0,11.7,2021-22,Regular Season
-1626156-1626157-1627736-1630162-1630183-,D. Russell - K. Towns - M. Beasley - A. Edwards - J. McDaniels,MIN,221,213,13.5,2.2,11.3,2021-22,Regular Season
-203493-203939-1627827-1628973-1629029-,R. Bullock Jr. - D. Powell - D. Finney-Smith - J. Brunson - L. Dončić,DAL,704,713,16.7,5.7,11.1,2021-22,Regular Season
-101108-203109-1626163-1626164-1628969-,C. Paul - J. Crowder - F. Kaminsky - D. Booker - M. Bridges,PHX,141,138,21.9,10.9,11.0,2021-22,Regular Season
-201143-203935-1627759-1628369-1629057-,A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III,BOS,882,889,24.2,13.2,11.0,2021-22,Regular Season
-203500-203937-1626145-1628415-1629001-,S. Adams - K. Anderson - T. Jones - D. Brooks - D. Melton,MEM,184,176,15.7,4.8,10.9,2021-22,Regular Season
-1627783-1627832-1628384-1629018-1630173-,P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - P. Achiuwa,TOR,101,104,13.7,2.8,10.9,2021-22,Regular Season
-202711-203497-204060-1626220-1628378-,B. Bogdanović - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,UTA,156,156,16.5,5.8,10.7,2021-22,Regular Season
