TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,TEAM_IPM,SRS,O_SRS,D_SRS,SOS,OSOS,DSOS,SEASON,SEASON_TYPE
1610612738,BOS,Boston Celtics,82,51,31,7.86,7.02,0.91,6.11,-0.26,-0.23,-0.03,2021-22,Regular Season
1610612744,GSW,Golden State Warriors,82,53,29,4.9,5.52,0.11,5.41,-0.02,-0.27,0.25,2021-22,Regular Season
1610612756,PHX,Phoenix Suns,82,64,18,4.82,6.94,3.86,3.08,-0.56,-0.35,-0.21,2021-22,Regular Season
1610612763,MEM,Memphis Grizzlies,82,56,26,4.31,5.37,4.81,0.55,-0.32,-0.18,-0.14,2021-22,Regular Season
1610612749,MIL,Milwaukee Bucks,82,51,31,3.67,3.22,5.08,-1.86,-0.14,0.2,-0.34,2021-22,Regular Season
1610612762,UTA,Utah Jazz,82,49,33,3.58,5.67,2.75,2.92,-0.37,-0.25,-0.12,2021-22,Regular Season
1610612748,MIA,Miami Heat,82,53,29,3.56,4.23,-0.82,5.06,-0.22,-0.23,0.01,2021-22,Regular Season
1610612742,DAL,Dallas Mavericks,82,52,30,2.82,3.12,-2.98,6.1,-0.18,-0.38,0.2,2021-22,Regular Season
1610612755,PHI,Philadelphia 76ers,82,51,31,2.76,2.57,-0.56,3.12,-0.04,0.12,-0.16,2021-22,Regular Season
1610612737,ATL,Atlanta Hawks,82,43,39,2.7,1.55,3.6,-2.05,-0.01,0.28,-0.29,2021-22,Regular Season
1610612766,CHA,Charlotte Hornets,82,43,39,2.18,0.53,5.11,-4.58,0.09,0.4,-0.31,2021-22,Regular Season
1610612761,TOR,Toronto Raptors,82,48,34,1.36,2.37,-1.13,3.5,0.08,0.1,-0.02,2021-22,Regular Season
1610612739,CLE,Cleveland Cavaliers,82,44,38,1.31,2.04,-3.09,5.13,-0.08,-0.27,0.19,2021-22,Regular Season
1610612750,MIN,Minnesota Timberwolves,82,46,36,1.26,2.53,5.46,-2.93,-0.1,0.14,-0.24,2021-22,Regular Season
1610612743,DEN,Denver Nuggets,82,48,34,1.07,2.16,1.98,0.18,-0.15,-0.13,-0.02,2021-22,Regular Season
1610612751,BKN,Brooklyn Nets,82,44,38,0.79,0.82,2.68,-1.86,0.04,0.4,-0.36,2021-22,Regular Season
1610612741,CHI,Chicago Bulls,82,46,36,0.04,-0.37,1.25,-1.62,0.02,0.25,-0.24,2021-22,Regular Season
1610612746,LAC,LA Clippers,82,42,40,-0.27,0.09,-2.38,2.46,0.06,-0.18,0.24,2021-22,Regular Season
1610612740,NOP,New Orleans Pelicans,82,36,46,-0.37,-0.84,-1.46,0.62,0.15,-0.13,0.28,2021-22,Regular Season
1610612752,NYK,New York Knicks,82,37,45,-0.73,-0.01,-4.28,4.27,0.11,-0.14,0.25,2021-22,Regular Season
1610612759,SAS,San Antonio Spurs,82,34,48,-1.22,0.02,2.55,-2.52,-0.1,0.0,-0.1,2021-22,Regular Season
1610612747,LAL,Los Angeles Lakers,82,33,49,-2.35,-3.08,1.43,-4.51,-0.03,-0.05,0.02,2021-22,Regular Season
1610612754,IND,Indiana Pacers,82,25,57,-3.31,-3.26,1.15,-4.41,0.22,0.31,-0.09,2021-22,Regular Season
1610612764,WAS,Washington Wizards,82,35,47,-3.63,-3.23,-1.82,-1.41,0.15,0.17,-0.02,2021-22,Regular Season
1610612758,SAC,Sacramento Kings,82,30,52,-4.37,-5.26,-0.1,-5.16,0.2,0.21,-0.01,2021-22,Regular Season
1610612757,POR,Portland Trail Blazers,82,27,55,-5.97,-8.55,-4.42,-4.13,0.33,-0.04,0.36,2021-22,Regular Season
1610612765,DET,Detroit Pistons,82,23,59,-6.21,-7.35,-5.56,-1.79,0.36,0.23,0.14,2021-22,Regular Season
1610612760,OKC,Oklahoma City Thunder,82,24,58,-6.3,-7.9,-7.11,-0.79,0.2,-0.22,0.43,2021-22,Regular Season
1610612753,ORL,Orlando Magic,82,22,60,-6.66,-7.67,-6.29,-1.37,0.33,0.09,0.24,2021-22,Regular Season
1610612745,HOU,Houston Rockets,82,20,62,-7.61,-8.26,-0.74,-7.51,0.22,0.15,0.07,2021-22,Regular Season
