PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,WPA,WPA_PLAYS,SEASON,SEASON_TYPE
201939,S. Curry,GSW,55.89,948,2023-24,Regular Season
201942,D. DeRozan,CHI,54.57,1172,2023-24,Regular Season
203507,G. Antetokounmpo,MIL,53.83,1350,2023-24,Regular Season
1628973,J. Brunson,NYK,53.61,1211,2023-24,Regular Season
1628983,S. Gilgeous-Alexander,OKC,53.23,1362,2023-24,Regular Season
1629029,L. Dončić,DAL,52.64,1282,2023-24,Regular Season
201142,K. Durant,PHX,49.96,1113,2023-24,Regular Season
203999,N. Jokić,DEN,49.11,1180,2023-24,Regular Season
1630162,A. Edwards,MIN,48.93,1141,2023-24,Regular Season
1628368,D. Fox,SAC,47.37,1031,2023-24,Regular Season
1627749,D. Murray,ATL,46.64,880,2023-24,Regular Season
1631094,P. Banchero,ORL,46.37,1045,2023-24,Regular Season
203076,A. Davis,LAL,45.12,1134,2023-24,Regular Season
2544,L. James,LAL,45.06,988,2023-24,Regular Season
203081,D. Lillard,MIL,44.95,1014,2023-24,Regular Season
1630178,T. Maxey,PHI,44.64,965,2023-24,Regular Season
1628369,J. Tatum,BOS,44.0,1086,2023-24,Regular Season
1626164,D. Booker,PHX,42.87,1047,2023-24,Regular Season
1628969,M. Bridges,BKN,42.61,822,2023-24,Regular Season
1627783,P. Siakam,TOR,41.06,969,2023-24,Regular Season
202331,P. George,LAC,40.91,846,2023-24,Regular Season
202695,K. Leonard,LAC,39.62,862,2023-24,Regular Season
1629632,C. White,CHI,39.45,758,2023-24,Regular Season
1628991,J. Jackson Jr.,MEM,38.13,852,2023-24,Regular Season
1629027,T. Young,ATL,37.94,781,2023-24,Regular Season
1627734,D. Sabonis,SAC,37.85,926,2023-24,Regular Season
202681,K. Irving,DAL,36.74,752,2023-24,Regular Season
1641705,V. Wembanyama,SAS,36.71,843,2023-24,Regular Season
1627759,J. Brown,BOS,35.81,838,2023-24,Regular Season
1628378,D. Mitchell,CLE,35.29,778,2023-24,Regular Season
1630224,J. Green,HOU,35.16,846,2023-24,Regular Season
1628398,K. Kuzma,WAS,34.97,794,2023-24,Regular Season
1630169,T. Haliburton,IND,34.93,694,2023-24,Regular Season
1630595,C. Cunningham,DET,34.79,762,2023-24,Regular Season
202696,N. Vučević,CHI,34.72,692,2023-24,Regular Season
1630560,C. Thomas,BKN,34.71,812,2023-24,Regular Season
202691,K. Thompson,GSW,34.49,617,2023-24,Regular Season
1629627,Z. Williamson,NOP,34.37,970,2023-24,Regular Season
1626157,K. Towns,MIN,34.07,734,2023-24,Regular Season
1631114,J. Williams,OKC,33.61,716,2023-24,Regular Season
1630578,A. Sengun,HOU,33.45,770,2023-24,Regular Season
1628389,B. Adebayo,MIA,33.17,821,2023-24,Regular Season
1628970,M. Bridges,CHA,33.12,733,2023-24,Regular Season
1630532,F. Wagner,ORL,32.97,799,2023-24,Regular Season
202710,J. Butler III,MIA,32.71,790,2023-24,Regular Season
1631096,C. Holmgren,OKC,32.53,723,2023-24,Regular Season
203992,B. Bogdanović,ATL,32.25,622,2023-24,Regular Season
1626167,M. Turner,IND,31.91,721,2023-24,Regular Season
1629012,C. Sexton,UTA,31.55,824,2023-24,Regular Season
1627832,F. VanVleet,HOU,31.18,620,2023-24,Regular Season
1629673,J. Poole,WAS,31.14,682,2023-24,Regular Season
1628386,J. Allen,CLE,30.95,752,2023-24,Regular Season
1627750,J. Murray,DEN,30.9,631,2023-24,Regular Season
1626156,D. Russell,LAL,30.73,651,2023-24,Regular Season
1630559,A. Reaves,LAL,30.57,689,2023-24,Regular Season
1629008,M. Porter Jr.,DEN,30.56,614,2023-24,Regular Season
1628370,M. Monk,SAC,30.54,566,2023-24,Regular Season
1626179,T. Rozier,CHA,30.5,614,2023-24,Regular Season
1628374,L. Markkanen,UTA,30.3,676,2023-24,Regular Season
1630170,D. Vassell,SAS,29.91,659,2023-24,Regular Season
1630567,S. Barnes,TOR,29.8,643,2023-24,Regular Season
1630228,J. Kuminga,GSW,29.48,678,2023-24,Regular Season
203954,J. Embiid,PHI,29.22,849,2023-24,Regular Season
1627742,B. Ingram,NOP,28.96,746,2023-24,Regular Season
203924,J. Grant,POR,28.71,637,2023-24,Regular Season
202699,T. Harris,PHI,28.65,649,2023-24,Regular Season
203471,D. Schröder,TOR,28.62,581,2023-24,Regular Season
1641706,B. Miller,CHA,27.9,618,2023-24,Regular Season
201935,J. Harden,LAC,27.66,654,2023-24,Regular Season
204001,K. Porziņģis,BOS,27.63,647,2023-24,Regular Season
1629014,A. Simons,POR,27.1,523,2023-24,Regular Season
1628978,D. DiVincenzo,NYK,27.02,531,2023-24,Regular Season
1630193,I. Quickley,NYK,26.86,597,2023-24,Regular Season
1628401,D. White,BOS,26.32,524,2023-24,Regular Season
1631093,J. Ivey,DET,26.27,643,2023-24,Regular Season
203497,R. Gobert,MIN,25.75,655,2023-24,Regular Season
1627741,B. Hield,IND,25.63,423,2023-24,Regular Season
203468,C. McCollum,NOP,25.57,599,2023-24,Regular Season
1629628,R. Barrett,NYK,25.48,644,2023-24,Regular Season
1629675,N. Reid,MIN,25.47,514,2023-24,Regular Season
1629636,D. Garland,CLE,25.46,521,2023-24,Regular Season
203501,T. Hardaway Jr.,DAL,25.39,535,2023-24,Regular Season
1631099,K. Murray,SAC,25.19,546,2023-24,Regular Season
