PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_IPM,D_IPM,IPM,POSS,SEASON,SEASON_TYPE
203999,N. Jokić,DEN,3.72,2.12,5.84,10296,2021-22,Regular Season
1628369,J. Tatum,BOS,3.11,1.53,4.64,11118,2021-22,Regular Season
203954,J. Embiid,PHI,2.98,1.56,4.54,9254,2021-22,Regular Season
203507,G. Antetokounmpo,MIL,3.2,1.3,4.5,9404,2021-22,Regular Season
201142,K. Durant,BKN,3.02,1.13,4.15,8703,2021-22,Regular Season
201939,S. Curry,GSW,1.77,2.26,4.03,9291,2021-22,Regular Season
203497,R. Gobert,UTA,0.74,2.9,3.64,8682,2021-22,Regular Season
1629636,D. Garland,CLE,2.44,0.91,3.35,9825,2021-22,Regular Season
101108,C. Paul,PHX,1.5,1.75,3.25,8927,2021-22,Regular Season
201950,J. Holiday,MIL,2.85,0.06,2.91,9303,2021-22,Regular Season
1627780,G. Payton II,GSW,1.04,1.67,2.71,5197,2021-22,Regular Season
1630193,I. Quickley,NYK,1.53,1.14,2.67,7199,2021-22,Regular Season
1628969,M. Bridges,PHX,2.0,0.59,2.59,11980,2021-22,Regular Season
1630631,J. Alvarado,NOP,0.98,1.31,2.29,3470,2021-22,Regular Season
1626149,M. Harrell,CHA,1.56,0.72,2.28,6755,2021-22,Regular Season
1628389,B. Adebayo,MIA,0.43,1.84,2.27,7359,2021-22,Regular Season
201588,G. Hill,MIL,-0.06,2.32,2.26,5243,2021-22,Regular Season
203935,M. Smart,BOS,1.04,1.21,2.25,9478,2021-22,Regular Season
1629057,R. Williams III,BOS,0.13,2.0,2.13,7329,2021-22,Regular Season
1626157,K. Towns,MIN,2.76,-0.63,2.13,10515,2021-22,Regular Season
1626164,D. Booker,PHX,2.39,-0.29,2.1,9922,2021-22,Regular Season
1629634,B. Clarke,MEM,1.11,0.97,2.08,5447,2021-22,Regular Season
1627832,F. VanVleet,TOR,0.83,1.24,2.07,10020,2021-22,Regular Season
201144,M. Conley,UTA,0.7,1.33,2.03,8371,2021-22,Regular Season
202692,A. Burks,NYK,0.78,1.23,2.01,9353,2021-22,Regular Season
1628401,D. White,BOS,-0.05,2.06,2.01,9194,2021-22,Regular Season
202710,J. Butler III,MIA,1.62,0.34,1.96,7789,2021-22,Regular Season
201935,J. Harden,PHI,2.19,-0.23,1.96,10046,2021-22,Regular Season
202355,H. Whiteside,UTA,1.89,0.04,1.93,4798,2021-22,Regular Season
1630217,D. Bane,MEM,1.4,0.52,1.92,9548,2021-22,Regular Season
202681,K. Irving,BKN,2.54,-0.63,1.91,4602,2021-22,Regular Season
201942,D. DeRozan,CHI,2.79,-0.9,1.89,11344,2021-22,Regular Season
1627759,J. Brown,BOS,0.66,1.22,1.88,9102,2021-22,Regular Season
203109,J. Crowder,PHX,0.39,1.46,1.85,7918,2021-22,Regular Season
1628392,I. Hartenstein,LAC,1.29,0.55,1.84,5065,2021-22,Regular Season
1627783,P. Siakam,TOR,1.46,0.3,1.76,10397,2021-22,Regular Season
1629027,T. Young,ATL,3.65,-1.9,1.75,11072,2021-22,Regular Season
1628386,J. Allen,CLE,0.16,1.58,1.74,7329,2021-22,Regular Season
200768,K. Lowry,MIA,0.82,0.91,1.73,8700,2021-22,Regular Season
1629029,L. Dončić,DAL,1.9,-0.18,1.72,9246,2021-22,Regular Season
2544,L. James,LAL,2.1,-0.38,1.72,8764,2021-22,Regular Season
1626145,T. Jones,MEM,0.6,1.03,1.63,6547,2021-22,Regular Season
1628378,D. Mitchell,UTA,2.65,-1.05,1.6,9367,2021-22,Regular Season
1628970,M. Bridges,CHA,1.82,-0.22,1.6,11978,2021-22,Regular Season
202331,P. George,LAC,-1.55,3.12,1.57,4517,2021-22,Regular Season
201143,A. Horford,BOS,0.19,1.37,1.56,8127,2021-22,Regular Season
1628449,C. Boucher,TOR,0.2,1.33,1.53,6865,2021-22,Regular Season
203992,B. Bogdanović,ATL,1.74,-0.25,1.49,7580,2021-22,Regular Season
1629673,J. Poole,GSW,1.82,-0.35,1.47,9501,2021-22,Regular Season
203496,R. Covington,LAC,-0.65,2.11,1.46,8078,2021-22,Regular Season
1629028,D. Ayton,PHX,1.31,0.13,1.44,7182,2021-22,Regular Season
1628976,W. Carter Jr.,ORL,-0.18,1.59,1.41,7755,2021-22,Regular Season
203493,R. Bullock Jr.,DAL,0.36,1.05,1.41,7612,2021-22,Regular Season
1628997,C. Martin,MIA,0.68,0.72,1.4,5579,2021-22,Regular Season
1627751,J. Poeltl,SAS,1.58,-0.21,1.37,8256,2021-22,Regular Season
1627936,A. Caruso,CHI,-0.56,1.91,1.35,4728,2021-22,Regular Season
1627827,D. Finney-Smith,DAL,1.22,0.1,1.32,10504,2021-22,Regular Season
201937,R. Rubio,CLE,-0.76,2.07,1.31,4048,2021-22,Regular Season
203991,C. Capela,ATL,1.1,0.21,1.31,8498,2021-22,Regular Season
1629026,K. Williams,OKC,-0.89,2.2,1.31,4395,2021-22,Regular Season
1630167,O. Toppin,NYK,0.53,0.77,1.3,4944,2021-22,Regular Season
203490,O. Porter Jr.,GSW,0.19,1.11,1.3,5783,2021-22,Regular Season
1628973,J. Brunson,DAL,1.27,0.02,1.29,10079,2021-22,Regular Season
203488,M. Muscala,OKC,0.65,0.62,1.27,2511,2021-22,Regular Season
1627734,D. Sabonis,SAC,0.5,0.77,1.27,8772,2021-22,Regular Season
1629001,D. Melton,MEM,0.08,1.18,1.26,7189,2021-22,Regular Season
1629680,M. Thybulle,PHI,-0.75,1.96,1.21,6799,2021-22,Regular Season
1628991,J. Jackson Jr.,MEM,-0.3,1.49,1.19,9008,2021-22,Regular Season
1627742,B. Ingram,NOP,0.1,1.08,1.18,7651,2021-22,Regular Season
1627749,D. Murray,SAS,0.97,0.21,1.18,10037,2021-22,Regular Season
1629750,J. Green,CHI,0.77,0.4,1.17,6331,2021-22,Regular Season
1628374,L. Markkanen,CLE,1.53,-0.42,1.11,7613,2021-22,Regular Season
2738,A. Iguodala,GSW,-2.47,3.57,1.1,2491,2021-22,Regular Season
1629661,C. Johnson,PHX,0.24,0.85,1.09,7334,2021-22,Regular Season
1630529,H. Jones,NOP,-0.56,1.64,1.08,9612,2021-22,Regular Season
203500,S. Adams,MEM,1.4,-0.32,1.08,8353,2021-22,Regular Season
1626167,M. Turner,IND,-0.35,1.41,1.06,5029,2021-22,Regular Season
203903,J. Clarkson,UTA,1.29,-0.26,1.03,8808,2021-22,Regular Season
1626172,K. Looney,GSW,-0.36,1.37,1.01,7192,2021-22,Regular Season
1628379,L. Kennard,LAC,-0.5,1.51,1.01,7892,2021-22,Regular Season
1629622,M. Strus,MIA,1.35,-0.35,1.0,6388,2021-22,Regular Season
204001,K. Porziņģis,WAS,0.47,0.52,0.99,5998,2021-22,Regular Season
1626171,B. Portis,MIL,0.79,0.15,0.94,8507,2021-22,Regular Season
