PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_IPM,D_IPM,IPM,POSS,SEASON,SEASON_TYPE
203507,G. Antetokounmpo,MIL,2.3,3.2,5.5,8562,2019-20,Regular Season
202695,K. Leonard,LAC,3.14,2.36,5.5,7777,2019-20,Regular Season
201935,J. Harden,HOU,3.58,1.16,4.74,10764,2019-20,Regular Season
2544,L. James,LAL,2.09,2.18,4.27,9811,2019-20,Regular Season
101108,C. Paul,OKC,3.41,0.28,3.69,9149,2019-20,Regular Season
1628369,J. Tatum,BOS,1.6,1.79,3.39,9510,2019-20,Regular Season
1629130,D. Robinson,MIA,2.31,0.86,3.17,8932,2019-20,Regular Season
203081,D. Lillard,POR,4.15,-1.35,2.8,10670,2019-20,Regular Season
203497,R. Gobert,UTA,0.38,2.27,2.65,9682,2019-20,Regular Season
203114,K. Middleton,MIL,1.71,0.73,2.44,8235,2019-20,Regular Season
201588,G. Hill,MIL,2.12,0.32,2.44,5523,2019-20,Regular Season
202710,J. Butler III,MIA,1.64,0.76,2.4,8064,2019-20,Regular Season
1626174,C. Wood,DET,1.48,0.89,2.37,5502,2019-20,Regular Season
1627783,P. Siakam,TOR,0.77,1.55,2.32,9014,2019-20,Regular Season
1627936,A. Caruso,LAL,0.26,2.02,2.28,5022,2019-20,Regular Season
1628978,D. DiVincenzo,MIL,0.53,1.69,2.22,6749,2019-20,Regular Season
203999,N. Jokić,DEN,1.81,0.39,2.2,9452,2019-20,Regular Season
1629029,L. Dončić,DAL,2.99,-0.85,2.14,8646,2019-20,Regular Season
203076,A. Davis,LAL,0.81,1.28,2.09,9182,2019-20,Regular Season
201976,P. Beverley,LAC,0.37,1.72,2.09,5687,2019-20,Regular Season
200768,K. Lowry,TOR,0.89,1.19,2.08,8961,2019-20,Regular Season
202331,P. George,LAC,1.57,0.41,1.98,6039,2019-20,Regular Season
204060,J. Ingles,UTA,0.67,1.27,1.94,8868,2019-20,Regular Season
203954,J. Embiid,PHI,-0.04,1.97,1.93,6327,2019-20,Regular Season
201188,M. Gasol,TOR,-0.64,2.52,1.88,4917,2019-20,Regular Season
1626164,D. Booker,PHX,3.39,-1.53,1.86,10778,2019-20,Regular Season
201937,R. Rubio,PHX,0.74,1.11,1.85,8725,2019-20,Regular Season
1627751,J. Poeltl,SAS,1.23,0.58,1.81,5045,2019-20,Regular Season
200794,P. Millsap,DEN,0.71,1.09,1.8,5027,2019-20,Regular Season
1629001,D. Melton,MEM,0.64,1.11,1.75,5126,2019-20,Regular Season
202330,G. Hayward,BOS,1.3,0.41,1.71,7415,2019-20,Regular Season
1628389,B. Adebayo,MIA,0.65,1.03,1.68,9931,2019-20,Regular Season
201988,P. Mills,SAS,1.95,-0.29,1.66,6422,2019-20,Regular Season
202696,N. Vučević,ORL,1.0,0.65,1.65,8325,2019-20,Regular Season
1626149,M. Harrell,LAC,0.94,0.65,1.59,7640,2019-20,Regular Season
203471,D. Schröder,OKC,-0.15,1.74,1.59,8438,2019-20,Regular Season
202339,E. Bledsoe,MIL,0.69,0.89,1.58,7397,2019-20,Regular Season
1627826,I. Zubac,LAC,0.18,1.4,1.58,5587,2019-20,Regular Season
1628969,M. Bridges,PHX,0.31,1.24,1.55,8775,2019-20,Regular Season
1626220,R. O'Neale,UTA,0.48,1.05,1.53,8532,2019-20,Regular Season
201568,D. Gallinari,OKC,2.92,-1.42,1.5,7574,2019-20,Regular Season
1626157,K. Towns,MIN,3.09,-1.61,1.48,5189,2019-20,Regular Season
203933,T. Warren,IND,0.99,0.48,1.47,9117,2019-20,Regular Season
1627885,S. Harrison,CHI,-0.02,1.46,1.44,2023,2019-20,Regular Season
202324,D. Favors,NOP,0.46,0.96,1.42,5426,2019-20,Regular Season
1629011,M. Robinson,NYK,0.48,0.92,1.4,5907,2019-20,Regular Season
203496,R. Covington,HOU,-0.14,1.52,1.38,9266,2019-20,Regular Season
203939,D. Powell,DAL,0.8,0.53,1.33,4361,2019-20,Regular Season
1628384,O. Anunoby,TOR,0.19,1.12,1.31,8773,2019-20,Regular Season
1629056,T. Davis,TOR,1.02,0.24,1.26,5151,2019-20,Regular Season
201143,A. Horford,PHI,0.44,0.81,1.25,8469,2019-20,Regular Season
203115,W. Barton,DEN,0.43,0.8,1.23,7854,2019-20,Regular Season
204001,K. Porziņģis,DAL,0.57,0.65,1.22,7687,2019-20,Regular Season
1628386,J. Allen,BKN,0.54,0.66,1.2,7885,2019-20,Regular Season
1627827,D. Finney-Smith,DAL,0.91,0.28,1.19,8852,2019-20,Regular Season
201572,B. Lopez,MIL,-0.68,1.85,1.17,8054,2019-20,Regular Season
1627750,J. Murray,DEN,1.01,0.12,1.13,7728,2019-20,Regular Season
1627739,K. Dunn,CHI,-1.03,2.16,1.13,5306,2019-20,Regular Season
1628973,J. Brunson,DAL,0.43,0.69,1.12,4257,2019-20,Regular Season
202083,W. Matthews,MIL,-0.94,2.06,1.12,7270,2019-20,Regular Season
1626158,R. Holmes,SAC,0.44,0.64,1.08,5096,2019-20,Regular Season
203935,M. Smart,BOS,-0.13,1.2,1.07,8141,2019-20,Regular Season
202685,J. Valančiūnas,MEM,-0.02,1.05,1.03,7933,2019-20,Regular Season
202355,H. Whiteside,POR,0.44,0.59,1.03,8515,2019-20,Regular Season
203501,T. Hardaway Jr.,DAL,1.61,-0.61,1.0,8893,2019-20,Regular Season
1629640,K. Johnson,SAS,0.82,0.17,0.99,1335,2019-20,Regular Season
203500,S. Adams,OKC,0.47,0.51,0.98,6926,2019-20,Regular Season
202722,D. Bertans,WAS,2.06,-1.08,0.98,6991,2019-20,Regular Season
203118,M. Scott,PHI,0.81,0.15,0.96,5052,2019-20,Regular Season
1627832,F. VanVleet,TOR,0.15,0.81,0.96,8127,2019-20,Regular Season
1629185,C. Chiozza,BKN,-0.27,1.22,0.95,1749,2019-20,Regular Season
202689,K. Walker,BOS,2.07,-1.12,0.95,7308,2019-20,Regular Season
202699,T. Harris,PHI,0.41,0.53,0.94,10237,2019-20,Regular Season
1627734,D. Sabonis,IND,0.57,0.37,0.94,8888,2019-20,Regular Season
203463,B. McLemore,HOU,1.68,-0.76,0.92,7092,2019-20,Regular Season
1628371,J. Isaac,ORL,-0.89,1.76,0.87,4064,2019-20,Regular Season
1628449,C. Boucher,TOR,0.36,0.5,0.86,3484,2019-20,Regular Season
1629067,I. Bonga,WAS,-0.94,1.78,0.84,5356,2019-20,Regular Season
202683,E. Freedom,BOS,0.24,0.59,0.83,4188,2019-20,Regular Season
1628983,S. Gilgeous-Alexander,OKC,0.9,-0.1,0.8,10096,2019-20,Regular Season
1626166,C. Payne,PHX,0.39,0.4,0.79,782,2019-20,Regular Season
1629057,R. Williams III,BOS,0.57,0.21,0.78,1640,2019-20,Regular Season
202704,R. Jackson,LAC,0.64,0.13,0.77,3065,2019-20,Regular Season
1628464,D. Theis,BOS,-0.67,1.42,0.75,6510,2019-20,Regular Season
1627732,B. Simmons,PHI,-0.13,0.86,0.73,8521,2019-20,Regular Season
1629634,B. Clarke,MEM,0.56,0.16,0.72,5728,2019-20,Regular Season
202357,N. Bjelica,SAC,0.8,-0.09,0.71,8295,2019-20,Regular Season
201950,J. Holiday,NOP,0.07,0.64,0.71,9259,2019-20,Regular Season
1629027,T. Young,ATL,2.99,-2.29,0.7,9383,2019-20,Regular Season
202709,C. Joseph,SAC,-0.49,1.18,0.69,7280,2019-20,Regular Season
201942,D. DeRozan,SAS,1.7,-1.03,0.67,9756,2019-20,Regular Season
203487,M. Carter-Williams,ORL,0.42,0.25,0.67,3483,2019-20,Regular Season
1628401,D. White,SAS,0.3,0.36,0.66,7184,2019-20,Regular Season
1629627,Z. Williamson,NOP,0.82,-0.17,0.65,2975,2019-20,Regular Season
202694,M. Morris Sr.,LAC,0.86,-0.27,0.59,7992,2019-20,Regular Season
203145,K. Bazemore,SAC,-1.81,2.4,0.59,7239,2019-20,Regular Season
201580,J. McGee,LAL,-0.49,1.07,0.58,4825,2019-20,Regular Season
202681,K. Irving,BKN,1.46,-0.9,0.56,2880,2019-20,Regular Season
1628988,A. Holiday,IND,0.27,0.28,0.55,6760,2019-20,Regular Season
203468,C. McCollum,POR,1.68,-1.13,0.55,10878,2019-20,Regular Season
2730,D. Howard,LAL,0.25,0.27,0.52,5431,2019-20,Regular Season
201980,D. Green,LAL,-0.07,0.57,0.5,7241,2019-20,Regular Season
203457,N. Noel,OKC,-1.1,1.56,0.46,4681,2019-20,Regular Season
1627814,D. Lee,GSW,0.0,0.44,0.44,6063,2019-20,Regular Season
1628381,J. Collins,ATL,0.07,0.31,0.38,5925,2019-20,Regular Season
1626204,L. Nance Jr.,CLE,-0.01,0.38,0.37,6097,2019-20,Regular Season
1628021,D. Nwaba,BKN,-0.82,1.19,0.37,1168,2019-20,Regular Season
1629680,M. Thybulle,PHI,-0.64,1.01,0.37,5444,2019-20,Regular Season
201571,D. Augustin,ORL,-0.42,0.77,0.35,5909,2019-20,Regular Season
201609,G. Dragic,MIA,0.98,-0.64,0.34,6978,2019-20,Regular Season
1628984,D. Graham,CHA,1.23,-0.91,0.32,8944,2019-20,Regular Season
203521,M. Dellavedova,CLE,-0.78,1.1,0.32,3417,2019-20,Regular Season
1629726,G. Mathews,WAS,0.16,0.15,0.31,980,2019-20,Regular Season
203200,J. Holiday,IND,-0.25,0.54,0.29,7757,2019-20,Regular Season
1628420,M. Morris,DEN,0.36,-0.07,0.29,6792,2019-20,Regular Season
204456,T. McConnell,IND,0.32,-0.04,0.28,5667,2019-20,Regular Season
203926,D. McDermott,IND,0.29,-0.01,0.28,5855,2019-20,Regular Season
203915,S. Dinwiddie,BKN,1.19,-0.94,0.25,8510,2019-20,Regular Season
203482,K. Olynyk,MIA,0.17,0.07,0.24,5503,2019-20,Regular Season
203089,J. Henson,DET,-0.98,1.22,0.24,2490,2019-20,Regular Season
1629028,D. Ayton,PHX,-0.14,0.38,0.24,5268,2019-20,Regular Season
1628975,J. Carter,PHX,-0.51,0.74,0.23,4026,2019-20,Regular Season
