PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_RAPM,D_RAPM,RAPM,POSS,SEASON,SEASON_TYPE
201142,K. Durant,BKN,5.9,1.59,7.49,16640,2020-21,Regular Season
202695,K. Leonard,LAC,5.5,1.95,7.45,23554,2020-21,Regular Season
203497,R. Gobert,UTA,1.96,5.05,7.01,29742,2020-21,Regular Season
2544,L. James,LAL,3.59,3.29,6.88,24542,2020-21,Regular Season
203507,G. Antetokounmpo,MIL,2.45,4.27,6.72,27591,2020-21,Regular Season
202331,P. George,LAC,3.12,2.85,5.97,25838,2020-21,Regular Season
203954,J. Embiid,PHI,2.76,2.89,5.65,22243,2020-21,Regular Season
101108,C. Paul,PHX,3.54,1.96,5.5,25836,2020-21,Regular Season
1627783,P. Siakam,TOR,3.14,2.22,5.36,28069,2020-21,Regular Season
203991,C. Capela,ATL,1.33,4.02,5.35,22603,2020-21,Regular Season
1628369,J. Tatum,BOS,3.44,1.65,5.09,29311,2020-21,Regular Season
1627936,A. Caruso,LAL,1.19,3.89,5.08,12333,2020-21,Regular Season
201935,J. Harden,BKN,4.71,0.1,4.81,29243,2020-21,Regular Season
201939,S. Curry,GSW,4.85,-0.11,4.74,20269,2020-21,Regular Season
1629130,D. Robinson,MIA,2.66,1.98,4.64,18776,2020-21,Regular Season
201588,G. Hill,PHI,2.76,1.41,4.17,13760,2020-21,Regular Season
203110,D. Green,GSW,2.35,1.81,4.16,22697,2020-21,Regular Season
1626220,R. O'Neale,UTA,2.28,1.84,4.12,24887,2020-21,Regular Season
201980,D. Green,PHI,2.79,1.24,4.03,24710,2020-21,Regular Season
202330,G. Hayward,CHA,2.34,1.66,4.0,21598,2020-21,Regular Season
202710,J. Butler III,MIA,2.4,1.58,3.98,24468,2020-21,Regular Season
203081,D. Lillard,POR,5.88,-1.91,3.97,32852,2020-21,Regular Season
1627750,J. Murray,DEN,2.89,1.05,3.94,24739,2020-21,Regular Season
1626161,W. Cauley-Stein,DAL,-0.26,4.09,3.83,17920,2020-21,Regular Season
200794,P. Millsap,DEN,1.27,2.55,3.82,17555,2020-21,Regular Season
201144,M. Conley,UTA,1.64,2.1,3.74,21448,2020-21,Regular Season
201950,J. Holiday,MIL,2.8,0.86,3.66,27996,2020-21,Regular Season
1627827,D. Finney-Smith,DAL,2.29,1.32,3.61,25048,2020-21,Regular Season
201976,P. Beverley,LAC,1.53,2.06,3.59,18155,2020-21,Regular Season
1628401,D. White,SAS,1.65,1.92,3.57,18652,2020-21,Regular Season
1627751,J. Poeltl,SAS,1.91,1.65,3.56,18001,2020-21,Regular Season
203468,C. McCollum,POR,3.55,-0.04,3.51,27641,2020-21,Regular Season
202704,R. Jackson,LAC,2.57,0.93,3.5,18784,2020-21,Regular Season
204060,J. Ingles,UTA,1.53,1.95,3.48,27559,2020-21,Regular Season
1626157,K. Towns,MIN,4.49,-1.06,3.43,23186,2020-21,Regular Season
203999,N. Jokić,DEN,4.02,-0.59,3.43,29924,2020-21,Regular Season
203496,R. Covington,POR,1.44,1.98,3.42,23735,2020-21,Regular Season
1628415,D. Brooks,MEM,1.98,1.4,3.38,18979,2020-21,Regular Season
1630193,I. Quickley,NYK,2.59,0.65,3.24,4987,2020-21,Regular Season
203932,A. Gordon,DEN,1.46,1.69,3.15,24947,2020-21,Regular Season
1626164,D. Booker,PHX,5.16,-2.07,3.09,29685,2020-21,Regular Season
1628408,P. Dozier,DEN,0.31,2.7,3.01,6461,2020-21,Regular Season
1629001,D. Melton,MEM,1.38,1.55,2.93,13788,2020-21,Regular Season
203994,J. Nurkić,POR,0.35,2.57,2.92,13211,2020-21,Regular Season
201988,P. Mills,SAS,1.96,0.94,2.9,21666,2020-21,Regular Season
1626166,C. Payne,PHX,2.64,0.21,2.85,8225,2020-21,Regular Season
1628969,M. Bridges,PHX,1.26,1.54,2.8,28662,2020-21,Regular Season
1629627,Z. Williamson,NOP,3.07,-0.29,2.78,11617,2020-21,Regular Season
202722,D. Bertans,WAS,3.59,-0.83,2.76,20332,2020-21,Regular Season
1629680,M. Thybulle,PHI,0.89,1.87,2.76,10904,2020-21,Regular Season
202339,E. Bledsoe,NOP,2.09,0.59,2.68,26262,2020-21,Regular Season
201188,M. Gasol,LAL,-0.53,3.2,2.67,18910,2020-21,Regular Season
201568,D. Gallinari,ATL,3.45,-0.78,2.67,21216,2020-21,Regular Season
1626174,C. Wood,HOU,1.35,1.29,2.64,12303,2020-21,Regular Season
1626167,M. Turner,IND,-0.29,2.89,2.6,22335,2020-21,Regular Season
1628449,C. Boucher,TOR,3.11,-0.52,2.59,10273,2020-21,Regular Season
1628978,D. DiVincenzo,MIL,2.33,0.21,2.54,16441,2020-21,Regular Season
202689,K. Walker,BOS,3.07,-0.57,2.5,24930,2020-21,Regular Season
201572,B. Lopez,MIL,0.96,1.49,2.45,26402,2020-21,Regular Season
203471,D. Schröder,LAL,1.24,1.2,2.44,26644,2020-21,Regular Season
201143,A. Horford,OKC,0.21,2.23,2.44,19986,2020-21,Regular Season
203925,J. Harris,BKN,2.23,0.17,2.4,28014,2020-21,Regular Season
1626158,R. Holmes,SAC,1.22,1.18,2.4,17601,2020-21,Regular Season
202681,K. Irving,BKN,3.09,-0.7,2.39,20325,2020-21,Regular Season
1629185,C. Chiozza,BKN,-0.09,2.48,2.39,2852,2020-21,Regular Season
1628381,J. Collins,ATL,1.76,0.62,2.38,21615,2020-21,Regular Season
1629103,K. Martin,IND,-0.05,2.42,2.37,3578,2020-21,Regular Season
201152,T. Young,CHI,1.88,0.46,2.34,23770,2020-21,Regular Season
