PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_IPM,D_IPM,IPM,POSS,SEASON,SEASON_TYPE
201939,S. Curry,GSW,5.76,-0.15,5.61,7140,2017-18,Regular Season
101108,C. Paul,HOU,4.16,0.74,4.9,7501,2017-18,Regular Season
201935,J. Harden,HOU,4.39,-0.01,4.38,10492,2017-18,Regular Season
203081,D. Lillard,POR,3.34,0.72,4.06,11083,2017-18,Regular Season
203496,R. Covington,PHI,0.9,3.12,4.02,10656,2017-18,Regular Season
203076,A. Davis,NOP,0.79,3.14,3.93,11651,2017-18,Regular Season
203506,V. Oladipo,IND,1.72,1.97,3.69,10409,2017-18,Regular Season
202710,J. Butler III,MIN,2.35,1.33,3.68,8661,2017-18,Regular Season
1626157,K. Towns,MIN,3.25,0.1,3.35,11743,2017-18,Regular Season
203954,J. Embiid,PHI,1.43,1.84,3.27,7930,2017-18,Regular Season
203490,O. Porter Jr.,WAS,1.97,1.3,3.27,9885,2017-18,Regular Season
203507,G. Antetokounmpo,MIL,1.81,1.42,3.23,11166,2017-18,Regular Season
2544,L. James,CLE,4.23,-1.02,3.21,12540,2017-18,Regular Season
203999,N. Jokić,DEN,2.38,0.78,3.16,9895,2017-18,Regular Season
200768,K. Lowry,TOR,1.7,1.17,2.87,10432,2017-18,Regular Season
201569,E. Gordon,HOU,2.48,0.32,2.8,8969,2017-18,Regular Season
202689,K. Walker,CHA,2.7,-0.05,2.65,11407,2017-18,Regular Season
200746,L. Aldridge,SAS,1.76,0.85,2.61,9921,2017-18,Regular Season
1626145,T. Jones,MIN,1.45,1.14,2.59,5880,2017-18,Regular Season
201142,K. Durant,GSW,3.37,-0.83,2.54,9910,2017-18,Regular Season
201566,R. Westbrook,OKC,1.81,0.69,2.5,12148,2017-18,Regular Season
1627832,F. VanVleet,TOR,0.4,2.06,2.46,6196,2017-18,Regular Season
1627732,B. Simmons,PHI,1.04,1.41,2.45,11574,2017-18,Regular Season
203497,R. Gobert,UTA,-0.38,2.77,2.39,7416,2017-18,Regular Season
201950,J. Holiday,NOP,1.81,0.51,2.32,12465,2017-18,Regular Season
202703,N. Mirotic,NOP,1.51,0.69,2.2,6393,2017-18,Regular Season
201143,A. Horford,BOS,0.87,1.12,1.99,9188,2017-18,Regular Season
1628369,J. Tatum,BOS,0.33,1.65,1.98,9871,2017-18,Regular Season
201936,T. Evans,MEM,1.61,0.34,1.95,6386,2017-18,Regular Season
2594,K. Korver,CLE,1.39,0.55,1.94,6585,2017-18,Regular Season
1628378,D. Mitchell,UTA,0.83,1.1,1.93,10716,2017-18,Regular Season
202681,K. Irving,BOS,2.42,-0.58,1.84,7908,2017-18,Regular Season
203482,K. Olynyk,MIA,1.74,0.02,1.76,7115,2017-18,Regular Season
1627783,P. Siakam,TOR,1.01,0.61,1.62,6845,2017-18,Regular Season
201942,D. DeRozan,TOR,2.99,-1.37,1.62,11306,2017-18,Regular Season
202339,E. Bledsoe,MIL,1.28,0.33,1.61,9520,2017-18,Regular Season
203110,D. Green,GSW,0.24,1.37,1.61,9713,2017-18,Regular Season
203937,K. Anderson,SAS,-0.13,1.72,1.59,7924,2017-18,Regular Season
1628395,J. Bell,GSW,0.83,0.76,1.59,3403,2017-18,Regular Season
202691,K. Thompson,GSW,1.14,0.44,1.58,10512,2017-18,Regular Season
2403,Nene,HOU,0.51,1.04,1.55,3200,2017-18,Regular Season
1626220,R. O'Neale,UTA,-0.1,1.58,1.48,4648,2017-18,Regular Season
203991,C. Capela,HOU,0.48,0.95,1.43,8290,2017-18,Regular Season
1626149,M. Harrell,LAC,1.56,-0.17,1.39,5462,2017-18,Regular Season
1626204,L. Nance Jr.,CLE,-0.5,1.87,1.37,5970,2017-18,Regular Season
204001,K. Porziņģis,NYK,-0.13,1.5,1.37,6358,2017-18,Regular Season
203460,A. Roberson,OKC,-1.2,2.55,1.35,4158,2017-18,Regular Season
204060,J. Ingles,UTA,0.73,0.61,1.34,10431,2017-18,Regular Season
203939,D. Powell,DAL,0.44,0.89,1.33,6696,2017-18,Regular Season
201954,D. Collison,IND,1.94,-0.61,1.33,8200,2017-18,Regular Season
1626257,S. Mejri,DAL,-0.03,1.36,1.33,2900,2017-18,Regular Season
203500,S. Adams,OKC,1.09,0.23,1.32,10272,2017-18,Regular Season
1627759,J. Brown,BOS,-0.03,1.34,1.31,8782,2017-18,Regular Season
1627812,Y. Ferrell,DAL,-0.35,1.65,1.3,9153,2017-18,Regular Season
1628384,O. Anunoby,TOR,0.24,1.04,1.28,6123,2017-18,Regular Season
201567,K. Love,CLE,1.64,-0.41,1.23,6764,2017-18,Regular Season
202329,A. Aminu,POR,0.17,1.04,1.21,8559,2017-18,Regular Season
1627749,D. Murray,SAS,-1.46,2.62,1.16,6997,2017-18,Regular Season
