TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,FTA_RATE_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,SEASON_TYPE
1610612737,Atlanta Hawks,82,41,41,0.5,48.4,44.6,92.4,0.483,10.8,30.5,0.352,18.5,22.6,0.818,11.2,33.2,44.4,25.0,12.9,7.1,4.9,5.0,18.8,19.7,118.4,0.3,1,17,17,17,8,1,3,9,26,28,21,16,20,3,9,12,10,18,3,18,12,21,6,19,3,18,113.9,115.5,113.6,115.4,0.3,0.1,0.56,1.93,17.6,0.289,0.717,0.5,0.126,0.541,0.579,103.1,101.56,84.63,8407,0.5,7,22,19,28,6,22,11,18,16,3,19,19,6,17,0.244,0.552,0.257,0.138,0.283,26,22,8,16,18,Regular Season
1610612738,Boston Celtics,82,57,25,0.695,48.7,42.2,88.8,0.475,16.0,42.6,0.377,17.5,21.6,0.812,9.7,35.6,45.3,26.7,13.4,6.4,5.2,3.9,18.8,19.1,117.9,6.5,1,2,2,2,1,13,15,14,2,2,6,24,28,4,20,3,7,7,7,27,6,4,7,25,4,1,115.7,117.3,108.8,110.6,7.0,6.7,0.632,2.0,19.1,0.255,0.746,0.506,0.133,0.566,0.6,100.6,99.15,82.63,8247,0.534,2,2,1,5,4,5,27,1,9,7,4,5,20,1,0.243,0.528,0.234,0.126,0.254,27,3,3,26,1,Regular Season
1610612739,Cleveland Cavaliers,82,51,31,0.622,48.5,41.6,85.2,0.488,11.6,31.6,0.367,17.5,22.5,0.78,9.7,31.4,41.1,24.9,13.3,7.1,4.7,4.4,19.0,20.4,112.3,5.4,1,5,5,5,5,20,27,5,19,24,12,23,21,19,22,25,25,19,6,15,14,13,9,10,25,2,113.7,115.5,107.7,109.9,6.0,5.6,0.6,1.87,18.6,0.273,0.715,0.496,0.137,0.556,0.59,98.0,96.27,80.23,7972,0.531,8,1,2,17,10,11,20,20,20,12,9,9,30,2,0.264,0.535,0.268,0.161,0.285,16,6,16,4,20,Regular Season
1610612740,New Orleans Pelicans,82,42,40,0.512,48.4,42.0,87.6,0.48,11.0,30.1,0.364,19.3,24.4,0.793,10.6,33.1,43.7,25.9,14.6,8.3,4.1,4.7,20.5,20.4,114.4,1.9,1,15,15,15,8,16,17,11,23,29,15,8,10,11,13,13,13,11,21,2,24,17,20,12,15,10,111.8,113.8,109.9,112.0,1.9,1.9,0.616,1.77,18.5,0.29,0.732,0.512,0.145,0.543,0.582,101.4,99.58,82.98,8239,0.514,20,6,10,10,19,12,9,5,5,20,17,16,16,8,0.279,0.543,0.272,0.149,0.268,10,16,18,7,5,Regular Season
1610612741,Chicago Bulls,82,40,42,0.488,48.5,42.5,86.8,0.49,10.4,28.9,0.361,17.6,21.8,0.809,8.5,33.9,42.4,24.5,13.4,7.9,4.5,4.7,18.9,18.7,113.1,1.3,1,19,19,19,4,11,21,4,30,30,16,21,26,5,28,9,22,20,8,7,19,18,8,27,22,13,111.7,112.8,109.4,111.5,2.3,1.3,0.575,1.83,18.1,0.236,0.736,0.493,0.133,0.55,0.587,100.6,99.18,82.65,8225,0.512,24,5,13,23,14,17,28,3,22,8,12,12,18,9,0.251,0.544,0.253,0.15,0.264,24,17,5,6,3,Regular Season
1610612742,Dallas Mavericks,82,38,44,0.463,48.6,40.0,84.3,0.475,15.2,41.0,0.371,19.0,25.1,0.755,7.6,31.2,38.8,22.9,12.2,6.3,3.7,3.8,20.7,21.8,114.2,0.1,1,21,21,21,3,28,29,15,3,3,8,12,6,23,30,27,30,28,2,29,28,2,23,1,16,19,114.3,115.9,114.0,116.1,0.3,-0.2,0.573,1.88,17.4,0.226,0.717,0.471,0.124,0.565,0.599,98.8,97.21,81.01,8082,0.487,6,25,20,25,8,24,30,17,30,2,5,6,28,23,0.298,0.549,0.29,0.133,0.283,3,20,27,22,17,Regular Season
1610612743,Denver Nuggets,82,53,29,0.646,48.2,43.6,86.4,0.504,11.8,31.2,0.379,16.8,22.4,0.751,10.1,32.9,43.0,28.9,14.5,7.5,4.5,4.2,18.6,19.5,115.8,3.3,1,4,4,4,25,3,22,1,18,25,4,27,24,26,17,15,19,2,20,11,20,10,4,23,12,6,115.0,116.8,111.7,113.5,3.3,3.3,0.663,1.99,20.5,0.289,0.727,0.514,0.147,0.573,0.601,100.3,98.74,82.28,8129,0.525,5,15,6,2,5,1,12,11,4,23,1,3,24,3,0.259,0.543,0.26,0.136,0.273,20,15,10,18,11,Regular Season
1610612744,Golden State Warriors,82,44,38,0.537,48.4,43.1,90.2,0.479,16.6,43.2,0.385,16.0,20.2,0.794,10.5,34.1,44.6,29.8,16.3,7.2,4.0,4.0,21.4,18.4,118.9,1.8,1,11,11,11,12,5,8,12,1,1,2,29,30,9,14,7,8,1,30,14,25,6,28,30,2,11,113.5,115.1,111.4,113.4,2.1,1.7,0.691,1.83,20.4,0.277,0.719,0.502,0.158,0.571,0.6,104.2,102.54,85.45,8472,0.51,10,14,11,1,13,2,16,16,14,29,3,4,1,12,0.224,0.54,0.278,0.138,0.281,30,10,23,17,16,Regular Season
1610612745,Houston Rockets,82,22,60,0.268,48.2,40.6,88.9,0.457,10.4,31.9,0.327,19.1,25.3,0.754,13.4,32.9,46.3,22.4,16.2,7.3,4.6,6.2,20.5,20.6,110.7,-7.9,1,28,28,28,25,25,14,28,29,22,30,10,4,25,1,17,4,30,29,13,18,30,21,6,28,28,107.7,110.5,116.9,118.6,-9.2,-8.1,0.551,1.38,16.0,0.344,0.729,0.53,0.162,0.516,0.554,101.8,99.74,83.11,8220,0.457,27,29,29,29,30,30,1,9,1,30,30,29,14,28,0.285,0.564,0.275,0.132,0.271,7,28,19,23,9,Regular Season
1610612746,LA Clippers,82,44,38,0.537,48.4,41.1,86.1,0.477,12.7,33.3,0.381,18.7,23.9,0.781,9.8,33.4,43.2,23.9,14.2,7.1,4.4,4.2,19.5,19.6,113.6,0.5,1,11,11,11,12,23,24,13,10,14,3,15,11,18,19,11,17,24,18,18,21,10,10,21,18,17,112.4,114.0,112.0,113.6,0.3,0.5,0.581,1.68,17.5,0.273,0.731,0.505,0.143,0.551,0.588,100.2,98.84,82.37,8168,0.498,17,17,17,21,26,23,21,7,11,18,11,11,21,18,0.278,0.543,0.253,0.13,0.269,11,14,6,24,7,Regular Season
