TEAM_ID,TEAM_NAME,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,SEASON_TYPE
1610612737,Atlanta Hawks,3462.0,3780,2272,1508,1005,24,712,1614,197,203,400,0.493,0.508,122,593,715,0.171,0.829,Regular Season
1610612738,Boston Celtics,3439.0,3752,2260,1492,1054,62,771,1837,224,219,443,0.506,0.494,123,587,710,0.173,0.827,Regular Season
1610612751,Brooklyn Nets,3462.0,3942,2422,1520,948,47,712,1697,199,197,396,0.503,0.497,94,668,762,0.123,0.877,Regular Season
1610612766,Charlotte Hornets,3443.0,3780,2069,1711,1100,55,582,1363,243,200,443,0.549,0.451,109,602,711,0.153,0.847,Regular Season
1610612741,Chicago Bulls,3458.0,3989,2469,1520,926,44,745,1699,213,205,418,0.51,0.49,122,584,706,0.173,0.827,Regular Season
1610612739,Cleveland Cavaliers,3460.0,3656,2316,1340,1011,31,660,1474,256,225,481,0.532,0.468,114,482,596,0.191,0.809,Regular Season
1610612742,Dallas Mavericks,3429.0,3775,2265,1510,870,40,851,1974,204,196,400,0.51,0.49,91,621,712,0.128,0.872,Regular Season
1610612743,Denver Nuggets,3467.0,3358,1863,1495,1122,25,666,1527,212,213,425,0.499,0.501,159,445,604,0.263,0.737,Regular Season
1610612765,Detroit Pistons,3457.0,3665,2277,1388,966,40,694,1614,229,205,434,0.528,0.472,114,544,658,0.173,0.827,Regular Season
1610612744,Golden State Warriors,3442.0,4000,2418,1582,1121,48,827,2018,228,208,436,0.523,0.477,59,705,765,0.077,0.922,Regular Season
1610612745,Houston Rockets,3433.0,3598,2128,1470,988,47,520,1242,224,225,449,0.499,0.501,111,578,689,0.161,0.839,Regular Season
1610612754,Indiana Pacers,3473.0,3840,2471,1369,1211,22,754,1740,207,231,438,0.473,0.527,100,534,634,0.158,0.842,Regular Season
1610612746,LA Clippers,3432.0,3687,2243,1444,920,35,728,1658,235,185,420,0.56,0.44,131,553,684,0.192,0.808,Regular Season
1610612747,Los Angeles Lakers,3469.0,3638,2285,1353,1049,87,573,1304,213,230,443,0.481,0.519,156,546,702,0.222,0.778,Regular Season
1610612763,Memphis Grizzlies,3465.0,4072,2463,1609,1172,16,733,1595,184,218,402,0.458,0.542,137,608,746,0.184,0.815,Regular Season
1610612748,Miami Heat,3459.0,3661,1891,1770,1131,69,753,1812,207,232,439,0.472,0.528,104,752,856,0.121,0.879,Regular Season
1610612749,Milwaukee Bucks,3425.0,4482,2652,1830,1094,29,631,1488,276,217,493,0.56,0.44,123,557,680,0.181,0.819,Regular Season
1610612750,Minnesota Timberwolves,3470.0,3918,2447,1471,1128,25,652,1530,235,259,494,0.476,0.524,79,443,522,0.151,0.849,Regular Season
1610612740,New Orleans Pelicans,3459.0,4012,2263,1749,976,37,684,1518,225,231,456,0.493,0.507,165,470,635,0.26,0.74,Regular Season
1610612752,New York Knicks,3467.0,3681,2114,1567,987,16,737,1626,212,203,415,0.511,0.489,111,636,747,0.149,0.851,Regular Season
