TEAM_ID,TEAM_NAME,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,SEASON_TYPE
1610612760,Oklahoma City Thunder,3459.0,4240,2453,1787,918,24,546,1257,208,187,395,0.527,0.473,75,494,569,0.132,0.868,Regular Season
1610612753,Orlando Magic,3455.0,3429,1935,1494,952,36,759,1717,218,215,433,0.503,0.497,113,444,557,0.203,0.797,Regular Season
1610612755,Philadelphia 76ers,3450.0,3491,2114,1377,1187,27,699,1537,175,228,403,0.434,0.566,156,503,659,0.237,0.763,Regular Season
1610612756,Phoenix Suns,3477.0,3857,2361,1496,981,32,782,1692,212,197,409,0.518,0.482,111,526,637,0.174,0.826,Regular Season
1610612757,Portland Trail Blazers,3440.0,3435,1943,1492,989,24,809,1963,175,195,370,0.473,0.527,188,403,591,0.318,0.682,Regular Season
1610612758,Sacramento Kings,3434.0,3758,2322,1436,1014,33,685,1578,223,202,425,0.525,0.475,108,536,644,0.168,0.832,Regular Season
1610612759,San Antonio Spurs,3466.0,3903,2516,1387,1018,29,800,1757,195,202,397,0.491,0.509,86,481,568,0.151,0.847,Regular Season
1610612761,Toronto Raptors,3440.0,3779,2061,1718,1177,46,634,1553,222,252,474,0.468,0.532,78,682,760,0.103,0.897,Regular Season
1610612762,Utah Jazz,3450.0,3803,2461,1342,834,18,806,1981,207,207,414,0.5,0.5,123,563,686,0.179,0.821,Regular Season
1610612764,Washington Wizards,3461.0,4058,2606,1452,979,81,671,1522,217,209,426,0.509,0.491,109,652,761,0.143,0.857,Regular Season
1610612737,Atlanta Hawks,845.0,973,649,324,230,13,198,455,47,56,103,0.456,0.544,32,134,166,0.193,0.807,Playoffs
1610612738,Boston Celtics,239.0,262,153,109,65,3,24,57,21,9,30,0.7,0.3,14,24,38,0.368,0.632,Playoffs
1610612751,Brooklyn Nets,571.0,627,371,256,168,9,128,305,27,40,67,0.403,0.597,8,122,130,0.062,0.938,Playoffs
1610612742,Dallas Mavericks,325.0,325,182,143,68,4,66,161,14,11,25,0.56,0.44,12,31,43,0.279,0.721,Playoffs
1610612743,Denver Nuggets,485.0,489,279,210,103,5,102,245,23,24,47,0.489,0.511,32,48,80,0.4,0.6,Playoffs
1610612746,LA Clippers,901.0,973,545,428,228,11,138,314,51,55,106,0.481,0.519,22,163,185,0.119,0.881,Playoffs
1610612747,Los Angeles Lakers,287.0,264,155,109,87,4,42,99,15,24,39,0.385,0.615,13,28,41,0.317,0.683,Playoffs
1610612763,Memphis Grizzlies,235.0,280,157,123,65,0,79,175,9,8,17,0.529,0.471,6,33,39,0.154,0.846,Playoffs
1610612748,Miami Heat,196.0,224,120,104,63,7,46,112,13,11,24,0.542,0.458,8,45,53,0.151,0.849,Playoffs
1610612749,Milwaukee Bucks,1097.0,1412,861,551,326,11,163,375,76,66,142,0.535,0.465,46,165,212,0.217,0.778,Playoffs
1610612752,New York Knicks,240.0,245,141,104,65,1,44,103,16,13,29,0.552,0.448,9,68,77,0.117,0.883,Playoffs
1610612755,Philadelphia 76ers,570.0,614,411,203,186,5,124,283,32,36,68,0.471,0.529,23,112,135,0.17,0.83,Playoffs
1610612756,Phoenix Suns,1047.0,1177,706,471,275,6,245,532,59,57,116,0.509,0.491,16,168,184,0.087,0.913,Playoffs
1610612757,Portland Trail Blazers,292.0,304,168,136,89,0,71,172,15,18,33,0.455,0.545,9,34,43,0.209,0.791,Playoffs
1610612762,Utah Jazz,523.0,569,335,234,98,5,133,326,18,22,40,0.45,0.55,15,50,65,0.231,0.769,Playoffs
1610612764,Washington Wizards,234.0,255,174,81,67,5,48,101,17,5,22,0.773,0.227,9,26,35,0.257,0.743,Playoffs
