GROUP_ID,PLAYERS,TEAM_ABBREVIATION,POSS_OFF,POSS_DEF,NET_ACTUAL,NET_EXPECTED,CHEMISTRY,SEASON,SEASON_TYPE
-1717-203084-203939-1627827-1628372-,D. Nowitzki - H. Barnes - D. Powell - D. Finney-Smith - D. Smith Jr.,DAL,127,127,6.1,-6.9,13.1,2017-18,Regular Season
-1717-200826-203926-203939-1627812-,D. Nowitzki - J. Barea - D. McDermott - D. Powell - Y. Ferrell,DAL,201,197,17.9,4.9,13.0,2017-18,Regular Season
-201961-203482-1626159-1626196-1628389-,W. Ellington - K. Olynyk - J. Winslow - J. Richardson - B. Adebayo,MIA,286,284,17.3,4.6,12.7,2017-18,Regular Season
-201959-202710-203952-1626145-1626157-,T. Gibson - J. Butler III - A. Wiggins - T. Jones - K. Towns,MIN,514,503,23.7,11.2,12.5,2017-18,Regular Season
-101150-201599-202699-203085-1628414-,L. Williams - D. Jordan - T. Harris - A. Rivers - S. Thornwell,LAC,331,334,9.9,-2.6,12.4,2017-18,Regular Season
-201585-203992-1626161-1627741-1628412-,K. Koufos - B. Bogdanović - W. Cauley-Stein - B. Hield - F. Mason III,SAC,177,188,11.3,-1.1,12.4,2017-18,Regular Season
-2772-201569-201583-201935-203991-,T. Ariza - E. Gordon - R. Anderson - J. Harden - C. Capela,HOU,444,441,18.8,6.6,12.2,2017-18,Regular Season
-2544-2548-2594-101112-201145-,L. James - D. Wade - K. Korver - C. Frye - J. Green,CLE,181,178,20.4,8.2,12.2,2017-18,Regular Season
-2544-2747-201567-202684-202738-,L. James - J. Smith - K. Love - T. Thompson - I. Thomas,CLE,112,115,5.8,-6.3,12.1,2017-18,Regular Season
-101133-203078-203107-203118-1626162-,I. Mahinmi - B. Beal - T. Satoransky - M. Scott - K. Oubre Jr.,WAS,154,153,13.8,1.7,12.1,2017-18,Regular Season
-201229-202397-203083-1626169-1628379-,A. Tolliver - I. Smith - A. Drummond - S. Johnson - L. Kennard,DET,106,107,14.3,2.6,11.7,2017-18,Regular Season
-101162-202322-203078-203490-1626162-,M. Gortat - J. Wall - B. Beal - O. Porter Jr. - K. Oubre Jr.,WAS,438,439,14.4,2.9,11.5,2017-18,Regular Season
-201142-201580-201939-202691-203110-,K. Durant - J. McGee - S. Curry - K. Thompson - D. Green,GSW,213,210,22.4,11.0,11.5,2017-18,Regular Season
-202323-202329-202334-203081-1626192-,E. Turner - A. Aminu - E. Davis - D. Lillard - P. Connaughton,POR,115,113,14.9,3.5,11.4,2017-18,Regular Season
-200746-201980-201988-203937-1627749-,L. Aldridge - D. Green - P. Mills - K. Anderson - D. Murray,SAS,368,373,15.2,3.9,11.3,2017-18,Regular Season
-2207-202324-203918-204060-1628378-,J. Johnson - D. Favors - R. Hood - J. Ingles - D. Mitchell,UTA,139,132,7.1,-4.1,11.3,2017-18,Regular Season
-201163-203115-203486-203914-1627750-,W. Chandler - W. Barton - M. Plumlee - G. Harris - J. Murray,DEN,159,161,11.9,0.6,11.3,2017-18,Regular Season
-202337-203145-203471-203473-1627752-,L. Babbitt - K. Bazemore - D. Schröder - D. Dedmon - T. Prince,ATL,147,144,4.6,-6.7,11.3,2017-18,Regular Season
-203114-203503-203507-1627748-1627763-,K. Middleton - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,MIL,194,196,8.0,-3.2,11.2,2017-18,Regular Season
-201609-202355-203079-1626159-1626196-,G. Dragic - H. Whiteside - D. Waiters - J. Winslow - J. Richardson,MIA,250,253,6.6,-4.2,10.8,2017-18,Regular Season
-2200-200746-201988-203937-1627749-,P. Gasol - L. Aldridge - P. Mills - K. Anderson - D. Murray,SAS,184,185,15.5,4.8,10.7,2017-18,Regular Season
-2199-203933-1626164-1627737-1627755-,T. Chandler - T. Warren - D. Booker - M. Chriss - T. Ulis,PHX,322,316,2.2,-8.4,10.6,2017-18,Regular Season
-101108-200782-201601-201935-203991-,C. Paul - P. Tucker - L. Mbah a Moute - J. Harden - C. Capela,HOU,251,262,23.4,12.9,10.5,2017-18,Regular Season
-203200-1626166-1626245-1628021-1628374-,J. Holiday - C. Payne - C. Felicio - D. Nwaba - L. Markkanen,CHI,143,143,1.3,-9.0,10.2,2017-18,Regular Season
-201152-202362-202709-203506-1627734-,T. Young - L. Stephenson - C. Joseph - V. Oladipo - D. Sabonis,IND,229,231,12.0,1.9,10.1,2017-18,Regular Season
-201148-201596-201936-202718-1628415-,B. Wright - M. Chalmers - T. Evans - C. Parsons - D. Brooks,MEM,149,142,11.5,1.5,10.0,2017-18,Regular Season
-101127-201584-202683-203501-204001-,J. Jack - C. Lee - E. Freedom - T. Hardaway Jr. - K. Porziņģis,NYK,786,770,7.0,-2.7,9.7,2017-18,Regular Season
-203115-203486-203914-203999-1627750-,W. Barton - M. Plumlee - G. Harris - N. Jokić - J. Murray,DEN,174,176,12.9,3.3,9.6,2017-18,Regular Season
-201568-201599-201933-201976-203085-,D. Gallinari - D. Jordan - B. Griffin - P. Beverley - A. Rivers,LAC,265,271,9.6,-0.0,9.6,2017-18,Regular Season
-203584-1627733-1627737-1627755-1628367-,T. Daniels - D. Bender - M. Chriss - T. Ulis - J. Jackson,PHX,111,114,-3.6,-12.8,9.3,2017-18,Regular Season
-201152-201954-202362-202709-1627734-,T. Young - D. Collison - L. Stephenson - C. Joseph - D. Sabonis,IND,104,107,7.8,-1.4,9.3,2017-18,Regular Season
-2585-2738-201939-202691-203110-,Z. Pachulia - A. Iguodala - S. Curry - K. Thompson - D. Green,GSW,133,135,17.3,8.1,9.2,2017-18,Regular Season
-2544-2747-101181-201567-203109-,L. James - J. Smith - J. Calderon - K. Love - J. Crowder,CLE,692,701,8.6,-0.6,9.2,2017-18,Regular Season
-2199-203933-1626164-1627737-1628455-,T. Chandler - T. Warren - D. Booker - M. Chriss - A. James,PHX,222,223,5.5,-3.6,9.1,2017-18,Regular Season
-202933-203087-1626163-1626195-1628370-,J. Stone - J. Lamb - F. Kaminsky - W. Hernangomez - M. Monk,CHA,159,157,7.4,-1.7,9.1,2017-18,Regular Season
-203087-203469-203487-1626163-1626203-,J. Lamb - C. Zeller - M. Carter-Williams - F. Kaminsky - T. Graham,CHA,169,167,5.7,-3.4,9.1,2017-18,Regular Season
-200765-201950-202703-202734-203076-,R. Rondo - J. Holiday - N. Mirotic - E. Moore - A. Davis,NOP,449,441,15.7,6.7,9.0,2017-18,Regular Season
-2546-201566-202331-203460-203500-,C. Anthony - R. Westbrook - P. George - A. Roberson - S. Adams,OKC,1086,1068,13.9,5.0,8.9,2017-18,Regular Season
-200746-201988-202722-203937-1627749-,L. Aldridge - P. Mills - D. Bertans - K. Anderson - D. Murray,SAS,120,117,14.2,5.4,8.8,2017-18,Regular Season
-202339-203092-203114-203503-203507-,E. Bledsoe - T. Zeller - K. Middleton - T. Snell - G. Antetokounmpo,MIL,136,128,10.9,2.3,8.6,2017-18,Regular Season
-201960-203092-203459-203915-1626178-,D. Carroll - T. Zeller - A. Crabbe - S. Dinwiddie - R. Hollis-Jefferson,BKN,631,623,7.9,-0.6,8.5,2017-18,Regular Season
-101139-1626153-1627751-1627783-1627832-,C. Miles - D. Wright - J. Poeltl - P. Siakam - F. VanVleet,TOR,675,668,17.2,8.7,8.4,2017-18,Regular Season
-203115-203486-203914-1626168-1627750-,W. Barton - M. Plumlee - G. Harris - T. Lyles - J. Murray,DEN,117,114,9.0,0.7,8.3,2017-18,Regular Season
-200755-203496-203954-203967-1627732-,J. Redick - R. Covington - J. Embiid - D. Šarić - B. Simmons,PHI,1247,1241,21.1,12.9,8.2,2017-18,Regular Season
-201572-203484-203944-1627742-1628404-,B. Lopez - K. Caldwell-Pope - J. Randle - B. Ingram - J. Hart,LAL,371,364,8.3,0.3,8.1,2017-18,Regular Season
-203992-1626161-1627741-1627746-1628368-,B. Bogdanović - W. Cauley-Stein - B. Hield - S. Labissiere - D. Fox,SAC,180,173,-0.4,-8.5,8.1,2017-18,Regular Season
-202334-203081-203894-1626192-1628380-,E. Davis - D. Lillard - S. Napier - P. Connaughton - Z. Collins,POR,172,171,14.4,6.3,8.1,2017-18,Regular Season
-202334-203090-203894-1626192-1628380-,E. Davis - M. Harkless - S. Napier - P. Connaughton - Z. Collins,POR,150,151,9.3,1.4,8.0,2017-18,Regular Season
-200768-201586-201942-202685-1627832-,K. Lowry - S. Ibaka - D. DeRozan - J. Valančiūnas - F. VanVleet,TOR,209,208,17.2,9.2,8.0,2017-18,Regular Season
-201152-202709-202711-203506-1626167-,T. Young - C. Joseph - B. Bogdanović - V. Oladipo - M. Turner,IND,670,668,10.6,2.8,7.8,2017-18,Regular Season
-201577-203200-203897-1626170-1628374-,R. Lopez - J. Holiday - Z. LaVine - J. Grant - L. Markkanen,CHI,224,215,-1.1,-8.6,7.4,2017-18,Regular Season
-202339-203089-203114-203507-1627763-,E. Bledsoe - J. Henson - K. Middleton - G. Antetokounmpo - M. Brogdon,MIL,451,443,11.5,4.3,7.2,2017-18,Regular Season
-201599-201933-202325-203085-1628414-,D. Jordan - B. Griffin - W. Johnson - A. Rivers - S. Thornwell,LAC,127,130,2.6,-4.4,7.0,2017-18,Regular Season
-2200-200746-201980-201988-203937-,P. Gasol - L. Aldridge - D. Green - P. Mills - K. Anderson,SAS,301,304,8.9,2.0,6.9,2017-18,Regular Season
-201609-202355-204020-1626159-1626196-,G. Dragic - H. Whiteside - T. Johnson - J. Winslow - J. Richardson,MIA,185,184,3.0,-3.9,6.9,2017-18,Regular Season
-201950-202734-203076-203121-203546-,J. Holiday - E. Moore - A. Davis - D. Miller - I. Clark,NOP,139,138,12.7,6.1,6.6,2017-18,Regular Season
-201960-203459-203915-1626156-1628386-,D. Carroll - A. Crabbe - S. Dinwiddie - D. Russell - J. Allen,BKN,261,258,4.4,-2.2,6.6,2017-18,Regular Season
-201143-203382-1626179-1627759-1628369-,A. Horford - A. Baynes - T. Rozier - J. Brown - J. Tatum,BOS,227,232,17.0,10.4,6.6,2017-18,Regular Season
-201933-202397-203083-203493-1626169-,B. Griffin - I. Smith - A. Drummond - R. Bullock Jr. - S. Johnson,DET,546,549,8.2,1.6,6.6,2017-18,Regular Season
-101162-202693-203078-203107-203490-,M. Gortat - M. Morris - B. Beal - T. Satoransky - O. Porter Jr.,WAS,1037,1037,8.7,2.2,6.5,2017-18,Regular Season
-201143-202681-203382-1627759-1628369-,A. Horford - K. Irving - A. Baynes - J. Brown - J. Tatum,BOS,699,702,13.1,6.7,6.4,2017-18,Regular Season
-201158-1627098-1627819-1628381-1628463-,M. Belinelli - M. Delaney - I. Taylor - J. Collins - T. Cavanaugh,ATL,110,111,2.8,-3.3,6.2,2017-18,Regular Season
-2561-2733-201156-202691-203110-,D. West - S. Livingston - N. Young - K. Thompson - D. Green,GSW,138,142,8.8,2.7,6.1,2017-18,Regular Season
-2561-2733-2738-202691-203110-,D. West - S. Livingston - A. Iguodala - K. Thompson - D. Green,GSW,269,277,13.6,7.7,6.0,2017-18,Regular Season
-201599-202325-202699-203085-1628462-,D. Jordan - W. Johnson - T. Harris - A. Rivers - M. Teodosic,LAC,137,136,-0.4,-6.4,6.0,2017-18,Regular Season
-202323-202329-202334-203081-203468-,E. Turner - A. Aminu - E. Davis - D. Lillard - C. McCollum,POR,119,124,7.6,1.9,5.7,2017-18,Regular Season
-201937-201973-203497-204060-1628378-,R. Rubio - J. Jerebko - R. Gobert - J. Ingles - D. Mitchell,UTA,206,206,11.9,6.4,5.5,2017-18,Regular Season
-203484-203903-203944-1627742-1628398-,K. Caldwell-Pope - J. Clarkson - J. Randle - B. Ingram - K. Kuzma,LAL,123,129,0.9,-4.5,5.5,2017-18,Regular Season
-200794-201163-203115-203999-1627750-,P. Millsap - W. Chandler - W. Barton - N. Jokić - J. Murray,DEN,625,613,7.1,1.6,5.5,2017-18,Regular Season
-201188-203210-1626150-1626185-1628415-,M. Gasol - J. Green - A. Harrison - J. Martin - D. Brooks,MEM,154,156,-4.7,-10.0,5.4,2017-18,Regular Season
-202323-202329-203081-203468-203994-,E. Turner - A. Aminu - D. Lillard - C. McCollum - J. Nurkić,POR,1099,1099,8.0,2.5,5.4,2017-18,Regular Season
-1717-2734-200826-202083-203939-,D. Nowitzki - D. Harris - J. Barea - W. Matthews - D. Powell,DAL,103,108,5.3,-0.2,5.4,2017-18,Regular Season
-202324-203497-204060-1626220-1628378-,D. Favors - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,UTA,156,157,17.5,12.3,5.2,2017-18,Regular Season
-201163-203914-203999-1626168-1627750-,W. Chandler - G. Harris - N. Jokić - T. Lyles - J. Murray,DEN,141,134,9.4,4.5,4.9,2017-18,Regular Season
-2403-200782-201569-201601-201935-,Nene - P. Tucker - E. Gordon - L. Mbah a Moute - J. Harden,HOU,131,138,19.8,14.9,4.8,2017-18,Regular Season
-2548-2594-101112-201145-1626224-,D. Wade - K. Korver - C. Frye - J. Green - C. Osman,CLE,122,122,11.3,6.4,4.8,2017-18,Regular Season
-200794-201163-203914-203999-1627750-,P. Millsap - W. Chandler - G. Harris - N. Jokić - J. Murray,DEN,704,710,10.3,5.8,4.6,2017-18,Regular Season
-2544-2747-201588-203918-1626204-,L. James - J. Smith - G. Hill - R. Hood - L. Nance Jr.,CLE,111,112,2.9,-1.8,4.6,2017-18,Regular Season
-200768-201586-201942-202685-1628384-,K. Lowry - S. Ibaka - D. DeRozan - J. Valančiūnas - O. Anunoby,TOR,1650,1675,11.7,7.1,4.6,2017-18,Regular Season
-203089-203114-203503-203507-1627763-,J. Henson - K. Middleton - T. Snell - G. Antetokounmpo - M. Brogdon,MIL,246,248,7.2,2.9,4.3,2017-18,Regular Season
-201961-203482-204020-1626159-1626196-,W. Ellington - K. Olynyk - T. Johnson - J. Winslow - J. Richardson,MIA,122,122,11.8,7.5,4.2,2017-18,Regular Season
-203081-203090-203468-203943-203994-,D. Lillard - M. Harkless - C. McCollum - N. Vonleh - J. Nurkić,POR,190,199,6.7,2.6,4.1,2017-18,Regular Season
-202329-203081-203090-203468-203994-,A. Aminu - D. Lillard - M. Harkless - C. McCollum - J. Nurkić,POR,918,913,8.1,4.0,4.1,2017-18,Regular Season
-201952-201959-202357-203952-1626157-,J. Teague - T. Gibson - N. Bjelica - A. Wiggins - K. Towns,MIN,793,790,6.8,2.7,4.1,2017-18,Regular Season
-2731-200765-201950-202734-203076-,E. Okafor - R. Rondo - J. Holiday - E. Moore - A. Davis,NOP,347,348,8.3,4.3,4.0,2017-18,Regular Season
-201937-202324-203497-204060-1628378-,R. Rubio - D. Favors - R. Gobert - J. Ingles - D. Mitchell,UTA,928,914,10.9,7.0,3.9,2017-18,Regular Season
-202083-203084-1626257-1627812-1628372-,W. Matthews - H. Barnes - S. Mejri - Y. Ferrell - D. Smith Jr.,DAL,369,378,-0.0,-3.9,3.9,2017-18,Regular Season
-2594-201145-203903-203918-1626204-,K. Korver - J. Green - J. Clarkson - R. Hood - L. Nance Jr.,CLE,103,101,6.1,2.2,3.9,2017-18,Regular Season
-203897-1626171-1627739-1628021-1628374-,Z. LaVine - B. Portis - K. Dunn - D. Nwaba - L. Markkanen,CHI,123,126,-3.0,-6.7,3.8,2017-18,Regular Season
-2403-2772-200782-201601-201935-,Nene - T. Ariza - P. Tucker - L. Mbah a Moute - J. Harden,HOU,125,125,15.3,11.7,3.6,2017-18,Regular Season
-201152-201954-202711-203506-1627734-,T. Young - D. Collison - B. Bogdanović - V. Oladipo - D. Sabonis,IND,758,745,8.3,4.8,3.5,2017-18,Regular Season
-201609-201949-204020-1626196-1628389-,G. Dragic - J. Johnson - T. Johnson - J. Richardson - B. Adebayo,MIA,176,179,3.0,-0.4,3.5,2017-18,Regular Season
-101109-202335-203518-203924-203962-,R. Felton - P. Patterson - A. Abrines - J. Grant - J. Huestis,OKC,196,199,5.7,2.4,3.3,2017-18,Regular Season
-201142-202691-203110-1627775-1628395-,K. Durant - K. Thompson - D. Green - P. McCaw - J. Bell,GSW,106,105,6.9,3.7,3.2,2017-18,Regular Season
-202339-203114-203503-203507-1627748-,E. Bledsoe - K. Middleton - T. Snell - G. Antetokounmpo - T. Maker,MIL,203,202,5.2,2.0,3.2,2017-18,Regular Season
-101162-202322-202693-203078-1626162-,M. Gortat - J. Wall - M. Morris - B. Beal - K. Oubre Jr.,WAS,215,208,-0.6,-3.7,3.1,2017-18,Regular Season
-200768-201586-201942-202685-1626259-,K. Lowry - S. Ibaka - D. DeRozan - J. Valančiūnas - M. Miller,TOR,117,118,7.6,4.5,3.1,2017-18,Regular Season
-201144-201188-203516-1626150-1626185-,M. Conley - M. Gasol - J. Ennis III - A. Harrison - J. Martin,MEM,169,179,-4.0,-7.2,3.1,2017-18,Regular Season
-2216-203992-1626161-1628368-1628382-,Z. Randolph - B. Bogdanović - W. Cauley-Stein - D. Fox - J. Jackson,SAC,366,354,-10.2,-13.3,3.1,2017-18,Regular Season
-201188-201596-202718-203210-1628415-,M. Gasol - M. Chalmers - C. Parsons - J. Green - D. Brooks,MEM,141,137,-3.7,-6.8,3.1,2017-18,Regular Season
-202339-203089-203114-203503-203507-,E. Bledsoe - J. Henson - K. Middleton - T. Snell - G. Antetokounmpo,MIL,1225,1228,7.4,4.6,2.9,2017-18,Regular Season
-201599-202325-202699-203085-1627820-,D. Jordan - W. Johnson - T. Harris - A. Rivers - T. Wallace,LAC,114,114,4.1,1.3,2.8,2017-18,Regular Season
-202696-203082-203095-203901-203932-,N. Vučević - T. Ross - E. Fournier - E. Payton - A. Gordon,ORL,384,386,-1.4,-4.1,2.8,2017-18,Regular Season
-201147-203903-203944-1628398-1628404-,C. Brewer - J. Clarkson - J. Randle - K. Kuzma - J. Hart,LAL,223,230,-1.3,-4.0,2.7,2017-18,Regular Season
-2772-101108-201583-201935-203991-,T. Ariza - C. Paul - R. Anderson - J. Harden - C. Capela,HOU,388,384,9.3,6.8,2.5,2017-18,Regular Season
-201229-202397-203083-203493-1626169-,A. Tolliver - I. Smith - A. Drummond - R. Bullock Jr. - S. Johnson,DET,167,165,2.2,-0.3,2.5,2017-18,Regular Season
-201229-202704-203083-203493-1626169-,A. Tolliver - R. Jackson - A. Drummond - R. Bullock Jr. - S. Johnson,DET,142,142,1.2,-1.3,2.5,2017-18,Regular Season
-2037-202710-203476-1626145-1626157-,J. Crawford - J. Butler III - G. Dieng - T. Jones - K. Towns,MIN,149,155,4.9,2.5,2.5,2017-18,Regular Season
-101141-203145-203471-1627752-1628463-,E. Ilyasova - K. Bazemore - D. Schröder - T. Prince - T. Cavanaugh,ATL,109,108,2.1,-0.3,2.4,2017-18,Regular Season
-2546-201566-202331-203500-203962-,C. Anthony - R. Westbrook - P. George - S. Adams - J. Huestis,OKC,355,358,9.5,7.1,2.4,2017-18,Regular Season
-201952-201959-202710-203952-1626157-,J. Teague - T. Gibson - J. Butler III - A. Wiggins - K. Towns,MIN,2274,2297,9.0,6.6,2.4,2017-18,Regular Season
-201960-202389-1626156-1626178-1627747-,D. Carroll - T. Mozgov - D. Russell - R. Hollis-Jefferson - C. LeVert,BKN,105,104,-2.2,-4.5,2.3,2017-18,Regular Season
-101162-203078-203107-203490-1626162-,M. Gortat - B. Beal - T. Satoransky - O. Porter Jr. - K. Oubre Jr.,WAS,142,139,7.7,5.6,2.2,2017-18,Regular Season
-201960-203112-203459-203915-1626178-,D. Carroll - Q. Acy - A. Crabbe - S. Dinwiddie - R. Hollis-Jefferson,BKN,143,145,0.7,-1.5,2.2,2017-18,Regular Season
-101139-201942-1627751-1627783-1627832-,C. Miles - D. DeRozan - J. Poeltl - P. Siakam - F. VanVleet,TOR,218,208,9.6,7.4,2.2,2017-18,Regular Season
-201571-202696-203095-203613-203932-,D. Augustin - N. Vučević - E. Fournier - J. Simmons - A. Gordon,ORL,405,402,1.0,-1.2,2.2,2017-18,Regular Season
-101162-202322-202693-203078-203490-,M. Gortat - J. Wall - M. Morris - B. Beal - O. Porter Jr.,WAS,987,979,6.5,4.6,1.9,2017-18,Regular Season
