PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_IPM,D_IPM,IPM,POSS,SEASON,SEASON_TYPE
203999,N. Jokić,DEN,4.29,1.78,6.07,11224,2023-24,Regular Season
1628983,S. Gilgeous-Alexander,OKC,4.14,1.52,5.66,10917,2023-24,Regular Season
1629029,L. Dončić,DAL,3.55,0.52,4.07,11095,2023-24,Regular Season
203954,J. Embiid,PHI,2.74,1.31,4.05,5541,2023-24,Regular Season
202331,P. George,LAC,2.59,1.2,3.79,10200,2023-24,Regular Season
202710,J. Butler III,MIA,2.79,0.8,3.59,8251,2023-24,Regular Season
202695,K. Leonard,LAC,1.63,1.92,3.55,9532,2023-24,Regular Season
203507,G. Antetokounmpo,MIL,3.15,0.39,3.54,10910,2023-24,Regular Season
1628401,D. White,BOS,2.19,1.34,3.53,9893,2023-24,Regular Season
1628973,J. Brunson,NYK,3.23,0.18,3.41,11062,2023-24,Regular Season
1627832,F. VanVleet,HOU,1.73,1.52,3.25,11153,2023-24,Regular Season
1630169,T. Haliburton,IND,3.45,-0.3,3.15,9645,2023-24,Regular Season
1628371,J. Isaac,ORL,0.4,2.66,3.06,3714,2023-24,Regular Season
203081,D. Lillard,MIL,2.2,0.86,3.06,11025,2023-24,Regular Season
1628384,O. Anunoby,TOR,0.6,2.46,3.06,7000,2023-24,Regular Season
202681,K. Irving,DAL,2.25,0.64,2.89,8550,2023-24,Regular Season
1628378,D. Mitchell,CLE,1.43,1.33,2.76,8083,2023-24,Regular Season
2544,L. James,LAL,2.33,0.41,2.74,10617,2023-24,Regular Season
1628369,J. Tatum,BOS,2.15,0.56,2.71,10878,2023-24,Regular Season
203497,R. Gobert,MIN,0.18,2.52,2.7,10497,2023-24,Regular Season
1628392,I. Hartenstein,NYK,1.15,1.52,2.67,7756,2023-24,Regular Season
203076,A. Davis,LAL,0.97,1.58,2.55,11563,2023-24,Regular Season
203994,J. Nurkić,PHX,0.67,1.76,2.43,8664,2023-24,Regular Season
1628374,L. Markkanen,UTA,2.39,0.01,2.4,7753,2023-24,Regular Season
203484,K. Caldwell-Pope,DEN,1.39,0.94,2.33,9834,2023-24,Regular Season
1629731,D. Wade,CLE,-0.48,2.76,2.28,4583,2023-24,Regular Season
204001,K. Porziņģis,BOS,1.07,1.21,2.28,7078,2023-24,Regular Season
1630529,H. Jones,NOP,0.62,1.61,2.23,9541,2023-24,Regular Season
1630200,T. Jones,SAS,1.12,1.09,2.21,9133,2023-24,Regular Season
1630162,A. Edwards,MIN,1.25,0.85,2.1,11408,2023-24,Regular Season
1630631,J. Alvarado,NOP,0.74,1.33,2.07,4256,2023-24,Regular Season
1631096,C. Holmgren,OKC,0.64,1.35,1.99,10253,2023-24,Regular Season
203957,D. Exum,DAL,1.59,0.36,1.95,4600,2023-24,Regular Season
1630202,P. Pritchard,BOS,2.55,-0.61,1.94,7339,2023-24,Regular Season
1630532,F. Wagner,ORL,0.08,1.84,1.92,9605,2023-24,Regular Season
1628368,D. Fox,SAC,1.29,0.63,1.92,11234,2023-24,Regular Season
1641764,B. Podziemski,GSW,1.22,0.67,1.89,8184,2023-24,Regular Season
1630573,S. Hauser,BOS,0.86,0.97,1.83,7121,2023-24,Regular Season
1630178,T. Maxey,PHI,2.18,-0.36,1.82,10838,2023-24,Regular Season
1626164,D. Booker,PHX,2.54,-0.73,1.81,10207,2023-24,Regular Season
1631114,J. Williams,OKC,0.84,0.96,1.8,9488,2023-24,Regular Season
201935,J. Harden,LAC,2.4,-0.65,1.75,10011,2023-24,Regular Season
1626167,M. Turner,IND,1.09,0.65,1.74,8897,2023-24,Regular Season
1630530,T. Murphy III,NOP,0.76,0.96,1.72,6955,2023-24,Regular Season
1629162,J. McLaughlin,MIN,0.28,1.43,1.71,2567,2023-24,Regular Season
1629655,D. Gafford,WAS,0.35,1.35,1.7,7837,2023-24,Regular Season
201143,A. Horford,BOS,0.67,1.01,1.68,7146,2023-24,Regular Season
1626220,R. O'Neale,BKN,0.21,1.46,1.67,8153,2023-24,Regular Season
1628386,J. Allen,CLE,1.09,0.58,1.67,10008,2023-24,Regular Season
101108,C. Paul,GSW,0.4,1.2,1.6,6340,2023-24,Regular Season
1627936,A. Caruso,CHI,-0.7,2.29,1.59,8353,2023-24,Regular Season
203110,D. Green,GSW,-0.31,1.81,1.5,6381,2023-24,Regular Season
201142,K. Durant,PHX,1.26,0.24,1.5,11684,2023-24,Regular Season
201567,K. Love,MIA,0.71,0.78,1.49,3816,2023-24,Regular Season
204456,T. McConnell,IND,1.59,-0.16,1.43,5547,2023-24,Regular Season
1628404,J. Hart,NYK,0.14,1.28,1.42,10837,2023-24,Regular Season
203992,B. Bogdanović,ATL,1.01,0.4,1.41,10105,2023-24,Regular Season
