TeamID,TeamCity,TeamName,Conference,Division,ConferenceRecord,PlayoffRank,WINS,LOSSES,WinPCT,HOME,ROAD,L10,STREAK,GB,TEAM_ABBREVIATION,SEASON_TYPE
1610612745,Houston,Rockets,West,Southwest,41-11,1,65,17,0.793,34-7,31-10,7-3,L 1,0.0,HOU,Regular Season
1610612761,Toronto,Raptors,East,Atlantic,40-12,1,59,23,0.72,34-7,25-16,6-4,L 1,0.0,TOR,Regular Season
1610612738,Boston,Celtics,East,Atlantic,33-19,2,55,27,0.671,27-14,28-13,6-4,W 1,4.0,BOS,Regular Season
1610612744,Golden State,Warriors,West,Pacific,34-18,2,58,24,0.707,29-12,29-12,4-6,L 1,7.0,GSW,Regular Season
1610612757,Portland,Trail Blazers,West,Northwest,31-21,3,49,33,0.598,28-13,21-20,5-5,W 1,16.0,POR,Regular Season
1610612755,Philadelphia,76ers,East,Atlantic,34-18,3,52,30,0.634,30-11,22-19,10-0,W 16,7.0,PHI,Regular Season
1610612739,Cleveland,Cavaliers,East,Central,35-17,4,50,32,0.61,29-12,21-20,7-3,L 1,9.0,CLE,Regular Season
1610612760,Oklahoma City,Thunder,West,Northwest,28-24,4,48,34,0.585,27-14,21-20,5-5,W 3,17.0,OKC,Regular Season
1610612754,Indiana,Pacers,East,Central,32-20,5,48,34,0.585,27-14,21-20,7-3,L 1,11.0,IND,Regular Season
1610612762,Utah,Jazz,West,Northwest,34-18,5,48,34,0.585,28-13,20-21,7-3,L 1,17.0,UTA,Regular Season
1610612748,Miami,Heat,East,Southeast,31-21,6,44,38,0.537,26-15,18-23,5-5,W 1,15.0,MIA,Regular Season
1610612740,New Orleans,Pelicans,West,Southwest,27-25,6,48,34,0.585,24-17,24-17,6-4,W 5,17.0,NOP,Regular Season
1610612759,San Antonio,Spurs,West,Southwest,29-23,7,47,35,0.573,33-8,14-27,5-5,L 1,18.0,SAS,Regular Season
1610612749,Milwaukee,Bucks,East,Central,27-25,7,44,38,0.537,25-16,19-22,6-4,L 1,15.0,MIL,Regular Season
1610612764,Washington,Wizards,East,Southeast,28-24,8,43,39,0.524,23-18,20-21,3-7,L 1,16.0,WAS,Regular Season
1610612750,Minnesota,Timberwolves,West,Northwest,34-18,8,47,35,0.573,30-11,17-24,6-4,W 3,18.0,MIN,Regular Season
1610612765,Detroit,Pistons,East,Central,24-28,9,39,43,0.476,25-16,14-27,7-3,W 1,20.0,DET,Regular Season
1610612743,Denver,Nuggets,West,Northwest,28-24,9,46,36,0.561,31-10,15-26,7-3,L 1,19.0,DEN,Regular Season
1610612766,Charlotte,Hornets,East,Southeast,22-30,10,36,46,0.439,21-20,15-26,5-5,W 1,23.0,CHA,Regular Season
1610612746,LA,Clippers,West,Pacific,24-28,10,42,40,0.512,22-19,20-21,4-6,L 4,23.0,LAC,Regular Season
1610612747,Los Angeles,Lakers,West,Pacific,19-33,11,35,47,0.427,20-21,15-26,3-7,W 1,30.0,LAL,Regular Season
1610612752,New York,Knicks,East,Atlantic,17-35,11,29,53,0.354,19-22,10-31,3-7,W 1,30.0,NYK,Regular Season
1610612758,Sacramento,Kings,West,Pacific,14-38,12,27,55,0.329,14-27,13-28,4-6,W 1,38.0,SAC,Regular Season
1610612751,Brooklyn,Nets,East,Atlantic,19-33,12,28,54,0.341,15-26,13-28,5-5,L 1,31.0,BKN,Regular Season
1610612742,Dallas,Mavericks,West,Southwest,14-38,13,24,58,0.293,15-26,9-32,2-8,L 4,41.0,DAL,Regular Season
1610612741,Chicago,Bulls,East,Central,21-31,13,27,55,0.329,17-24,10-31,3-7,L 4,32.0,CHI,Regular Season
1610612753,Orlando,Magic,East,Southeast,15-37,14,25,57,0.305,17-24,8-33,4-6,W 1,34.0,ORL,Regular Season
1610612763,Memphis,Grizzlies,West,Southwest,18-34,14,22,60,0.268,16-25,6-35,3-7,L 2,43.0,MEM,Regular Season
1610612756,Phoenix,Suns,West,Pacific,15-37,15,21,61,0.256,10-31,11-30,2-8,W 1,44.0,PHX,Regular Season
1610612737,Atlanta,Hawks,East,Southeast,12-40,15,24,58,0.293,16-25,8-33,3-7,L 1,35.0,ATL,Regular Season
