TEAM_ID,TEAM_NAME,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,SEASON_TYPE
1610612737,Atlanta Hawks,3937.0,3351,1972,1379,1196,53,765,1790,206,187,393,0.524,0.476,118,434,552,0.214,0.786,Regular Season
1610612738,Boston Celtics,3928.0,3822,2384,1438,1039,16,626,1532,194,221,415,0.467,0.533,134,518,652,0.206,0.794,Regular Season
1610612751,Brooklyn Nets,3917.0,3407,2040,1367,1058,9,712,1606,201,222,423,0.475,0.525,145,453,598,0.242,0.758,Regular Season
1610612766,Charlotte Hornets,3910.0,3334,1953,1381,1043,51,832,1914,198,193,391,0.506,0.494,129,420,549,0.235,0.765,Regular Season
1610612741,Chicago Bulls,3961.0,3485,1764,1721,1250,39,682,1453,218,239,457,0.477,0.523,177,387,564,0.314,0.686,Regular Season
1610612739,Cleveland Cavaliers,3917.0,3507,2238,1269,1170,32,752,1787,212,203,415,0.511,0.489,79,526,605,0.131,0.869,Regular Season
1610612742,Dallas Mavericks,3887.0,3429,2147,1282,1080,58,802,1858,258,232,490,0.527,0.473,116,435,551,0.211,0.789,Regular Season
1610612743,Denver Nuggets,3901.0,3275,2079,1196,1142,16,776,1810,196,188,384,0.51,0.49,125,367,492,0.254,0.746,Regular Season
1610612765,Detroit Pistons,3902.0,3831,2399,1432,995,17,779,1744,263,192,455,0.578,0.422,131,436,567,0.231,0.769,Regular Season
1610612744,Golden State Warriors,3935.0,3740,2199,1541,1111,84,969,2390,244,222,466,0.524,0.476,124,501,625,0.198,0.802,Regular Season
1610612745,Houston Rockets,3925.0,3564,2142,1422,1266,26,764,1810,199,193,392,0.508,0.492,149,478,627,0.238,0.762,Regular Season
1610612754,Indiana Pacers,3901.0,3593,2353,1240,1181,25,646,1458,208,242,450,0.462,0.538,125,393,518,0.241,0.759,Regular Season
1610612746,LA Clippers,3885.0,3249,1972,1277,1180,22,696,1605,208,230,438,0.475,0.525,120,426,547,0.219,0.779,Regular Season
1610612747,Los Angeles Lakers,3926.0,3523,2101,1422,1115,33,635,1442,208,233,441,0.472,0.528,98,488,586,0.167,0.833,Regular Season
1610612763,Memphis Grizzlies,3939.0,3396,2069,1327,1338,39,553,1314,256,258,514,0.498,0.502,86,417,503,0.171,0.829,Regular Season
