GROUP_ID,PLAYERS,TEAM_ABBREVIATION,POSS_OFF,POSS_DEF,NET_ACTUAL,NET_EXPECTED,CHEMISTRY,SEASON,SEASON_TYPE
-2738-201609-203109-203482-1629130-,A. Iguodala - G. Dragic - J. Crowder - K. Olynyk - D. Robinson,MIA,159,164,43.0,4.9,38.2,2019-20,Regular Season
-203110-203922-1626156-1627737-1627814-,D. Green - G. Robinson III - D. Russell - M. Chriss - D. Lee,GSW,146,147,33.2,-4.2,37.4,2019-20,Regular Season
-101150-202704-203210-1626149-1629013-,L. Williams - R. Jackson - J. Green - M. Harrell - L. Shamet,LAC,129,134,35.5,2.1,33.3,2019-20,Regular Season
-201937-203382-1626162-1626164-1628969-,R. Rubio - A. Baynes - K. Oubre Jr. - D. Booker - M. Bridges,PHX,109,119,36.6,4.4,32.2,2019-20,Regular Season
-203090-203901-203944-1629011-1629628-,M. Harkless - E. Payton - J. Randle - M. Robinson - R. Barrett,NYK,110,106,29.4,-2.3,31.7,2019-20,Regular Season
-200782-201566-201935-203463-1627863-,P. Tucker - R. Westbrook - J. Harden - B. McLemore - D. House Jr.,HOU,113,111,36.5,6.0,30.6,2019-20,Regular Season
-201565-202693-204038-1626174-1629004-,D. Rose - M. Morris - L. Galloway - C. Wood - S. Mykhailiuk,DET,159,154,30.3,0.4,29.8,2019-20,Regular Season
-202685-203109-1628415-1629630-1629634-,J. Valančiūnas - J. Crowder - D. Brooks - J. Morant - B. Clarke,MEM,113,120,30.9,2.0,28.9,2019-20,Regular Season
-201229-203476-1626145-1628367-1629723-,A. Tolliver - G. Dieng - T. Jones - J. Jackson - J. Konchar,MEM,109,104,29.7,1.1,28.7,2019-20,Regular Season
-2544-2730-200765-1627936-1628398-,L. James - D. Howard - R. Rondo - A. Caruso - K. Kuzma,LAL,128,124,36.8,8.3,28.5,2019-20,Regular Season
-203501-203939-1627827-1628467-1629029-,T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Dončić,DAL,198,192,33.4,7.3,26.1,2019-20,Regular Season
-200755-201950-1627742-1628404-1629637-,J. Redick - J. Holiday - B. Ingram - J. Hart - J. Hayes,NOP,122,121,20.7,-3.0,23.7,2019-20,Regular Season
-203476-203496-203894-1629103-1629633-,G. Dieng - R. Covington - S. Napier - K. Martin - J. Culver,MIN,111,112,24.0,0.7,23.4,2019-20,Regular Season
-200794-203115-203914-203999-1628420-,P. Millsap - W. Barton - G. Harris - N. Jokić - M. Morris,DEN,105,104,29.2,6.2,23.0,2019-20,Regular Season
-1626171-1628373-1628422-1628995-1629011-,B. Portis - F. Ntilikina - D. Dotson - K. Knox II - M. Robinson,NYK,141,143,18.9,-4.1,23.0,2019-20,Regular Season
-201609-202710-203109-1628389-1629130-,G. Dragic - J. Butler III - J. Crowder - B. Adebayo - D. Robinson,MIA,104,103,26.6,3.9,22.7,2019-20,Regular Season
-101108-201568-203457-1628983-1629652-,C. Paul - D. Gallinari - N. Noel - S. Gilgeous-Alexander - L. Dort,OKC,183,175,27.5,5.3,22.2,2019-20,Regular Season
-200755-201950-1627742-1629026-1629637-,J. Redick - J. Holiday - B. Ingram - K. Williams - J. Hayes,NOP,195,197,17.9,-3.7,21.6,2019-20,Regular Season
-203501-203939-204001-1627827-1628973-,T. Hardaway Jr. - D. Powell - K. Porziņģis - D. Finney-Smith - J. Brunson,DAL,141,147,24.7,3.7,21.0,2019-20,Regular Season
-201933-203083-203503-1628379-1628971-,B. Griffin - A. Drummond - T. Snell - L. Kennard - B. Brown,DET,233,229,17.1,-3.8,20.9,2019-20,Regular Season
-203903-204060-1627777-1628378-1628396-,J. Clarkson - J. Ingles - G. Niang - D. Mitchell - T. Bradley,UTA,132,129,20.9,1.5,19.5,2019-20,Regular Season
-203110-203952-1627737-1627814-1629673-,D. Green - A. Wiggins - M. Chriss - D. Lee - J. Poole,GSW,101,100,10.4,-8.8,19.2,2019-20,Regular Season
-201144-203497-204060-1626220-1628378-,M. Conley - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,UTA,213,217,22.0,3.0,19.0,2019-20,Regular Season
-202711-203497-204060-1626144-1626220-,B. Bogdanović - R. Gobert - J. Ingles - E. Mudiay - R. O'Neale,UTA,180,188,28.4,10.0,18.4,2019-20,Regular Season
-200782-201935-203085-203463-203991-,P. Tucker - J. Harden - A. Rivers - B. McLemore - C. Capela,HOU,104,105,22.3,4.2,18.0,2019-20,Regular Season
