PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_RAPM,D_RAPM,RAPM,POSS,SEASON,SEASON_TYPE
203999,N. Jokić,DEN,3.89,1.62,5.51,11224,2023-24,Regular Season
1628983,S. Gilgeous-Alexander,OKC,3.82,1.64,5.46,10917,2023-24,Regular Season
1628384,O. Anunoby,TOR,1.51,3.93,5.44,7000,2023-24,Regular Season
202331,P. George,LAC,3.39,1.73,5.12,10200,2023-24,Regular Season
1628401,D. White,BOS,2.99,1.69,4.68,9893,2023-24,Regular Season
203484,K. Caldwell-Pope,DEN,3.09,1.36,4.45,9834,2023-24,Regular Season
1628371,J. Isaac,ORL,1.22,3.17,4.39,3714,2023-24,Regular Season
202710,J. Butler III,MIA,3.22,1.17,4.39,8251,2023-24,Regular Season
203081,D. Lillard,MIL,2.26,1.97,4.23,11025,2023-24,Regular Season
1629731,D. Wade,CLE,0.16,3.96,4.12,4583,2023-24,Regular Season
203994,J. Nurkić,PHX,1.91,2.06,3.97,8664,2023-24,Regular Season
1627832,F. VanVleet,HOU,1.87,2.0,3.87,11153,2023-24,Regular Season
203954,J. Embiid,PHI,2.03,1.84,3.87,5541,2023-24,Regular Season
202695,K. Leonard,LAC,1.49,2.3,3.79,9532,2023-24,Regular Season
1628973,J. Brunson,NYK,3.33,0.44,3.77,11062,2023-24,Regular Season
1630529,H. Jones,NOP,1.44,2.3,3.74,9541,2023-24,Regular Season
203957,D. Exum,DAL,2.63,1.03,3.66,4600,2023-24,Regular Season
1628392,I. Hartenstein,NYK,2.06,1.58,3.64,7756,2023-24,Regular Season
1630200,T. Jones,SAS,1.66,1.94,3.6,9133,2023-24,Regular Season
203497,R. Gobert,MIN,0.94,2.63,3.57,10497,2023-24,Regular Season
202681,K. Irving,DAL,2.26,1.19,3.45,8550,2023-24,Regular Season
1641764,B. Podziemski,GSW,2.49,0.96,3.45,8184,2023-24,Regular Season
1629029,L. Dončić,DAL,2.86,0.56,3.42,11095,2023-24,Regular Season
1630631,J. Alvarado,NOP,1.65,1.69,3.34,4256,2023-24,Regular Season
1630162,A. Edwards,MIN,1.77,1.41,3.18,11408,2023-24,Regular Season
2544,L. James,LAL,2.44,0.72,3.16,10617,2023-24,Regular Season
1630532,F. Wagner,ORL,0.33,2.81,3.14,9605,2023-24,Regular Season
1628404,J. Hart,NYK,1.33,1.75,3.08,10837,2023-24,Regular Season
203507,G. Antetokounmpo,MIL,3.0,0.05,3.05,10910,2023-24,Regular Season
1630169,T. Haliburton,IND,3.27,-0.34,2.93,9645,2023-24,Regular Season
1628369,J. Tatum,BOS,2.12,0.81,2.93,10878,2023-24,Regular Season
1630573,S. Hauser,BOS,1.12,1.78,2.9,7121,2023-24,Regular Season
1628374,L. Markkanen,UTA,2.57,0.31,2.88,7753,2023-24,Regular Season
1628378,D. Mitchell,CLE,1.09,1.75,2.84,8083,2023-24,Regular Season
1626220,R. O'Neale,BKN,0.78,2.01,2.79,8153,2023-24,Regular Season
1630230,N. Marshall,NOP,1.27,1.5,2.77,5204,2023-24,Regular Season
1631107,N. Jović,MIA,1.24,1.5,2.74,3612,2023-24,Regular Season
1629026,K. Williams,OKC,0.91,1.77,2.68,4276,2023-24,Regular Season
1626168,T. Lyles,SAC,1.66,0.99,2.65,4839,2023-24,Regular Season
203076,A. Davis,LAL,1.19,1.45,2.64,11563,2023-24,Regular Season
1630202,P. Pritchard,BOS,3.17,-0.58,2.59,7339,2023-24,Regular Season
203915,S. Dinwiddie,BKN,3.04,-0.45,2.59,8998,2023-24,Regular Season
203110,D. Green,GSW,0.29,2.28,2.57,6381,2023-24,Regular Season
1627736,M. Beasley,MIL,1.45,1.1,2.55,9967,2023-24,Regular Season
203992,B. Bogdanović,ATL,1.34,1.18,2.52,10105,2023-24,Regular Season
1629638,N. Alexander-Walker,MIN,1.09,1.41,2.5,7950,2023-24,Regular Season
1628368,D. Fox,SAC,1.49,0.96,2.45,11234,2023-24,Regular Season
1641726,D. Lively II,DAL,2.67,-0.27,2.4,5439,2023-24,Regular Season
203458,A. Len,SAC,0.74,1.65,2.39,1836,2023-24,Regular Season
1629111,J. Landale,HOU,0.94,1.45,2.39,3218,2023-24,Regular Season
1631106,T. Eason,HOU,0.27,2.11,2.38,2029,2023-24,Regular Season
1626167,M. Turner,IND,1.78,0.6,2.38,8897,2023-24,Regular Season
1629622,M. Strus,CLE,1.1,1.27,2.37,9282,2023-24,Regular Season
1629004,S. Mykhailiuk,BOS,1.67,0.66,2.33,1651,2023-24,Regular Season
1631165,K. Ellis,SAC,0.73,1.57,2.3,3994,2023-24,Regular Season
201143,A. Horford,BOS,1.17,1.13,2.3,7146,2023-24,Regular Season
1630178,T. Maxey,PHI,2.41,-0.13,2.28,10838,2023-24,Regular Season
1629162,J. McLaughlin,MIN,0.25,2.0,2.25,2567,2023-24,Regular Season
1631109,M. Williams,CHA,1.14,1.06,2.2,2128,2023-24,Regular Season
1631096,C. Holmgren,OKC,1.04,1.16,2.2,10253,2023-24,Regular Season
1631114,J. Williams,OKC,0.56,1.61,2.17,9488,2023-24,Regular Season
1628449,C. Boucher,TOR,1.71,0.43,2.14,2906,2023-24,Regular Season
101108,C. Paul,GSW,0.4,1.69,2.09,6340,2023-24,Regular Season
1630256,J. Tate,HOU,-0.57,2.66,2.09,4339,2023-24,Regular Season
1629655,D. Gafford,WAS,0.77,1.29,2.06,7837,2023-24,Regular Season
201567,K. Love,MIA,0.97,1.09,2.06,3816,2023-24,Regular Season
1629001,D. Melton,PHI,2.08,-0.06,2.02,4323,2023-24,Regular Season
1630228,J. Kuminga,GSW,0.46,1.51,1.97,8268,2023-24,Regular Season
204001,K. Porziņģis,BOS,1.0,0.96,1.96,7078,2023-24,Regular Season
1631157,R. Rollins,MIL,0.56,1.39,1.95,343,2023-24,Regular Season
1631099,K. Murray,SAC,0.79,1.14,1.93,10806,2023-24,Regular Season
1630530,T. Murphy III,NOP,0.58,1.33,1.91,6955,2023-24,Regular Season
1629674,N. Queta,BOS,2.05,-0.15,1.9,1353,2023-24,Regular Season
1630167,O. Toppin,IND,2.3,-0.4,1.9,7558,2023-24,Regular Season
203496,R. Covington,PHI,0.09,1.76,1.85,2005,2023-24,Regular Season
1626181,N. Powell,LAC,1.27,0.58,1.85,8326,2023-24,Regular Season
1627739,K. Dunn,UTA,1.93,-0.1,1.83,5332,2023-24,Regular Season
1626164,D. Booker,PHX,2.44,-0.61,1.83,10207,2023-24,Regular Season
1627936,A. Caruso,CHI,-0.93,2.76,1.83,8353,2023-24,Regular Season
1631170,J. Jaquez Jr.,MIA,0.72,1.08,1.8,8662,2023-24,Regular Season
1629652,L. Dort,OKC,2.37,-0.57,1.8,9515,2023-24,Regular Season
