GROUP_ID,PLAYERS,TEAM_ABBREVIATION,POSS_OFF,POSS_DEF,NET_ACTUAL,NET_EXPECTED,CHEMISTRY,SEASON,SEASON_TYPE
-1627759-1628369-1628401-1629674-1630202-,J. Brown - J. Tatum - D. White - N. Queta - P. Pritchard,BOS,100,101,51.6,9.1,42.5,2025-26,Regular Season
-1628378-1628386-1629731-1630241-1642281-,D. Mitchell - J. Allen - D. Wade - S. Merrill - J. Tyson,CLE,115,119,46.9,9.5,37.4,2025-26,Regular Season
-1629048-1630532-1630591-1641710-1641783-,G. Bitadze - F. Wagner - J. Suggs - A. Black - T. da Silva,ORL,123,127,39.3,4.3,35.0,2025-26,Regular Season
-1628374-1629004-1631117-1641718-1642271-,L. Markkanen - S. Mykhailiuk - W. Kessler - K. George - K. Filipowski,UTA,103,104,34.0,2.5,31.5,2025-26,Regular Season
-203507-1626167-1628398-1631157-1631260-,G. Antetokounmpo - M. Turner - K. Kuzma - R. Rollins - A. Green,MIL,200,205,30.6,0.5,30.1,2025-26,Regular Season
-1627783-1629614-1630174-1641716-1642277-,P. Siakam - A. Nembhard - A. Nesmith - J. Walker - J. Furphy,IND,105,107,20.1,-10.0,30.1,2025-26,Regular Season
-202331-203954-1629656-1631230-1642845-,P. George - J. Embiid - Q. Grimes - D. Barlow - V. Edgecombe,PHI,122,131,33.8,5.4,28.4,2025-26,Regular Season
-201142-203991-1627827-1641708-1642263-,K. Durant - C. Capela - D. Finney-Smith - A. Thompson - R. Sheppard,HOU,171,180,30.6,2.2,28.4,2025-26,Regular Season
-203497-203944-1628978-1630162-1630245-,R. Gobert - J. Randle - D. DiVincenzo - A. Edwards - A. Dosunmu,MIN,103,101,30.8,3.9,26.8,2025-26,Regular Season
-1628389-1630696-1631107-1631170-1631323-,B. Adebayo - D. Smith - N. Jović - J. Jaquez Jr. - S. Fontecchio,MIA,176,175,27.2,2.9,24.3,2025-26,Regular Season
-1631342-1642269-1642363-1642875-1642928-,D. Plowden - D. Carter - N. Clifford - M. Raynaud - D. Cardwell,SAC,111,107,18.5,-4.9,23.5,2025-26,Regular Season
-1628378-1628386-1629631-1629636-1630596-,D. Mitchell - J. Allen - D. Hunter - D. Garland - E. Mobley,CLE,115,117,27.9,4.7,23.2,2025-26,Regular Season
-1628392-1628983-1629652-1631096-1631114-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams,OKC,232,241,33.0,11.2,21.8,2025-26,Regular Season
-1627783-1629614-1630174-1630643-1641716-,P. Siakam - A. Nembhard - A. Nesmith - J. Huff - J. Walker,IND,182,192,11.1,-10.6,21.7,2025-26,Regular Season
-1626164-1626220-1628960-1631109-1642346-,D. Booker - R. O'Neale - G. Allen - M. Williams - R. Dunn,PHX,158,161,17.1,-3.5,20.6,2025-26,Regular Season
-203952-1626181-1628389-1630558-1641796-,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - P. Larsson,MIA,258,256,22.6,2.2,20.4,2025-26,Regular Season
-1629656-1631230-1641737-1642348-1642845-,Q. Grimes - D. Barlow - A. Bona - J. Edwards - V. Edgecombe,PHI,155,158,24.3,3.9,20.3,2025-26,Regular Season
-202699-1629130-1631105-1641709-1642450-,T. Harris - D. Robinson - J. Duren - A. Thompson - D. Jenkins,DET,381,383,28.5,9.7,18.8,2025-26,Regular Season
-1628384-1628404-1628969-1628973-1629011-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Robinson,NYK,135,137,23.8,5.9,17.9,2025-26,Regular Season
-1628970-1630163-1631217-1641706-1642851-,M. Bridges - L. Ball - M. Diabaté - B. Miller - K. Knueppel,CHA,1068,1045,23.5,6.2,17.3,2025-26,Regular Season
-203935-1629028-1629029-1629060-1630559-,M. Smart - D. Ayton - L. Dončić - R. Hachimura - A. Reaves,LAL,246,238,21.3,4.3,16.9,2025-26,Regular Season
-1629048-1630217-1630591-1631094-1641783-,G. Bitadze - D. Bane - J. Suggs - P. Banchero - T. da Silva,ORL,101,103,17.3,0.6,16.7,2025-26,Regular Season
-201572-202695-1627739-1627884-1629636-,B. Lopez - K. Leonard - K. Dunn - D. Jones Jr. - D. Garland,LAC,191,193,25.1,8.5,16.6,2025-26,Regular Season
-1626220-1628415-1628960-1630692-1631109-,R. O'Neale - D. Brooks - G. Allen - J. Goodwin - M. Williams,PHX,126,134,12.9,-3.5,16.4,2025-26,Regular Season
-203083-1626162-1629656-1630178-1642845-,A. Drummond - K. Oubre Jr. - Q. Grimes - T. Maxey - V. Edgecombe,PHI,111,115,14.6,-1.3,15.9,2025-26,Regular Season
-202685-203501-1627750-1628971-1631212-,J. Valančiūnas - T. Hardaway Jr. - J. Murray - B. Brown - P. Watson,DEN,193,197,17.1,1.3,15.8,2025-26,Regular Season
-203497-1628978-1629675-1630162-1630183-,R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,188,189,19.9,4.4,15.5,2025-26,Regular Season
-1629639-1631170-1641796-1642276-1642857-,T. Herro - J. Jaquez Jr. - P. Larsson - K. Ware - K. Jakučionis,MIA,118,120,15.3,0.4,14.9,2025-26,Regular Season
-202699-1629130-1630194-1630595-1641709-,T. Harris - D. Robinson - P. Reed - C. Cunningham - A. Thompson,DET,161,159,23.0,8.8,14.2,2025-26,Regular Season
