TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,TEAM_IPM,SRS,O_SRS,D_SRS,SOS,OSOS,DSOS,SEASON,SEASON_TYPE
1610612749,MIL,Milwaukee Bucks,73,56,17,7.03,9.66,7.15,2.51,-0.51,0.17,-0.69,2019-20,Regular Season
1610612746,LAC,LA Clippers,72,49,23,5.97,6.81,4.27,2.54,0.37,-0.33,0.7,2019-20,Regular Season
1610612761,TOR,Toronto Raptors,72,53,19,5.34,6.14,1.32,4.81,-0.1,0.31,-0.41,2019-20,Regular Season
1610612747,LAL,Los Angeles Lakers,71,52,19,4.77,6.47,1.72,4.75,0.65,0.01,0.65,2019-20,Regular Season
1610612738,BOS,Boston Celtics,72,48,24,4.75,5.99,1.89,4.11,-0.31,-0.03,-0.28,2019-20,Regular Season
1610612742,DAL,Dallas Mavericks,75,43,32,3.76,5.01,5.01,-0.01,0.09,-0.25,0.34,2019-20,Regular Season
1610612745,HOU,Houston Rockets,72,44,28,3.23,3.3,6.03,-2.74,0.34,-0.03,0.37,2019-20,Regular Season
1610612762,UTA,Utah Jazz,72,44,28,3.0,2.75,-0.67,3.42,0.22,-0.25,0.47,2019-20,Regular Season
1610612760,OKC,Oklahoma City Thunder,72,44,28,2.66,2.43,-1.57,4.0,0.5,-0.22,0.72,2019-20,Regular Season
1610612748,MIA,Miami Heat,73,44,29,2.52,2.78,0.14,2.65,-0.19,-0.18,-0.01,2019-20,Regular Season
1610612756,PHX,Phoenix Suns,73,34,39,2.27,0.58,1.9,-1.32,0.52,0.1,0.42,2019-20,Regular Season
1610612754,IND,Indiana Pacers,73,45,28,1.96,1.83,-2.02,3.85,-0.16,0.27,-0.43,2019-20,Regular Season
1610612755,PHI,Philadelphia 76ers,73,43,30,1.95,2.5,-0.76,3.26,0.03,0.19,-0.17,2019-20,Regular Season
1610612743,DEN,Denver Nuggets,73,46,27,1.66,2.48,-0.78,3.26,0.41,-0.31,0.72,2019-20,Regular Season
1610612759,SAS,San Antonio Spurs,71,32,39,0.33,-0.4,2.57,-2.97,0.62,0.2,0.41,2019-20,Regular Season
1610612757,POR,Portland Trail Blazers,74,35,39,0.31,-0.4,3.41,-3.8,0.69,0.15,0.55,2019-20,Regular Season
1610612763,MEM,Memphis Grizzlies,73,34,39,-0.21,-0.78,0.85,-1.63,0.32,-0.02,0.34,2019-20,Regular Season
1610612758,SAC,Sacramento Kings,72,31,41,-0.42,-1.36,-1.66,0.3,0.62,-0.05,0.67,2019-20,Regular Season
1610612753,ORL,Orlando Magic,73,33,40,-0.57,-0.68,-4.65,3.98,0.25,-0.23,0.48,2019-20,Regular Season
1610612740,NOP,New Orleans Pelicans,72,30,42,-0.77,-0.39,4.63,-5.02,0.9,0.52,0.38,2019-20,Regular Season
1610612751,BKN,Brooklyn Nets,72,35,37,-1.37,-0.84,0.32,-1.16,-0.27,0.29,-0.55,2019-20,Regular Season
1610612741,CHI,Chicago Bulls,65,22,43,-3.5,-3.94,-5.38,1.44,-0.76,-0.44,-0.33,2019-20,Regular Season
1610612765,DET,Detroit Pistons,66,20,46,-3.53,-4.23,-4.56,0.34,-0.66,-0.07,-0.6,2019-20,Regular Season
1610612764,WAS,Washington Wizards,72,25,47,-4.04,-5.07,3.15,-8.22,-0.41,0.47,-0.88,2019-20,Regular Season
1610612750,MIN,Minnesota Timberwolves,64,19,45,-5.08,-3.86,1.54,-5.39,0.44,0.03,0.41,2019-20,Regular Season
1610612737,ATL,Atlanta Hawks,67,20,47,-5.49,-7.57,0.66,-8.23,0.43,0.65,-0.22,2019-20,Regular Season
1610612744,GSW,Golden State Warriors,65,15,50,-6.32,-8.06,-5.46,-2.59,0.75,-0.01,0.76,2019-20,Regular Season
1610612766,CHA,Charlotte Hornets,65,23,42,-6.42,-6.77,-8.78,2.01,-0.12,0.03,-0.15,2019-20,Regular Season
1610612752,NYK,New York Knicks,66,21,45,-6.44,-6.56,-5.91,-0.64,-0.1,0.02,-0.13,2019-20,Regular Season
1610612739,CLE,Cleveland Cavaliers,65,19,46,-7.34,-7.84,-4.35,-3.49,0.29,0.62,-0.33,2019-20,Regular Season
