PLAYER_ID,HX,HY,FGA,FGM,FG3A,FG3M,SEASON_TYPE
0,0.0,0.0,40535,29257,0,0,Regular Season
0,21.7,37.5,13369,6520,0,0,Regular Season
0,-21.7,37.5,12512,6103,0,0,Regular Season
0,0.0,75.0,6097,2696,0,0,Regular Season
0,129.9,225.0,5850,2053,5850,2053,Regular Season
0,-216.5,0.0,5633,2190,5513,2135,Regular Season
0,-129.9,225.0,5585,1948,5585,1948,Regular Season
0,43.3,0.0,4585,2268,0,0,Regular Season
0,-43.3,0.0,4459,2239,0,0,Regular Season
0,238.2,37.5,4325,1634,4321,1633,Regular Season
0,-21.7,262.5,4037,1370,4037,1370,Regular Season
0,-238.2,37.5,3975,1512,3972,1511,Regular Season
0,216.5,0.0,3948,1504,3846,1462,Regular Season
0,21.7,262.5,3895,1392,3895,1392,Regular Season
0,-194.9,187.5,3687,1304,3687,1304,Regular Season
0,-151.6,187.5,3282,1122,3209,1093,Regular Season
0,151.6,187.5,3163,1157,3108,1134,Regular Season
0,194.9,187.5,2962,1073,2962,1073,Regular Season
0,65.0,262.5,2932,1017,2932,1017,Regular Season
0,-65.0,262.5,2929,982,2929,982,Regular Season
0,65.0,37.5,2834,1151,0,0,Regular Season
0,43.3,75.0,2801,1246,0,0,Regular Season
0,-43.3,75.0,2723,1139,0,0,Regular Season
0,-216.5,150.0,2650,914,2650,914,Regular Season
0,21.7,112.5,2617,1167,0,0,Regular Season
0,86.6,225.0,2563,918,2499,899,Regular Season
0,-21.7,112.5,2448,1131,0,0,Regular Season
0,-173.2,225.0,2394,771,2394,771,Regular Season
0,-65.0,37.5,2364,903,0,0,Regular Season
0,-86.6,225.0,2303,801,2237,774,Regular Season
0,216.5,150.0,2205,790,2205,790,Regular Season
0,0.0,150.0,2137,931,0,0,Regular Season
0,-108.3,262.5,1990,684,1990,684,Regular Season
0,108.3,262.5,1871,656,1871,656,Regular Season
0,173.2,225.0,1792,613,1792,613,Regular Season
0,216.5,75.0,1702,652,1654,633,Regular Season
0,65.0,112.5,1621,737,0,0,Regular Season
0,-65.0,112.5,1474,637,0,0,Regular Season
0,-86.6,150.0,1378,592,0,0,Regular Season
0,86.6,150.0,1361,541,0,0,Regular Season
0,-216.5,75.0,1182,438,1128,420,Regular Season
0,-86.6,75.0,1167,500,0,0,Regular Season
0,238.2,112.5,1139,421,1139,421,Regular Season
0,86.6,75.0,1135,500,0,0,Regular Season
0,-238.2,112.5,1111,385,1111,385,Regular Season
0,-43.3,150.0,1105,492,0,0,Regular Season
0,108.3,112.5,1086,438,0,0,Regular Season
0,43.3,150.0,1064,486,0,0,Regular Season
0,-108.3,37.5,1038,417,0,0,Regular Season
0,108.3,37.5,1037,425,0,0,Regular Season
0,-21.7,187.5,940,417,0,0,Regular Season
0,-108.3,112.5,928,378,0,0,Regular Season
0,21.7,187.5,927,380,0,0,Regular Season
0,86.6,0.0,836,328,0,0,Regular Season
0,129.9,0.0,834,355,0,0,Regular Season
0,-173.2,150.0,808,301,694,255,Regular Season
0,-129.9,150.0,793,320,0,0,Regular Season
0,129.9,150.0,782,294,0,0,Regular Season
0,-86.6,0.0,771,301,0,0,Regular Season
0,-129.9,0.0,758,305,0,0,Regular Season
0,65.0,187.5,740,289,0,0,Regular Season
0,-65.0,187.5,701,284,0,0,Regular Season
0,-151.6,37.5,698,280,0,0,Regular Season
0,129.9,75.0,689,288,0,0,Regular Season
0,-129.9,75.0,681,237,0,0,Regular Season
0,173.2,150.0,672,241,582,197,Regular Season
0,-151.6,262.5,643,202,643,202,Regular Season
0,151.6,37.5,622,266,0,0,Regular Season
0,-238.2,-37.5,602,237,602,237,Regular Season
0,-43.3,225.0,545,179,369,113,Regular Season
0,0.0,225.0,526,182,202,68,Regular Season
0,43.3,225.0,512,172,344,121,Regular Season
0,151.6,112.5,506,196,0,0,Regular Season
0,-108.3,187.5,494,199,0,0,Regular Season
0,108.3,187.5,486,182,0,0,Regular Season
0,0.0,300.0,477,168,477,168,Regular Season
0,-151.6,112.5,463,185,0,0,Regular Season
0,151.6,262.5,457,134,457,134,Regular Season
0,-194.9,112.5,396,125,289,86,Regular Season
0,-173.2,0.0,386,135,0,0,Regular Season
0,173.2,0.0,355,132,0,0,Regular Season
0,194.9,112.5,342,130,251,92,Regular Season
0,-259.8,0.0,337,129,337,129,Regular Season
0,238.2,-37.5,301,123,301,123,Regular Season
0,173.2,75.0,278,102,0,0,Regular Season
0,-43.3,300.0,256,82,256,82,Regular Season
0,-173.2,75.0,250,87,0,0,Regular Season
0,-194.9,37.5,228,83,0,0,Regular Season
0,194.9,37.5,223,76,0,0,Regular Season
0,43.3,300.0,208,73,208,73,Regular Season
0,-86.6,300.0,157,53,157,53,Regular Season
0,259.8,0.0,146,58,146,58,Regular Season
0,86.6,300.0,130,49,130,49,Regular Season
0,-129.9,300.0,118,28,118,28,Regular Season
0,-216.5,225.0,99,35,99,35,Regular Season
0,-194.9,262.5,88,19,88,19,Regular Season
0,129.9,300.0,88,27,88,27,Regular Season
0,259.8,75.0,69,26,69,26,Regular Season
0,216.5,225.0,62,25,62,25,Regular Season
0,194.9,262.5,59,17,59,17,Regular Season
0,-259.8,75.0,47,15,47,15,Regular Season
0,-173.2,300.0,39,5,39,5,Regular Season
0,108.3,-37.5,37,17,0,0,Regular Season
0,173.2,300.0,37,8,37,8,Regular Season
0,-108.3,-37.5,33,13,0,0,Regular Season
0,151.6,-37.5,31,15,0,0,Regular Season
0,-238.2,187.5,27,10,27,10,Regular Season
2544,0.0,0.0,289,247,0,0,Regular Season
2544,21.7,37.5,104,57,0,0,Regular Season
2544,-21.7,37.5,93,55,0,0,Regular Season
2544,-129.9,225.0,46,18,46,18,Regular Season
2544,129.9,225.0,34,14,34,14,Regular Season
2544,-108.3,262.5,27,8,27,8,Regular Season
2544,-65.0,262.5,27,11,27,11,Regular Season
2544,-194.9,187.5,22,12,22,12,Regular Season
2544,194.9,187.5,21,8,21,8,Regular Season
2544,-173.2,225.0,21,5,21,5,Regular Season
2544,65.0,262.5,21,6,21,6,Regular Season
2544,21.7,262.5,21,8,21,8,Regular Season
2544,0.0,75.0,21,7,0,0,Regular Season
2544,43.3,0.0,20,11,0,0,Regular Season
2544,-21.7,262.5,19,8,19,8,Regular Season
2544,-43.3,0.0,17,8,0,0,Regular Season
2544,151.6,187.5,15,7,14,7,Regular Season
2544,-151.6,187.5,14,7,13,6,Regular Season
2544,216.5,150.0,13,6,13,6,Regular Season
2544,-216.5,150.0,12,2,12,2,Regular Season
2544,-86.6,225.0,12,5,12,5,Regular Season
2544,-151.6,262.5,12,6,12,6,Regular Season
2544,108.3,262.5,11,2,11,2,Regular Season
2544,-151.6,37.5,10,4,0,0,Regular Season
2544,-108.3,112.5,9,6,0,0,Regular Season
2544,-216.5,0.0,9,5,9,5,Regular Season
2544,129.9,75.0,9,2,0,0,Regular Season
2544,-65.0,112.5,8,3,0,0,Regular Season
2544,86.6,225.0,8,4,8,4,Regular Season
