PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2M,FG3M,FG3A,CLOSE_DEF,SEASON_TYPE
1630578,Alperen Sengun,HOU,76,0.153,96,175,0.549,0.549,96,0,0,VERY_TIGHT,Regular Season
1627826,Ivica Zubac,LAC,80,0.17,89,160,0.556,0.556,89,0,0,VERY_TIGHT,Regular Season
203507,Giannis Antetokounmpo,MIL,67,0.113,91,149,0.611,0.611,91,0,0,VERY_TIGHT,Regular Season
1627734,Domantas Sabonis,SAC,70,0.165,80,147,0.544,0.544,80,0,0,VERY_TIGHT,Regular Season
203999,Nikola Jokić,DEN,70,0.086,68,117,0.581,0.581,68,0,2,VERY_TIGHT,Regular Season
1630595,Cade Cunningham,DET,70,0.08,45,116,0.388,0.388,45,0,6,VERY_TIGHT,Regular Season
1630532,Franz Wagner,ORL,60,0.096,55,112,0.491,0.491,55,0,1,VERY_TIGHT,Regular Season
1630224,Jalen Green,HOU,82,0.077,40,111,0.36,0.374,37,3,7,VERY_TIGHT,Regular Season
1628983,Shai Gilgeous-Alexander,OKC,76,0.063,46,105,0.438,0.438,46,0,0,VERY_TIGHT,Regular Season
1627759,Jaylen Brown,BOS,63,0.093,45,103,0.437,0.437,45,0,2,VERY_TIGHT,Regular Season
2544,LeBron James,LAL,70,0.08,59,101,0.584,0.584,59,0,1,VERY_TIGHT,Regular Season
1626157,Karl-Anthony Towns,NYK,71,0.081,44,98,0.449,0.449,44,0,0,VERY_TIGHT,Regular Season
1629628,RJ Barrett,TOR,58,0.096,37,94,0.394,0.394,37,0,0,VERY_TIGHT,Regular Season
1629651,Nic Claxton,BKN,70,0.153,49,87,0.563,0.563,49,0,0,VERY_TIGHT,Regular Season
1631105,Jalen Duren,DET,78,0.158,44,86,0.512,0.512,44,0,0,VERY_TIGHT,Regular Season
1629639,Tyler Herro,MIA,77,0.062,39,86,0.453,0.494,32,7,12,VERY_TIGHT,Regular Season
1630581,Josh Giddey,CHI,70,0.109,36,86,0.419,0.419,36,0,0,VERY_TIGHT,Regular Season
1630596,Evan Mobley,CLE,71,0.094,48,85,0.565,0.565,48,0,0,VERY_TIGHT,Regular Season
1628991,Jaren Jackson Jr.,MEM,73,0.071,35,85,0.412,0.412,35,0,0,VERY_TIGHT,Regular Season
1627751,Jakob Poeltl,TOR,57,0.145,54,84,0.643,0.643,54,0,0,VERY_TIGHT,Regular Season
203897,Zach LaVine,SAC,74,0.069,47,84,0.56,0.56,47,0,0,VERY_TIGHT,Regular Season
1628368,De'Aaron Fox,SAS,62,0.071,34,83,0.41,0.41,34,0,2,VERY_TIGHT,Regular Season
1630700,Dyson Daniels,ATL,76,0.089,39,82,0.476,0.476,39,0,0,VERY_TIGHT,Regular Season
1628970,Miles Bridges,CHA,64,0.074,37,81,0.457,0.457,37,0,1,VERY_TIGHT,Regular Season
1631117,Walker Kessler,UTA,58,0.188,46,79,0.582,0.582,46,0,0,VERY_TIGHT,Regular Season
1628386,Jarrett Allen,CLE,82,0.123,45,79,0.57,0.57,45,0,0,VERY_TIGHT,Regular Season
1642264,Stephon Castle,SAS,81,0.079,36,78,0.462,0.462,36,0,1,VERY_TIGHT,Regular Season
