TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,MATCHUP,WL,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,SEASON_TYPE
1610612759,SAS,San Antonio Spurs,2022-01-19,SAS vs. OKC,W,118,50,32,9,13,9,0.49,0.375,0.643,22,Regular Season
1610612760,OKC,Oklahoma City Thunder,2022-01-19,OKC @ SAS,L,96,46,20,5,2,15,0.388,0.258,0.8,-22,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-19,TOR @ DAL,L,98,44,17,11,1,12,0.385,0.25,0.8,-4,Regular Season
1610612762,UTA,Utah Jazz,2022-01-19,UTA vs. HOU,L,111,49,26,7,5,9,0.472,0.263,0.85,-5,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-19,MEM @ MIL,L,114,47,26,10,8,10,0.415,0.225,0.68,-12,Regular Season
1610612764,WAS,Washington Wizards,2022-01-19,WAS vs. BKN,L,118,40,23,6,8,13,0.477,0.345,0.813,-1,Regular Season
1610612765,DET,Detroit Pistons,2022-01-19,DET @ SAC,W,133,41,27,3,6,9,0.505,0.417,0.867,2,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-19,CHA @ BOS,W,111,47,27,6,6,17,0.488,0.41,0.733,9,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-01-20,NOP @ NYK,W,102,35,27,10,2,12,0.5,0.393,0.682,11,Regular Season
1610612742,DAL,Dallas Mavericks,2022-01-20,DAL vs. PHX,L,101,50,19,1,3,19,0.435,0.297,0.8,-8,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-20,GSW vs. IND,L,117,53,28,11,6,21,0.447,0.214,0.828,-4,Regular Season
1610612752,NYK,New York Knicks,2022-01-20,NYK vs. NOP,L,91,48,21,6,5,15,0.377,0.237,0.667,-11,Regular Season
1610612754,IND,Indiana Pacers,2022-01-20,IND @ GSW,W,121,48,23,12,3,18,0.432,0.429,0.706,4,Regular Season
1610612756,PHX,Phoenix Suns,2022-01-20,PHX @ DAL,W,109,40,25,13,1,7,0.453,0.222,0.92,8,Regular Season
1610612737,ATL,Atlanta Hawks,2022-01-21,ATL vs. MIA,W,110,36,26,3,1,18,0.559,0.424,0.833,2,Regular Season
1610612738,BOS,Boston Celtics,2022-01-21,BOS vs. POR,L,105,42,25,7,7,12,0.451,0.297,0.87,-4,Regular Season
1610612741,CHI,Chicago Bulls,2022-01-21,CHI @ MIL,L,90,49,21,4,4,10,0.365,0.184,0.875,-4,Regular Season
1610612743,DEN,Denver Nuggets,2022-01-21,DEN vs. MEM,L,118,37,34,6,6,13,0.473,0.406,0.826,-4,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-21,GSW vs. HOU,W,105,41,25,4,9,19,0.481,0.333,0.773,2,Regular Season
1610612745,HOU,Houston Rockets,2022-01-21,HOU @ GSW,L,103,39,25,10,3,12,0.427,0.286,0.85,-2,Regular Season
1610612746,LAC,LA Clippers,2022-01-21,LAC @ PHI,W,102,49,21,5,0,12,0.46,0.344,0.733,1,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-01-21,LAL @ ORL,W,116,45,23,12,4,19,0.494,0.433,0.826,11,Regular Season
1610612748,MIA,Miami Heat,2022-01-21,MIA @ ATL,L,108,33,30,8,1,15,0.482,0.375,0.917,-2,Regular Season
1610612749,MIL,Milwaukee Bucks,2022-01-21,MIL vs. CHI,W,94,53,20,3,3,8,0.386,0.194,0.714,4,Regular Season
1610612751,BKN,Brooklyn Nets,2022-01-21,BKN @ SAS,W,117,53,24,3,5,8,0.48,0.36,1.0,15,Regular Season
1610612753,ORL,Orlando Magic,2022-01-21,ORL vs. LAL,L,105,35,23,6,9,18,0.444,0.275,0.759,-11,Regular Season
1610612755,PHI,Philadelphia 76ers,2022-01-21,PHI vs. LAC,L,101,44,23,7,3,7,0.418,0.357,0.714,-1,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-21,POR @ BOS,W,109,42,20,6,4,13,0.474,0.485,0.7,4,Regular Season
1610612759,SAS,San Antonio Spurs,2022-01-21,SAS vs. BKN,L,102,49,24,3,7,6,0.389,0.276,0.833,-15,Regular Season
1610612760,OKC,Oklahoma City Thunder,2022-01-21,OKC @ CHA,L,98,52,20,6,2,12,0.378,0.273,0.8,-23,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-21,TOR @ WAS,W,109,40,20,10,4,8,0.467,0.367,0.824,4,Regular Season
1610612762,UTA,Utah Jazz,2022-01-21,UTA vs. DET,W,111,44,22,3,7,11,0.456,0.323,0.853,10,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-21,MEM @ DEN,W,122,48,19,11,10,16,0.524,0.44,0.625,4,Regular Season
1610612764,WAS,Washington Wizards,2022-01-21,WAS vs. TOR,L,105,45,29,3,3,18,0.506,0.333,0.8,-4,Regular Season
1610612765,DET,Detroit Pistons,2022-01-21,DET @ UTA,L,101,40,22,6,4,11,0.437,0.406,0.75,-10,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-21,CHA vs. OKC,W,121,62,34,8,5,12,0.455,0.347,0.7,23,Regular Season
1610612739,CLE,Cleveland Cavaliers,2022-01-22,CLE vs. OKC,W,94,54,22,5,6,23,0.461,0.222,0.514,7,Regular Season
1610612749,MIL,Milwaukee Bucks,2022-01-22,MIL vs. SAC,W,133,43,19,12,0,7,0.495,0.5,0.88,6,Regular Season
1610612754,IND,Indiana Pacers,2022-01-22,IND @ PHX,L,103,44,19,5,5,18,0.44,0.345,0.704,-10,Regular Season
1610612756,PHX,Phoenix Suns,2022-01-22,PHX vs. IND,W,113,51,34,11,8,11,0.49,0.28,0.857,10,Regular Season
1610612758,SAC,Sacramento Kings,2022-01-22,SAC @ MIL,L,127,48,29,4,2,14,0.526,0.405,0.625,-6,Regular Season
1610612760,OKC,Oklahoma City Thunder,2022-01-22,OKC @ CLE,L,87,41,16,14,3,15,0.388,0.293,0.563,-7,Regular Season
1610612737,ATL,Atlanta Hawks,2022-01-23,ATL @ CHA,W,113,45,25,12,6,10,0.455,0.385,0.75,22,Regular Season
1610612738,BOS,Boston Celtics,2022-01-23,BOS @ WAS,W,116,57,26,5,3,13,0.444,0.487,0.81,29,Regular Season
1610612741,CHI,Chicago Bulls,2022-01-23,CHI @ ORL,L,95,44,10,3,4,22,0.434,0.238,0.75,-19,Regular Season
1610612742,DAL,Dallas Mavericks,2022-01-23,DAL vs. MEM,W,104,42,22,10,12,18,0.486,0.3,0.742,13,Regular Season
1610612743,DEN,Denver Nuggets,2022-01-23,DEN vs. DET,W,117,34,29,8,1,13,0.518,0.343,0.739,6,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-23,GSW vs. UTA,W,94,40,19,8,5,10,0.434,0.31,0.9,2,Regular Season
1610612746,LAC,LA Clippers,2022-01-23,LAC @ NYK,L,102,40,20,7,6,12,0.43,0.341,0.667,-8,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-01-23,LAL @ MIA,L,107,38,20,7,1,18,0.456,0.275,0.8,-6,Regular Season
1610612748,MIA,Miami Heat,2022-01-23,MIA vs. LAL,W,113,39,31,9,3,16,0.494,0.455,0.9,6,Regular Season
1610612750,MIN,Minnesota Timberwolves,2022-01-23,MIN vs. BKN,W,136,37,24,11,7,9,0.522,0.438,0.839,11,Regular Season
1610612751,BKN,Brooklyn Nets,2022-01-23,BKN @ MIN,L,125,48,27,4,1,19,0.505,0.395,0.933,-11,Regular Season
1610612752,NYK,New York Knicks,2022-01-23,NYK vs. LAC,W,110,52,26,6,4,13,0.429,0.444,0.842,8,Regular Season
1610612753,ORL,Orlando Magic,2022-01-23,ORL vs. CHI,W,114,35,31,7,8,14,0.525,0.462,0.783,19,Regular Season
1610612755,PHI,Philadelphia 76ers,2022-01-23,PHI @ SAS,W,115,47,22,5,3,10,0.478,0.438,0.87,6,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-23,POR @ TOR,W,114,47,31,8,7,22,0.529,0.563,0.462,9,Regular Season
1610612759,SAS,San Antonio Spurs,2022-01-23,SAS vs. PHI,L,109,43,30,4,5,9,0.472,0.333,0.682,-6,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-23,TOR vs. POR,L,105,43,28,15,8,16,0.398,0.333,0.643,-9,Regular Season
1610612762,UTA,Utah Jazz,2022-01-23,UTA @ GSW,L,92,51,17,7,2,12,0.383,0.314,0.826,-2,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-23,MEM @ DAL,L,91,50,20,10,3,15,0.374,0.167,0.684,-13,Regular Season
1610612764,WAS,Washington Wizards,2022-01-23,WAS vs. BOS,L,87,44,20,8,6,7,0.355,0.235,0.813,-29,Regular Season
1610612765,DET,Detroit Pistons,2022-01-23,DET @ DEN,L,111,34,28,4,5,22,0.56,0.379,0.842,-6,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-23,CHA vs. ATL,L,91,54,23,6,6,16,0.391,0.111,0.704,-22,Regular Season
1610612739,CLE,Cleveland Cavaliers,2022-01-24,CLE vs. NYK,W,95,51,29,7,1,20,0.432,0.361,0.6,2,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-01-24,NOP vs. IND,W,117,45,23,7,4,12,0.466,0.2,0.935,4,Regular Season
1610612741,CHI,Chicago Bulls,2022-01-24,CHI @ OKC,W,111,51,31,7,9,19,0.461,0.385,0.737,1,Regular Season
1610612752,NYK,New York Knicks,2022-01-24,NYK @ CLE,L,93,45,21,11,1,12,0.417,0.316,0.524,-2,Regular Season
1610612754,IND,Indiana Pacers,2022-01-24,IND @ NOP,L,113,41,26,5,7,17,0.437,0.413,0.72,-4,Regular Season
1610612756,PHX,Phoenix Suns,2022-01-24,PHX vs. UTA,W,115,51,28,10,5,14,0.475,0.361,0.533,6,Regular Season
1610612760,OKC,Oklahoma City Thunder,2022-01-24,OKC vs. CHI,L,110,44,26,9,5,11,0.413,0.356,0.75,-1,Regular Season
1610612762,UTA,Utah Jazz,2022-01-24,UTA @ PHX,L,109,38,16,11,3,14,0.494,0.452,0.682,-6,Regular Season
1610612738,BOS,Boston Celtics,2022-01-25,BOS vs. SAC,W,128,67,32,6,6,11,0.495,0.444,0.857,53,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-01-25,NOP @ PHI,L,107,39,26,5,7,8,0.482,0.409,0.692,-10,Regular Season
1610612742,DAL,Dallas Mavericks,2022-01-25,DAL @ GSW,L,92,39,17,9,4,11,0.352,0.25,1.0,-38,Regular Season
1610612743,DEN,Denver Nuggets,2022-01-25,DEN @ DET,W,110,56,25,7,1,25,0.429,0.344,0.871,5,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-25,GSW vs. DAL,W,130,58,31,8,2,14,0.533,0.395,0.833,38,Regular Season
1610612745,HOU,Houston Rockets,2022-01-25,HOU vs. SAS,L,104,45,21,8,3,17,0.411,0.265,0.68,-30,Regular Season
1610612746,LAC,LA Clippers,2022-01-25,LAC @ WAS,W,116,48,28,9,5,12,0.415,0.379,0.871,1,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-01-25,LAL @ BKN,W,106,33,23,12,9,10,0.472,0.316,1.0,10,Regular Season
1610612750,MIN,Minnesota Timberwolves,2022-01-25,MIN @ POR,W,109,49,21,8,10,17,0.439,0.326,0.742,2,Regular Season
1610612751,BKN,Brooklyn Nets,2022-01-25,BKN vs. LAL,L,96,54,20,5,2,19,0.42,0.259,0.682,-10,Regular Season
1610612755,PHI,Philadelphia 76ers,2022-01-25,PHI vs. NOP,W,117,44,26,4,8,11,0.464,0.323,0.935,10,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-25,POR vs. MIN,L,107,50,26,4,2,14,0.394,0.39,0.85,-2,Regular Season
1610612758,SAC,Sacramento Kings,2022-01-25,SAC @ BOS,L,75,45,15,7,8,12,0.305,0.182,0.733,-53,Regular Season
1610612759,SAS,San Antonio Spurs,2022-01-25,SAS @ HOU,W,134,49,38,8,5,13,0.574,0.375,1.0,30,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-25,TOR vs. CHA,W,125,42,27,6,7,17,0.524,0.471,0.793,12,Regular Season
1610612764,WAS,Washington Wizards,2022-01-25,WAS vs. LAC,L,115,52,25,4,7,19,0.463,0.333,0.8,-1,Regular Season
1610612765,DET,Detroit Pistons,2022-01-25,DET vs. DEN,L,105,36,25,14,5,9,0.423,0.333,0.786,-5,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-25,CHA @ TOR,L,113,37,25,7,2,12,0.488,0.323,0.719,-12,Regular Season
1610612737,ATL,Atlanta Hawks,2022-01-26,ATL vs. SAC,W,121,48,29,9,2,9,0.533,0.333,0.765,17,Regular Season
1610612739,CLE,Cleveland Cavaliers,2022-01-26,CLE vs. MIL,W,115,41,27,11,3,13,0.471,0.452,0.824,16,Regular Season
1610612741,CHI,Chicago Bulls,2022-01-26,CHI vs. TOR,W,111,45,32,2,1,15,0.548,0.269,0.75,6,Regular Season
1610612742,DAL,Dallas Mavericks,2022-01-26,DAL @ POR,W,132,45,35,6,6,9,0.545,0.444,0.769,20,Regular Season
1610612743,DEN,Denver Nuggets,2022-01-26,DEN @ BKN,W,124,48,27,8,2,13,0.472,0.417,0.926,6,Regular Season
1610612746,LAC,LA Clippers,2022-01-26,LAC @ ORL,W,111,49,20,7,1,15,0.444,0.517,0.889,9,Regular Season
1610612748,MIA,Miami Heat,2022-01-26,MIA vs. NYK,W,110,38,30,8,3,20,0.5,0.432,0.909,14,Regular Season
1610612749,MIL,Milwaukee Bucks,2022-01-26,MIL @ CLE,L,99,41,22,7,3,19,0.463,0.281,0.889,-16,Regular Season
1610612751,BKN,Brooklyn Nets,2022-01-26,BKN vs. DEN,L,118,38,26,6,3,12,0.489,0.414,0.769,-6,Regular Season
1610612752,NYK,New York Knicks,2022-01-26,NYK @ MIA,L,96,44,24,8,4,18,0.422,0.341,0.647,-14,Regular Season
1610612753,ORL,Orlando Magic,2022-01-26,ORL vs. LAC,L,102,39,29,9,3,13,0.452,0.257,0.773,-9,Regular Season
1610612754,IND,Indiana Pacers,2022-01-26,IND vs. CHA,L,126,41,33,9,3,20,0.478,0.294,0.824,-32,Regular Season
1610612756,PHX,Phoenix Suns,2022-01-26,PHX @ UTA,W,105,44,14,6,7,9,0.488,0.389,0.667,8,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-26,POR vs. DAL,L,112,38,27,4,1,9,0.512,0.368,0.609,-20,Regular Season
1610612758,SAC,Sacramento Kings,2022-01-26,SAC @ ATL,L,104,42,23,6,3,12,0.419,0.3,0.737,-17,Regular Season
1610612759,SAS,San Antonio Spurs,2022-01-26,SAS vs. MEM,L,110,39,30,9,7,13,0.457,0.243,0.789,-8,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-26,TOR @ CHI,L,105,34,24,8,5,12,0.481,0.387,0.607,-6,Regular Season
1610612762,UTA,Utah Jazz,2022-01-26,UTA vs. PHX,L,97,39,20,6,4,16,0.43,0.4,0.739,-8,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-26,MEM @ SAS,W,118,44,24,9,9,13,0.511,0.304,0.731,8,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-26,CHA @ IND,W,158,36,37,9,5,13,0.581,0.533,0.788,32,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-27,GSW vs. MIN,W,124,47,31,8,3,19,0.537,0.583,0.714,9,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-01-27,LAL @ PHI,L,87,42,19,7,9,19,0.409,0.207,1.0,-18,Regular Season
1610612750,MIN,Minnesota Timberwolves,2022-01-27,MIN @ GSW,L,115,41,22,10,4,9,0.442,0.227,0.778,-9,Regular Season
1610612755,PHI,Philadelphia 76ers,2022-01-27,PHI vs. LAL,W,105,41,30,8,5,15,0.5,0.371,0.588,18,Regular Season
1610612737,ATL,Atlanta Hawks,2022-01-28,ATL vs. BOS,W,108,43,19,10,11,12,0.461,0.387,0.7,16,Regular Season
1610612738,BOS,Boston Celtics,2022-01-28,BOS @ ATL,L,92,52,15,5,8,18,0.349,0.194,0.926,-16,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-01-28,NOP vs. DEN,L,105,43,23,14,4,13,0.389,0.147,0.909,-11,Regular Season
1610612741,CHI,Chicago Bulls,2022-01-28,CHI @ SAS,L,122,37,22,5,2,6,0.523,0.267,0.846,-9,Regular Season
1610612743,DEN,Denver Nuggets,2022-01-28,DEN @ NOP,W,116,43,29,9,4,21,0.5,0.364,0.88,11,Regular Season
1610612745,HOU,Houston Rockets,2022-01-28,HOU vs. POR,L,110,38,25,6,3,19,0.481,0.244,0.774,-15,Regular Season
1610612746,LAC,LA Clippers,2022-01-28,LAC @ MIA,L,114,37,22,7,3,13,0.446,0.257,0.719,-7,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-01-28,LAL @ CHA,L,114,44,19,7,3,7,0.418,0.375,0.719,-3,Regular Season
1610612748,MIA,Miami Heat,2022-01-28,MIA vs. LAC,W,121,51,28,6,3,18,0.471,0.441,0.963,7,Regular Season
1610612749,MIL,Milwaukee Bucks,2022-01-28,MIL vs. NYK,W,123,47,27,11,1,13,0.461,0.326,0.871,15,Regular Season
1610612750,MIN,Minnesota Timberwolves,2022-01-28,MIN @ PHX,L,124,38,20,7,6,7,0.489,0.359,0.815,-10,Regular Season
1610612752,NYK,New York Knicks,2022-01-28,NYK @ MIL,L,108,45,21,6,4,14,0.464,0.35,0.571,-15,Regular Season
1610612753,ORL,Orlando Magic,2022-01-28,ORL vs. DET,W,119,47,28,5,7,17,0.494,0.48,0.962,16,Regular Season
1610612754,IND,Indiana Pacers,2022-01-28,IND @ OKC,W,113,60,25,7,6,21,0.432,0.333,0.621,3,Regular Season
1610612756,PHX,Phoenix Suns,2022-01-28,PHX vs. MIN,W,134,49,36,4,2,12,0.512,0.513,0.757,10,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-28,POR @ HOU,W,125,34,20,10,4,15,0.568,0.436,0.8,15,Regular Season
1610612759,SAS,San Antonio Spurs,2022-01-28,SAS vs. CHI,W,131,44,35,3,1,7,0.526,0.432,0.833,9,Regular Season
1610612760,OKC,Oklahoma City Thunder,2022-01-28,OKC vs. IND,L,110,43,22,12,6,14,0.453,0.326,0.588,-3,Regular Season
1610612762,UTA,Utah Jazz,2022-01-28,UTA @ MEM,L,109,37,20,10,3,18,0.435,0.37,0.857,-10,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-28,MEM vs. UTA,W,119,42,27,9,7,15,0.561,0.391,0.75,10,Regular Season
1610612765,DET,Detroit Pistons,2022-01-28,DET @ ORL,L,103,41,23,10,9,10,0.368,0.345,0.784,-16,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-28,CHA vs. LAL,W,117,50,25,4,5,12,0.518,0.306,0.714,3,Regular Season
1610612738,BOS,Boston Celtics,2022-01-29,BOS @ NOP,W,107,43,31,6,7,15,0.531,0.341,0.636,10,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-01-29,NOP vs. BOS,L,97,40,22,8,0,15,0.439,0.25,0.739,-10,Regular Season
1610612742,DAL,Dallas Mavericks,2022-01-29,DAL vs. IND,W,132,46,31,8,7,5,0.531,0.471,0.636,27,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-29,GSW vs. BKN,W,110,55,24,8,8,12,0.408,0.311,0.889,4,Regular Season
1610612748,MIA,Miami Heat,2022-01-29,MIA vs. TOR,L,120,61,26,12,6,24,0.409,0.32,0.7,-4,Regular Season
1610612751,BKN,Brooklyn Nets,2022-01-29,BKN @ GSW,L,106,52,21,7,10,11,0.398,0.393,0.81,-4,Regular Season
1610612754,IND,Indiana Pacers,2022-01-29,IND @ DAL,L,105,47,25,1,7,11,0.44,0.273,0.696,-27,Regular Season
1610612755,PHI,Philadelphia 76ers,2022-01-29,PHI vs. SAC,W,103,36,24,8,3,18,0.514,0.4,0.731,2,Regular Season
1610612758,SAC,Sacramento Kings,2022-01-29,SAC @ PHI,L,101,43,24,9,2,13,0.439,0.343,0.85,-2,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-29,TOR @ MIA,W,124,53,24,15,9,17,0.439,0.356,0.778,4,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-29,MEM vs. WAS,W,115,60,24,8,10,9,0.46,0.419,0.833,20,Regular Season
1610612764,WAS,Washington Wizards,2022-01-29,WAS @ MEM,L,95,37,27,6,5,12,0.417,0.345,0.714,-20,Regular Season
1610612737,ATL,Atlanta Hawks,2022-01-30,ATL vs. LAL,W,129,45,31,7,0,12,0.583,0.323,0.656,8,Regular Season
1610612739,CLE,Cleveland Cavaliers,2022-01-30,CLE @ DET,L,105,41,25,6,6,13,0.463,0.382,0.64,-10,Regular Season
1610612741,CHI,Chicago Bulls,2022-01-30,CHI vs. POR,W,130,44,36,10,3,7,0.556,0.406,0.944,14,Regular Season
1610612742,DAL,Dallas Mavericks,2022-01-30,DAL @ ORL,L,108,40,22,9,4,18,0.481,0.421,0.778,-2,Regular Season
1610612743,DEN,Denver Nuggets,2022-01-30,DEN @ MIL,W,136,41,39,8,3,10,0.602,0.535,0.7,36,Regular Season
1610612746,LAC,LA Clippers,2022-01-30,LAC @ CHA,W,115,60,23,5,6,18,0.524,0.393,0.842,25,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-01-30,LAL @ ATL,L,121,38,29,5,2,13,0.54,0.429,0.522,-8,Regular Season
1610612749,MIL,Milwaukee Bucks,2022-01-30,MIL vs. DEN,L,100,32,23,6,3,15,0.474,0.333,0.727,-36,Regular Season
1610612750,MIN,Minnesota Timberwolves,2022-01-30,MIN vs. UTA,W,126,40,35,11,2,16,0.551,0.419,0.833,20,Regular Season
1610612753,ORL,Orlando Magic,2022-01-30,ORL vs. DAL,W,110,40,26,8,1,16,0.512,0.324,0.813,2,Regular Season
1610612756,PHX,Phoenix Suns,2022-01-30,PHX vs. SAS,W,115,46,31,6,5,8,0.495,0.344,0.667,5,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-30,POR @ CHI,L,116,36,23,4,3,12,0.518,0.462,0.75,-14,Regular Season
1610612759,SAS,San Antonio Spurs,2022-01-30,SAS @ PHX,L,110,43,27,6,3,11,0.45,0.351,0.875,-5,Regular Season
1610612762,UTA,Utah Jazz,2022-01-30,UTA @ MIN,L,106,38,23,8,4,20,0.469,0.375,0.714,-20,Regular Season
1610612765,DET,Detroit Pistons,2022-01-30,DET vs. CLE,W,115,48,26,7,4,9,0.462,0.385,0.84,10,Regular Season
1610612766,CHA,Charlotte Hornets,2022-01-30,CHA vs. LAC,L,90,44,24,8,2,9,0.327,0.235,0.667,-25,Regular Season
1610612737,ATL,Atlanta Hawks,2022-01-31,ATL vs. TOR,L,100,46,28,6,5,15,0.457,0.375,0.875,-6,Regular Season
1610612738,BOS,Boston Celtics,2022-01-31,BOS vs. MIA,W,122,44,24,9,6,10,0.524,0.381,0.667,30,Regular Season
1610612739,CLE,Cleveland Cavaliers,2022-01-31,CLE vs. NOP,W,93,37,26,6,9,10,0.429,0.29,0.857,3,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-01-31,NOP @ CLE,L,90,51,26,6,8,13,0.388,0.2,0.857,-3,Regular Season
1610612744,GSW,Golden State Warriors,2022-01-31,GSW @ HOU,W,122,41,23,10,8,15,0.538,0.425,0.826,14,Regular Season
1610612745,HOU,Houston Rockets,2022-01-31,HOU vs. GSW,L,108,37,25,4,3,17,0.429,0.372,0.69,-14,Regular Season
1610612746,LAC,LA Clippers,2022-01-31,LAC @ IND,L,116,41,25,7,5,10,0.469,0.341,0.846,-6,Regular Season
1610612748,MIA,Miami Heat,2022-01-31,MIA @ BOS,L,92,38,25,6,2,19,0.391,0.386,0.7,-30,Regular Season
1610612752,NYK,New York Knicks,2022-01-31,NYK vs. SAC,W,116,47,25,12,5,17,0.5,0.371,0.793,20,Regular Season
1610612754,IND,Indiana Pacers,2022-01-31,IND vs. LAC,W,122,50,31,3,5,12,0.526,0.483,0.667,6,Regular Season
1610612755,PHI,Philadelphia 76ers,2022-01-31,PHI vs. MEM,W,122,49,30,8,12,21,0.49,0.355,0.867,3,Regular Season
1610612757,POR,Portland Trail Blazers,2022-01-31,POR @ OKC,L,81,41,18,7,6,15,0.42,0.184,0.75,-17,Regular Season
1610612758,SAC,Sacramento Kings,2022-01-31,SAC @ NYK,L,96,36,24,6,5,16,0.43,0.289,0.5,-20,Regular Season
1610612760,OKC,Oklahoma City Thunder,2022-01-31,OKC vs. POR,W,98,50,22,6,3,13,0.407,0.293,0.941,17,Regular Season
1610612761,TOR,Toronto Raptors,2022-01-31,TOR @ ATL,W,106,43,21,7,8,8,0.427,0.5,0.706,6,Regular Season
1610612763,MEM,Memphis Grizzlies,2022-01-31,MEM @ PHI,L,119,48,18,14,6,14,0.461,0.2,0.679,-3,Regular Season
1610612740,NOP,New Orleans Pelicans,2022-02-01,NOP @ DET,W,111,46,24,8,5,17,0.438,0.286,0.893,10,Regular Season
1610612741,CHI,Chicago Bulls,2022-02-01,CHI vs. ORL,W,126,49,25,5,6,10,0.511,0.367,0.793,11,Regular Season
1610612743,DEN,Denver Nuggets,2022-02-01,DEN @ MIN,L,115,46,27,7,4,12,0.427,0.318,0.893,-15,Regular Season
1610612744,GSW,Golden State Warriors,2022-02-01,GSW @ SAS,W,124,46,30,10,3,16,0.448,0.435,1.0,4,Regular Season
1610612748,MIA,Miami Heat,2022-02-01,MIA @ TOR,L,106,38,26,8,1,17,0.487,0.267,0.88,-4,Regular Season
1610612749,MIL,Milwaukee Bucks,2022-02-01,MIL vs. WAS,W,112,44,26,7,2,9,0.5,0.316,0.889,14,Regular Season
1610612750,MIN,Minnesota Timberwolves,2022-02-01,MIN vs. DEN,W,130,52,35,8,9,10,0.495,0.422,0.76,15,Regular Season
1610612751,BKN,Brooklyn Nets,2022-02-01,BKN @ PHX,L,111,33,25,7,1,12,0.494,0.4,0.714,-10,Regular Season
1610612753,ORL,Orlando Magic,2022-02-01,ORL @ CHI,L,115,36,33,7,4,9,0.495,0.359,0.818,-11,Regular Season
1610612756,PHX,Phoenix Suns,2022-02-01,PHX vs. BKN,W,121,37,26,8,4,16,0.553,0.355,0.839,10,Regular Season
1610612759,SAS,San Antonio Spurs,2022-02-01,SAS vs. GSW,L,120,34,33,7,7,14,0.554,0.485,0.706,-4,Regular Season
1610612761,TOR,Toronto Raptors,2022-02-01,TOR vs. MIA,W,110,43,20,9,3,15,0.481,0.462,0.69,4,Regular Season
1610612764,WAS,Washington Wizards,2022-02-01,WAS @ MIL,L,98,40,22,4,5,12,0.439,0.343,0.7,-14,Regular Season
1610612765,DET,Detroit Pistons,2022-02-01,DET vs. NOP,L,101,35,21,7,3,19,0.488,0.25,0.786,-10,Regular Season
1610612738,BOS,Boston Celtics,2022-02-02,BOS vs. CHA,W,113,42,31,9,5,19,0.512,0.389,0.882,6,Regular Season
1610612739,CLE,Cleveland Cavaliers,2022-02-02,CLE @ HOU,L,104,48,23,6,4,19,0.513,0.333,0.556,-11,Regular Season
1610612742,DAL,Dallas Mavericks,2022-02-02,DAL vs. OKC,L,114,39,28,12,8,14,0.469,0.326,0.8,-6,Regular Season
1610612743,DEN,Denver Nuggets,2022-02-02,DEN @ UTA,L,104,39,24,5,7,14,0.532,0.393,0.75,-4,Regular Season
1610612745,HOU,Houston Rockets,2022-02-02,HOU vs. CLE,W,115,37,25,11,3,12,0.476,0.35,0.697,11,Regular Season
1610612747,LAL,Los Angeles Lakers,2022-02-02,LAL vs. POR,W,99,53,25,8,7,17,0.423,0.367,0.667,5,Regular Season
