TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_TYPE
1610612745,Houston Rockets,45,22,23,0.489,196.035,150,340,0.441,35,110,0.318,113,155,0.729,60,105,165,84,70.0,24,21,21,110,114,448,-20.0,1,8,25,16,2,1,1,15,8,5,16,6,3,27,1,7,2,1,30,9,5,26,30,3,2,22,Regular Season
1610612754,Indiana Pacers,35,11,24,0.314,123.775,82,195,0.421,17,78,0.218,57,85,0.671,26,93,119,37,39.0,20,17,7,86,59,238,-61.0,16,28,26,28,21,24,23,21,30,26,30,26,23,30,22,12,16,29,16,16,11,3,18,24,27,27,Regular Season
1610612746,LA Clippers,32,15,17,0.469,124.52,82,192,0.427,20,79,0.253,110,130,0.846,16,75,91,45,33.0,23,15,11,74,78,294,-13.0,27,23,11,21,20,24,24,19,28,25,26,7,10,2,30,24,27,24,12,11,13,9,12,15,21,19,Regular Season
1610612747,Los Angeles Lakers,30,22,8,0.733,93.221667,83,170,0.488,26,76,0.342,64,79,0.81,28,64,92,45,18.0,13,11,7,42,55,256,69.0,28,8,1,1,30,23,29,2,21,28,13,24,25,10,20,28,26,24,1,25,17,3,1,27,25,2,Regular Season
1610612763,Memphis Grizzlies,38,14,24,0.368,132.893333,92,237,0.388,29,97,0.299,55,74,0.743,40,95,135,61,44.0,22,18,19,68,58,268,-65.0,12,24,26,26,15,22,12,28,15,13,20,28,27,24,6,11,10,10,21,13,8,23,9,26,23,28,Regular Season
1610612748,Miami Heat,33,17,16,0.515,103.241667,77,173,0.445,23,64,0.359,76,94,0.809,19,67,86,47,23.0,15,8,6,55,65,253,-15.0,24,17,9,13,28,27,28,14,24,30,7,20,21,11,29,27,28,23,2,23,26,2,2,21,26,20,Regular Season
1610612749,Milwaukee Bucks,36,19,17,0.528,132.923333,114,227,0.502,38,98,0.388,58,83,0.699,30,101,131,59,41.0,15,13,14,89,64,324,10.0,14,14,11,12,14,10,16,1,6,11,2,25,24,29,15,9,11,11,18,23,16,15,19,22,14,11,Regular Season
1610612750,Minnesota Timberwolves,33,19,14,0.576,119.871667,103,222,0.464,28,88,0.318,77,96,0.802,30,73,103,52,46.0,24,10,12,96,63,311,12.0,24,14,5,8,24,14,19,5,17,21,16,18,20,13,15,25,23,21,25,9,19,11,23,23,17,10,Regular Season
1610612740,New Orleans Pelicans,42,12,30,0.286,156.975,99,246,0.402,20,78,0.256,99,117,0.846,26,92,118,55,47.0,34,16,28,104,81,317,-99.0,5,26,30,29,7,18,11,26,28,26,25,12,14,2,22,13,18,14,26,1,12,30,29,14,15,30,Regular Season
1610612752,New York Knicks,34,21,13,0.618,123.74,101,215,0.47,41,99,0.414,72,99,0.727,30,85,115,55,23.0,17,8,9,60,72,315,47.0,19,10,4,6,22,17,22,3,3,10,1,22,18,28,15,19,19,14,2,22,26,6,3,16,16,7,Regular Season
1610612760,Oklahoma City Thunder,34,24,10,0.706,145.125,120,260,0.462,42,118,0.356,109,132,0.826,40,101,141,55,23.0,28,10,14,76,97,391,92.0,19,3,2,2,12,7,8,7,2,3,8,8,9,7,6,9,8,14,2,5,19,15,14,7,5,1,Regular Season
1610612753,Orlando Magic,43,27,16,0.628,181.783333,130,324,0.401,27,112,0.241,127,161,0.789,48,131,179,71,41.0,29,19,26,92,121,414,5.0,3,1,9,5,3,4,3,27,18,4,27,2,2,16,3,1,1,6,18,4,6,29,21,2,4,13,Regular Season
1610612755,Philadelphia 76ers,41,23,18,0.561,174.323333,135,288,0.469,41,109,0.376,106,128,0.828,34,122,156,72,44.0,26,28,19,69,100,417,66.0,9,6,14,10,4,3,5,4,3,7,3,10,11,6,12,3,5,5,21,7,1,23,11,6,3,3,Regular Season
1610612756,Phoenix Suns,38,19,19,0.5,147.355,104,258,0.403,35,123,0.285,93,123,0.756,37,89,126,54,39.0,28,10,15,93,90,336,-17.0,12,14,19,14,10,13,10,25,8,2,22,14,12,20,10,16,12,19,16,5,19,18,22,10,13,21,Regular Season
1610612757,Portland Trail Blazers,43,21,22,0.488,146.773333,105,228,0.461,36,96,0.375,115,154,0.747,34,92,126,64,59.0,20,18,19,103,97,361,-37.0,3,10,23,17,11,12,15,9,7,14,4,4,5,22,12,13,12,8,29,16,8,23,28,7,9,25,Regular Season
1610612758,Sacramento Kings,34,16,18,0.471,127.423333,95,218,0.436,27,90,0.3,93,111,0.838,29,78,107,53,32.0,33,8,9,78,82,310,9.0,19,21,14,20,19,19,21,17,18,19,19,14,15,5,19,21,22,20,10,2,26,6,15,12,18,12,Regular Season
1610612759,San Antonio Spurs,36,24,12,0.667,128.603333,108,237,0.456,34,98,0.347,102,139,0.734,43,83,126,63,27.0,11,18,12,61,85,352,50.0,14,3,3,3,17,11,12,10,10,11,12,11,8,26,4,20,12,9,8,27,8,11,5,11,11,5,Regular Season
1610612761,Toronto Raptors,35,21,14,0.6,122.036667,93,224,0.415,22,81,0.272,56,76,0.737,40,71,111,55,28.0,21,15,13,60,59,264,31.0,16,10,5,7,23,21,18,24,25,24,23,27,26,25,6,26,20,14,9,14,13,13,3,24,24,8,Regular Season
1610612762,Utah Jazz,34,13,21,0.382,127.64,95,219,0.434,30,90,0.333,80,98,0.816,30,89,119,52,43.0,19,11,16,89,69,300,-10.0,19,25,22,24,18,19,20,18,14,19,15,16,19,9,15,16,16,21,20,19,17,21,19,19,20,17,Regular Season
1610612764,Washington Wizards,26,12,14,0.462,94.103333,72,169,0.426,25,69,0.362,47,63,0.746,23,53,76,43,24.0,9,19,14,64,50,216,-22.0,30,26,5,22,29,28,30,20,23,29,6,30,29,23,25,30,30,27,5,30,6,15,7,29,30,23,Regular Season
1610612737,Atlanta Hawks,2,2,0,1.0,9.266667,10,13,0.769,0,1,0.0,0,4,0.0,1,6,7,5,2.0,1,4,1,2,5,20,2.0,13,4,1,1,12,8,14,1,14,15,14,15,13,15,14,12,13,8,5,9,3,4,2,10,11,8,Playoffs
1610612738,Boston Celtics,2,1,1,0.5,9.136667,5,17,0.294,3,12,0.25,3,4,0.75,3,3,6,3,0.0,0,1,0,3,2,16,-3.0,13,11,3,6,13,13,10,14,8,6,8,13,13,7,8,15,14,12,1,13,9,1,3,15,13,9,Playoffs
1610612739,Cleveland Cavaliers,8,3,5,0.375,33.691667,23,64,0.359,6,26,0.231,12,20,0.6,14,17,31,12,8.0,5,3,5,14,15,64,-6.0,1,3,15,11,1,1,1,12,1,1,9,2,1,13,1,1,1,1,13,2,5,13,14,1,1,12,Playoffs
1610612743,Denver Nuggets,3,1,2,0.333,10.0,3,17,0.176,1,8,0.125,6,8,0.75,3,5,8,2,0.0,1,0,1,4,5,13,-7.0,8,11,6,12,11,14,10,15,10,8,13,7,9,7,8,13,12,13,1,9,14,4,4,10,14,13,Playoffs
1610612765,Detroit Pistons,8,4,4,0.5,24.405,15,40,0.375,5,16,0.313,8,10,0.8,6,17,23,7,9.0,2,5,2,17,10,43,-14.0,1,1,13,6,3,4,3,10,4,3,6,5,5,6,3,1,3,5,14,6,1,9,15,4,5,15,Playoffs
1610612745,Houston Rockets,3,1,2,0.333,14.928333,9,22,0.409,1,5,0.2,6,9,0.667,2,8,10,4,4.0,4,1,4,7,9,25,-8.0,8,11,6,12,8,9,8,8,10,13,10,7,6,11,12,10,11,9,6,5,9,12,8,5,9,14,Playoffs
1610612747,Los Angeles Lakers,4,2,2,0.5,19.728333,15,35,0.429,4,15,0.267,12,14,0.857,6,13,19,10,7.0,5,4,1,11,11,46,3.0,5,4,6,6,5,4,4,6,5,4,7,2,3,4,3,5,5,3,12,2,3,4,11,3,4,7,Playoffs
1610612750,Minnesota Timberwolves,6,4,2,0.667,18.308333,15,32,0.469,1,7,0.143,8,9,0.889,6,15,21,4,6.0,0,1,0,10,9,39,7.0,3,1,6,3,6,4,6,4,10,10,12,5,6,3,3,4,4,9,9,13,9,1,10,5,6,3,Playoffs
1610612752,New York Knicks,4,2,2,0.5,16.948333,12,26,0.462,6,10,0.6,5,7,0.714,3,12,15,6,6.0,2,2,5,7,6,35,8.0,5,4,6,6,7,7,7,5,1,7,1,10,10,10,8,6,7,6,9,6,6,13,8,9,7,2,Playoffs
1610612760,Oklahoma City Thunder,3,2,1,0.667,20.321667,18,35,0.514,6,15,0.4,6,6,1.0,3,11,14,12,6.0,7,5,2,11,5,48,4.0,8,4,3,3,4,2,4,3,1,4,4,7,11,1,8,7,8,1,9,1,1,9,11,10,3,6,Playoffs
1610612753,Orlando Magic,4,2,2,0.5,9.005,6,15,0.4,4,7,0.571,5,9,0.556,6,7,13,2,4.0,1,0,3,5,8,21,9.0,5,4,6,6,14,12,13,9,5,10,2,10,6,14,3,11,9,13,6,9,14,11,6,7,10,1,Playoffs
1610612755,Philadelphia 76ers,3,1,2,0.333,12.385,7,17,0.412,0,6,0.0,5,6,0.833,2,10,12,4,1.0,0,1,1,5,3,19,-3.0,8,11,6,12,10,10,10,7,14,12,14,10,11,5,12,9,10,9,3,13,9,4,6,13,12,9,Playoffs
1610612757,Portland Trail Blazers,1,1,0,1.0,3.866667,3,5,0.6,1,2,0.5,2,3,0.667,1,4,5,1,1.0,1,1,0,1,3,9,5.0,15,11,1,1,15,14,15,2,10,14,3,14,15,11,14,14,15,15,3,9,9,1,1,13,15,5,Playoffs
1610612759,San Antonio Spurs,6,2,4,0.333,27.696667,18,48,0.375,4,20,0.2,14,14,1.0,10,16,26,10,13.0,5,2,6,11,13,54,-4.0,3,4,13,12,2,2,2,10,5,2,10,1,3,1,2,3,2,3,15,2,6,15,11,2,2,11,Playoffs
1610612761,Toronto Raptors,3,2,1,0.667,13.858333,7,21,0.333,3,8,0.375,11,15,0.733,5,11,16,6,5.0,2,2,1,4,8,28,7.0,8,4,3,3,9,10,9,13,8,8,5,4,2,9,7,7,6,6,8,6,6,4,4,7,8,3,Playoffs
