TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_TYPE
1610612737,Atlanta Hawks,35,17,18,0.486,133.453333,102,225,0.453,31,88,0.352,75,91,0.824,22,86,108,67,36.0,25,15,15,83,69,310,-11.0,16,17,14,18,13,16,17,12,13,21,10,21,22,8,28,18,21,7,14,8,13,18,17,19,18,18,Regular Season
1610612738,Boston Celtics,33,16,17,0.485,111.425,82,182,0.451,29,82,0.354,79,100,0.79,23,77,100,44,34.0,12,7,5,67,71,272,18.0,24,21,11,19,25,24,27,13,15,23,9,17,16,15,25,22,24,26,13,26,29,1,8,17,22,9,Regular Season
1610612751,Brooklyn Nets,34,8,26,0.235,109.56,71,189,0.376,27,93,0.29,52,62,0.839,25,61,86,42,24.0,10,10,13,75,49,221,-74.0,19,30,28,30,27,29,26,29,18,17,21,29,30,4,24,29,28,28,5,28,19,13,13,30,29,29,Regular Season
1610612766,Charlotte Hornets,28,10,18,0.357,109.968333,71,190,0.374,22,93,0.237,66,74,0.892,23,76,99,33,26.0,10,9,11,61,53,230,-24.0,29,29,14,27,26,29,25,30,25,17,28,23,27,1,25,23,25,30,7,28,24,9,5,28,28,24,Regular Season
1610612741,Chicago Bulls,40,20,20,0.5,161.981667,129,279,0.462,34,107,0.318,96,122,0.787,32,121,153,83,45.0,21,10,24,79,82,388,-5.0,10,13,21,14,6,5,7,6,10,8,18,13,13,17,14,5,6,2,24,14,19,28,16,12,6,16,Regular Season
1610612739,Cleveland Cavaliers,42,24,18,0.571,130.743333,103,234,0.44,32,94,0.34,114,143,0.797,39,102,141,56,32.0,20,7,10,68,103,352,59.0,5,3,14,9,16,14,14,16,12,16,14,5,7,14,9,8,8,13,10,16,29,8,9,5,11,4,Regular Season
1610612742,Dallas Mavericks,45,17,28,0.378,173.638333,119,284,0.419,26,100,0.26,109,145,0.752,42,122,164,58,44.0,18,23,15,98,96,373,-38.0,1,17,29,25,5,9,6,23,21,9,24,8,6,21,5,3,3,12,21,21,3,18,26,9,8,26,Regular Season
1610612743,Denver Nuggets,42,23,19,0.548,202.303333,148,326,0.454,50,142,0.352,159,198,0.803,27,123,150,80,47.0,19,26,17,102,133,505,-4.0,5,6,19,11,1,2,2,11,1,1,11,1,1,12,21,2,7,3,26,19,2,22,27,1,1,15,Regular Season
1610612765,Detroit Pistons,42,27,15,0.643,154.468333,123,293,0.42,21,96,0.219,119,155,0.768,57,106,163,55,47.0,23,22,22,96,108,386,50.0,5,1,8,4,8,6,4,22,27,14,29,3,3,19,2,6,4,14,26,11,4,27,23,4,7,5,Regular Season
1610612744,Golden State Warriors,39,17,22,0.436,149.151667,120,260,0.462,41,110,0.373,77,100,0.77,36,90,126,79,36.0,33,9,8,97,71,358,-3.0,11,17,23,23,9,7,8,7,3,5,5,18,16,18,11,15,12,4,14,2,24,5,25,17,10,14,Regular Season
