GAME_ID,GAME_DATE,STAGE,HOME_TEAM_ID,HOME_ABBR,AWAY_TEAM_ID,AWAY_ABBR,HOME_PTS,AWAY_PTS,STATUS,SEASON
0022501201,2025-12-09,Regular Season,1610612753,ORL,1610612748,MIA,117,108,3,2025-26
0022501202,2025-12-09,Regular Season,1610612761,TOR,1610612752,NYK,101,117,3,2025-26
0022501203,2025-12-10,Regular Season,1610612760,OKC,1610612756,PHX,138,89,3,2025-26
0022501204,2025-12-10,Regular Season,1610612747,LAL,1610612759,SAS,119,132,3,2025-26
0022501205,2025-12-11,Regular Season,1610612745,HOU,1610612746,LAC,115,113,3,2025-26
0022501206,2025-12-11,Regular Season,1610612749,MIL,1610612738,BOS,116,101,3,2025-26
0022501207,2025-12-11,Regular Season,1610612740,NOP,1610612757,POR,143,120,3,2025-26
0022501208,2025-12-11,Regular Season,1610612758,SAC,1610612743,DEN,105,136,3,2025-26
0022501209,2025-12-12,Regular Season,1610612766,CHA,1610612741,CHI,126,129,3,2025-26
0022501210,2025-12-12,Regular Season,1610612765,DET,1610612737,ATL,142,115,3,2025-26
0022501211,2025-12-12,Regular Season,1610612755,PHI,1610612754,IND,115,105,3,2025-26
0022501212,2025-12-12,Regular Season,1610612764,WAS,1610612739,CLE,126,130,3,2025-26
0022501213,2025-12-12,Regular Season,1610612763,MEM,1610612762,UTA,126,130,3,2025-26
0022501214,2025-12-12,Regular Season,1610612742,DAL,1610612751,BKN,119,111,3,2025-26
0022501215,2025-12-12,Regular Season,1610612744,GSW,1610612750,MIN,120,127,3,2025-26
0022501229,2025-12-13,Regular Season,1610612753,ORL,1610612752,NYK,120,132,3,2025-26
0022501230,2025-12-13,Regular Season,1610612760,OKC,1610612759,SAS,109,111,3,2025-26
0022501216,2025-12-14,Regular Season,1610612754,IND,1610612764,WAS,89,108,3,2025-26
0022501217,2025-12-14,Regular Season,1610612737,ATL,1610612755,PHI,120,117,3,2025-26
0022501218,2025-12-14,Regular Season,1610612739,CLE,1610612766,CHA,111,119,3,2025-26
0022501219,2025-12-14,Regular Season,1610612751,BKN,1610612749,MIL,127,82,3,2025-26
0022501220,2025-12-14,Regular Season,1610612750,MIN,1610612758,SAC,117,103,3,2025-26
0022501221,2025-12-14,Regular Season,1610612757,POR,1610612744,GSW,136,131,3,2025-26
0022501223,2025-12-14,Regular Season,1610612741,CHI,1610612740,NOP,104,114,3,2025-26
0022501228,2025-12-14,Regular Season,1610612756,PHX,1610612747,LAL,114,116,3,2025-26
0022501222,2025-12-15,Regular Season,1610612738,BOS,1610612765,DET,105,112,3,2025-26
0022501224,2025-12-15,Regular Season,1610612762,UTA,1610612742,DAL,140,133,3,2025-26
0022501225,2025-12-15,Regular Season,1610612743,DEN,1610612745,HOU,128,125,3,2025-26
0022501226,2025-12-15,Regular Season,1610612746,LAC,1610612763,MEM,103,121,3,2025-26
0022501227,2025-12-15,Regular Season,1610612748,MIA,1610612761,TOR,96,106,3,2025-26
0062500001,2025-12-16,Cup Final,1610612752,NYK,1610612759,SAS,124,113,3,2025-26
0022500367,2025-12-17,Regular Season,1610612741,CHI,1610612739,CLE,127,111,3,2025-26
0022500368,2025-12-17,Regular Season,1610612750,MIN,1610612763,MEM,110,116,3,2025-26
0022500369,2025-12-18,Regular Season,1610612760,OKC,1610612746,LAC,122,101,3,2025-26
0022500370,2025-12-18,Regular Season,1610612759,SAS,1610612764,WAS,119,94,3,2025-26
0022500371,2025-12-18,Regular Season,1610612766,CHA,1610612737,ATL,133,126,3,2025-26
0022500372,2025-12-18,Regular Season,1610612754,IND,1610612752,NYK,113,114,3,2025-26
0022500373,2025-12-18,Regular Season,1610612751,BKN,1610612748,MIA,95,106,3,2025-26
0022500374,2025-12-18,Regular Season,1610612749,MIL,1610612761,TOR,105,111,3,2025-26
0022500375,2025-12-18,Regular Season,1610612740,NOP,1610612745,HOU,133,128,3,2025-26
0022500376,2025-12-18,Regular Season,1610612742,DAL,1610612765,DET,116,114,3,2025-26
0022500377,2025-12-18,Regular Season,1610612743,DEN,1610612753,ORL,126,115,3,2025-26
0022500378,2025-12-18,Regular Season,1610612756,PHX,1610612744,GSW,99,98,3,2025-26
0022500379,2025-12-18,Regular Season,1610612762,UTA,1610612747,LAL,135,143,3,2025-26
0022500380,2025-12-18,Regular Season,1610612757,POR,1610612758,SAC,134,133,3,2025-26
0022500381,2025-12-19,Regular Season,1610612738,BOS,1610612748,MIA,129,116,3,2025-26
0022500382,2025-12-19,Regular Season,1610612752,NYK,1610612755,PHI,107,116,3,2025-26
0022500383,2025-12-19,Regular Season,1610612737,ATL,1610612759,SAS,98,126,3,2025-26
0022500384,2025-12-19,Regular Season,1610612739,CLE,1610612741,CHI,125,136,3,2025-26
0022500385,2025-12-19,Regular Season,1610612750,MIN,1610612760,OKC,112,107,3,2025-26
0022500386,2025-12-20,Regular Season,1610612743,DEN,1610612745,HOU,101,115,3,2025-26
0022500387,2025-12-20,Regular Season,1610612755,PHI,1610612742,DAL,121,114,3,2025-26
0022500388,2025-12-20,Regular Season,1610612761,TOR,1610612738,BOS,96,112,3,2025-26
0022500389,2025-12-20,Regular Season,1610612740,NOP,1610612754,IND,128,109,3,2025-26
0022500390,2025-12-20,Regular Season,1610612765,DET,1610612766,CHA,112,86,3,2025-26
0022500391,2025-12-20,Regular Season,1610612763,MEM,1610612764,WAS,122,130,3,2025-26
0022500392,2025-12-20,Regular Season,1610612744,GSW,1610612756,PHX,119,116,3,2025-26
0022500393,2025-12-20,Regular Season,1610612762,UTA,1610612753,ORL,127,128,3,2025-26
0022500394,2025-12-20,Regular Season,1610612758,SAC,1610612757,POR,93,98,3,2025-26
0022500395,2025-12-20,Regular Season,1610612746,LAC,1610612747,LAL,103,88,3,2025-26
0022500396,2025-12-21,Regular Season,1610612737,ATL,1610612741,CHI,150,152,3,2025-26
0022500397,2025-12-21,Regular Season,1610612751,BKN,1610612761,TOR,96,81,3,2025-26
0022500398,2025-12-21,Regular Season,1610612752,NYK,1610612748,MIA,132,125,3,2025-26
0022500399,2025-12-21,Regular Season,1610612764,WAS,1610612759,SAS,113,124,3,2025-26
0022500400,2025-12-21,Regular Season,1610612750,MIN,1610612749,MIL,103,100,3,2025-26
0022500401,2025-12-21,Regular Season,1610612758,SAC,1610612745,HOU,125,124,3,2025-26
0022500402,2025-12-22,Regular Season,1610612739,CLE,1610612766,CHA,139,132,3,2025-26
0022500403,2025-12-22,Regular Season,1610612738,BOS,1610612754,IND,103,95,3,2025-26
0022500404,2025-12-22,Regular Season,1610612740,NOP,1610612742,DAL,119,113,3,2025-26
0022500405,2025-12-22,Regular Season,1610612743,DEN,1610612762,UTA,135,112,3,2025-26
0022500406,2025-12-22,Regular Season,1610612760,OKC,1610612763,MEM,119,103,3,2025-26
0022500407,2025-12-22,Regular Season,1610612744,GSW,1610612753,ORL,120,97,3,2025-26
0022500408,2025-12-22,Regular Season,1610612757,POR,1610612765,DET,102,110,3,2025-26
0022500409,2025-12-23,Regular Season,1610612766,CHA,1610612764,WAS,126,109,3,2025-26
0022500410,2025-12-23,Regular Season,1610612755,PHI,1610612751,BKN,106,114,3,2025-26
0022500411,2025-12-23,Regular Season,1610612737,ATL,1610612741,CHI,123,126,3,2025-26
0022500412,2025-12-23,Regular Season,1610612739,CLE,1610612740,NOP,141,118,3,2025-26
0022500413,2025-12-23,Regular Season,1610612754,IND,1610612749,MIL,94,111,3,2025-26
0022500414,2025-12-23,Regular Season,1610612748,MIA,1610612761,TOR,91,112,3,2025-26
0022500415,2025-12-23,Regular Season,1610612742,DAL,1610612743,DEN,131,130,3,2025-26
0022500416,2025-12-23,Regular Season,1610612750,MIN,1610612752,NYK,115,104,3,2025-26
0022500417,2025-12-23,Regular Season,1610612759,SAS,1610612760,OKC,130,110,3,2025-26
0022500418,2025-12-23,Regular Season,1610612756,PHX,1610612747,LAL,132,108,3,2025-26
0022500419,2025-12-23,Regular Season,1610612762,UTA,1610612763,MEM,128,137,3,2025-26
0022500420,2025-12-23,Regular Season,1610612757,POR,1610612753,ORL,106,110,3,2025-26
0022500421,2025-12-23,Regular Season,1610612758,SAC,1610612765,DET,127,136,3,2025-26
0022500422,2025-12-23,Regular Season,1610612746,LAC,1610612745,HOU,128,108,3,2025-26
0022500009,2025-12-25,Regular Season,1610612752,NYK,1610612739,CLE,126,124,3,2025-26
0022500010,2025-12-25,Regular Season,1610612760,OKC,1610612759,SAS,102,117,3,2025-26
0022500011,2025-12-25,Regular Season,1610612744,GSW,1610612742,DAL,126,116,3,2025-26
0022500012,2025-12-25,Regular Season,1610612747,LAL,1610612745,HOU,96,119,3,2025-26
0022500013,2025-12-25,Regular Season,1610612743,DEN,1610612750,MIN,142,138,3,2025-26
0022500423,2025-12-26,Regular Season,1610612737,ATL,1610612748,MIA,111,126,3,2025-26
0022500424,2025-12-26,Regular Season,1610612753,ORL,1610612766,CHA,105,120,3,2025-26
0022500425,2025-12-26,Regular Season,1610612764,WAS,1610612761,TOR,138,117,3,2025-26
0022500426,2025-12-26,Regular Season,1610612754,IND,1610612738,BOS,122,140,3,2025-26
0022500427,2025-12-26,Regular Season,1610612741,CHI,1610612755,PHI,109,102,3,2025-26
0022500428,2025-12-26,Regular Season,1610612763,MEM,1610612749,MIL,125,104,3,2025-26
0022500429,2025-12-26,Regular Season,1610612740,NOP,1610612756,PHX,108,115,3,2025-26
0022500430,2025-12-26,Regular Season,1610612762,UTA,1610612765,DET,131,129,3,2025-26
0022500431,2025-12-26,Regular Season,1610612757,POR,1610612746,LAC,103,119,3,2025-26
0022500432,2025-12-27,Regular Season,1610612758,SAC,1610612742,DAL,113,107,3,2025-26
0022500433,2025-12-27,Regular Season,1610612753,ORL,1610612743,DEN,127,126,3,2025-26
0022500434,2025-12-27,Regular Season,1610612740,NOP,1610612756,PHX,114,123,3,2025-26
0022500435,2025-12-27,Regular Season,1610612737,ATL,1610612752,NYK,125,128,3,2025-26
0022500436,2025-12-27,Regular Season,1610612748,MIA,1610612754,IND,142,116,3,2025-26
0022500437,2025-12-27,Regular Season,1610612741,CHI,1610612749,MIL,103,112,3,2025-26
0022500438,2025-12-27,Regular Season,1610612745,HOU,1610612739,CLE,117,100,3,2025-26
0022500439,2025-12-27,Regular Season,1610612750,MIN,1610612751,BKN,107,123,3,2025-26
0022500440,2025-12-27,Regular Season,1610612759,SAS,1610612762,UTA,114,127,3,2025-26
0022500441,2025-12-28,Regular Season,1610612761,TOR,1610612744,GSW,141,127,3,2025-26
0022500442,2025-12-28,Regular Season,1610612760,OKC,1610612755,PHI,129,104,3,2025-26
0022500443,2025-12-28,Regular Season,1610612764,WAS,1610612763,MEM,116,112,3,2025-26
0022500444,2025-12-28,Regular Season,1610612757,POR,1610612738,BOS,114,108,3,2025-26
0022500445,2025-12-28,Regular Season,1610612746,LAC,1610612765,DET,112,99,3,2025-26
0022500446,2025-12-28,Regular Season,1610612747,LAL,1610612758,SAC,125,101,3,2025-26
0022500447,2025-12-29,Regular Season,1610612766,CHA,1610612749,MIL,113,123,3,2025-26
0022500448,2025-12-29,Regular Season,1610612764,WAS,1610612756,PHX,101,115,3,2025-26
0022500449,2025-12-29,Regular Season,1610612751,BKN,1610612744,GSW,107,120,3,2025-26
0022500450,2025-12-29,Regular Season,1610612748,MIA,1610612743,DEN,147,123,3,2025-26
0022500451,2025-12-29,Regular Season,1610612761,TOR,1610612753,ORL,107,106,3,2025-26
0022500452,2025-12-29,Regular Season,1610612741,CHI,1610612750,MIN,101,136,3,2025-26
0022500453,2025-12-29,Regular Season,1610612745,HOU,1610612754,IND,126,119,3,2025-26
0022500454,2025-12-29,Regular Season,1610612740,NOP,1610612752,NYK,125,130,3,2025-26
0022500455,2025-12-29,Regular Season,1610612760,OKC,1610612737,ATL,140,129,3,2025-26
0022500456,2025-12-29,Regular Season,1610612759,SAS,1610612739,CLE,101,113,3,2025-26
0022500457,2025-12-29,Regular Season,1610612757,POR,1610612742,DAL,125,122,3,2025-26
0022500458,2025-12-30,Regular Season,1610612763,MEM,1610612755,PHI,136,139,3,2025-26
0022500459,2025-12-30,Regular Season,1610612762,UTA,1610612738,BOS,119,129,3,2025-26
0022500460,2025-12-30,Regular Season,1610612747,LAL,1610612765,DET,106,128,3,2025-26
0022500461,2025-12-30,Regular Season,1610612746,LAC,1610612758,SAC,131,90,3,2025-26
0022500462,2025-12-31,Regular Season,1610612766,CHA,1610612744,GSW,125,132,3,2025-26
0022500463,2025-12-31,Regular Season,1610612737,ATL,1610612750,MIN,126,102,3,2025-26
0022500464,2025-12-31,Regular Season,1610612754,IND,1610612753,ORL,110,112,3,2025-26
0022500465,2025-12-31,Regular Season,1610612739,CLE,1610612756,PHX,129,113,3,2025-26
0022500466,2025-12-31,Regular Season,1610612741,CHI,1610612740,NOP,134,118,3,2025-26
0022500467,2025-12-31,Regular Season,1610612759,SAS,1610612752,NYK,134,132,3,2025-26
0022500468,2025-12-31,Regular Season,1610612761,TOR,1610612743,DEN,103,106,3,2025-26
0022500469,2025-12-31,Regular Season,1610612749,MIL,1610612764,WAS,113,114,3,2025-26
0022500470,2025-12-31,Regular Season,1610612760,OKC,1610612757,POR,124,95,3,2025-26
0022500471,2026-01-01,Regular Season,1610612751,BKN,1610612745,HOU,96,120,3,2025-26
0022500472,2026-01-01,Regular Season,1610612765,DET,1610612748,MIA,112,118,3,2025-26
0022500473,2026-01-01,Regular Season,1610612742,DAL,1610612755,PHI,108,123,3,2025-26
0022500474,2026-01-01,Regular Season,1610612758,SAC,1610612738,BOS,106,120,3,2025-26
0022500475,2026-01-01,Regular Season,1610612746,LAC,1610612762,UTA,118,101,3,2025-26
0022500476,2026-01-02,Regular Season,1610612754,IND,1610612759,SAS,113,123,3,2025-26
0022500477,2026-01-02,Regular Season,1610612764,WAS,1610612751,BKN,119,99,3,2025-26
0022500478,2026-01-02,Regular Season,1610612739,CLE,1610612743,DEN,113,108,3,2025-26
0022500479,2026-01-02,Regular Season,1610612752,NYK,1610612737,ATL,99,111,3,2025-26
0022500480,2026-01-02,Regular Season,1610612741,CHI,1610612753,ORL,121,114,3,2025-26
0022500481,2026-01-02,Regular Season,1610612749,MIL,1610612766,CHA,122,121,3,2025-26
0022500482,2026-01-02,Regular Season,1610612740,NOP,1610612757,POR,109,122,3,2025-26
0022500483,2026-01-02,Regular Season,1610612756,PHX,1610612758,SAC,129,102,3,2025-26
0022500484,2026-01-02,Regular Season,1610612744,GSW,1610612760,OKC,94,131,3,2025-26
0022500485,2026-01-02,Regular Season,1610612747,LAL,1610612763,MEM,128,121,3,2025-26
0022500486,2026-01-03,Regular Season,1610612748,MIA,1610612750,MIN,115,125,3,2025-26
0022500487,2026-01-03,Regular Season,1610612752,NYK,1610612755,PHI,119,130,3,2025-26
0022500488,2026-01-03,Regular Season,1610612761,TOR,1610612737,ATL,134,117,3,2025-26
0022500489,2026-01-03,Regular Season,1610612741,CHI,1610612766,CHA,99,112,3,2025-26
0022500490,2026-01-03,Regular Season,1610612759,SAS,1610612757,POR,110,115,3,2025-26
0022500491,2026-01-03,Regular Season,1610612742,DAL,1610612745,HOU,110,104,3,2025-26
0022500492,2026-01-03,Regular Season,1610612744,GSW,1610612762,UTA,123,114,3,2025-26
0022500493,2026-01-03,Regular Season,1610612746,LAC,1610612738,BOS,115,146,3,2025-26
0022500494,2026-01-04,Regular Season,1610612739,CLE,1610612765,DET,110,114,3,2025-26
0022500495,2026-01-04,Regular Season,1610612753,ORL,1610612754,IND,135,127,3,2025-26
0022500496,2026-01-04,Regular Season,1610612751,BKN,1610612743,DEN,127,115,3,2025-26
0022500497,2026-01-04,Regular Season,1610612748,MIA,1610612740,NOP,125,106,3,2025-26
0022500498,2026-01-04,Regular Season,1610612764,WAS,1610612750,MIN,115,141,3,2025-26
0022500499,2026-01-04,Regular Season,1610612756,PHX,1610612760,OKC,108,105,3,2025-26
0022500500,2026-01-04,Regular Season,1610612758,SAC,1610612749,MIL,98,115,3,2025-26
0022500501,2026-01-04,Regular Season,1610612747,LAL,1610612763,MEM,120,114,3,2025-26
0022500502,2026-01-05,Regular Season,1610612765,DET,1610612752,NYK,121,90,3,2025-26
0022500503,2026-01-05,Regular Season,1610612738,BOS,1610612741,CHI,115,101,3,2025-26
0022500504,2026-01-05,Regular Season,1610612761,TOR,1610612737,ATL,118,100,3,2025-26
0022500505,2026-01-05,Regular Season,1610612745,HOU,1610612756,PHX,100,97,3,2025-26
0022500506,2026-01-05,Regular Season,1610612760,OKC,1610612766,CHA,97,124,3,2025-26
0022500507,2026-01-05,Regular Season,1610612755,PHI,1610612743,DEN,124,125,3,2025-26
0022500508,2026-01-05,Regular Season,1610612746,LAC,1610612744,GSW,103,102,3,2025-26
0022500509,2026-01-05,Regular Season,1610612757,POR,1610612762,UTA,137,117,3,2025-26
0022500510,2026-01-06,Regular Season,1610612754,IND,1610612739,CLE,116,120,3,2025-26
0022500511,2026-01-06,Regular Season,1610612764,WAS,1610612753,ORL,120,112,3,2025-26
0022500512,2026-01-06,Regular Season,1610612763,MEM,1610612759,SAS,106,105,3,2025-26
0022500513,2026-01-06,Regular Season,1610612750,MIN,1610612748,MIA,122,94,3,2025-26
0022500514,2026-01-06,Regular Season,1610612740,NOP,1610612747,LAL,103,111,3,2025-26
0022500515,2026-01-06,Regular Season,1610612758,SAC,1610612742,DAL,98,100,3,2025-26
0022500516,2026-01-07,Regular Season,1610612766,CHA,1610612761,TOR,96,97,3,2025-26
0022500517,2026-01-07,Regular Season,1610612765,DET,1610612741,CHI,108,93,3,2025-26
0022500518,2026-01-07,Regular Season,1610612755,PHI,1610612764,WAS,131,110,3,2025-26
0022500519,2026-01-07,Regular Season,1610612737,ATL,1610612740,NOP,117,100,3,2025-26
0022500520,2026-01-07,Regular Season,1610612738,BOS,1610612743,DEN,110,114,3,2025-26
0022500521,2026-01-07,Regular Season,1610612751,BKN,1610612753,ORL,103,104,3,2025-26
0022500522,2026-01-07,Regular Season,1610612752,NYK,1610612746,LAC,123,111,3,2025-26
0022500523,2026-01-07,Regular Season,1610612759,SAS,1610612747,LAL,107,91,3,2025-26
0022500524,2026-01-07,Regular Season,1610612763,MEM,1610612756,PHX,98,117,3,2025-26
0022500525,2026-01-07,Regular Season,1610612760,OKC,1610612762,UTA,129,125,3,2025-26
0022500526,2026-01-07,Regular Season,1610612744,GSW,1610612749,MIL,120,113,3,2025-26
0022500527,2026-01-07,Regular Season,1610612757,POR,1610612745,HOU,103,102,3,2025-26
0022500528,2026-01-08,Regular Season,1610612766,CHA,1610612754,IND,112,114,3,2025-26
0022500530,2026-01-08,Regular Season,1610612750,MIN,1610612739,CLE,131,122,3,2025-26
0022500531,2026-01-08,Regular Season,1610612762,UTA,1610612742,DAL,116,114,3,2025-26
0022500532,2026-01-09,Regular Season,1610612738,BOS,1610612761,TOR,125,117,3,2025-26
0022500533,2026-01-09,Regular Season,1610612753,ORL,1610612755,PHI,91,103,3,2025-26
0022500534,2026-01-09,Regular Season,1610612764,WAS,1610612740,NOP,107,128,3,2025-26
0022500535,2026-01-09,Regular Season,1610612751,BKN,1610612746,LAC,105,121,3,2025-26
0022500536,2026-01-09,Regular Season,1610612763,MEM,1610612760,OKC,116,117,3,2025-26
0022500537,2026-01-09,Regular Season,1610612743,DEN,1610612737,ATL,87,110,3,2025-26
0022500538,2026-01-09,Regular Season,1610612756,PHX,1610612752,NYK,112,107,3,2025-26
0022500539,2026-01-09,Regular Season,1610612744,GSW,1610612758,SAC,137,103,3,2025-26
0022500540,2026-01-09,Regular Season,1610612757,POR,1610612745,HOU,111,105,3,2025-26
0022500541,2026-01-09,Regular Season,1610612747,LAL,1610612749,MIL,101,105,3,2025-26
0022500542,2026-01-10,Regular Season,1610612739,CLE,1610612750,MIN,146,134,3,2025-26
0022500543,2026-01-10,Regular Season,1610612754,IND,1610612748,MIA,123,99,3,2025-26
0022500544,2026-01-10,Regular Season,1610612765,DET,1610612746,LAC,92,98,3,2025-26
0022500545,2026-01-10,Regular Season,1610612738,BOS,1610612759,SAS,95,100,3,2025-26
0022500546,2026-01-10,Regular Season,1610612741,CHI,1610612742,DAL,125,107,3,2025-26
0022500547,2026-01-10,Regular Season,1610612762,UTA,1610612766,CHA,95,150,3,2025-26
0022500548,2026-01-11,Regular Season,1610612753,ORL,1610612740,NOP,128,118,3,2025-26
0022500549,2026-01-11,Regular Season,1610612763,MEM,1610612751,BKN,103,98,3,2025-26
0022500550,2026-01-11,Regular Season,1610612761,TOR,1610612755,PHI,116,115,3,2025-26
0022500551,2026-01-11,Regular Season,1610612757,POR,1610612752,NYK,114,123,3,2025-26
0022500552,2026-01-11,Regular Season,1610612750,MIN,1610612759,SAS,104,103,3,2025-26
0022500553,2026-01-11,Regular Season,1610612760,OKC,1610612748,MIA,124,112,3,2025-26
0022500554,2026-01-11,Regular Season,1610612743,DEN,1610612749,MIL,108,104,3,2025-26
0022500555,2026-01-11,Regular Season,1610612756,PHX,1610612764,WAS,112,93,3,2025-26
0022500556,2026-01-11,Regular Season,1610612744,GSW,1610612737,ATL,111,124,3,2025-26
0022500557,2026-01-11,Regular Season,1610612758,SAC,1610612745,HOU,111,98,3,2025-26
0022500558,2026-01-12,Regular Season,1610612739,CLE,1610612762,UTA,112,123,3,2025-26
0022500559,2026-01-12,Regular Season,1610612754,IND,1610612738,BOS,98,96,3,2025-26
0022500560,2026-01-12,Regular Season,1610612761,TOR,1610612755,PHI,102,115,3,2025-26
0022500561,2026-01-12,Regular Season,1610612742,DAL,1610612751,BKN,113,105,3,2025-26
0022500562,2026-01-12,Regular Season,1610612758,SAC,1610612747,LAL,124,112,3,2025-26
0022500563,2026-01-12,Regular Season,1610612746,LAC,1610612766,CHA,117,109,3,2025-26
0022500564,2026-01-13,Regular Season,1610612748,MIA,1610612756,PHX,127,121,3,2025-26
0022500565,2026-01-13,Regular Season,1610612745,HOU,1610612741,CHI,119,113,3,2025-26
0022500566,2026-01-13,Regular Season,1610612749,MIL,1610612750,MIN,106,139,3,2025-26
0022500567,2026-01-13,Regular Season,1610612740,NOP,1610612743,DEN,116,122,3,2025-26
0022500568,2026-01-13,Regular Season,1610612760,OKC,1610612759,SAS,119,98,3,2025-26
0022500569,2026-01-13,Regular Season,1610612747,LAL,1610612737,ATL,141,116,3,2025-26
0022500570,2026-01-13,Regular Season,1610612744,GSW,1610612757,POR,119,97,3,2025-26
0022500571,2026-01-14,Regular Season,1610612754,IND,1610612761,TOR,101,115,3,2025-26
0022500572,2026-01-14,Regular Season,1610612755,PHI,1610612739,CLE,107,133,3,2025-26
0022500573,2026-01-14,Regular Season,1610612741,CHI,1610612762,UTA,128,126,3,2025-26
0022500574,2026-01-14,Regular Season,1610612740,NOP,1610612751,BKN,116,113,3,2025-26
0022500575,2026-01-14,Regular Season,1610612742,DAL,1610612743,DEN,109,118,3,2025-26
0022500576,2026-01-14,Regular Season,1610612758,SAC,1610612752,NYK,112,101,3,2025-26
0022500577,2026-01-14,Regular Season,1610612746,LAC,1610612764,WAS,119,105,3,2025-26
0022500578,2026-01-15,Regular Season,1610612753,ORL,1610612763,MEM,118,111,3,2025-26
0022500579,2026-01-15,Regular Season,1610612765,DET,1610612756,PHX,108,105,3,2025-26
0022500580,2026-01-15,Regular Season,1610612748,MIA,1610612738,BOS,114,119,3,2025-26
0022500581,2026-01-15,Regular Season,1610612745,HOU,1610612760,OKC,91,111,3,2025-26
0022500582,2026-01-15,Regular Season,1610612759,SAS,1610612749,MIL,119,101,3,2025-26
0022500583,2026-01-15,Regular Season,1610612742,DAL,1610612762,UTA,144,122,3,2025-26
0022500584,2026-01-15,Regular Season,1610612744,GSW,1610612752,NYK,126,113,3,2025-26
0022500585,2026-01-15,Regular Season,1610612757,POR,1610612737,ATL,117,101,3,2025-26
0022500586,2026-01-15,Regular Season,1610612747,LAL,1610612766,CHA,117,135,3,2025-26
0022500587,2026-01-16,Regular Season,1610612751,BKN,1610612741,CHI,112,109,3,2025-26
0022500588,2026-01-16,Regular Season,1610612754,IND,1610612740,NOP,127,119,3,2025-26
0022500589,2026-01-16,Regular Season,1610612755,PHI,1610612739,CLE,115,117,3,2025-26
0022500590,2026-01-16,Regular Season,1610612761,TOR,1610612746,LAC,117,121,3,2025-26
0022500591,2026-01-16,Regular Season,1610612745,HOU,1610612750,MIN,110,105,3,2025-26
0022500592,2026-01-16,Regular Season,1610612758,SAC,1610612764,WAS,128,115,3,2025-26
0022500593,2026-01-17,Regular Season,1610612742,DAL,1610612762,UTA,138,120,3,2025-26
0022500594,2026-01-17,Regular Season,1610612737,ATL,1610612738,BOS,106,132,3,2025-26
0022500595,2026-01-17,Regular Season,1610612765,DET,1610612754,IND,121,78,3,2025-26
0022500596,2026-01-17,Regular Season,1610612752,NYK,1610612756,PHX,99,106,3,2025-26
0022500597,2026-01-17,Regular Season,1610612748,MIA,1610612760,OKC,122,120,3,2025-26
0022500598,2026-01-17,Regular Season,1610612759,SAS,1610612750,MIN,126,123,3,2025-26
0022500599,2026-01-17,Regular Season,1610612744,GSW,1610612766,CHA,136,116,3,2025-26
0022500600,2026-01-17,Regular Season,1610612743,DEN,1610612764,WAS,121,115,3,2025-26
0022500601,2026-01-17,Regular Season,1610612757,POR,1610612747,LAL,132,116,3,2025-26
0022500602,2026-01-18,Regular Season,1610612763,MEM,1610612753,ORL,126,109,3,2025-26
0022500603,2026-01-18,Regular Season,1610612741,CHI,1610612751,BKN,124,102,3,2025-26
0022500604,2026-01-18,Regular Season,1610612745,HOU,1610612740,NOP,119,110,3,2025-26
0022500605,2026-01-18,Regular Season,1610612743,DEN,1610612766,CHA,87,110,3,2025-26
0022500606,2026-01-18,Regular Season,1610612758,SAC,1610612757,POR,110,117,3,2025-26
0022500607,2026-01-18,Regular Season,1610612747,LAL,1610612761,TOR,110,93,3,2025-26
0022500014,2026-01-19,Regular Season,1610612737,ATL,1610612749,MIL,110,112,3,2025-26
0022500015,2026-01-19,Regular Season,1610612739,CLE,1610612760,OKC,104,136,3,2025-26
0022500016,2026-01-19,Regular Season,1610612752,NYK,1610612742,DAL,97,114,3,2025-26
0022500017,2026-01-19,Regular Season,1610612765,DET,1610612738,BOS,104,103,3,2025-26
0022500608,2026-01-19,Regular Season,1610612764,WAS,1610612746,LAC,106,110,3,2025-26
0022500609,2026-01-19,Regular Season,1610612755,PHI,1610612754,IND,113,104,3,2025-26
0022500610,2026-01-19,Regular Season,1610612751,BKN,1610612756,PHX,117,126,3,2025-26
0022500611,2026-01-19,Regular Season,1610612759,SAS,1610612762,UTA,123,110,3,2025-26
0022500612,2026-01-19,Regular Season,1610612744,GSW,1610612748,MIA,135,112,3,2025-26
0022500613,2026-01-20,Regular Season,1610612755,PHI,1610612756,PHX,110,116,3,2025-26
0022500614,2026-01-20,Regular Season,1610612741,CHI,1610612746,LAC,138,110,3,2025-26
0022500615,2026-01-20,Regular Season,1610612745,HOU,1610612759,SAS,111,106,3,2025-26
0022500616,2026-01-20,Regular Season,1610612762,UTA,1610612750,MIN,127,122,3,2025-26
0022500617,2026-01-20,Regular Season,1610612743,DEN,1610612747,LAL,107,115,3,2025-26
0022500618,2026-01-20,Regular Season,1610612744,GSW,1610612761,TOR,127,145,3,2025-26
0022500619,2026-01-20,Regular Season,1610612758,SAC,1610612748,MIA,117,130,3,2025-26
0022500620,2026-01-21,Regular Season,1610612766,CHA,1610612739,CLE,87,94,3,2025-26
0022500621,2026-01-21,Regular Season,1610612738,BOS,1610612754,IND,119,104,3,2025-26
0022500622,2026-01-21,Regular Season,1610612752,NYK,1610612751,BKN,120,66,3,2025-26
0022500623,2026-01-21,Regular Season,1610612763,MEM,1610612737,ATL,122,124,3,2025-26
0022500624,2026-01-21,Regular Season,1610612740,NOP,1610612765,DET,104,112,3,2025-26
