TeamID,TeamCity,TeamName,Conference,Division,ConferenceRecord,PlayoffRank,WINS,LOSSES,WinPCT,HOME,ROAD,L10,STREAK,GB,TEAM_ABBREVIATION,SEASON_TYPE
1610612747,Los Angeles,Lakers,West,Pacific,36-10,1,52,19,0.732,25-10,27-9,4-6,L 1,0.0,LAL,Regular Season
1610612749,Milwaukee,Bucks,East,Central,37-7,1,56,17,0.767,30-5,26-12,3-7,L 1,0.0,MIL,Regular Season
1610612746,LA,Clippers,West,Pacific,32-16,2,49,23,0.681,27-9,22-14,6-4,W 2,3.5,LAC,Regular Season
1610612761,Toronto,Raptors,East,Atlantic,34-11,2,53,19,0.736,26-10,27-9,9-1,W 4,2.5,TOR,Regular Season
1610612738,Boston,Celtics,East,Atlantic,30-13,3,48,24,0.667,26-10,22-14,6-4,L 1,7.5,BOS,Regular Season
1610612743,Denver,Nuggets,West,Northwest,29-16,3,46,27,0.63,26-11,20-16,4-6,L 3,7.0,DEN,Regular Season
1610612745,Houston,Rockets,West,Southwest,28-19,4,44,28,0.611,24-12,20-16,5-5,L 3,8.5,HOU,Regular Season
1610612754,Indiana,Pacers,East,Central,28-19,4,45,28,0.616,25-11,20-17,7-3,W 2,11.0,IND,Regular Season
1610612748,Miami,Heat,East,Southeast,30-13,5,44,29,0.603,29-7,15-22,4-6,L 2,12.0,MIA,Regular Season
1610612760,Oklahoma City,Thunder,West,Northwest,27-19,5,44,28,0.611,23-14,21-14,6-4,L 1,8.5,OKC,Regular Season
1610612755,Philadelphia,76ers,East,Atlantic,28-18,6,43,30,0.589,31-4,12-26,5-5,W 1,13.0,PHI,Regular Season
1610612762,Utah,Jazz,West,Northwest,24-21,6,44,28,0.611,23-12,21-16,4-6,W 1,8.5,UTA,Regular Season
1610612742,Dallas,Mavericks,West,Southwest,27-20,7,43,32,0.573,20-18,23-14,4-6,L 2,11.0,DAL,Regular Season
1610612751,Brooklyn,Nets,East,Atlantic,23-23,7,35,37,0.486,20-16,15-21,7-3,L 1,20.5,BKN,Regular Season
1610612753,Orlando,Magic,East,Southeast,20-23,8,33,40,0.452,18-17,15-23,5-5,W 1,23.0,ORL,Regular Season
1610612757,Portland,Trail Blazers,West,Northwest,20-27,8,35,39,0.473,21-15,14-24,7-3,W 3,18.5,POR,Regular Season
1610612763,Memphis,Grizzlies,West,Southwest,20-26,9,34,39,0.466,20-17,14-22,3-7,W 1,19.0,MEM,Regular Season
1610612764,Washington,Wizards,East,Southeast,18-27,9,25,47,0.347,16-20,9-27,2-8,W 1,30.5,WAS,Regular Season
1610612756,Phoenix,Suns,West,Pacific,19-27,10,34,39,0.466,17-22,17-17,9-1,W 8,19.0,PHX,Regular Season
1610612766,Charlotte,Hornets,East,Southeast,16-24,10,23,42,0.354,10-21,13-21,4-6,W 1,29.0,CHA,Regular Season
1610612741,Chicago,Bulls,East,Central,15-28,11,22,43,0.338,14-20,8-23,3-7,W 1,30.0,CHI,Regular Season
1610612759,San Antonio,Spurs,West,Southwest,20-23,11,32,39,0.451,19-15,13-24,6-4,L 1,20.0,SAS,Regular Season
1610612752,New York,Knicks,East,Atlantic,15-28,12,21,45,0.318,11-22,10-23,4-6,W 1,31.5,NYK,Regular Season
1610612758,Sacramento,Kings,West,Pacific,23-23,12,31,41,0.431,16-19,15-22,4-6,W 2,21.5,SAC,Regular Season
1610612740,New Orleans,Pelicans,West,Southwest,18-30,13,30,42,0.417,15-21,15-21,4-6,L 3,22.5,NOP,Regular Season
1610612765,Detroit,Pistons,East,Central,12-31,13,20,46,0.303,11-22,9-24,1-9,L 5,32.5,DET,Regular Season
1610612737,Atlanta,Hawks,East,Southeast,11-32,14,20,47,0.299,14-20,6-27,4-6,L 1,33.0,ATL,Regular Season
1610612750,Minnesota,Timberwolves,West,Northwest,9-30,14,19,45,0.297,8-24,11-21,3-7,L 3,29.5,MIN,Regular Season
1610612739,Cleveland,Cavaliers,East,Central,12-32,15,19,46,0.292,11-25,8-21,4-6,L 1,33.0,CLE,Regular Season
1610612744,Golden State,Warriors,West,Pacific,9-34,15,15,50,0.231,8-26,7-24,3-7,L 1,34.0,GSW,Regular Season
