PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,O_RAPM,D_RAPM,RAPM,POSS,SEASON,SEASON_TYPE
202695,K. Leonard,LAC,3.44,2.62,6.06,7777,2019-20,Regular Season
203507,G. Antetokounmpo,MIL,1.79,3.63,5.42,8562,2019-20,Regular Season
1629130,D. Robinson,MIA,3.03,1.9,4.93,8932,2019-20,Regular Season
2544,L. James,LAL,1.62,3.3,4.92,9811,2019-20,Regular Season
1628369,J. Tatum,BOS,2.24,2.46,4.7,9510,2019-20,Regular Season
201935,J. Harden,HOU,2.46,1.79,4.25,10764,2019-20,Regular Season
101108,C. Paul,OKC,4.01,0.16,4.17,9149,2019-20,Regular Season
1627783,P. Siakam,TOR,1.67,2.32,3.99,9014,2019-20,Regular Season
1627936,A. Caruso,LAL,1.24,2.49,3.73,5022,2019-20,Regular Season
203471,D. Schröder,OKC,0.04,3.53,3.57,8438,2019-20,Regular Season
1628978,D. DiVincenzo,MIL,1.47,1.98,3.45,6749,2019-20,Regular Season
1629001,D. Melton,MEM,2.1,1.34,3.44,5126,2019-20,Regular Season
201588,G. Hill,MIL,2.76,0.56,3.32,5523,2019-20,Regular Season
204060,J. Ingles,UTA,1.21,2.1,3.31,8868,2019-20,Regular Season
200794,P. Millsap,DEN,1.51,1.79,3.3,5027,2019-20,Regular Season
201976,P. Beverley,LAC,1.18,2.04,3.22,5687,2019-20,Regular Season
201188,M. Gasol,TOR,-0.01,3.2,3.19,4917,2019-20,Regular Season
1626174,C. Wood,DET,1.84,1.18,3.02,5502,2019-20,Regular Season
1629056,T. Davis,TOR,2.15,0.75,2.9,5151,2019-20,Regular Season
1627827,D. Finney-Smith,DAL,1.85,0.97,2.82,8852,2019-20,Regular Season
1629067,I. Bonga,WAS,-0.44,3.23,2.79,5356,2019-20,Regular Season
1626166,C. Payne,PHX,1.59,1.2,2.79,782,2019-20,Regular Season
202704,R. Jackson,LAC,1.61,1.17,2.78,3065,2019-20,Regular Season
1627751,J. Poeltl,SAS,2.59,0.15,2.74,5045,2019-20,Regular Season
1626220,R. O'Neale,UTA,1.6,1.13,2.73,8532,2019-20,Regular Season
1629185,C. Chiozza,BKN,0.47,2.25,2.72,1749,2019-20,Regular Season
202330,G. Hayward,BOS,1.84,0.84,2.68,7415,2019-20,Regular Season
203118,M. Scott,PHI,1.81,0.85,2.66,5052,2019-20,Regular Season
202324,D. Favors,NOP,1.36,1.3,2.66,5426,2019-20,Regular Season
203114,K. Middleton,MIL,1.6,1.05,2.65,8235,2019-20,Regular Season
202083,W. Matthews,MIL,-0.56,3.18,2.62,7270,2019-20,Regular Season
201937,R. Rubio,PHX,0.88,1.73,2.61,8725,2019-20,Regular Season
203497,R. Gobert,UTA,0.43,2.06,2.49,9682,2019-20,Regular Season
201988,P. Mills,SAS,2.55,-0.08,2.47,6422,2019-20,Regular Season
202339,E. Bledsoe,MIL,1.2,1.25,2.45,7397,2019-20,Regular Season
1626164,D. Booker,PHX,4.22,-1.8,2.42,10778,2019-20,Regular Season
1629640,K. Johnson,SAS,1.62,0.79,2.41,1335,2019-20,Regular Season
203521,M. Dellavedova,CLE,-0.33,2.66,2.33,3417,2019-20,Regular Season
1628969,M. Bridges,PHX,0.94,1.36,2.3,8775,2019-20,Regular Season
203496,R. Covington,HOU,0.64,1.63,2.27,9266,2019-20,Regular Season
1626149,M. Harrell,LAC,1.06,1.17,2.23,7640,2019-20,Regular Season
202696,N. Vučević,ORL,1.4,0.83,2.23,8325,2019-20,Regular Season
1627826,I. Zubac,LAC,-0.09,2.31,2.22,5587,2019-20,Regular Season
203115,W. Barton,DEN,0.9,1.31,2.21,7854,2019-20,Regular Season
1628973,J. Brunson,DAL,0.79,1.42,2.21,4257,2019-20,Regular Season
1628389,B. Adebayo,MIA,1.28,0.9,2.18,9931,2019-20,Regular Season
203939,D. Powell,DAL,1.46,0.68,2.14,4361,2019-20,Regular Season
203145,K. Bazemore,SAC,-1.3,3.43,2.13,7239,2019-20,Regular Season
