PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,BOX_OUTS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,SEASON_TYPE
202710,Jimmy Butler III,1610612744,GSW,36.0,38,1182.0,90,42,48,93,1,36,93,19,15,34,0.559,0.441,12,16,28,16,28,0.429,0.571,1.0,0.571,Regular Season
1642866,Joan Beringer,1610612750,MIN,19.0,21,163.0,56,36,20,5,0,11,28,3,1,4,0.75,0.25,4,8,12,8,12,0.333,0.667,1.0,0.667,Regular Season
1629111,Jock Landale,1610612763,MEM,30.0,44,1032.0,202,164,38,44,1,111,268,7,6,13,0.538,0.462,56,63,118,83,119,0.471,0.529,0.992,0.697,Regular Season
204060,Joe Ingles,1610612750,MIN,38.0,8,52.0,7,2,5,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
203954,Joel Embiid,1610612755,PHI,31.0,28,868.0,236,181,55,26,1,104,255,10,6,16,0.625,0.375,7,31,38,27,38,0.184,0.816,1.0,0.711,Regular Season
1628381,John Collins,1610612746,LAC,28.0,45,1236.0,258,134,124,79,1,28,70,12,13,25,0.48,0.52,9,15,24,14,24,0.375,0.625,1.0,0.583,Regular Season
1629723,John Konchar,1610612763,MEM,29.0,27,417.0,67,37,30,63,0,7,15,7,10,17,0.412,0.588,1,6,7,3,7,0.143,0.857,1.0,0.429,Regular Season
1641780,Johni Broome,1610612755,PHI,23.0,6,40.0,18,15,3,3,0,2,4,1,0,1,1.0,0.0,4,0,4,3,4,1.0,0.0,1.0,0.75,Regular Season
1642277,Johnny Furphy,1610612754,IND,21.0,29,551.0,110,88,22,32,0,11,24,5,8,13,0.385,0.615,4,13,17,9,17,0.235,0.765,1.0,0.529,Regular Season
1630548,Johnny Juzang,1610612750,MIN,24.0,13,63.0,10,6,4,5,0,1,3,1,0,1,1.0,0.0,0,2,2,1,2,0.0,1.0,1.0,0.5,Regular Season
202685,Jonas Valančiūnas,1610612743,DEN,33.0,38,551.0,161,137,24,10,0,65,150,3,7,10,0.3,0.7,22,33,53,42,55,0.4,0.6,0.964,0.764,Regular Season
1628371,Jonathan Isaac,1610612753,ORL,28.0,37,405.0,100,73,27,50,0,17,43,0,3,3,0.0,1.0,8,10,18,8,18,0.444,0.556,1.0,0.444,Regular Season
1630228,Jonathan Kuminga,1610612744,GSW,23.0,20,476.0,77,46,31,33,0,8,19,6,6,12,0.5,0.5,4,7,11,10,11,0.364,0.636,1.0,0.909,Regular Season
1642367,Jonathan Mogbo,1610612761,TOR,24.0,16,131.0,32,21,11,22,0,11,25,0,2,2,0.0,1.0,4,5,9,6,9,0.444,0.556,1.0,0.667,Regular Season
203903,Jordan Clarkson,1610612752,NYK,33.0,45,866.0,92,52,40,46,0,2,6,11,6,17,0.647,0.353,2,18,20,9,20,0.1,0.9,1.0,0.45,Regular Season
1630692,Jordan Goodwin,1610612756,PHX,27.0,47,1023.0,105,57,48,166,0,11,25,18,20,38,0.474,0.526,6,17,23,15,23,0.261,0.739,1.0,0.652,Regular Season
1641722,Jordan Hawkins,1610612740,NOP,23.0,30,464.0,65,40,25,13,1,3,6,4,3,7,0.571,0.429,0,3,3,2,3,0.0,1.0,1.0,0.667,Regular Season
1629162,Jordan McLaughlin,1610612759,SAS,29.0,13,106.0,11,8,3,19,0,3,6,1,0,1,1.0,0.0,0,1,1,0,1,0.0,1.0,1.0,0.0,Regular Season
1641757,Jordan Miller,1610612746,LAC,26.0,25,508.0,74,28,46,34,0,4,9,5,6,11,0.455,0.545,2,4,6,3,6,0.333,0.667,1.0,0.5,Regular Season
1629673,Jordan Poole,1610612740,NOP,26.0,28,710.0,87,25,62,47,3,2,5,4,4,8,0.5,0.5,0,4,4,2,4,0.0,1.0,1.0,0.5,Regular Season
1641775,Jordan Walsh,1610612738,BOS,21.0,42,806.0,135,77,58,77,0,27,69,4,6,10,0.4,0.6,8,10,17,10,18,0.444,0.556,0.944,0.556,Regular Season
1630631,Jose Alvarado,1610612740,NOP,27.0,38,846.0,38,11,27,84,1,5,11,6,11,17,0.353,0.647,0,10,9,1,10,0.0,1.0,0.9,0.1,Regular Season
1630581,Josh Giddey,1610612741,CHI,23.0,34,1090.0,161,65,96,66,2,5,11,15,10,25,0.6,0.4,0,14,14,10,14,0.0,1.0,1.0,0.714,Regular Season
1630182,Josh Green,1610612766,CHA,25.0,25,401.0,48,21,27,30,0,4,9,8,4,12,0.667,0.333,0,6,6,2,6,0.0,1.0,1.0,0.333,Regular Season
1628404,Josh Hart,1610612752,NYK,30.0,38,1171.0,216,99,117,128,3,31,74,18,22,40,0.45,0.55,5,17,22,17,22,0.227,0.773,1.0,0.773,Regular Season
1631169,Josh Minott,1610612738,BOS,23.0,32,519.0,106,60,46,59,0,17,43,13,5,18,0.722,0.278,1,8,9,4,10,0.1,0.8,1.0,0.444,Regular Season
1629006,Josh Okogie,1610612745,HOU,27.0,47,950.0,100,58,42,92,2,10,21,24,16,40,0.6,0.4,1,6,7,3,7,0.143,0.857,1.0,0.429,Regular Season
201950,Jrue Holiday,1610612757,POR,35.0,20,568.0,49,17,32,49,0,7,17,5,9,14,0.357,0.643,0,7,7,3,7,0.0,1.0,1.0,0.429,Regular Season
1630577,Julian Champagnie,1610612759,SAS,24.0,49,1400.0,202,120,82,80,0,36,79,9,27,36,0.25,0.75,2,22,24,18,24,0.083,0.917,1.0,0.75,Regular Season
1641763,Julian Phillips,1610612741,CHI,22.0,29,318.0,51,26,25,30,2,5,11,3,2,5,0.6,0.4,0,9,9,3,9,0.0,1.0,1.0,0.333,Regular Season
1631124,Julian Strawther,1610612743,DEN,23.0,19,256.0,21,14,7,20,0,2,4,2,4,6,0.333,0.667,0,1,1,0,1,0.0,1.0,1.0,0.0,Regular Season
203944,Julius Randle,1610612750,MIN,31.0,50,1664.0,228,124,104,104,0,33,82,21,12,33,0.636,0.364,17,39,56,45,56,0.304,0.696,1.0,0.804,Regular Season
1630551,Justin Champagnie,1610612764,WAS,24.0,42,851.0,140,90,50,73,0,8,19,13,8,21,0.619,0.381,1,15,15,12,16,0.063,0.938,0.938,0.75,Regular Season
1642348,Justin Edwards,1610612755,PHI,22.0,32,512.0,48,27,21,48,1,9,22,2,7,9,0.222,0.778,0,6,6,4,6,0.0,1.0,1.0,0.667,Regular Season
203994,Jusuf Nurkić,1610612762,UTA,31.0,38,1009.0,259,166,93,109,0,171,411,8,6,14,0.571,0.429,38,87,124,88,125,0.304,0.696,0.992,0.704,Regular Season
1642354,KJ Simpson,1610612766,CHA,23.0,12,216.0,21,12,9,28,1,4,10,2,3,5,0.4,0.6,0,2,2,0,2,0.0,1.0,1.0,0.0,Regular Season
1642880,Kam Jones,1610612754,IND,23.0,8,75.0,8,4,4,6,0,0,0,0,0,0,0.0,0.0,0,3,3,0,3,0.0,1.0,1.0,0.0,Regular Season
1626157,Karl-Anthony Towns,1610612752,NYK,30.0,46,1453.0,273,195,78,91,0,96,221,14,15,29,0.483,0.517,42,77,119,95,119,0.353,0.647,1.0,0.798,Regular Season
1631255,Karlo Matković,1610612740,NOP,24.0,38,487.0,155,109,46,28,1,32,79,4,2,6,0.667,0.333,4,22,26,13,26,0.154,0.846,1.0,0.5,Regular Season
1642857,Kasparas Jakučionis,1610612748,MIA,19.0,24,391.0,62,29,33,38,1,0,0,1,8,9,0.111,0.889,1,4,5,1,5,0.2,0.8,1.0,0.2,Regular Season
202695,Kawhi Leonard,1610612746,LAC,34.0,35,1153.0,151,69,82,129,0,7,17,16,11,27,0.593,0.407,1,19,20,9,20,0.05,0.95,1.0,0.45,Regular Season
1630811,Keaton Wallace,1610612737,ATL,26.0,31,419.0,63,28,35,35,0,5,11,3,9,12,0.25,0.75,0,9,8,2,9,0.0,1.0,0.889,0.222,Regular Season
1631099,Keegan Murray,1610612758,SAC,25.0,19,683.0,151,112,39,48,0,7,16,4,6,10,0.4,0.6,3,11,14,11,14,0.214,0.786,1.0,0.786,Regular Season
1642276,Kel'el Ware,1610612748,MIA,21.0,47,1063.0,293,208,85,67,0,39,87,15,13,28,0.536,0.464,17,63,78,68,80,0.213,0.788,0.975,0.85,Regular Season
1629640,Keldon Johnson,1610612759,SAS,26.0,49,1175.0,146,92,54,64,1,10,23,13,12,25,0.52,0.48,25,27,52,35,52,0.481,0.519,1.0,0.673,Regular Season
203482,Kelly Olynyk,1610612759,SAS,34.0,26,265.0,70,33,37,27,2,18,47,2,2,4,0.5,0.5,4,8,12,7,12,0.333,0.667,1.0,0.583,Regular Season
1626162,Kelly Oubre Jr.,1610612755,PHI,30.0,26,831.0,94,51,43,111,0,6,16,7,7,14,0.5,0.5,0,7,7,5,7,0.0,1.0,1.0,0.714,Regular Season
1629026,Kenrich Williams,1610612760,OKC,31.0,29,463.0,58,25,33,48,3,24,53,4,2,6,0.667,0.333,6,13,19,11,19,0.316,0.684,1.0,0.579,Regular Season
203484,Kentavious Caldwell-Pope,1610612763,MEM,32.0,46,967.0,57,23,34,63,0,0,0,13,9,22,0.591,0.409,1,5,6,3,6,0.167,0.833,1.0,0.5,Regular Season
1631165,Keon Ellis,1610612739,CLE,26.0,41,742.0,96,43,53,104,0,14,29,5,6,11,0.455,0.545,0,3,3,0,3,0.0,1.0,1.0,0.0,Regular Season
1642352,Keshad Johnson,1610612748,MIA,24.0,16,151.0,30,22,8,9,0,4,9,2,0,2,1.0,0.0,1,5,6,3,6,0.167,0.833,1.0,0.5,Regular Season
201142,Kevin Durant,1610612745,HOU,37.0,45,1657.0,253,133,120,61,0,25,55,13,12,25,0.52,0.48,0,17,17,9,17,0.0,1.0,1.0,0.529,Regular Season
1628989,Kevin Huerter,1610612741,CHI,27.0,44,1037.0,171,95,76,77,1,15,34,3,12,15,0.2,0.8,0,15,15,7,15,0.0,1.0,1.0,0.467,Regular Season
201567,Kevin Love,1610612762,UTA,37.0,26,469.0,59,32,27,21,3,35,83,6,9,15,0.4,0.6,11,29,38,23,40,0.275,0.725,0.95,0.575,Regular Season
1641755,Kevin McCullar Jr.,1610612752,NYK,24.0,6,74.0,11,6,5,11,1,2,5,2,1,3,0.667,0.333,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1629645,Kevin Porter Jr.,1610612749,MIL,25.0,23,773.0,131,71,60,92,0,0,0,7,16,23,0.304,0.696,3,6,9,4,9,0.333,0.667,1.0,0.444,Regular Season
1626172,Kevon Looney,1610612740,NOP,29.0,17,237.0,78,45,33,14,0,30,74,3,1,4,0.75,0.25,7,14,21,13,21,0.333,0.667,1.0,0.619,Regular Season
1641718,Keyonte George,1610612762,UTA,22.0,47,1615.0,158,62,96,82,2,24,56,14,17,31,0.452,0.548,1,16,17,7,17,0.059,0.941,1.0,0.412,Regular Season
1642863,Khaman Maluach,1610612756,PHX,19.0,19,90.0,38,26,12,3,0,7,18,1,0,1,1.0,0.0,3,1,4,3,4,0.75,0.25,1.0,0.75,Regular Season
203114,Khris Middleton,1610612764,WAS,34.0,33,805.0,97,54,43,72,4,7,16,5,6,11,0.455,0.545,5,27,31,21,32,0.156,0.844,0.969,0.656,Regular Season
202691,Klay Thompson,1610612742,DAL,35.0,43,944.0,108,61,47,32,0,13,28,4,9,13,0.308,0.692,0,5,5,1,5,0.0,1.0,1.0,0.2,Regular Season
1641738,Kobe Brown,1610612746,LAC,26.0,22,230.0,32,19,13,20,1,6,14,5,3,8,0.625,0.375,3,7,10,7,10,0.3,0.7,1.0,0.7,Regular Season
1641723,Kobe Bufkin,1610612747,LAL,22.0,2,39.0,4,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1642920,Kobe Sanders,1610612746,LAC,23.0,39,840.0,137,87,50,44,1,11,25,5,10,15,0.333,0.667,1,17,17,5,18,0.056,0.944,1.0,0.294,Regular Season
1642886,Koby Brea,1610612756,PHX,23.0,2,8.0,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1642851,Kon Knueppel,1610612766,CHA,20.0,49,1566.0,258,170,88,98,1,26,58,24,11,35,0.686,0.314,1,20,20,5,21,0.048,0.952,0.952,0.238,Regular Season
1627739,Kris Dunn,1610612746,LAC,31.0,48,1310.0,153,64,89,177,0,35,81,7,14,21,0.333,0.667,1,8,9,3,9,0.111,0.889,1.0,0.333,Regular Season
1631200,Kris Murray,1610612757,POR,25.0,34,874.0,116,82,34,82,1,13,29,8,12,20,0.4,0.6,16,22,37,19,38,0.421,0.579,0.974,0.5,Regular Season
204001,Kristaps Porziņģis,1610612737,ATL,30.0,17,413.0,169,131,38,24,0,30,66,4,2,6,0.667,0.333,5,23,28,16,28,0.179,0.821,1.0,0.571,Regular Season
203937,Kyle Anderson,1610612762,UTA,32.0,20,401.0,60,34,26,48,0,35,79,1,3,4,0.25,0.75,2,15,17,9,17,0.118,0.882,1.0,0.529,Regular Season
1642271,Kyle Filipowski,1610612762,UTA,22.0,48,1075.0,270,154,116,72,3,51,118,11,5,16,0.688,0.313,10,41,51,34,51,0.196,0.804,1.0,0.667,Regular Season
1628398,Kyle Kuzma,1610612749,MIL,30.0,44,1185.0,173,113,60,43,1,23,54,6,4,10,0.6,0.4,6,23,29,17,29,0.207,0.793,1.0,0.586,Regular Season
200768,Kyle Lowry,1610612755,PHI,39.0,5,41.0,2,2,0,1,0,3,8,0,0,0,0.0,0.0,0,1,1,0,1,0.0,1.0,1.0,0.0,Regular Season
1642273,Kyshawn George,1610612764,WAS,22.0,39,1209.0,274,158,116,101,6,20,48,12,14,26,0.462,0.538,3,31,33,11,34,0.088,0.912,0.971,0.324,Regular Season
1643018,LJ Cryer,1610612744,GSW,24.0,1,3.0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1630163,LaMelo Ball,1610612766,CHA,24.0,38,1061.0,84,44,40,79,0,12,31,9,13,22,0.409,0.591,0,9,9,5,9,0.0,1.0,1.0,0.556,Regular Season
1642950,Lachlan Olbrich,1610612741,CHI,22.0,10,86.0,18,14,4,2,0,9,21,4,0,4,1.0,0.0,0,5,4,1,5,0.0,1.0,0.8,0.2,Regular Season
1629013,Landry Shamet,1610612752,NYK,28.0,23,488.0,96,49,47,36,0,11,25,2,3,5,0.4,0.6,0,9,9,2,9,0.0,1.0,1.0,0.222,Regular Season
1626204,Larry Nance Jr.,1610612739,CLE,33.0,22,305.0,38,23,15,33,2,11,26,5,2,7,0.714,0.286,3,7,10,4,10,0.3,0.7,1.0,0.4,Regular Season
1628374,Lauri Markkanen,1610612762,UTA,28.0,36,1288.0,226,164,62,66,0,45,110,7,10,17,0.412,0.588,5,22,27,18,27,0.185,0.815,1.0,0.667,Regular Season
2544,LeBron James,1610612747,LAL,41.0,31,1026.0,80,44,36,53,0,16,39,11,11,22,0.5,0.5,1,12,13,10,13,0.077,0.923,1.0,0.769,Regular Season
1631159,Leonard Miller,1610612750,MIN,22.0,12,75.0,18,12,6,8,0,3,6,2,0,2,1.0,0.0,1,1,2,1,2,0.5,0.5,1.0,0.5,Regular Season
1642862,Liam McNeeley,1610612766,CHA,20.0,22,294.0,57,35,22,7,0,4,9,2,2,4,0.5,0.5,1,6,7,3,7,0.143,0.857,1.0,0.429,Regular Season
1630322,Lindy Waters III,1610612759,SAS,28.0,19,167.0,20,7,13,6,2,9,18,1,1,2,0.5,0.5,0,7,7,3,7,0.0,1.0,1.0,0.429,Regular Season
1628366,Lonzo Ball,1610612739,CLE,28.0,35,728.0,96,47,49,77,0,19,46,8,13,21,0.381,0.619,6,12,18,15,18,0.333,0.667,1.0,0.833,Regular Season
1629652,Luguentz Dort,1610612760,OKC,26.0,40,1108.0,170,57,113,65,1,40,90,4,6,10,0.4,0.6,5,12,17,10,17,0.294,0.706,1.0,0.588,Regular Season
1629029,Luka Dončić,1610612747,LAL,26.0,40,1447.0,191,90,101,111,10,5,10,10,15,25,0.4,0.6,1,6,7,4,7,0.143,0.857,1.0,0.571,Regular Season
1630568,Luka Garza,1610612738,BOS,27.0,40,663.0,176,136,40,54,4,110,253,11,3,14,0.786,0.214,31,43,74,38,74,0.419,0.581,1.0,0.514,Regular Season
1628379,Luke Kennard,1610612737,ATL,29.0,44,910.0,95,45,50,64,0,17,41,4,4,8,0.5,0.5,1,10,11,4,11,0.091,0.909,1.0,0.364,Regular Season
1628436,Luke Kornet,1610612759,SAS,30.0,40,949.0,426,337,89,36,2,170,387,5,2,7,0.714,0.286,34,39,73,60,73,0.466,0.534,1.0,0.822,Regular Season
1631247,Luke Travers,1610612739,CLE,24.0,10,94.0,17,13,4,11,0,2,5,2,1,3,0.667,0.333,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1630644,Mac McClung,1610612754,IND,27.0,2,32.0,7,5,2,4,0,0,0,0,1,1,0.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1631103,Malaki Branham,1610612764,WAS,22.0,24,263.0,44,25,19,13,0,3,8,4,2,6,0.667,0.333,1,2,3,2,3,0.333,0.667,1.0,0.667,Regular Season
1642502,Malevy Leons,1610612744,GSW,26.0,3,16.0,3,2,1,1,0,0,0,0,1,1,0.0,1.0,0,1,1,0,1,0.0,1.0,1.0,0.0,Regular Season
1628370,Malik Monk,1610612758,SAC,27.0,39,902.0,111,66,45,59,1,15,33,11,6,17,0.647,0.353,1,3,3,0,4,0.25,0.75,1.0,0.0,Regular Season
1631204,Marcus Sasser,1610612765,DET,25.0,11,129.0,11,4,7,17,0,0,0,1,3,4,0.25,0.75,0,1,1,0,1,0.0,1.0,1.0,0.0,Regular Season
203935,Marcus Smart,1610612747,LAL,31.0,39,1113.0,121,45,76,112,14,32,75,11,14,25,0.44,0.56,1,20,20,5,21,0.048,0.952,0.952,0.238,Regular Season
1641813,Mark Sears,1610612749,MIL,23.0,4,20.0,4,2,2,2,0,0,0,1,0,1,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1631109,Mark Williams,1610612756,PHX,24.0,45,1081.0,391,280,111,112,0,119,277,11,12,23,0.478,0.522,14,49,62,45,63,0.222,0.778,0.984,0.714,Regular Season
1628963,Marvin Bagley III,1610612764,WAS,26.0,37,715.0,204,137,67,43,7,120,284,11,5,16,0.688,0.313,17,28,45,36,45,0.378,0.622,1.0,0.8,Regular Season
203486,Mason Plumlee,1610612766,CHA,35.0,13,122.0,31,23,8,7,1,16,37,3,0,3,1.0,0.0,4,4,8,7,8,0.5,0.5,1.0,0.875,Regular Season
1641824,Matas Buzelis,1610612741,CHI,21.0,50,1401.0,394,253,141,64,2,20,49,11,11,22,0.5,0.5,3,19,21,14,22,0.136,0.864,0.955,0.636,Regular Season
1629680,Matisse Thybulle,1610612757,POR,28.0,4,49.0,3,2,1,19,1,1,2,0,1,1,0.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1631108,Max Christie,1610612742,DAL,22.0,45,1328.0,213,134,79,50,0,34,73,4,10,14,0.286,0.714,0,12,11,5,12,0.0,1.0,0.917,0.417,Regular Season
1628467,Maxi Kleber,1610612747,LAL,34.0,23,245.0,66,48,18,14,0,24,58,2,2,4,0.5,0.5,3,8,11,4,11,0.273,0.727,1.0,0.364,Regular Season
1642875,Maxime Raynaud,1610612758,SAC,22.0,43,992.0,274,197,77,48,0,124,278,8,6,14,0.571,0.429,13,42,54,37,55,0.236,0.764,1.0,0.685,Regular Season
1642877,Micah Peavy,1610612740,NOP,24.0,40,657.0,78,46,32,61,1,6,14,6,6,12,0.5,0.5,3,12,14,7,15,0.2,0.8,1.0,0.5,Regular Season
1630695,Micah Potter,1610612754,IND,27.0,16,298.0,101,81,20,10,0,37,83,0,1,1,0.0,1.0,1,16,17,11,17,0.059,0.941,1.0,0.647,Regular Season
1629008,Michael Porter Jr.,1610612751,BKN,27.0,38,1258.0,123,77,46,77,0,31,70,13,12,25,0.52,0.48,12,17,29,24,29,0.414,0.586,1.0,0.828,Regular Season
1628969,Mikal Bridges,1610612752,NYK,29.0,49,1691.0,270,175,95,123,1,15,33,11,12,23,0.478,0.522,0,27,27,8,27,0.0,1.0,1.0,0.296,Regular Season
201144,Mike Conley,1610612750,MIN,38.0,42,785.0,96,52,44,48,0,14,33,8,5,13,0.615,0.385,0,6,6,2,6,0.0,1.0,1.0,0.333,Regular Season
1628970,Miles Bridges,1610612766,CHA,27.0,49,1590.0,303,168,135,60,0,25,63,19,9,28,0.679,0.321,4,22,26,12,26,0.154,0.846,1.0,0.462,Regular Season
1642939,Miles Kelly,1610612742,DAL,23.0,7,67.0,9,6,3,3,0,0,0,3,1,4,0.75,0.25,0,3,3,2,3,0.0,1.0,1.0,0.667,Regular Season
1630540,Miles McBride,1610612752,NYK,25.0,35,981.0,156,92,64,63,0,17,40,11,10,21,0.524,0.476,0,9,8,1,9,0.0,1.0,0.889,0.111,Regular Season
1629011,Mitchell Robinson,1610612752,NYK,27.0,35,691.0,148,93,55,68,0,89,199,14,9,23,0.609,0.391,63,47,110,87,110,0.573,0.427,1.0,0.791,Regular Season
1628964,Mo Bamba,1610612761,TOR,27.0,2,6.0,7,4,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1642885,Mohamed Diawara,1610612752,NYK,20.0,25,177.0,39,24,15,17,0,2,5,3,1,4,0.75,0.25,2,2,4,1,4,0.5,0.5,1.0,0.25,Regular Season
1628420,Monte Morris,1610612754,IND,30.0,5,62.0,8,3,5,5,0,0,0,1,0,1,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1629021,Moritz Wagner,1610612753,ORL,28.0,7,77.0,13,9,4,6,2,4,9,0,2,2,0.0,1.0,1,3,4,3,4,0.25,0.75,1.0,0.75,Regular Season
1630541,Moses Moody,1610612744,GSW,23.0,47,1152.0,163,111,52,106,3,8,19,19,19,38,0.5,0.5,2,20,22,8,22,0.091,0.909,1.0,0.364,Regular Season
1631243,Mouhamed Gueye,1610612737,ATL,23.0,48,784.0,196,113,83,85,0,35,84,8,11,19,0.421,0.579,6,38,44,23,44,0.136,0.864,1.0,0.523,Regular Season
1630619,Moussa Cisse,1610612742,DAL,23.0,27,332.0,125,100,25,27,0,45,106,8,5,13,0.615,0.385,14,17,31,23,31,0.452,0.548,1.0,0.742,Regular Season
1631217,Moussa Diabaté,1610612766,CHA,24.0,46,1149.0,319,210,109,60,0,97,225,20,10,30,0.667,0.333,64,48,109,78,112,0.571,0.429,0.973,0.696,Regular Season
1626167,Myles Turner,1610612749,MIL,29.0,45,1291.0,390,297,93,84,0,87,214,7,6,13,0.538,0.462,14,64,78,41,78,0.179,0.821,1.0,0.526,Regular Season
1642066,Myron Gardner,1610612748,MIA,24.0,16,167.0,27,17,10,17,0,1,3,2,2,4,0.5,0.5,1,3,4,1,4,0.25,0.75,1.0,0.25,Regular Season
1642368,N'Faly Dante,1610612737,ATL,24.0,4,15.0,4,4,0,2,0,1,3,0,0,0,0.0,0.0,0,1,1,1,1,0.0,1.0,1.0,1.0,Regular Season
1641772,Nae'Qwan Tomlin,1610612739,CLE,25.0,39,684.0,108,63,45,80,0,19,46,7,6,13,0.538,0.462,6,14,20,10,20,0.3,0.7,1.0,0.5,Regular Season
1630230,Naji Marshall,1610612742,DAL,28.0,48,1407.0,196,100,96,81,0,20,44,10,19,29,0.345,0.655,3,22,25,16,25,0.12,0.88,1.0,0.64,Regular Season
1629675,Naz Reid,1610612750,MIN,26.0,49,1314.0,288,178,110,85,3,32,78,13,12,25,0.52,0.48,5,42,45,24,47,0.106,0.894,0.957,0.511,Regular Season
1629674,Neemias Queta,1610612738,BOS,26.0,46,1153.0,358,274,84,81,0,179,440,7,7,14,0.5,0.5,33,68,101,62,101,0.327,0.673,1.0,0.614,Regular Season
1629651,Nic Claxton,1610612751,BKN,26.0,46,1353.0,356,238,118,90,0,154,379,12,6,18,0.667,0.333,35,35,69,59,70,0.5,0.5,0.986,0.843,Regular Season
1630208,Nick Richards,1610612756,PHX,28.0,27,254.0,70,55,15,15,0,26,67,2,1,3,0.667,0.333,7,13,20,17,20,0.35,0.65,1.0,0.85,Regular Season
1641733,Nick Smith Jr.,1610612747,LAL,21.0,19,285.0,31,12,19,8,0,5,11,2,4,6,0.333,0.667,0,0,0,0,0,0.0,0.0,0.0,0.0,Regular Season
1629638,Nickeil Alexander-Walker,1610612737,ATL,27.0,49,1617.0,170,119,51,158,3,23,51,19,20,39,0.487,0.513,1,29,29,12,30,0.033,0.967,0.967,0.4,Regular Season
201587,Nicolas Batum,1610612746,LAC,37.0,45,920.0,161,90,71,67,0,8,18,5,9,14,0.357,0.643,1,12,13,7,13,0.077,0.923,1.0,0.538,Regular Season
1628502,Nigel Hayes-Davis,1610612756,PHX,31.0,18,172.0,21,17,4,18,0,6,16,3,2,5,0.6,0.4,0,2,2,1,2,0.0,1.0,1.0,0.5,Regular Season
203999,Nikola Jokić,1610612743,DEN,30.0,34,1160.0,191,133,58,101,1,121,282,14,11,25,0.56,0.44,26,63,88,68,89,0.292,0.708,1.0,0.773,Regular Season
1631107,Nikola Jović,1610612748,MIA,22.0,36,729.0,184,121,63,37,1,9,21,3,3,6,0.5,0.5,3,17,20,11,20,0.15,0.85,1.0,0.55,Regular Season
202696,Nikola Vučević,1610612741,CHI,35.0,48,1480.0,391,257,134,77,0,111,237,10,5,15,0.667,0.333,21,75,94,69,96,0.219,0.781,0.979,0.719,Regular Season
1642363,Nique Clifford,1610612758,SAC,23.0,47,932.0,174,103,71,63,6,11,27,6,11,17,0.353,0.647,3,8,11,8,11,0.273,0.727,1.0,0.727,Regular Season
1642855,Noa Essengue,1610612741,CHI,19.0,1,4.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,1,1.0,0.0,1.0,0.0,Regular Season
1641730,Noah Clowney,1610612751,BKN,21.0,43,1237.0,283,185,98,81,2,15,36,7,12,19,0.368,0.632,2,22,24,10,24,0.083,0.917,1.0,0.417,Regular Season
1642869,Noah Penda,1610612753,ORL,21.0,29,432.0,85,59,26,39,0,12,26,6,10,16,0.375,0.625,7,10,17,15,17,0.412,0.588,1.0,0.882,Regular Season
1642849,Nolan Traore,1610612751,BKN,19.0,25,492.0,94,73,21,23,0,3,7,1,4,5,0.2,0.8,0,4,4,0,4,0.0,1.0,1.0,0.0,Regular Season
1626181,Norman Powell,1610612748,MIA,32.0,43,1319.0,102,49,53,115,0,6,15,7,16,23,0.304,0.696,0,16,16,10,16,0.0,1.0,1.0,0.625,Regular Season
1628384,OG Anunoby,1610612752,NYK,28.0,39,1278.0,257,145,112,115,3,12,30,16,18,34,0.471,0.529,3,44,47,27,47,0.064,0.936,1.0,0.574,Regular Season
1630167,Obi Toppin,1610612754,IND,27.0,3,82.0,14,8,6,3,0,4,9,2,3,5,0.4,0.6,0,2,2,1,2,0.0,1.0,1.0,0.5,Regular Season
